episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance,starvation_count,congestion_count,hotspot_imbalance_mass,projected_starvation_risk,projected_congestion_risk
33,0.9436927913212315,-112.32460992382919,-55.76892241798868,-20.637031011461087,-46.275699009710166,-15.15128820681942,-77.42196954707457,-40.59377878336315,-1.6075333739430362,-9.902363222206699,0.0,-25.298439100928288,-3.112946748897215,-5.886886400097642
34,0.9376943278896368,-113.03432136557117,-56.088570710178274,-20.440143555686998,-46.426920364255416,-14.916610199607677,-76.2744211588872,-39.64836824173276,-1.2448388686324345,-9.340847310649286,0.0,-25.653392238718826,-3.136921558616136,-6.005234093167118
35,0.9454784846489915,-113.91597761061357,-56.38750460555669,-20.28615173941738,-46.53551744011275,-14.704027280962457,-75.03082058992615,-38.656653845963454,-1.3008322386668034,-8.65274578226764,0.0,-26.106356200124758,-3.16468626116015,-6.141695286758839
36,0.9441806671536401,-115.6821127334578,-57.04193487429664,-20.333193897641635,-46.979075936424806,-14.659030754097452,-76.48915368561654,-39.60282806681248,-1.3301051552760106,-8.263445201182412,-2.2143806766529743e-05,-27.08671980059834,-3.1854607660691476,-6.251642998584338
37,0.9406679648315336,-115.87365588126822,-57.08049732920804,-19.922518145634932,-46.87954476918647,-14.210983744043233,-74.63720514063277,-37.398387662903275,-1.6088443510972634,-7.53622652930574,0.0,-27.36295804860522,-3.168563327174919,-6.343967305578292
38,0.9414623837700761,-116.99222806207489,-57.43279852345712,-19.874959188534582,-47.03824505901122,-14.096752572493722,-74.3592406837086,-37.34879468913417,-1.3692534513430197,-6.930381889780585,-0.009884901506610106,-27.928854363816168,-3.1795071840096045,-6.465890289434323
39,0.9381832457570816,-117.21990066901004,-57.51996632360369,-19.523023751085127,-47.00182707115445,-13.704009075436495,-72.81214267986068,-35.52137172868466,-1.2682998636458858,-6.26129364488706,0.0,-28.188623528536137,-3.137495904536566,-6.5356330410677845
40,0.9396924192525002,-118.45931172282087,-57.963348427611834,-19.52761798906914,-47.27131469362678,-13.619929556499365,-73.14318524583776,-35.67724019945292,-1.5928136205528902,-5.805770676661902,0.0,-28.80377457002537,-3.1193245202048066,-6.651128872203786
41,0.9411465349498578,-119.11352059542637,-58.35436701675629,-19.322200070448663,-47.54298649938928,-13.385964998181722,-72.50628987201303,-34.43833241939689,-1.1718153677384615,-5.538597445704036,-0.00456599779717851,-29.173034537989086,-3.1673886677023324,-6.765328258962844
42,0.9436342732663682,-120.93663869091203,-59.059892098120486,-19.405180234712635,-48.03832047838234,-13.365747783047128,-73.91071350319572,-35.23909841021768,-1.6494816139994077,-5.155490300964253,0.0,-30.08637767666641,-3.211321932234738,-6.87832920916656
43,0.9452466907340553,-120.84802880053815,-59.00985848343328,-19.072256336291396,-47.901760954920654,-13.013833366512086,-71.55059250037203,-33.23248298898861,-0.964650319648552,-4.655450215579062,-0.002260075986143174,-30.159240233971403,-3.1916760025466626,-6.963665806574101
44,0.939174378957623,-121.43021408958995,-59.19664178101053,-18.879962286121508,-47.95416346809366,-12.763555829516404,-70.69026450133096,-32.45628551082563,-0.9783731879732258,-4.173827461688308,0.0,-30.50126287234222,-3.196440900437841,-7.055003254462093
45,0.9358291986167494,-123.11858541189689,-59.809237079963815,-18.901988987642017,-48.37883759917109,-12.70663780607248,-72.36701434795133,-33.477547407335265,-1.7485261107814485,-3.847945796207904,0.0,-31.47892938410184,-3.2582438542064738,-7.158002477873071
46,0.9461952113437678,-123.03298014804423,-59.809283152183056,-18.52857655118322,-48.28550700690469,-12.322049817916568,-70.33979661263476,-31.47507587977827,-0.9221942027485965,-3.3491307756635216,0.0,-31.518652562762135,-3.318568046114652,-7.2632968377072755
47,0.943276430068883,-124.15247841572616,-60.205469168849575,-18.43355990353581,-48.52060573135835,-12.16171528863171,-70.88928291042504,-31.798940004406138,-1.1981146622830496,-2.9110761397217577,-0.008764650091669567,-32.22049817143184,-3.323483978954182,-7.362262468619322
48,0.9400523093384058,-125.86529947861908,-60.857144569277864,-18.561287897609255,-48.97965982620861,-12.198494295720787,-72.54585835535426,-33.345757211737606,-1.467965275775953,-2.5758955841295665,-0.009575511924154909,-33.096093106964744,-3.314829032286905,-7.4589479954737925
49,0.9347754243653297,-126.68310876254154,-61.1474199558837,-18.34507840745091,-49.12021176017677,-11.930554503296694,-72.14418728010213,-32.87474017238174,-1.6096317717642534,-2.133437718876644,0.0,-33.58412969212063,-3.3202968743870227,-7.548173343586914
50,0.9368604791140003,-127.06069079342134,-61.23857498693815,-18.156663359345185,-49.08986978065201,-11.701009978869024,-71.03402567847178,-32.213732095603504,-1.5323503372039728,-1.5955068200759266,-0.0465048727087267,-33.83660748244319,-3.3552378094410416,-7.630410133712392
51,0.9350341767598034,-128.31172069895092,-61.7535245769612,-18.137066077077133,-49.44322270245717,-11.618798620483934,-71.52429202824314,-32.48937211258616,-1.5785294011551625,-1.295187118466285,0.0,-34.50962524647821,-3.4180143925144515,-7.746540855552412
52,0.9402814529708925,-129.20089285655754,-62.00672481872651,-18.0375771320205,-49.54820551334996,-11.448761494594908,-71.24733073180523,-32.24588464296512,-1.62426436136157,-0.789238503732019,0.0,-35.011502217890765,-3.4539321929798352,-7.8439584126677655
53,0.9358784064596568,-130.36078663335508,-62.362718336268664,-18.00569666670599,-49.75343909346838,-11.351055937123295,-71.63830890636837,-32.52917521440757,-1.7858954846643311,-0.3753533096107858,0.0,-35.673367932899616,-3.4922247920800875,-7.946231673783129
54,0.9469861132305815,-130.71386041836362,-62.41055295524051,-17.733583674870765,-49.694861690122906,-11.043094771695355,-70.49620426312205,-31.60672857299508,-1.2636951535466778,-0.006070657874093548,-0.0005141306506503123,-36.076084342099605,-3.540438026046834,-8.028880273652046
55,0.9402075540002414,-130.5910581496441,-62.36950763126827,-17.332155003986827,-49.5742568268683,-10.627819588726254,-68.68194178765562,-29.663170152058825,-1.1580056777667973,0.0,0.0,-36.223443084640415,-3.5486526075965243,-8.103756845557214
56,0.9376026763045491,-131.77625655357642,-62.84152147581439,-17.382602403546464,-49.89614509452053,-10.613341040612044,-69.31887528909854,-30.368852460958863,-1.5434204297712721,-0.019235902536095684,-0.007790944414684181,-36.7990846256156,-3.5977814052120443,-8.211342240067742
57,0.9424310261374637,-132.937844380971,-63.29929656248312,-17.399205870496207,-50.211344416136875,-10.568327689415261,-70.0487304896571,-31.100102236698245,-1.6820648973674013,0.0,0.0,-37.407450883316706,-3.621769553257378,-8.292251044953568
58,0.9388556636615193,-133.4299817165248,-63.4346209298624,-17.253066124135024,-50.23876997056957,-10.385751445780269,-69.15280011850241,-30.744413828443133,-1.3621048627743422,-0.0034556771754399493,-0.005107512151840483,-37.736362685782645,-3.6537964894682626,-8.378530010708412
59,0.9442990766639598,-134.800066434295,-63.76904901189329,-17.32980755078208,-50.40572326160183,-10.374374089603709,-69.92937544395794,-31.970560163745173,-2.0668102398903287,0.0,0.0,-38.53271124053641,-3.6592324648371246,-8.459105271488696
60,0.9427253392445256,-135.46758274072903,-63.931391735713554,-17.235003292652774,-50.43917527861577,-10.234645726422695,-69.27820168929873,-31.56819449669144,-1.251489002095658,0.0,0.0,-38.86982057620887,-3.652745488606153,-8.536135362301367
61,0.935274302213667,-135.83087331645555,-64.03413055648096,-17.02228727641904,-50.43382390400414,-9.991391907333856,-68.45815958755772,-30.853278424508485,-1.3416981335738067,-0.0067699954737074014,-0.0038803495710865374,-39.15924520785132,-3.662602067299152,-8.60997151710858
62,0.9440544693158196,-136.2051823324974,-64.08310353499988,-16.800470701906896,-50.38873252729027,-9.74238076140157,-67.54181033060661,-30.308481491126223,-1.5206309533260927,0.0,0.0,-39.53324684876609,-3.7007383063200296,-8.684267276922958
63,0.9319483808719773,-137.57919017929197,-64.54334264961489,-16.875771760786446,-50.700212158741834,-9.746833694730627,-69.06829642985807,-31.630901315220978,-2.0203839303679993,-0.011544382854996309,-0.02223059333697263,-40.37389142985815,-3.7140286470307666,-8.766329476359163
64,0.9406738577142164,-137.71047608284806,-64.52638050557672,-16.614892856620745,-50.58794254883995,-9.448460008641328,-67.71100020943737,-30.350939710404305,-1.7987114383060419,-0.000767202808162063,-0.003330570070981707,-40.545065291058975,-3.7073440812613776,-8.821311449374631
65,0.9377627241660871,-139.38290006670354,-65.07711112975514,-16.712226874906705,-50.95783506355224,-9.456680588836774,-69.6860269039585,-31.856144216286058,-2.302807416851929,-0.006337270857819447,-0.0020888458602218146,-41.43179125787477,-3.7272755773629136,-8.895337487376862
66,0.9392403535764926,-139.80600739719543,-65.17075284455863,-16.54857665845383,-50.94398481625315,-9.258184114240677,-68.97347029919563,-31.237963184291207,-2.3938152803202875,0.0,-0.005881135256580899,-41.74629749900428,-3.7166693458259217,-8.967188838573659
67,0.9409136197578576,-140.32005981779147,-65.3107017620717,-16.384871446916037,-50.986213471868155,-9.05251501931071,-68.6213191368343,-30.595844164739777,-2.0904086672723783,-0.012166053933859262,0.0,-42.089681023089426,-3.7387890231733967,-9.042589763041837
68,0.9429337068729254,-139.85409238339886,-65.13222731139984,-15.935375361757671,-50.758192254777214,-8.597428598637492,-66.56110929132187,-28.416991136750312,-1.4984420650067103,0.0,0.0,-42.05750972737971,-3.7582519458418013,-9.110906683516129
69,0.9406777103889442,-141.48023494880653,-65.62846573134857,-16.105445302236323,-51.08996877269219,-8.675026111855528,-68.45514887983474,-30.52319222126929,-2.147089557311865,-0.009533976084445882,-0.006262294735038227,-42.95036052477513,-3.775819225807918,-9.186868640308601
70,0.9394277108433735,-142.66912426267993,-65.94603389100357,-16.146477244017895,-51.27697481664144,-8.647126729447624,-69.64785579172464,-31.92573245058244,-2.6414785345902385,-0.0017540512281675334,0.0,-43.75834339960215,-3.790250065861926,-9.249226823809243
71,0.9395846444304594,-143.4932858438502,-66.1399939272385,-15.977164774312298,-51.32968465707776,-8.43100882601647,-69.90456287277341,-31.959616847594766,-2.547339626432035,0.0,0.0,-44.355453680941636,-3.7594858559826245,-9.298526161871822
72,0.9475526567735759,-144.03461244985652,-66.28288004313488,-15.823979789788657,-51.36607003559253,-8.22553252597557,-69.55088904617432,-31.59390477964443,-2.3511313172384725,0.0,0.0,-44.77462546715826,-3.778810858880265,-9.369437439159531
73,0.9416082851050868,-143.67586345769644,-65.99028296333299,-15.399154656978144,-51.01698976572874,-7.799033649896475,-67.51329539820661,-29.71755108974861,-1.412863050577242,0.0,0.0,-44.86567621136682,-3.7802555550504726,-9.432715351859397
74,0.9442651627107398,-144.36316179722033,-66.1550252901338,-15.29787841400425,-51.06881478831383,-7.6555291801909,-67.5428292510704,-29.7777165281816,-1.7272733017634985,0.0,0.0,-45.31127739922538,-3.8070718854105454,-9.496107231099025
75,0.9374361746861296,-144.93927995810213,-66.28717070859804,-15.22956971784108,-51.094631917530194,-7.537948018991551,-67.08823794615768,-29.72034406110477,-1.9135419293861835,-0.005764985805756585,-0.021853387277582348,-45.67718700869571,-3.8377609936230557,-9.568144911815928
76,0.9366544216468058,-145.6737242530786,-66.4991435774061,-15.146739545315555,-51.20057155086943,-7.406132115138449,-67.49334608248112,-29.912739628976666,-2.1656184719216847,0.0,0.0,-46.14724210213378,-3.86679346186925,-9.629805794572844
77,0.9414537262109445,-146.78180470338413,-66.80481115359993,-15.18365024332544,-51.37353528088333,-7.379941356366865,-68.4383792939419,-31.100846424808438,-2.4397129124521193,0.0,-0.0004501652000585626,-46.82773009651238,-3.8928617659300926,-9.683691314840255
78,0.9339297390477322,-147.41856936438202,-66.8709553406415,-15.063344490998961,-51.32495598502158,-7.216455542842407,-68.33474502268135,-31.494842482013997,-2.586174520222626,-0.0038374711664060017,-0.0020775202897415166,-47.37073665016573,-3.9070284360093597,-9.750654720517623
79,0.944983720293339,-148.07580866624474,-67.05569804634513,-14.958051800078854,-51.395722895460096,-7.066637572239493,-68.40956107321462,-31.571963830374,-2.503899002556523,0.0,-0.007129717801418051,-47.80279075813741,-3.9361271318763666,-9.827253970050943
80,0.936952398157348,-147.70083535601654,-66.82901147208845,-14.589796571797333,-51.122902353501715,-6.687811558087836,-66.3135735455653,-29.821457704646214,-1.9499186677591565,0.0,0.0,-47.79185907371791,-3.9309626624335157,-9.884878369051135
81,0.9383177011768923,-148.73316727683414,-67.05944611220124,-14.61966804574441,-51.229773727861115,-6.655775327530267,-67.21117129779017,-30.92294183856964,-2.2579028400430943,0.0,0.0,-48.47873402798868,-3.964092446291938,-9.963232131121398
82,0.9416010104047633,-149.67915590768894,-67.3499560864189,-14.611124888572311,-51.408670617894394,-6.586743607436338,-68.08843950654038,-31.72474334741467,-2.6285204692495663,-0.019393408706662014,-9.787141275322389e-05,-49.032540253247205,-4.012637222268826,-10.024863959020776
83,0.9456198848135798,-150.61327370688343,-67.53112756653458,-14.564143639746813,-51.46650550575926,-6.478860715750456,-68.79926773261879,-32.18695437689035,-3.1115120348665015,0.0,0.0,-49.69014845786266,-4.023041664816994,-10.088396445320324
84,0.9390188815611167,-151.75635902250613,-67.76508251030852,-14.601039250049823,-51.56546785062541,-6.439466402003181,-69.68397830457201,-33.333814409124976,-3.4167505720746267,-0.0017830593733090417,-0.0014632628676479252,-50.4159298568504,-4.017280232191211,-10.135889119459746
85,0.9372980156452928,-151.85335103020736,-67.62734622291313,-14.380264288554805,-51.356705561727416,-6.194206417968458,-68.403066520483,-32.51276954089107,-2.814302215207672,-0.0005514839563295084,-0.0009218116411605796,-50.6389392992011,-4.0191080385301765,-10.19519794291279
86,0.9394332619126656,-152.9197137851935,-67.94341271515593,-14.375438492656993,-51.54413397904848,-6.122099958655627,-69.43881303440024,-33.31553204512249,-3.0233441842725943,0.0,0.0,-51.239827506109194,-4.044925139258069,-10.269258505708144
87,0.9489103897278235,-153.40408610160836,-67.96673511410737,-14.210704876103147,-51.46988270110124,-5.91489464167684,-69.04751804007343,-33.29400995888935,-2.9807882501762535,0.0,0.0,-51.69151387376712,-4.059984276275809,-10.32732934082908
88,0.9347570709961144,-154.85854599811628,-68.31019611702914,-14.355109560134187,-51.66194678136377,-5.9816950126708255,-70.63118167126376,-35.20590912239609,-3.2780053608662922,0.0,0.0,-52.61104329325693,-4.042637213766106,-10.378265906716633
89,0.9411941917213954,-154.70430249817895,-68.07593704757235,-14.011585709585582,-51.36017079951919,-5.62408589762945,-69.17454920429151,-33.97847625849726,-2.8405859593336347,0.0,0.0,-52.853615918612924,-4.044585012789813,-10.411773695728673
90,0.9414177978883861,-154.23428623438332,-67.80681921651846,-13.582268431624273,-51.05327171913443,-5.197869122377956,-67.27661550381254,-32.110343301253415,-2.455732283926832,0.0,0.0,-52.87616647269691,-4.057841519750318,-10.457831631333896
91,0.9408213665050764,-155.1016800320104,-67.96805815917777,-13.566069575184233,-51.108023241050624,-5.129393563747535,-67.80629643782865,-32.93299118816215,-2.7738992413209953,-0.00031082254647070293,0.0,-53.510165827544924,-4.073235403331133,-10.504211488128025
92,0.9361911287199499,-155.97997371916276,-68.12026824159345,-13.572765859808753,-51.15221928635076,-5.083285364320001,-68.49980599238268,-33.76989430333442,-3.2411070100711723,0.0,0.0,-54.166308235862545,-4.071638947681031,-10.55705291428127
93,0.9387085329075749,-155.87774906806692,-67.95672621595418,-13.253008957141331,-50.93097905149754,-4.754145987638326,-66.99771509149977,-32.56016492494977,-2.871145820738955,0.0,0.0,-54.352158783038306,-4.073380486579302,-10.599256419724195
94,0.9422637653282039,-157.20956364985665,-68.36430936649445,-13.389277653905166,-51.203131357884295,-4.816591422520331,-68.64024950904854,-34.1810570210076,-3.2426265105762346,-0.00020186938693064123,-0.006308945734240105,-55.087540195383596,-4.087529466825254,-10.663967256070903
95,0.948526758869513,-158.52985158873878,-68.78753102361617,-13.502025214044108,-51.49205193305072,-4.8609454704813375,-70.19294931549499,-35.60549751244187,-3.5265200383526607,0.0,-0.01855884821186615,-55.798652488688255,-4.126899612746118,-10.730645689927202
96,0.9438989758617564,-158.15019546385398,-68.51667166837257,-13.102454604354548,-51.17883157044831,-4.451268538644856,-68.27699434024225,-33.698436732608336,-3.016168011574376,0.0,0.0,-55.80776078186182,-4.116921726155863,-10.754553821999178
97,0.9395969158405525,-159.0532589969576,-68.72102646107395,-13.077942529859412,-51.271192351618886,-4.372197211069506,-68.97131853573747,-34.32417305012831,-3.0552386186531497,0.0,0.0,-56.41229721695482,-4.133223509939048,-10.80428367633669
98,0.9423757270492295,-159.36488458653793,-68.70156481215618,-12.891830316350365,-51.169167131536646,-4.151084208378581,-68.49630100716352,-33.96123188280705,-3.0069672204254596,-0.004847030792394905,-0.0008787633317402267,-56.81686682835304,-4.130879871247186,-10.836368096172512
99,0.945298317802251,-159.19416637072902,-68.54142169054181,-12.574683262452309,-50.953112204998575,-3.822965936096542,-67.15453807954017,-32.63944865194788,-2.482814533138431,0.0,0.0,-56.925477402498274,-4.1321347710519225,-10.870478634559758
100,0.9430345572354212,-159.62068051878572,-68.58752158971151,-12.465922454005613,-50.910259081770924,-3.677165455568986,-66.94885725793382,-32.60290034830974,-2.56655146564673,0.0,0.0,-57.24799008378622,-4.125484598201635,-10.914473013527724
101,0.9368348678703814,-159.95573116882403,-68.660890113303,-12.326125766688385,-50.90618234567746,-3.503608834042698,-66.66431826542228,-32.324188966015925,-2.459392686813896,0.0,0.0,-57.532232862699516,-4.141459455796638,-10.94909717143808
102,0.9440310871464289,-160.12493769082172,-68.65524071071972,-12.169717291049135,-50.82928615922917,-3.3244792673278694,-65.88261567961916,-31.704908170518912,-2.3768927856475233,0.0,-0.0003224985360221687,-57.6799362891717,-4.149135223510902,-11.003638600379315
103,0.939208816218968,-161.42080173452806,-69.06067895964391,-12.302932445589086,-51.099905980544506,-3.3878692736751312,-67.36987704904597,-33.131091107139675,-2.780781708077422,-0.0012809297850427705,-0.0030286301336116673,-58.36397290148877,-4.178865575505368,-11.06098508211758
104,0.9435201140887753,-162.3991786441375,-69.32284638979107,-12.372722421793544,-51.2504360271844,-3.4055932592932563,-68.32770656161513,-34.17707413755455,-3.0063571360812547,0.0,-0.002412737799925697,-58.9130840706084,-4.177053775696963,-11.113885257760291
105,0.9459135336091623,-162.69213244415334,-69.27127049102415,-12.215937812668406,-51.12455119642358,-3.2171087743500726,-67.77812178041282,-33.72590967643394,-3.0793000261562007,0.0,0.0,-59.23152046784338,-4.175920385249084,-11.147856405266651
106,0.9399166263895602,-163.63915834150865,-69.50655206428857,-12.223403622683731,-51.25461134679318,-3.1680599854863405,-68.78847276097277,-34.680984082955014,-3.4967517292971593,0.0,0.0,-59.861630490130565,-4.173740308265901,-11.181542388417503
107,0.9392880804673854,-164.55561223745687,-69.70415821390716,-12.241794810573422,-51.33990531182961,-3.136580268515321,-69.68150675200731,-35.734904550172146,-3.8367387337176915,0.0,0.0,-60.48724571943197,-4.16762027965089,-11.221698785556626
