seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,1,12,0.9486,400.8284,2147,949,60282,58135,58135,238,47,219,238,238,240,7645,7890,0.0157,0.0328,0.9514,0.0052,0.0169,0.9778,4,13,212,223,219,240
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,1,12,0.9464,398.5506,2142,1080,60062,57920,57922,189,47,209,189,189,183,7843,8026,0.0079,0.0329,0.9593,0.0091,0.0196,0.9713,7,15,213,178,209,183
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,1,12,0.9466,398.4312,2287,884,59410,57123,57126,232,48,215,232,232,208,7546,7774,0.0157,0.0288,0.9556,0.0052,0.0183,0.9765,4,14,208,220,215,208
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,1,12,0.9484,396.7297,2276,797,59520,57244,57247,233,48,216,233,233,226,7628,7856,0.0105,0.0276,0.9619,0.0117,0.0169,0.9713,9,13,218,224,216,226
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,1,12,0.9518,397.8604,2011,831,58938,56927,56925,212,52,228,212,212,210,7853,8063,0.0105,0.0316,0.9578,0.0104,0.013,0.9765,8,10,230,200,228,210
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,1,12,0.9507,398.6464,2088,843,59402,57314,57313,223,46,214,223,223,225,7637,7876,0.0132,0.0448,0.942,0.0026,0.0235,0.9739,2,18,208,209,214,225
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,1,12,0.9441,398.4716,2399,935,59646,57247,57243,200,44,229,200,200,192,7914,8111,0.0106,0.0317,0.9578,0.0106,0.0237,0.9657,8,18,230,193,229,192
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,1,12,0.9492,397.4858,2028,975,59136,57108,57107,213,49,226,213,213,199,7657,7868,0.0131,0.0327,0.9542,0.0078,0.0261,0.9661,6,20,223,205,226,199
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,1,12,0.9471,397.7573,2254,886,59402,57148,57149,236,48,203,236,236,221,7522,7763,0.0143,0.0261,0.9596,0.0026,0.0261,0.9713,2,20,197,231,203,221
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,1,12,0.9489,399.0738,2236,822,59852,57616,57616,214,51,237,214,214,207,7770,7973,0.0119,0.0264,0.9618,0.0026,0.0326,0.9648,2,25,231,214,237,207
