episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon
196,0.9251790298608296,-5.276642342377114,-3.0620745875450575,-1.7714159940339091,-0.5287708903781922,-5.633171018519042,-4.007382179474739,-1.714216917388272,-1.1277559832170296,-3.2527543003964445,-2.6093939174798986,-1.7275832523576444,0.012636761492569943,0.000145,0.001,0.028066
197,0.9288308892775461,-5.274508682021922,-3.0613366119533585,-1.7727085875647108,-0.5282163015992186,-5.633023126028425,-4.005231176721717,-1.7170082357167695,-1.1294517843437466,-3.255606504657336,-2.612135189198283,-1.7268246500820827,0.012753361092158496,0.000144,0.001,0.027786
198,0.926115593888449,-5.273644750626075,-3.061459589849108,-1.7742216953205936,-0.527774798627362,-5.633484688799426,-4.003934477974035,-1.7194221879394962,-1.1312601590378077,-3.2601122478542117,-2.6153002299363743,-1.7267277610987686,0.013009811439963452,0.000144,0.001,0.027509
199,0.9225570684821787,-5.276447035687006,-3.0636464143450737,-1.7763674585791094,-0.527845595249962,-5.636978173737264,-4.005488603876184,-1.7222859192439248,-1.1331576923286688,-3.264788374035854,-2.618763807049694,-1.7273997896508273,0.013090471018310217,0.000143,0.001,0.027235
200,0.9343308395677473,-5.269652395865307,-3.060595023201062,-1.7765749197911893,-0.5268375882527656,-5.632416364743993,-3.999796281352187,-1.7234698562024675,-1.1341187664695438,-3.2664332548121324,-2.6206719389102804,-1.725900184676901,0.013332212228915395,0.000142,0.001,0.026963
201,0.926600097664472,-5.268905281663479,-3.0606940517189103,-1.778034400887692,-0.5264544184251974,-5.633541426036242,-3.998885399546224,-1.7256057430965508,-1.1356323133221593,-3.269092172424073,-2.6239481556351536,-1.7261664869659363,0.01354116119938248,0.000142,0.001,0.026695
202,0.9277041290213628,-5.267199495903909,-3.060340258014647,-1.779222305300346,-0.5260369280067491,-5.633278119623717,-3.9972410609690106,-1.727777881362352,-1.1372672974993439,-3.272631943951053,-2.6268134777564582,-1.7261731388383992,0.013737263764496256,0.000141,0.001,0.026429
203,0.9289032755815709,-5.265711118549717,-3.059917721875719,-1.7804547746430224,-0.5256721965127427,-5.633471893038446,-3.9959440620068616,-1.7299823263504108,-1.139016553433195,-3.2755152091458917,-2.6301929372248156,-1.7261279875564663,0.014139728213533286,0.000141,0.001,0.026165
204,0.9232153367527117,-5.266873091972175,-3.0613057993263024,-1.7825402277274205,-0.52549666160698,-5.635887905674095,-3.996490014199451,-1.7329341489354637,-1.1409140855378122,-3.280964854423263,-2.635180167777781,-1.7267090792478847,0.014242530420499616,0.00014,0.001,0.025904
205,0.9249658475705396,-5.268043076135802,-3.062571576825149,-1.7846503501310313,-0.5254337742797746,-5.638920254507164,-3.9974213039440385,-1.7360230169442583,-1.1429403045913387,-3.2853341149616146,-2.6396612861649467,-1.7274034752933904,0.014450209994967595,0.000139,0.001,0.025646
206,0.9276275973370991,-5.26748664719591,-3.0626090965429373,-1.7861467249463219,-0.5250417186489689,-5.640038275281969,-3.9967333172300514,-1.7387535110681314,-1.1448569940877416,-3.288350841648689,-2.643057359090194,-1.7272349091614487,0.014927939815021876,0.000139,0.001,0.02539
207,0.9298410829899941,-5.264517251068747,-3.061501526568642,-1.7870610248936165,-0.5244423192416819,-5.638325119569592,-3.9942786458381345,-1.7405256111024545,-1.1461851795824085,-3.291310804556023,-2.6456220890920195,-1.7265284631107467,0.01515323259660352,0.000138,0.001,0.025137
208,0.9224913261697039,-5.267189903275562,-3.0633525017643963,-1.7892504975254722,-0.5245383864082076,-5.642286528251073,-3.9959494437886294,-1.7434241956987724,-1.148009471217018,-3.295339020189904,-2.6494061429063,-1.7276408324623116,0.01540354232970649,0.000138,0.001,0.024887
209,0.9283904207293537,-5.266150627282433,-3.0634013486000073,-1.7906398033210542,-0.5242152320794892,-5.643216467589071,-3.9948241163333185,-1.745861342029774,-1.1495773308403479,-3.2984756469084413,-2.652001565806989,-1.7276173700040123,0.015635181098359156,0.000137,0.001,0.024639
210,0.9293858036042663,-5.26448724719286,-3.0630255670017856,-1.7918025840369018,-0.5236547779264531,-5.642877478796473,-3.99276623141075,-1.7478752395458277,-1.1509065564049965,-3.301238750305606,-2.653460338759575,-1.727198888244046,0.015876158656381253,0.000137,0.001,0.024393
211,0.9231167616151829,-5.265741198508006,-3.064122567472118,-1.7935726319234917,-0.5235573932281816,-5.644752021725817,-3.993654043759526,-1.7504141580577646,-1.1527430071600333,-3.3064951065052095,-2.657430425184592,-1.7276747793944538,0.015988401977892117,0.000136,0.001,0.02415
212,0.9230288071409251,-5.267603604600534,-3.065302414489495,-1.795436691501126,-0.5233174765271461,-5.647664516329018,-3.9945889735968314,-1.7531510108803454,-1.1546092797267724,-3.310608638903322,-2.661824610035446,-1.72856582318808,0.016067019094656305,0.000135,0.001,0.023909
213,0.9256034090717691,-5.26775972936095,-3.0657970979362115,-1.7969574494161926,-0.523173711279987,-5.64907847716969,-3.994479162197525,-1.7556138596788724,-1.1561902265370176,-3.314204672725158,-2.6640582786346947,-1.7285139752775256,0.01619696687142758,0.000135,0.001,0.023671
214,0.9256753336595407,-5.266786814812297,-3.065751272322972,-1.7983278049749227,-0.52276828234116,-5.64951350097032,-3.993298029736257,-1.7578738899419282,-1.1577748010231717,-3.3183047959992353,-2.6670823445760337,-1.7288412100417405,0.016382807066271887,0.000134,0.001,0.023435
215,0.9264254644771892,-5.266947255269452,-3.0662042587760836,-1.7999457817897335,-0.5223142575058036,-5.651225793427955,-3.992218544155006,-1.7606818673746378,-1.1592725355673132,-3.321923729277892,-2.6699517668815624,-1.7294015738338677,0.016612205123885664,0.000134,0.001,0.023201
216,0.9224802262757651,-5.268281220822664,-3.0673346992393267,-1.8017803890879518,-0.5222050544006506,-5.653989734762742,-3.9929966023100203,-1.7632830567255366,-1.1610739097746121,-3.32814503650322,-2.674104610658698,-1.7308308682655058,0.016855431157255577,0.000133,0.001,0.02297
217,0.9243905272416483,-5.270363806176038,-3.0690122429443223,-1.803768656302384,-0.5220983639492243,-5.657384315226825,-3.9942206974321777,-1.7656966502389175,-1.1628091232015603,-3.3326583469037336,-2.677867058757196,-1.7320178018377173,0.01691110649218581,0.000133,0.001,0.022741
218,0.9245720040281974,-5.270931711239063,-3.069653748981005,-1.805341277448961,-0.5218223629750603,-5.659119619596938,-3.993675725552017,-1.767942322438272,-1.1641752281775826,-3.3373833444724914,-2.6804117627831805,-1.7324657689130578,0.01692384114189966,0.000132,0.001,0.022514
219,0.922224467798437,-5.273007544328064,-3.071318275630799,-1.8073803946468088,-0.5217436962487046,-5.662353403779186,-3.994536010241704,-1.7703345266186183,-1.1657923861650712,-3.342496609001037,-2.6841755513511716,-1.7333207661591008,0.016899104561589058,0.000132,0.001,0.02229
220,0.9192591593919579,-5.276919617346778,-3.074158533628058,-1.8097435226242922,-0.5220107851678627,-5.667223802056997,-3.9974453962678242,-1.7734134980773106,-1.1677554944578954,-3.3483235390046233,-2.6886424374088054,-1.7352569137322507,0.017095540554896604,0.000131,0.001,0.022067
221,0.9235782189526017,-5.2781160348391545,-3.075198347521007,-1.8114825815893438,-0.5218664686503023,-5.6699747769682345,-3.9980642323197246,-1.7755497350489007,-1.1694193193669418,-3.352429606345996,-2.6918611980787652,-1.7358491816808155,0.017542327980836006,0.000131,0.001,0.021847
222,0.9223912969803776,-5.279772243166412,-3.0764288258067167,-1.8132630228845876,-0.521717783164557,-5.672444602472119,-3.9989759742515227,-1.7780618797026095,-1.1713694740883405,-3.3576353904296625,-2.696411559631325,-1.7364792544915433,0.01769201495137035,0.00013,0.001,0.02163
223,0.9187164503635252,-5.283227515748089,-3.0789275788125234,-1.8155639134985921,-0.522023173795092,-5.6770295697891004,-4.0017940367920835,-1.7807950265443353,-1.173344250778563,-3.362687593871536,-2.7010175235045524,-1.73812744077915,0.01749656098816715,0.00013,0.001,0.021414
224,0.9247638326585695,-5.284012874092247,-3.0797300774103356,-1.8172240288597261,-0.5218186027929084,-5.6792666587386575,-4.001861738665921,-1.78333927620505,-1.1750539931417274,-3.367173179063349,-2.703945438097173,-1.738536623619508,0.01768726620439042,0.000129,0.001,0.0212
225,0.9263501903574678,-5.283965637241574,-3.0795886680628324,-1.8184839303890445,-0.521288666808666,-5.680269075084068,-4.000468646461375,-1.785811443961075,-1.1765304100294092,-3.371147517520823,-2.706300199814159,-1.7388839460978793,0.01787163202125782,0.000129,0.001,0.020989
226,0.9218131069178185,-5.285224895082733,-3.0806734858547675,-1.8202938564627358,-0.5211796245147504,-5.682876278357944,-4.000874415643321,-1.7882686402294223,-1.1781401408719858,-3.376379572690968,-2.709367246025487,-1.7397313279398294,0.017910044774078666,0.000128,0.001,0.02078
227,0.9281028023123739,-5.2827484682241295,-3.079767444459611,-1.8212104499812813,-0.5207028441276857,-5.68162694661483,-3.9989662175689924,-1.7900371876649532,-1.1795970929913977,-3.379823721524956,-2.712020702738809,-1.7392130207283538,0.018053852528611865,0.000128,0.001,0.020573
228,0.9227202734487369,-5.284953009304663,-3.0813931792014095,-1.8229493881900989,-0.5207706870089575,-5.684439349827397,-4.000482887212103,-1.7921188605714842,-1.1812637235634733,-3.3838914807077227,-2.7151241171261455,-1.7398704206076494,0.01819393555376318,0.000127,0.001,0.020368
229,0.9289574764607906,-5.283052157746892,-3.080631115073539,-1.8240645576204169,-0.5202034660951662,-5.684405743812548,-3.998413997322504,-1.7941746142516295,-1.1827213427266856,-3.3865823236301176,-2.7172234496138405,-1.7397103189785321,0.018328819572886755,0.000127,0.001,0.020165
230,0.918968971496877,-5.286789028253413,-3.083062733462187,-1.826248954977259,-0.5204125764505041,-5.689000354777616,-4.001085710900217,-1.7970658870736411,-1.1846227470071486,-3.391498746313305,-2.721400341540802,-1.741365915018107,0.018449393009936393,0.000126,0.001,0.019964
231,0.9243139370238015,-5.287509197129496,-3.0838700733902424,-1.8278110072493081,-0.5202018693007289,-5.690960103533134,-4.001116736044572,-1.7992571828635444,-1.1861649883206435,-3.3945197640437312,-2.7246950356412567,-1.7419185758623907,0.018527332952974748,0.000126,0.001,0.019765
232,0.9263219446996909,-5.287660818851729,-3.08415688105918,-1.8291718048537895,-0.5198609774710328,-5.692561964007589,-4.000627152471012,-1.8013619685170896,-1.18744402316328,-3.3976161750949587,-2.7278147946306865,-1.7423435873928326,0.01879548692986415,0.000125,0.001,0.019567
233,0.930780559646539,-5.285069559339047,-3.0827759472750005,-1.8299403279275572,-0.5191421661099855,-5.691154447101857,-3.99800805722081,-1.803165979924454,-1.18871902012047,-3.400332943424975,-2.7297947290249156,-1.7417661278473449,0.019030273870866386,0.000125,0.001,0.019372
234,0.9301438314538456,-5.283337134573501,-3.0822033722646793,-1.831127510912561,-0.5185886962673679,-5.691166890974485,-3.9958532751507003,-1.8052473938978453,-1.1901863806289583,-3.4027222392858265,-2.7326732572328574,-1.7415702639316948,0.019164197066886626,0.000124,0.001,0.019179
235,0.927591359869583,-5.281475321173705,-3.0814374066330403,-1.832062312456773,-0.5179820135056279,-5.690629711258175,-3.99352239504127,-1.806944692412764,-1.191305944103087,-3.4055206712416024,-2.735208069371438,-1.7411743140858424,0.019239949782333045,0.000124,0.001,0.018988
236,0.926869667057052,-5.2801723703903605,-3.0815095800451626,-1.8333044975183255,-0.5176703080971603,-5.690982786422308,-3.992641136671021,-1.8093742706189595,-1.1928360657206245,-3.4088807627591566,-2.7391034167792983,-1.7409715085741602,0.01933327810556699,0.000123,0.001,0.018799
237,0.9248702906168402,-5.28063381262303,-3.082299348255801,-1.8348731190248646,-0.517462712927863,-5.692786330633759,-3.9927857035771184,-1.8114081644037319,-1.1945009133860174,-3.412113195250816,-2.741723059851495,-1.741313646309712,0.019427886098471042,0.000123,0.001,0.018611
238,0.9282635053212986,-5.278890495050804,-3.0815914153708452,-1.8358645156152775,-0.5169738174440196,-5.692497333238109,-3.991018604312448,-1.813362724771969,-1.1956834473501192,-3.4147274162252113,-2.7445058503102446,-1.7411782948126602,0.019631318125782105,0.000122,0.001,0.018426
239,0.9246176500117131,-5.279987752711671,-3.0830478877252907,-1.8378440019098599,-0.5169534331138308,-5.69523445251339,-3.992195613313066,-1.8158598603417249,-1.1973853821262366,-3.4182040811020014,-2.7478661592955294,-1.741635581036328,0.019605063892616972,0.000122,0.001,0.018242
240,0.925212274064733,-5.280409526079616,-3.083572282926845,-1.8392429898544902,-0.5167149908794056,-5.696983597164862,-3.992077270840249,-1.8178191435105886,-1.198805986072351,-3.4210607739202405,-2.750696423061199,-1.7420931595055558,0.019801770931075373,0.000122,0.001,0.01806
241,0.9306157994339401,-5.277568625652526,-3.08248796512988,-1.840056143886178,-0.516117639994445,-5.695515023002692,-3.989227459959442,-1.8190806535457502,-1.1997686529877951,-3.423055085461127,-2.752253822391649,-1.7416023867640478,0.0199790452646572,0.000121,0.001,0.01788
242,0.9326368261121922,-5.273200567502501,-3.0807355781204264,-1.8406294353074981,-0.5154418407572269,-5.693158615783158,-3.9858200985579337,-1.8206428601898257,-1.20083876469668,-3.425374952507908,-2.753956383661845,-1.7408570847786402,0.020183796896512868,0.000121,0.001,0.017702
243,0.9275063398140321,-5.272158764405374,-3.0805063831840482,-1.8417539836782257,-0.5150509221169631,-5.693221984806771,-3.984614043299654,-1.8227733324008788,-1.2023062409860925,-3.427911106314779,-2.756450371826843,-1.7406241160272464,0.0203363573443054,0.00012,0.001,0.017526
244,0.9239414311951338,-5.272765276985221,-3.0812958159268082,-1.8432486451412524,-0.5149936247813278,-5.695046519267932,-3.9852145204345355,-1.8248951151534718,-1.203922809315961,-3.4323324068258922,-2.760677524597805,-1.7414320445457052,0.020656842699919842,0.00012,0.001,0.017351
245,0.9289172275357185,-5.2710948835859375,-3.0807252416428166,-1.8441931992685838,-0.5144880843904132,-5.694721663526337,-3.9833586024620478,-1.8266719577549937,-1.2052676896285943,-3.434928905261726,-2.7632416337287213,-1.7413554784716856,0.020860146206468262,0.000119,0.001,0.017178
246,0.9266561647780206,-5.269525239170711,-3.0797372839732087,-1.8448508598563844,-0.5137939761232667,-5.693992562867047,-3.981000026553435,-1.8282040261063859,-1.2062551766936558,-3.437811336334808,-2.765694133188719,-1.7414867177153783,0.021173844992531395,0.000119,0.001,0.017007
247,0.9325644345062963,-5.266069372879708,-3.0782463724454585,-1.8454830826369395,-0.5131459888660073,-5.691976362731188,-3.978143306352267,-1.830005739770598,-1.2074289391045512,-3.4398318789211086,-2.7680921062354775,-1.7408146116512044,0.021315486459945323,0.000119,0.001,0.016837
248,0.9281331868503339,-5.263329365453412,-3.0768465078324723,-1.8462776560223215,-0.5124357667421633,-5.690795168152491,-3.97480458871398,-1.8319102344178568,-1.2087115144382323,-3.442990694120205,-2.771056403164126,-1.7399905735471592,0.021541124836835873,0.000118,0.001,0.016669
249,0.9206739206739207,-5.266561701315193,-3.078961359843114,-1.8483218039960252,-0.5126282622784577,-5.694973136613341,-3.977281735793513,-1.8347766798770102,-1.2105791008337223,-3.4477708045164523,-2.7754347268464237,-1.7406018517872692,0.02152693237257745,0.000118,0.001,0.016503
250,0.9280218207532874,-5.264354458381003,-3.078101655638098,-1.849084262294785,-0.5121563471043157,-5.6942058118330054,-3.975127601764963,-1.8364274203222957,-1.2116407040864532,-3.449989614067841,-2.7781749342803983,-1.740116707924341,0.021719975169245564,0.000117,0.001,0.016339
251,0.9261726944700848,-5.264682522806902,-3.078423492336192,-1.8502931534545746,-0.5118971701280859,-5.695594806225225,-3.9748240219962225,-1.838273969158056,-1.2128965412347301,-3.453595466246883,-2.7802406111666103,-1.7404309751659828,0.02192664088518706,0.000117,0.001,0.016176
252,0.9237173378805357,-5.267177527711375,-3.079829843227619,-1.8520905390352753,-0.5118051769466464,-5.699385322068036,-3.9759017619093835,-1.8407029566756594,-1.214587467599101,-3.4573328630798894,-2.7838005769055556,-1.7417003097653505,0.02205756445050268,0.000116,0.001,0.016014
253,0.9196947859262399,-5.270841688934992,-3.081814632674401,-1.854011329106834,-0.5117686892442566,-5.703686612667105,-3.9777589417718513,-1.8430510424014501,-1.2162461186160585,-3.4615248731744703,-2.787692258739609,-1.7425534820732989,0.02213700440441233,0.000116,0.001,0.015855
254,0.9228510411105179,-5.272819763760191,-3.0833022950973397,-1.8558582234652696,-0.5117379043339733,-5.707012416707702,-3.9788344589843585,-1.8455354118989775,-1.2179636838264094,-3.4659119524477817,-2.790357929350868,-1.7432084912483967,0.022291234658266965,0.000116,0.001,0.015697
255,0.9217749846210118,-5.27547320998175,-3.0850162540147537,-1.8577069774942025,-0.5117483021630328,-5.710376610622361,-3.980249997005077,-1.8474134178398056,-1.219310416321987,-3.4699707011647276,-2.793274789342764,-1.7445866499593725,0.022365606820349142,0.000115,0.001,0.01554
256,0.9294031527697388,-5.272328294390728,-3.083541816244077,-1.8581746505088959,-0.5110725439186186,-5.708155994967877,-3.9770417525960258,-1.8487093166244914,-1.2201256670701954,-3.4719320135998113,-2.7945560714748057,-1.7438439546089999,0.02252784177352006,0.000115,0.001,0.015385
257,0.9259858442871587,-5.271145844797654,-3.0832154923253516,-1.859024392756075,-0.5106442581457883,-5.707784965314282,-3.975669288670816,-1.8502929295521742,-1.2213128344577058,-3.4747294263700756,-2.796362580210993,-1.7434883829452132,0.02273827566690098,0.000114,0.001,0.015232
258,0.9236338706441041,-5.272519767503568,-3.0844654329138455,-1.8606109354852798,-0.51061282438887,-5.710712100868778,-3.976238596055398,-1.8524568810295012,-1.2226732687202684,-3.4785072659458676,-2.800109802606396,-1.7442382886997827,0.022862862060057196,0.000114,0.001,0.01508
259,0.9279550033579583,-5.271106029736935,-3.0838851790888664,-1.8615206824206325,-0.5102090255062459,-5.710305279205598,-3.9746589886468815,-1.8539822121188705,-1.2238812257618663,-3.4817865943961075,-2.8021778311436463,-1.7442531880237766,0.022972780892832344,0.000114,0.001,0.01493
260,0.9257376912145783,-5.271236583841396,-3.0839992306804294,-1.862715099083735,-0.509807410875027,-5.711252968295412,-3.973602265437082,-1.8560769318543393,-1.225219022159737,-3.485379578568451,-2.804540226220865,-1.7445460698840027,0.023138850167130503,0.000113,0.001,0.014781
261,0.9249302140103682,-5.272378903815572,-3.084873792249483,-1.8642304945721795,-0.5097368861490867,-5.7133790942374585,-3.9743391403481585,-1.85852055019923,-1.2270421043915172,-3.4896290977411213,-2.80721702123664,-1.7450949189254674,0.023357699345202838,0.000113,0.001,0.014634
262,0.9224983594420421,-5.274534108141234,-3.086692002405664,-1.866211539150255,-0.5097616336459505,-5.71679857907997,-3.9758756531943433,-1.8610020074350477,-1.2286050611198014,-3.494136640099129,-2.810190479212923,-1.7465003378785837,0.02355208114523607,0.000113,0.001,0.014488
263,0.9261487502746185,-5.273816467916063,-3.086559986890922,-1.867192352906734,-0.509460743463366,-5.716700899241434,-3.975137382766213,-1.862530206093279,-1.2296457958354285,-3.4961488229631805,-2.812097164755544,-1.7465012194727167,0.023796847014609403,0.000112,0.001,0.014343
264,0.9258602939935531,-5.274055973766054,-3.0871866110263726,-1.868509955072482,-0.5092339990988267,-5.718242104887137,-3.975158068771931,-1.8644739100701837,-1.2311044030839473,-3.4996846456840784,-2.814406802132387,-1.7467773849167227,0.023956983700395614,0.000112,0.001,0.0142
265,0.923350467683492,-5.275258401644251,-3.0882488009520332,-1.870020829005315,-0.5092842453058711,-5.720536086107723,-3.9758331610684103,-1.866704462741777,-1.23267600603657,-3.503654236226858,-2.816994795948692,-1.7474536668921632,0.024133772151452737,0.000111,0.001,0.014059
266,0.926705210152422,-5.274504640668827,-3.0880706699995644,-1.8711389360906714,-0.5088092650069381,-5.721213287261856,-3.974402747287484,-1.8683120943688,-1.2339402797260985,-3.506850086250715,-2.819383389609878,-1.7478666074295715,0.02430659768942233,0.000111,0.001,0.013918
267,0.9293842766132693,-5.273372208274007,-3.0879577014032455,-1.8723854472943795,-0.5084497002007314,-5.721820725271011,-3.9734422995480583,-1.8703967907952963,-1.235260130530285,-3.5103439573663584,-2.8222019574226263,-1.7480103454255453,0.02447848755489302,0.000111,0.001,0.01378
268,0.9186663086887942,-5.2769236052921435,-3.0905746575896558,-1.8745352791180911,-0.5087096434001049,-5.726608088136913,-3.97591993070551,-1.8729305994115977,-1.2370058617876776,-3.515422501944625,-2.8267844782463287,-1.749690015819695,0.024555236653983965,0.00011,0.001,0.013642
269,0.9275073135262187,-5.275830739628088,-3.0899933895311817,-1.8753126262700224,-0.5082536649314418,-5.7265186632241205,-3.9745628728907496,-1.874852916933799,-1.2383060111415805,-3.5188608498817735,-2.8289769928148085,-1.749639263843716,0.02476903744178779,0.00011,0.001,0.013506
270,0.9304597411752857,-5.27374601295499,-3.0892318524203373,-1.8761019080010564,-0.5077989322133388,-5.725820563112332,-3.972466492817782,-1.8766581198276038,-1.2394224517575407,-3.5213448980865243,-2.8311835644609666,-1.7494752400089568,0.024897664223601554,0.00011,0.001,0.013372
271,0.9204123780579949,-5.276752691074201,-3.091154522748335,-1.8779312315526884,-0.5079090468866025,-5.729877009761781,-3.974432279326081,-1.8791930025958146,-1.2412354007655677,-3.525605431000901,-2.835015373785187,-1.7506711996637851,0.024997885353934473,0.000109,0.001,0.013238
272,0.9208777492915936,-5.279318179403622,-3.092939333872278,-1.879839677434213,-0.5079829664261287,-5.733416256147565,-3.9762943717510786,-1.8814438085024718,-1.2428522961990762,-3.5298503153856746,-2.8376275270718594,-1.751857094469913,0.0252453418522484,0.000109,0.001,0.013106
273,0.9307114838360612,-5.276283557838049,-3.091652360591399,-1.8804531210450386,-0.5073257545375922,-5.731672704962002,-3.973170711196104,-1.882805782304095,-1.2437569382779778,-3.5321482776631177,-2.8392204697432843,-1.7512637851614477,0.02534463715534437,0.000108,0.001,0.012976
274,0.9216246849254817,-5.277746088679922,-3.09290103743768,-1.8820733102536875,-0.5071796071324536,-5.734427277037585,-3.9735702932501105,-1.8850514199207589,-1.2454986323369908,-3.536060084263259,-2.8427970903154156,-1.7518478202788461,0.025531426087822304,0.000108,0.001,0.012846
275,0.923362383087334,-5.279100349264796,-3.0939948456080506,-1.883830079881574,-0.5071475930695669,-5.737129102769063,-3.97485536292181,-1.8874190848837475,-1.2470807361737442,-3.5396401524466374,-2.845652197096752,-1.752912627063455,0.02571610121014439,0.000108,0.001,0.012718
276,0.9217707089897275,-5.281817136705643,-3.095415557306468,-1.885438300020948,-0.5071070292835155,-5.740530789130232,-3.976316289551788,-1.8896201524250265,-1.248515726626703,-3.543113898156673,-2.8489144902761456,-1.7539333894970754,0.025830820758878856,0.000107,0.001,0.012592
277,0.9302278515170425,-5.279359410607052,-3.0942264531171224,-1.8861717404618128,-0.5065362443726821,-5.739420523456217,-3.9742133228181524,-1.8913586271556293,-1.249689789730212,-3.5461377113370416,-2.8515170088073107,-1.7536059173497605,0.02596414466658737,0.000107,0.001,0.012466
278,0.9230213166565799,-5.2805633622853865,-3.095508295913716,-1.8879101727015237,-0.5064334566499151,-5.741776926659909,-3.9748371812227643,-1.8939477434366074,-1.2512580987538193,-3.5511361659706258,-2.8557509675146613,-1.7543392661746027,0.025916618594836453,0.000107,0.001,0.012342
279,0.9307471749030191,-5.276735416170963,-3.093722110652384,-1.8881891815071759,-0.505741010500739,-5.738914782815181,-3.9712403669270415,-1.894976078999248,-1.251934125078947,-3.552803538047688,-2.857118746177429,-1.7534205986583558,0.026038033515707576,0.000106,0.001,0.012219
280,0.931367462721537,-5.273273698999664,-3.091974066037832,-1.8884466839869773,-0.5049507649802597,-5.736386091898607,-3.967574305661749,-1.8960460288139038,-1.2527574798659988,-3.554690427982845,-2.8588820393034853,-1.7527105472096556,0.026225061672369963,0.000106,0.001,0.012097
281,0.9234969914547201,-5.2732746038114815,-3.0920261445453607,-1.8894419980716755,-0.5046443466836787,-5.737246494426126,-3.966970080022094,-1.8977467424238632,-1.2538613738493554,-3.55781959147285,-2.861831123935708,-1.7530378693337763,0.026322905661417213,0.000106,0.001,0.011976
282,0.9258235274284365,-5.273585526831098,-3.092385725300977,-1.8905881313072892,-0.5044438074863806,-5.738592790083342,-3.96684425301753,-1.8993931956716616,-1.254944356949609,-3.560278719444488,-2.8635757654131133,-1.753519982608071,0.02633526629304438,0.000105,0.001,0.011857
283,0.9271516410894041,-5.273048789136716,-3.0927348757456357,-1.8917307272338433,-0.5042447478872308,-5.739735507155582,-3.9662508611628553,-1.9011479506668216,-1.2560712372642406,-3.562761032185254,-2.865648669379091,-1.7537808068195,0.026509536926510244,0.000105,0.001,0.011739
284,0.9240019076168415,-5.273342071455561,-3.093400971654893,-1.8930390666409525,-0.5041280327006147,-5.740947652629219,-3.966425702271903,-1.90296050688316,-1.2574092637704033,-3.565437956795569,-2.8672824600770395,-1.7536480345705014,0.026585003457331346,0.000105,0.001,0.011622
285,0.9270359618063131,-5.272776501230038,-3.093427611461702,-1.894045837155324,-0.5037257233306933,-5.741376443807159,-3.965229948141877,-1.9046047570423819,-1.2585032293359115,-3.568831486275128,-2.8701667682899106,-1.7542714863829862,0.02675215626010352,0.000104,0.001,0.011506
286,0.9261716851823925,-5.272405311528813,-3.0939586625331232,-1.8952359255610862,-0.5035301960890548,-5.742396887491125,-3.9648135927458874,-1.9064006339614468,-1.2597634861137346,-3.571137868001927,-2.871927233600024,-1.7542446670842409,0.02689603038201808,0.000104,0.001,0.011391
287,0.923431889116354,-5.273590864287334,-3.0951254464434443,-1.8966692307432729,-0.50355613553401,-5.744741304511633,-3.96568598092112,-1.9082760689116383,-1.2610130797897272,-3.5741962879490696,-2.874376955810911,-1.7548920810049415,0.027092769955351717,0.000104,0.001,0.011278
288,0.9275290836111301,-5.2724819685593465,-3.094776135408534,-1.897589583858843,-0.5030864467809775,-5.74473346616207,-3.9643007834741946,-1.90998936127083,-1.2622786161052195,-3.5766811187616674,-2.877023108287303,-1.7550825590554116,0.02730124044326702,0.000103,0.001,0.011165
289,0.9280631084256462,-5.271048149970721,-3.0943431952555263,-1.8982537701045568,-0.5027720997477152,-5.744041327919125,-3.9629822549567613,-1.9110858971193119,-1.263197753095866,-3.578558056986003,-2.878255370726035,-1.7547623277102382,0.027442977697969818,0.000103,0.001,0.011054
290,0.9235078719562613,-5.271721353162305,-3.094783768709762,-1.8995839213153698,-0.5024831096622935,-5.7458451185606805,-3.9628677471690956,-1.9128776235040181,-1.2645152481369526,-3.581888522966015,-2.8809154403153263,-1.7553348506961222,0.027599595963668334,0.000103,0.001,0.010944
291,0.9264810126582279,-5.27073736074753,-3.0942101146069056,-1.9003918157916297,-0.5020287986022122,-5.745849399106199,-3.961402678877088,-1.914522740073359,-1.2657258790954748,-3.584314511255848,-2.8823614804259274,-1.7552556481906874,0.02785335218646087,0.000102,0.001,0.010835
292,0.9288731090881556,-5.269119575788325,-3.0935379259268756,-1.9011349938962567,-0.5016556569283679,-5.745315423215923,-3.9599240267876805,-1.9162991162225729,-1.2668610096489743,-3.586608619157004,-2.8840744403266996,-1.755119001077716,0.027963394120125135,0.000102,0.001,0.010727
293,0.9243320722012034,-5.269264657999444,-3.093850022009804,-1.9021184592108993,-0.5014136237355631,-5.7460973244880496,-3.95932518075084,-1.9178998933305138,-1.2680664243061492,-3.5887920477601267,-2.8867542183657644,-1.7551728415843082,0.028072565482325763,0.000102,0.001,0.01062
294,0.9318331559474938,-5.266377217956858,-3.092595479530537,-1.9026502339226325,-0.500850176578905,-5.744284153412297,-3.956811471091393,-1.9190840825522346,-1.2690873357611896,-3.590429620153182,-2.888145230968346,-1.754686415350907,0.028164553626933334,0.000102,0.001,0.010514
