seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,3,18,0.9516,400.9671,2092,824,60282,58190,58188,232,42,232,232,232,229,7339,7576,0.0157,0.0328,0.9514,0.0026,0.0235,0.9739,2,18,224,219,232,229
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,3,18,0.951,398.4763,2076,866,60062,57986,57988,219,42,228,219,219,209,7446,7671,0.0079,0.0329,0.9593,0.0013,0.0274,0.9713,1,21,224,211,228,209
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,3,18,0.9482,398.0803,2372,708,59410,57038,57041,250,43,214,250,250,245,7277,7527,0.0157,0.0288,0.9556,0.0039,0.0235,0.9725,3,18,207,242,214,245
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,3,18,0.9472,397.2532,2203,937,59520,57317,57319,219,42,213,219,219,212,7563,7771,0.0105,0.0276,0.9619,0.0052,0.0169,0.9778,4,13,210,210,213,212
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,3,18,0.9522,398.0087,2009,806,58938,56929,56929,237,42,222,237,237,223,7435,7667,0.0105,0.0316,0.9578,0.0039,0.0222,0.9739,3,17,217,225,222,223
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,3,18,0.9507,398.4579,2010,920,59402,57392,57392,232,42,209,232,232,241,7374,7620,0.0132,0.0448,0.942,0.0078,0.0196,0.9726,6,15,207,217,209,241
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,3,18,0.9475,398.6397,2300,832,59646,57346,57345,214,42,237,214,214,201,7389,7594,0.0106,0.0317,0.9578,0.004,0.033,0.9631,3,25,232,215,237,201
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,3,18,0.953,397.3977,1946,833,59136,57190,57192,250,42,215,250,250,248,7186,7442,0.0131,0.0327,0.9542,0.0026,0.0209,0.9765,2,16,207,238,215,248
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,3,18,0.9539,398.2662,2009,732,59402,57393,57389,232,43,186,232,232,216,7536,7772,0.0143,0.0261,0.9596,0.0052,0.0261,0.9687,4,20,180,228,186,216
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,3,18,0.9493,400.0094,2126,909,59852,57726,57727,217,42,249,217,217,222,7426,7631,0.0119,0.0264,0.9618,0.0091,0.0247,0.9661,7,19,248,217,249,222
