episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_depot_backlog,destination_starv_ratio,destination_cong_ratio,destination_onsite_fraction,destination_depot_fraction,alpha,alpha_initial,epsilon
10,0.9100482004601717,-2.573612166599312,-0.03943786127149875,-0.01703000424569075,-0.00783884789607225,-0.012018875707110969,-0.00708873066384691,-0.010299493317569443,-0.002442941301076219,-0.0008982848741777565,-0.0011894435792444247,-0.000997232870330427,0.015373,0.02,0.180933
11,0.9132331637637705,-2.579644628266403,-0.04263130318379148,-0.01840796527389207,-0.008460340492121219,-0.012978801561092405,-0.007672916208911693,-0.011044226974831104,-0.002564909021761466,-0.0009784284165230092,-0.001283093542053519,-0.0010729885623801613,0.015025,0.02,0.179129
12,0.9195353855490744,-2.584943460587793,-0.045425519711288435,-0.019551949468425575,-0.009055534849774055,-0.01377565162370897,-0.008199375625621933,-0.011643840974131639,-0.0027009852780532258,-0.0010484988314319562,-0.0013585580309098165,-0.0011346000016679114,0.014693,0.02,0.177343
13,0.92057889163431,-2.590131933552584,-0.04818781938019596,-0.020709399497247035,-0.009636288126396289,-0.014556404358719587,-0.00870008731549574,-0.012173684093845985,-0.002833761652230285,-0.0011090347550859435,-0.0014415459723976368,-0.0011928764364127831,0.014375,0.02,0.175575
14,0.9201489657949036,-2.595401850131619,-0.05093102950864118,-0.02183811460792177,-0.010184689559921406,-0.015347752042752327,-0.00917394665108698,-0.01280190877309994,-0.002969054360139693,-0.0011594661617356837,-0.0015136358075212896,-0.0012533686492097209,0.014071,0.02,0.173825
15,0.9171516259412682,-2.6007397698747314,-0.0537263854173086,-0.023030059657737023,-0.010733408444613598,-0.0161841940483279,-0.009683248430892416,-0.01339987922084726,-0.003095108860718658,-0.0012378985626231712,-0.0016073697438306863,-0.0013083743909114267,0.013779,0.02,0.172092
16,0.9143969524576684,-2.6061119102717525,-0.056619372061480495,-0.02430947097408666,-0.011296770647430291,-0.01705068576981353,-0.01018547574097928,-0.014170398726784812,-0.0032054719361508774,-0.0013012047030043956,-0.0016815295157368813,-0.0013726174942122844,0.013499,0.02,0.170376
17,0.918984648122815,-2.611002674731874,-0.059183745088700265,-0.02537303445833281,-0.011817040583855024,-0.017784147867701314,-0.010668775656778838,-0.014816065517237166,-0.0033289876533747964,-0.0013743698119421058,-0.0017383836677410329,-0.0014374550878754196,0.01323,0.02,0.168678
18,0.9144385918122416,-2.6159472149345926,-0.06176535513058827,-0.026456680921638408,-0.012318424347775287,-0.018543154218381153,-0.011139015658059132,-0.01560255489127177,-0.003578200610322973,-0.0014515566389858403,-0.001810814944880389,-0.0015219651609529536,0.012972,0.02,0.166996
19,0.9175887584006517,-2.620648348032285,-0.06423780696407115,-0.027506066059868713,-0.012815788677082895,-0.019266111166035174,-0.011589282660121946,-0.016195271625067363,-0.003695121308835703,-0.0014970161903116062,-0.0018795925866284698,-0.001576089076620466,0.012723,0.02,0.165332
20,0.9196078106626476,-2.625273560824143,-0.06664280614697689,-0.02852199643511937,-0.013288401590696055,-0.02000123518378077,-0.012037760883586435,-0.016807596366828395,-0.003780893818769563,-0.0015402151411026774,-0.0019499924267543107,-0.0016292473911726985,0.012484,0.02,0.163683
21,0.9178920945063519,-2.6297226764270594,-0.06897521125654996,-0.029518024964449333,-0.013751563978207754,-0.02070060994792893,-0.012477325335029906,-0.017400045128380257,-0.003951616509701351,-0.0015914479223748809,-0.002012620328372715,-0.0016889391262016108,0.012254,0.02,0.162052
22,0.9237731934614934,-2.6338164168639313,-0.07108609308255238,-0.030390071649688415,-0.014168039578443531,-0.021353101807999885,-0.012877870224742152,-0.017830157302069514,-0.004033144594953689,-0.0016354378512960029,-0.002063515078964123,-0.0017266948287223386,0.012032,0.02,0.160436
23,0.9151690886408848,-2.6384749363862587,-0.07354747593168204,-0.03143100563758465,-0.01466448020740814,-0.022066905000006295,-0.01334552586716645,-0.018360332712212796,-0.004085638425720399,-0.0017110066190772811,-0.0021322335714600367,-0.00177840643113018,0.011818,0.02,0.158837
24,0.9168386023294509,-2.642935745280954,-0.07588927041830412,-0.03240142865885026,-0.015147902045462671,-0.02272234816804017,-0.013791336820381141,-0.01889310726283889,-0.004212135641965497,-0.0017638077910243817,-0.0022099957372799855,-0.0018266433180165673,0.011612,0.02,0.157253
25,0.9079222267151907,-2.6478044578626334,-0.0784865223059819,-0.03352465558334059,-0.015672609452892755,-0.023528866050815594,-0.014242086733568816,-0.019541442926733217,-0.004295341263046372,-0.0018205169069380814,-0.002276405922021958,-0.0018774662802643202,0.011412,0.02,0.155686
26,0.9172477371773382,-2.6520140104611034,-0.08068941946378627,-0.03446852819274277,-0.016102198899038415,-0.024215136121206814,-0.01463394123266944,-0.020109852977601386,-0.004372934288107603,-0.0018647823719469255,-0.00232496156614988,-0.0019359679360791522,0.01122,0.02,0.154133
27,0.9144478466351594,-2.6563859544542856,-0.08297692509119832,-0.03541279274388132,-0.016577171905909342,-0.024890227702384863,-0.015060887233863562,-0.020653530881939716,-0.004494013001440447,-0.0019159754497670046,-0.002385997841555878,-0.0019912555540315753,0.011033,0.02,0.152597
28,0.9211239168839909,-2.660257262392103,-0.08495887024807255,-0.036266256081822774,-0.016944698953249623,-0.02548916936647114,-0.015410696970416308,-0.021207995409283104,-0.004580005160421641,-0.0019540834064860164,-0.0024501954535603994,-0.0020348868956422935,0.010853,0.02,0.151076
29,0.9220469398383818,-2.6639862675153556,-0.08689219833678342,-0.037074383932402075,-0.017339964044836752,-0.026075431521020778,-0.01575674957165073,-0.02165858064581933,-0.004644737350624855,-0.001989426470865932,-0.0024927139692254344,-0.0020769562962180506,0.010679,0.02,0.14957
30,0.9139224606192287,-2.6681039078271493,-0.08906164284427108,-0.0379748422227239,-0.017785947176404655,-0.02668782427063971,-0.01617233542915075,-0.02222203639544672,-0.004735029760925384,-0.0020593779836688354,-0.0025466253202343424,-0.0021241881453741476,0.01051,0.02,0.148078
31,0.9152285034667746,-2.672104775649278,-0.09117619753337061,-0.03887285576570503,-0.0182169981358886,-0.027329902067066845,-0.016589702819428783,-0.022810570316374828,-0.0048207123576908635,-0.002096738060010462,-0.0025952081207761954,-0.002168338408198815,0.010346,0.02,0.146602
32,0.9200423750189174,-2.6757582437828296,-0.0931090700946798,-0.03971275828337253,-0.018580387897175116,-0.02788502567867732,-0.01690298520238323,-0.023372231175726836,-0.0049130300180849846,-0.0021349979872922146,-0.002652478582320749,-0.0022151341989157074,0.010187,0.02,0.145141
33,0.9168895811465141,-2.679515715230227,-0.0950795115082538,-0.04054450641072457,-0.0189757148277669,-0.028477739402596368,-0.01725497842346378,-0.02391098514214407,-0.004994382038850017,-0.002169405589289971,-0.002712413657550643,-0.0022683176848214783,0.010034,0.02,0.143694
34,0.9205612159679305,-2.683092828218664,-0.09696792051821822,-0.04133379922680106,-0.019359165902647045,-0.02902579107875052,-0.0175954744942881,-0.024338332305313192,-0.005053582525332098,-0.002198840398728157,-0.0027670845004522087,-0.0023132438598137497,0.009884,0.02,0.142261
35,0.9177465741837253,-2.686761442785032,-0.09887234193968777,-0.04213383066768211,-0.019734132392928802,-0.02959337221095826,-0.017940392173244318,-0.024762526888254165,-0.005114983396382954,-0.0022328321046657727,-0.0028090664449327714,-0.002349181661662086,0.009739,0.02,0.140843
36,0.919602483633664,-2.6902254735062217,-0.10072055488744544,-0.042930346672382776,-0.02008369320741878,-0.030141173337286598,-0.01828186470308354,-0.025255765950121495,-0.005185399978353864,-0.0022654508753305125,-0.002857619062535874,-0.0023914272194211104,0.009599,0.02,0.139439
37,0.9207985958753839,-2.693631612884179,-0.10251930653296337,-0.043692682480155245,-0.02045622158496859,-0.03068740105330728,-0.01863470664781229,-0.025667623666994092,-0.0052343321407532,-0.002308392621819692,-0.0028969891739717064,-0.0024268713533306618,0.009462,0.02,0.138049
38,0.9194277865255117,-2.697050375737314,-0.10427392992757942,-0.04442452357116885,-0.020803912895869647,-0.03120477083124189,-0.018939654345481026,-0.026177421950312228,-0.005288087462917448,-0.0023380908023793523,-0.0029310523970345025,-0.00246980892507823,0.009329,0.02,0.136673
39,0.9141990006371776,-2.7007646579730085,-0.10623614680866583,-0.04528114392358115,-0.021186152025314885,-0.03182141792056939,-0.019299664616032084,-0.026700949304467488,-0.005358708934640325,-0.0023783685094700387,-0.002993165390380412,-0.0025180382120061047,0.0092,0.02,0.13531
40,0.9185852350351668,-2.704133718806177,-0.10798230088580099,-0.046013971616266656,-0.02152344340390901,-0.03232182953473512,-0.0196215536594056,-0.02713048959775578,-0.005402736679899117,-0.0024341777906316565,-0.0030506983898503197,-0.002563368701401101,0.009074,0.02,0.133961
41,0.9166134400107574,-2.7075882306035846,-0.10983262995522612,-0.046806826903808725,-0.021889429982451237,-0.032871141245410025,-0.019962157088623998,-0.02763178920185375,-0.005500319929225745,-0.002474655897273961,-0.0031062764882157845,-0.002618162987717457,0.008952,0.02,0.132626
42,0.9152363392557827,-2.7109603043108983,-0.11161801461364022,-0.04758341989046572,-0.022227037552256884,-0.03341689933355993,-0.020294038955153044,-0.028044204740463544,-0.005553752747132903,-0.0025423490575637348,-0.0031570306055462363,-0.00265762848338066,0.008833,0.02,0.131304
43,0.9183171198137524,-2.7142299231079305,-0.11334232635834988,-0.04830338787053935,-0.022583099715151413,-0.03390561187775226,-0.020619133554704922,-0.028431033165820498,-0.005612700602381707,-0.0025742539895967672,-0.0032039871092176056,-0.0026964423254457795,0.008717,0.02,0.129995
44,0.9179783756600453,-2.7174085425470924,-0.11502824295517249,-0.049044976429132935,-0.022894703093225523,-0.0344356185204961,-0.020921870316730127,-0.02892005716047299,-0.005687214520403948,-0.0025981073111523154,-0.00325210147089585,-0.002741869223987709,0.008604,0.02,0.128699
45,0.9135684137954229,-2.7207871094772376,-0.11681736914731072,-0.04980164008312436,-0.023258314817756486,-0.034963081030365814,-0.02126189855820043,-0.029278206488680684,-0.005723135556462955,-0.002638170529526281,-0.003301140979680836,-0.002776783214008471,0.008494,0.02,0.127416
46,0.9241196503766336,-2.7236192928202927,-0.11829076957609225,-0.050426485536981945,-0.023539301854632145,-0.035416343778902085,-0.02153227294080517,-0.02967702231496278,-0.005797716447506334,-0.002661866386963357,-0.0033500381989764088,-0.0028164356765111504,0.008387,0.02,0.126145
47,0.9179003135111573,-2.7266958988914136,-0.11988933842584207,-0.05110505335619542,-0.023849046556269276,-0.035887368129329626,-0.021819746319637096,-0.03004894834084662,-0.005866878953359184,-0.002682902610428133,-0.0033913407624082234,-0.0028484259654762336,0.008283,0.02,0.124888
48,0.913733805262455,-2.7299478219925613,-0.12160307900428463,-0.05184604841887174,-0.024170135926252088,-0.036388078809602736,-0.02211431205688871,-0.03052231103809806,-0.005921740181699277,-0.002712809003298972,-0.0034349698564246785,-0.002887261614477436,0.008181,0.02,0.123643
49,0.9105320669076238,-2.7332062050741315,-0.1232918720846982,-0.05258228913209108,-0.024487929251650692,-0.03690480087023474,-0.022420397872805007,-0.031060256409849628,-0.005978762082854276,-0.0027567964063127262,-0.003485975915678736,-0.002930963234264573,0.008081,0.02,0.12241
50,0.9193112591672681,-2.7361478969514694,-0.12482155726104519,-0.05322480315710789,-0.024791866536239982,-0.03735164674305838,-0.022685836750844728,-0.031381160613313815,-0.0060447433198597385,-0.0027884109618289375,-0.0035204061123964557,-0.0029611300472565808,0.007984,0.02,0.12119
51,0.9135509696082883,-2.73927951143817,-0.12645867883112188,-0.053922432930658334,-0.02511825559647898,-0.03785318911995364,-0.02299239238412866,-0.031762649784203255,-0.006110117297287554,-0.00281755965831256,-0.0035658965163322637,-0.0029924283642471156,0.007889,0.02,0.119982
52,0.927227948246487,-2.741738437938433,-0.12770181968684574,-0.05444369008657314,-0.025355446205085647,-0.03824489140573976,-0.023212171944979324,-0.032045513014781465,-0.0061521519656523235,-0.0028428869511064876,-0.0036016573785303202,-0.003020058366625476,0.007797,0.02,0.118786
53,0.9177149548343928,-2.744557421022481,-0.12916964446855128,-0.0550572047479151,-0.02565259436322253,-0.038662366763424015,-0.023481541264332956,-0.032397550263377095,-0.0061979389315058465,-0.0028717915760337175,-0.003644258672444799,-0.0030583425360375693,0.007706,0.02,0.117601
54,0.9109779836219627,-2.747589283662461,-0.13077307611931216,-0.05575924947629868,-0.025956397309564155,-0.03915751879692899,-0.023767966937415196,-0.0328539316021891,-0.006260046991194402,-0.002904331062049252,-0.003684115569254278,-0.003094581508536661,0.007618,0.02,0.116429
55,0.9059532780708365,-2.750928675116494,-0.1325232461436664,-0.05652610415037876,-0.02629077778181003,-0.039715748681493,-0.024072666715474762,-0.033391139551417766,-0.006320130275840599,-0.002934712569898382,-0.003725342681715716,-0.003129400078583399,0.007531,0.02,0.115268
56,0.9186392031065338,-2.7536927262112014,-0.13396614679193533,-0.05715192691075539,-0.02655720942005296,-0.04015792402110804,-0.024339358216385217,-0.033744060447947574,-0.006373098501398983,-0.002962464812593974,-0.0037677707237829287,-0.003160427969940871,0.007447,0.02,0.114119
57,0.9087175877038601,-2.7568486509502574,-0.13560458701368946,-0.05786163469874679,-0.02687247582020156,-0.04064899007320605,-0.024631764808891603,-0.0341822443635108,-0.00644327152328792,-0.002989472077495136,-0.0038138049103091146,-0.0032045440856118945,0.007365,0.02,0.112982
58,0.9191360618539373,-2.7595429194767704,-0.13699851334917668,-0.058455248802426356,-0.027138985732276598,-0.041061726943697426,-0.02488657346858276,-0.034584819723910656,-0.00648701389669128,-0.003011994998106729,-0.0038506626872490787,-0.003234629685436347,0.007284,0.02,0.111855
59,0.9123162354212028,-2.7624103566176648,-0.13849237727553332,-0.05911003888718493,-0.02740395243611873,-0.04152646536190896,-0.025153844321120274,-0.03498182135624837,-0.006560226756655162,-0.003046407104572475,-0.0038942577679598406,-0.0032659002052269803,0.007205,0.02,0.11074
60,0.9208841853716822,-2.764857302601667,-0.13974147533162726,-0.05964945387785957,-0.027643633940089663,-0.04193453856193538,-0.025384222598162302,-0.03532909992019374,-0.006598623183270332,-0.0030684769206537513,-0.003930330499362457,-0.0032958755896924288,0.007128,0.02,0.109636
61,0.9129758219693801,-2.7677282900596754,-0.14124048352275456,-0.06029829439723809,-0.027926487619222288,-0.0423814368603249,-0.02564382663526181,-0.03577855906800822,-0.006634727514431384,-0.0030998773752414326,-0.003979065107200555,-0.00332709816100947,0.007052,0.02,0.108543
62,0.9120755034970928,-2.7705859093829113,-0.14276327798605976,-0.06096461261063877,-0.028207333879352654,-0.04283541350184682,-0.025915062618868175,-0.036204390974919155,-0.006688047741603193,-0.003127558976714817,-0.0040314239253564366,-0.0033640484948015445,0.006978,0.02,0.107461
63,0.9109195883189691,-2.7734793300021034,-0.14428451314682647,-0.06163723079696651,-0.028474437048075382,-0.043313202081546716,-0.026183208815899996,-0.036626767741779975,-0.0067458498807194895,-0.003160762928779207,-0.00407573593505587,-0.003407875426961762,0.006905,0.02,0.10639
64,0.9206139544215753,-2.775899963873385,-0.14551977665978377,-0.0621606803396155,-0.028692352752511217,-0.04368691455110794,-0.02639416831936298,-0.03703021177892939,-0.006785994205002834,-0.0031882865943557424,-0.00411028508773953,-0.003437246890498735,0.006834,0.02,0.105329
65,0.9135665557683906,-2.7785683095350233,-0.14692002353687234,-0.06275839043681126,-0.02897056788247214,-0.0441011945825134,-0.02665446000133943,-0.03739942347414308,-0.006831540552859309,-0.0032125966152454334,-0.004153399409195235,-0.0034683638606944163,0.006765,0.02,0.104279
66,0.9088238749853131,-2.7814341163465066,-0.14840059834557826,-0.06340472659136281,-0.029237645425762265,-0.0445577714586931,-0.026904838931402712,-0.03785003593797827,-0.00688903034527187,-0.003237453828865318,-0.004195765058523858,-0.0035022474109638537,0.006697,0.02,0.10324
67,0.9153480211882992,-2.783989958374929,-0.1497446927786092,-0.0639703222468146,-0.029511314177461563,-0.04495511283169844,-0.027145842591342305,-0.03818291082052393,-0.0069203356184046,-0.0032655685827770865,-0.004232120775613796,-0.0035270300808436937,0.00663,0.02,0.10221
68,0.9113524583284374,-2.78665048938733,-0.1511498949127807,-0.06458487842429886,-0.02977480726900264,-0.0453901800860205,-0.02738780309762635,-0.03862454569161569,-0.006985716637206932,-0.0032986781185375532,-0.0042724710478174895,-0.00356031394098605,0.006564,0.02,0.101191
69,0.9223639441529926,-2.7889140117785027,-0.1523303897769249,-0.0650801483891328,-0.03001425844081714,-0.045728319131573894,-0.027622220540488834,-0.03887107800175008,-0.007022757580422309,-0.0033249104579236646,-0.004310638111645387,-0.0035845558272285184,0.0065,0.02,0.100183
70,0.9218615631059776,-2.7911604309288816,-0.15349694184956011,-0.0655840614386047,-0.030234667187193108,-0.04609130633029535,-0.027831357961672805,-0.039173257166352164,-0.007065932975635473,-0.003346843804237843,-0.00434308255063581,-0.0036168005139651464,0.006437,0.02,0.099184
71,0.9205295799134083,-2.7934298853615713,-0.15464278608862908,-0.06605840692268486,-0.030453656886141607,-0.04642284717147518,-0.028024196413414124,-0.03946706474009169,-0.007096697697773782,-0.003376950690825955,-0.0043757648522986786,-0.003639965901329948,0.006375,0.02,0.098195
72,0.9192721423544787,-2.795780229514192,-0.15590006479268242,-0.06658961564046247,-0.03071184946200428,-0.04678853882273081,-0.028253550541105493,-0.03974735104202403,-0.007142362381182935,-0.003398334982752463,-0.004405295271759027,-0.0036680264892651106,0.006315,0.02,0.097216
73,0.9213221915223397,-2.7980131715948353,-0.15707263436864768,-0.06711047830234536,-0.030924801436299346,-0.047147920291586175,-0.028452537686642493,-0.0401260819681364,-0.0071674505165907915,-0.003423436220252915,-0.004438605517705312,-0.0036985411037909767,0.006255,0.02,0.096247
74,0.9163581655594435,-2.8003023825888596,-0.15829410402576338,-0.06762367185177003,-0.03117612819533799,-0.04749116245644587,-0.028681910039690513,-0.04040929737039723,-0.007219075580140156,-0.0034434582031506213,-0.004477230400598117,-0.003727585868641092,0.006197,0.02,0.095288
75,0.9240922972514422,-2.8023374599147304,-0.15935709106949458,-0.06807429459182508,-0.031379716668149864,-0.04780424211145176,-0.028869337100686947,-0.04070776467642842,-0.007252011202058627,-0.0034710601108174943,-0.0045070616345694115,-0.003747708725397111,0.00614,0.02,0.094338
76,0.9247061621034037,-2.8043275886873635,-0.16039117935974911,-0.06850697813196546,-0.03159354077219198,-0.04810749747137735,-0.02907689245422234,-0.040965071355634444,-0.00730201631351474,-0.0034901483300420703,-0.00452805783930468,-0.003769562867020638,0.006083,0.02,0.093397
77,0.9207461541028464,-2.806515234936272,-0.1615461743254795,-0.06899746097063819,-0.031822899426950386,-0.04844289089539973,-0.029281190100309922,-0.04128524906691642,-0.007338873738400642,-0.003516004187956828,-0.0045543737997825835,-0.003794737529040983,0.006028,0.02,0.092466
78,0.9186442955274516,-2.808770711341398,-0.16271828870132138,-0.06949880213035708,-0.03205263502328619,-0.0488109693156438,-0.02949583944892544,-0.04158813727153326,-0.007377200858679081,-0.0035336397248313684,-0.004582434000114304,-0.0038220443727569695,0.005974,0.02,0.091544
79,0.9114803676707953,-2.811135158165449,-0.16393436118907165,-0.07002544213052904,-0.03228941169247882,-0.04918443148086848,-0.029703598595442453,-0.041964518695470784,-0.0074129026742435706,-0.0035531970466294548,-0.004621729904688267,-0.0038543833967121855,0.005921,0.02,0.090632
80,0.9217621973741648,-2.8132516568214285,-0.1650362121970156,-0.07048834906150286,-0.032501620769588416,-0.049514323372469846,-0.029894072876077964,-0.04224136311205419,-0.007441620481004683,-0.003577446948540662,-0.004652498913773782,-0.003871547032328912,0.005868,0.02,0.089728
81,0.9216812668463612,-2.8152977101313295,-0.16609209856421944,-0.07093093761517147,-0.03270645015392824,-0.0498209483511683,-0.030090019104078037,-0.04252602852546538,-0.00746195453244915,-0.00359760639382848,-0.0046804293310291735,-0.0038954291946701356,0.005817,0.02,0.088834
82,0.9234228922765939,-2.8172924037361673,-0.16712827070139885,-0.07136809025319026,-0.032913915315856024,-0.05013772755290871,-0.030299911680146913,-0.04275692492145516,-0.0074968727194829835,-0.0036165216426812877,-0.004707115182581251,-0.003912655823466459,0.005767,0.02,0.087948
83,0.9150749882305468,-2.8194696566187725,-0.16827592431033372,-0.07186205774581277,-0.03313552836652245,-0.05047215601351234,-0.03049947164586811,-0.04307326427569842,-0.007535665708509201,-0.0036430203298600966,-0.004735241301901137,-0.003939720062714496,0.005717,0.02,0.087071
84,0.9184806088199129,-2.821617687932064,-0.1693963592877386,-0.07235129462030897,-0.03334570034934042,-0.05079709268605598,-0.030682011815383166,-0.04338216379985655,-0.007569562443342852,-0.0036682920327693624,-0.00476344525386193,-0.003964196743118754,0.005668,0.02,0.086203
85,0.9123378816536072,-2.8238742981795504,-0.1705765666515887,-0.07286825109571525,-0.03355844196550988,-0.05116431183972529,-0.030877279020296865,-0.0437412507007361,-0.007607950346298323,-0.003699955953588335,-0.004796376442553567,-0.003991388041466706,0.00562,0.02,0.085344
86,0.9162438701576366,-2.825977347569578,-0.17162868293903066,-0.07332768301060812,-0.03373882359174955,-0.05150092176763192,-0.031065796344860754,-0.04410246824921521,-0.00763618607946758,-0.003715617720664995,-0.004830399107457502,-0.004015521114210916,0.005573,0.02,0.084493
87,0.9155940178121325,-2.8281484422586063,-0.17275770317639066,-0.07380977220627111,-0.03395377190522646,-0.05184135752069616,-0.03127583399314545,-0.044400068670592104,-0.007659060577404625,-0.003733809152779188,-0.004856265294576516,-0.004039006642979081,0.005527,0.02,0.083651
88,0.9237080681376935,-2.8300114423464438,-0.17371635323832757,-0.07420756996367503,-0.0341346208710922,-0.05211415160715511,-0.03144283159151007,-0.04465814126627725,-0.007683805017280972,-0.003753487355301769,-0.004881674862144976,-0.004060968350199197,0.005481,0.02,0.082817
89,0.9121468831212663,-2.832222480243393,-0.17487281148491185,-0.0747127748067893,-0.03435107169067731,-0.05246775769981138,-0.03164336795919753,-0.045010506592349245,-0.007725497868797928,-0.0037752595443675983,-0.004907603539955205,-0.004084336397181283,0.005436,0.02,0.081991
90,0.927063919810608,-2.8339903000119624,-0.1757816184483454,-0.07509081066915287,-0.03453154748273641,-0.052743055697140634,-0.03179843740803311,-0.045274356493201294,-0.007755344845754119,-0.0037905177815252744,-0.004927956647652985,-0.004101415658731396,0.005392,0.02,0.081174
91,0.9202219440403289,-2.835909313648235,-0.1767825126623138,-0.075519916765383,-0.034723747361411886,-0.053060501114524816,-0.03198124885105054,-0.045496951467353504,-0.007805611922613117,-0.0038071332676124837,-0.004952307038301571,-0.004119084923263764,0.005349,0.02,0.080365
92,0.9180889107333525,-2.837857782979291,-0.1778089333555255,-0.07596374181344148,-0.034913339721605714,-0.05336089390886288,-0.03217285571811457,-0.04578479459264329,-0.007825416833823994,-0.0038339408652657433,-0.004984795467351244,-0.004143771155068173,0.005306,0.02,0.079563
93,0.9184911588728817,-2.839823391093031,-0.17883723897059364,-0.07640723591969666,-0.03510924915176938,-0.05366236041788969,-0.03235733413860395,-0.04606388991105009,-0.007847918614444897,-0.003852724705359069,-0.005016882768279901,-0.004165868435969651,0.005264,0.02,0.07877
94,0.9240679917380558,-2.841558519145276,-0.17972477506727935,-0.07679073253378119,-0.03526681377748129,-0.05393499410260828,-0.03250684623236785,-0.04633058987213066,-0.007874929464981887,-0.003879897126312802,-0.005036918726298522,-0.004181692423302204,0.005223,0.02,0.077985
95,0.9142440153662914,-2.8436047071469184,-0.18080558603234365,-0.0772579849868218,-0.035464571165203296,-0.05426297442491689,-0.03269181870974376,-0.046688091089163886,-0.00791113379529789,-0.003906545951991509,-0.00506889053619906,-0.004213277620108963,0.005182,0.02,0.077207
96,0.9141800496479051,-2.8456053009917768,-0.18186500291740232,-0.07771019845423037,-0.03566761829378258,-0.05458379388358523,-0.03287542202006069,-0.04698324062225113,-0.007945618003506506,-0.003929979972883738,-0.0050991989538763886,-0.004238929935210309,0.005142,0.02,0.076438
97,0.9161979280353275,-2.8475227650348374,-0.18287820364379523,-0.07814480866894778,-0.03586083812234678,-0.05489406199475906,-0.03306052630636596,-0.047280704415783734,-0.007979976294482799,-0.003953598299953481,-0.0051221574285095104,-0.004263495674086372,0.005102,0.02,0.075676
98,0.9259552530493969,-2.84916630291289,-0.18372504696221068,-0.07851510202680123,-0.03601145602033262,-0.055156690248348975,-0.0332062415259239,-0.04752686623363979,-0.008004440662274978,-0.003979008669783137,-0.005145086886249929,-0.004279670705244739,0.005064,0.02,0.074921
99,0.9226052341831117,-2.8509071007899567,-0.18463182545170748,-0.07890533528029248,-0.036187563876189224,-0.05543734263153093,-0.033366080162340786,-0.04776364380700066,-0.00804803229720783,-0.003998059799758041,-0.005166741266572159,-0.004300707372878058,0.005025,0.02,0.074174
