episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_depot_backlog,destination_starv_ratio,destination_cong_ratio,destination_onsite_fraction,destination_depot_fraction,alpha,alpha_initial,epsilon
202,0.9164232035801739,-2.994706301751067,-0.25897943910292487,-0.11121924819558812,-0.04980674760414655,-0.07834713700642126,-0.046628679035923874,-0.06936832335680164,-0.010240050164104328,-0.005485482719351393,-0.0072545796308725406,-0.005936070409842353,0.002825,0.02,0.026429
203,0.917783405732687,-2.9957275462230717,-0.25950709804972205,-0.1114455467144987,-0.04990907062404731,-0.07850670439191632,-0.046733557461005826,-0.06950368445650276,-0.010256807836580178,-0.00549522012040626,-0.0072697843413257,-0.005946706032392714,0.002813,0.02,0.026165
204,0.9194988648785,-2.9967347561080273,-0.26002019482977756,-0.1116760540048609,-0.04999394870675016,-0.07866749987267511,-0.04682378174848148,-0.06964172983532448,-0.010268222459127533,-0.005504496925255258,-0.0072849184673337685,-0.005959352667764665,0.002801,0.02,0.025904
205,0.9204459211036716,-2.997721397418524,-0.2605254937436526,-0.1118973162767983,-0.05008646430977207,-0.07882461997398939,-0.046910621752427564,-0.0697981045852885,-0.010282832300268696,-0.0055164905748885116,-0.007302212091046275,-0.005972316312821708,0.002789,0.02,0.025646
206,0.9158765382287674,-2.9987836091938154,-0.2610693003465674,-0.11213171974417419,-0.050187922966202066,-0.07899352085003811,-0.04700731129691667,-0.06996535381011808,-0.0102969382399768,-0.005529175762437046,-0.007318159457925097,-0.0059824185418391445,0.002778,0.02,0.02539
207,0.917464054485832,-2.9998085840061504,-0.2616093665485956,-0.11236153017700194,-0.05029354940996991,-0.07914772625457858,-0.04710282851122427,-0.07011034145476115,-0.010312592784021657,-0.00553609256941069,-0.00732868094182281,-0.005991790728092214,0.002766,0.02,0.025137
208,0.9158048977666993,-3.000874876793835,-0.2621641736062363,-0.1125963307236478,-0.05040184430518531,-0.07930892725658903,-0.04719857834461505,-0.07026398881517498,-0.010325446005175137,-0.00554660245741167,-0.007343641404400831,-0.006002403248253413,0.002754,0.02,0.024887
209,0.9201839327370064,-3.0018742473627382,-0.26267389157392873,-0.11282389054515882,-0.05048901041359552,-0.07946631803757846,-0.04728764560847274,-0.07042452179834756,-0.010335906990420743,-0.005558650597311473,-0.007357303112423713,-0.0060112884463625026,0.002743,0.02,0.024639
210,0.9181015747768231,-3.0028968802306593,-0.26320388353935675,-0.11305479337402607,-0.050583157363598655,-0.07963621457985008,-0.04738287243524222,-0.07058132664551996,-0.010343940731761557,-0.005567777563163132,-0.007369635481274629,-0.006021815051038091,0.002732,0.02,0.024393
211,0.9165009940357853,-3.003933415057811,-0.26373474707955236,-0.11328825139077423,-0.05067739063188474,-0.07980853331222178,-0.04747643145858467,-0.07074047778200131,-0.010357979185332464,-0.0055780700893749615,-0.007385264373009868,-0.006036955252308511,0.002721,0.02,0.02415
212,0.9106370029753854,-3.005034986274392,-0.2643134168712464,-0.11354200950446623,-0.05078123565922814,-0.07998500999299675,-0.04757706230727043,-0.07093608514261426,-0.010374763528238419,-0.005589649497333822,-0.007399047930783656,-0.006047955373018686,0.00271,0.02,0.023909
213,0.9085075205066446,-3.0061755765848637,-0.2648986631993526,-0.11379979080593981,-0.05088364081788939,-0.08017285315997628,-0.04767639300510496,-0.07110951966432566,-0.010390446466860078,-0.005606082359685806,-0.007414049788577874,-0.00606234948430744,0.002699,0.02,0.023671
214,0.9127001535424435,-3.0072231158299174,-0.265435920467962,-0.11403676769466696,-0.05097647435553691,-0.08034201488687172,-0.04776919579483703,-0.07128393684552868,-0.01040571791394141,-0.005620854029162298,-0.007431742749194292,-0.006075169358086408,0.002688,0.02,0.023435
215,0.9189398792865091,-3.008192420358994,-0.2659289616627006,-0.11425027777982791,-0.051065707731651665,-0.08050582151881217,-0.04785665483605066,-0.07143999676364512,-0.010421828039538849,-0.005630570521203186,-0.007444516498887363,-0.006084899284860377,0.002677,0.02,0.023201
216,0.9063055739037651,-3.009361837255623,-0.26653436019827775,-0.11451690662663506,-0.05117267726405736,-0.08069576431841186,-0.047962484977303696,-0.0716110209256124,-0.010438884710790212,-0.005640665248070783,-0.007461833873405087,-0.006095733356494267,0.002666,0.02,0.02297
217,0.9149974276847503,-3.0104080258610324,-0.26707167361887224,-0.1147554887144,-0.05126697355693097,-0.08086131188807748,-0.048051718150930976,-0.07177443080270753,-0.010453845013211786,-0.0056494244763083835,-0.007478695695234701,-0.006105471064401475,0.002655,0.02,0.022741
218,0.921366230278617,-3.0113532281230055,-0.26755110049598174,-0.11496829932398257,-0.051344948524253115,-0.08101230689076332,-0.04813365468596061,-0.07192969908734491,-0.01046915441748549,-0.005653727062312888,-0.007493662345571339,-0.006115613056252751,0.002645,0.02,0.022514
219,0.917508757747238,-3.012324955162599,-0.26805351287800067,-0.11518487062097682,-0.05143812701450133,-0.0811628337638669,-0.04821925781981653,-0.07207782801196178,-0.010477325693173287,-0.005663763129650068,-0.007506575104543796,-0.0061282307430820925,0.002634,0.02,0.02229
220,0.9125012639455323,-3.0133534850422463,-0.2685816881116623,-0.1154171838828054,-0.051530277619167,-0.08132772610350095,-0.04830993379589049,-0.07225790058895819,-0.010490785548310478,-0.005675453502818131,-0.007521152556096041,-0.006140570056565536,0.002624,0.02,0.022067
221,0.9158688568645235,-3.014351075565294,-0.26909722019355914,-0.1156479164247777,-0.05161811107116884,-0.08148417488782946,-0.04840269846343372,-0.07242470575681327,-0.010511561685070007,-0.005690040436468715,-0.007534440380975231,-0.006152704007717907,0.002614,0.02,0.021847
222,0.9123767241671468,-3.0153557007001495,-0.26960985433140666,-0.11587583547431822,-0.05170860994250532,-0.0816535646393692,-0.04850297378926749,-0.07256204668643824,-0.010527968248343051,-0.00570031425545631,-0.007550166709494179,-0.006161082184967024,0.002603,0.02,0.02163
223,0.9093565264659917,-3.016407860026886,-0.2701635784341232,-0.11612484255293046,-0.051807146981013345,-0.0818256262962266,-0.048597863793007304,-0.07273538181367256,-0.010546631269466089,-0.005714108278422892,-0.007564050093994508,-0.006175217907007212,0.002593,0.02,0.021414
224,0.915300269905533,-3.0174032970335594,-0.2706736427365636,-0.1163523508692033,-0.05189421629301494,-0.08198710157059187,-0.04868881742154936,-0.07286373108028103,-0.010557544916052493,-0.005723202734444103,-0.007579980814927925,-0.006183890962871934,0.002583,0.02,0.0212
225,0.9163437889558977,-3.0183841568429575,-0.27118210588157926,-0.11657728717515958,-0.05198573605196754,-0.08214586007168027,-0.048779203068747376,-0.07302363275829803,-0.01057049028871965,-0.005731805227587508,-0.007594968116535609,-0.006193647372127949,0.002573,0.02,0.020989
226,0.9127876853136334,-3.0193985660723492,-0.27170357235898884,-0.11681475959502116,-0.0520703557756864,-0.08231670762733105,-0.048869781456446854,-0.07320547525932264,-0.010586496255408489,-0.005748083440238362,-0.007610183018150712,-0.006205578004512111,0.002563,0.02,0.02078
227,0.9209147778324037,-3.020297313253853,-0.2721620617354415,-0.1170137456068521,-0.05215581512444147,-0.0824598037168938,-0.04895581348092236,-0.07331692918966824,-0.010595595507237633,-0.005761287867520236,-0.007626030654904868,-0.00621545261345555,0.002553,0.02,0.020573
228,0.9141073150921366,-3.02129502468892,-0.27267739560316917,-0.11723632596242707,-0.05225084368305704,-0.08261306980876154,-0.04904384037259158,-0.07346136995441432,-0.010607897709344723,-0.00577197914690784,-0.0076423675173598795,-0.006228733494185419,0.002544,0.02,0.020368
229,0.923008939800809,-3.022149302890479,-0.27311497439655863,-0.11742503158895719,-0.05233117800889339,-0.08274801334807232,-0.0491309214045497,-0.07356226494272991,-0.01061489263542927,-0.005778086995311824,-0.007652073163878667,-0.006236677954786313,0.002534,0.02,0.020165
230,0.9154334393992962,-3.023095185822036,-0.2736012886766542,-0.11764085871032944,-0.0524157826728473,-0.08290733744209927,-0.049219297873224675,-0.07371935430574135,-0.01063208997487111,-0.005788046965145362,-0.007666922488303779,-0.006247950189061863,0.002524,0.02,0.019964
231,0.9073562133369294,-3.0241819762674904,-0.274169740034112,-0.11790538665983873,-0.05251158391985858,-0.08310076763217893,-0.04931155249203105,-0.07390797586629279,-0.01064586148359933,-0.005800331302782216,-0.007687211763149952,-0.006260365788938111,0.002515,0.02,0.019765
232,0.9047030323281263,-3.025310281911014,-0.27474333336185774,-0.1181710892757846,-0.05259758756827154,-0.08329995576828891,-0.04941218540980776,-0.07415395903124362,-0.010658114372929085,-0.00581136231614855,-0.007705048208783877,-0.006272414609689186,0.002505,0.02,0.019567
233,0.9160362833043245,-3.0262610947672495,-0.2752235885552052,-0.11838224107945788,-0.05268276373522329,-0.0834527953799102,-0.04949738975485008,-0.07430160469077199,-0.010669023938294171,-0.0058198058063586786,-0.007720697916717929,-0.006282298370714346,0.002496,0.02,0.019372
234,0.9190526031467351,-3.0271412585026596,-0.27566946364283873,-0.11858193631133922,-0.05275727926176965,-0.08360353279362082,-0.04957408285645991,-0.07446108991485963,-0.010686241565524663,-0.00582525800257674,-0.007733456176409708,-0.0062932797337429385,0.002486,0.02,0.019179
235,0.9188968890096454,-3.028051374304513,-0.2761353966711491,-0.11878714711411363,-0.05283675130519491,-0.08375116442937244,-0.049656812339650996,-0.07460442133266362,-0.010697139179949479,-0.005834634179763583,-0.0077468073091363715,-0.0063044888938461885,0.002477,0.02,0.018988
236,0.9150075288606324,-3.028994636374678,-0.27662888791466433,-0.11900873522483339,-0.05292231623941799,-0.0839142579131733,-0.049743370177345154,-0.07476502045407483,-0.01070856469856315,-0.0058479317429201896,-0.00775897940522056,-0.006314816780203711,0.002468,0.02,0.018799
237,0.9189697853436875,-3.029865746920811,-0.2770765036813682,-0.11920490072235676,-0.05300102141687226,-0.08405137981583179,-0.049820162784746984,-0.07490393960375898,-0.010716424931901839,-0.005856711857938564,-0.007769074983870983,-0.006323531258041473,0.002459,0.02,0.018611
238,0.919069109524451,-3.0307434904293027,-0.2775269883946132,-0.1194001513357436,-0.05308438039361662,-0.0841894022915262,-0.04990246104776823,-0.0750258110237183,-0.010729522175019596,-0.005865681754205106,-0.007781575905427902,-0.006331235612031349,0.00245,0.02,0.018426
239,0.917204912820856,-3.0316511832546826,-0.27800282868001375,-0.11960660999904535,-0.05316982835832912,-0.08433243877249907,-0.049981969976605096,-0.07516665640327208,-0.010746294677701261,-0.005874286698111117,-0.007795194623982489,-0.006343244966009485,0.002441,0.02,0.018242
240,0.9190752416981925,-3.032503171433799,-0.2784461176222975,-0.11979378585281872,-0.053253557311123925,-0.08446161016108157,-0.050057325031483184,-0.0752963161410749,-0.010758582683425565,-0.005880591711415657,-0.007806969888282288,-0.0063547073810730865,0.002432,0.02,0.01806
241,0.9199644956540671,-3.0333377187558987,-0.27887572380686565,-0.11998230915470792,-0.05332914980302531,-0.08458991317245072,-0.050128423048655585,-0.07544140915643378,-0.01077145737031228,-0.005889782949137476,-0.00781862442172844,-0.0063647035698140295,0.002423,0.02,0.01788
242,0.921403940045751,-3.0341636752507197,-0.27930174617678205,-0.12016073221163714,-0.05341369208052355,-0.08472519498253869,-0.05020715631237562,-0.0755343387516909,-0.010788427769702584,-0.005896277873462178,-0.00783001961517359,-0.00637406112929503,0.002414,0.02,0.017702
243,0.9139814032121725,-3.0350990275054035,-0.27978363199833933,-0.12037807914941855,-0.05349549164642647,-0.08488556919270263,-0.05029321146370491,-0.07567941864281831,-0.010800929877412766,-0.005906898066655404,-0.007844472593198397,-0.006383424623376295,0.002405,0.02,0.017526
244,0.9153481945778362,-3.0360144954888733,-0.2802604137307794,-0.12058569194627321,-0.053584569685528986,-0.08503257064340222,-0.050373719980464624,-0.07583626146352566,-0.010816377505649621,-0.0059171509225741156,-0.007855436641626029,-0.006391886539398325,0.002397,0.02,0.017351
245,0.9153382925965285,-3.0369327151758547,-0.2807324665644764,-0.120788570957248,-0.05367348406816397,-0.08518032075232786,-0.05046089316691479,-0.07596798702296903,-0.010826098469224922,-0.005924426968987037,-0.007868737805074395,-0.006398099187138519,0.002388,0.02,0.017178
246,0.9170012026356353,-3.037826736423081,-0.2811794783154434,-0.12099147623826366,-0.05374522532867325,-0.0853293186137878,-0.05053370248248787,-0.07614029860286212,-0.010842894574884717,-0.005932569224407304,-0.007882073800834714,-0.006408535347927434,0.00238,0.02,0.017007
247,0.9148775197969031,-3.0387389145730723,-0.2816472169784683,-0.12119699888063792,-0.053830363899361584,-0.08548005198368692,-0.05061827113384901,-0.07627470265800683,-0.010851349844285416,-0.005943165454081259,-0.007894020469399389,-0.006417065992675262,0.002371,0.02,0.016837
248,0.9063297557677681,-3.039746761261537,-0.28217308223861115,-0.12143171602823051,-0.053924416566077334,-0.08565140083213628,-0.05070822559635618,-0.07644583355536051,-0.010871331367432888,-0.0059524858239738635,-0.00791157495337498,-0.006433585180835608,0.002363,0.02,0.016669
249,0.9129184843470558,-3.040686314363299,-0.28265336919187306,-0.12164310616814795,-0.054008154616892776,-0.08580085162208208,-0.05079062210320738,-0.07660348458369505,-0.010885480750382395,-0.005960676925617769,-0.00792360816491711,-0.006446229131251659,0.002354,0.02,0.016503
250,0.9155287660161971,-3.041583168332141,-0.2831053862754327,-0.12184068804332109,-0.05408565737926821,-0.08593883724813671,-0.050868836424674074,-0.07674361137498818,-0.010893805846174328,-0.005970670901530722,-0.007934900795340075,-0.006454369916413256,0.002346,0.02,0.016339
251,0.9191407233364102,-3.0424363078270127,-0.28354179220453135,-0.12202753525079899,-0.05416494970126896,-0.08607171108089531,-0.05094136734131553,-0.0768881859804784,-0.01090608083967574,-0.0059775575436661005,-0.007944913022668067,-0.006463088547918819,0.002338,0.02,0.016176
252,0.9182506645268067,-3.043290851770109,-0.283987534719885,-0.12222538197218775,-0.05424282698194401,-0.08621037082778166,-0.0510173507590672,-0.07703927805654105,-0.010917468342152972,-0.005985131208062541,-0.007957879614673112,-0.006472709298358299,0.00233,0.02,0.016014
253,0.9167952522255193,-3.044169742159089,-0.2844429984182654,-0.12242405725628505,-0.054322377312176276,-0.08635469389594104,-0.05109917019869877,-0.0771723007036997,-0.010928353061315866,-0.005993568998592127,-0.007969703502720832,-0.006480542860540324,0.002321,0.02,0.015855
254,0.9170949012279765,-3.045048215070031,-0.28489327159202155,-0.1226193353950729,-0.05440232474634911,-0.08649315483706779,-0.05117515859192514,-0.07732014285168932,-0.010938771283262629,-0.006000349987303656,-0.007982541591562961,-0.006490889005590464,0.002313,0.02,0.015697
255,0.8984321745057942,-3.0461426429293956,-0.28546790956256707,-0.12288301503395202,-0.054499569445626554,-0.0866797476512718,-0.051266965243227644,-0.07755799271560909,-0.010955046702474675,-0.006012040105190863,-0.007997749632023621,-0.006504800569463489,0.002305,0.02,0.01554
256,0.9192741139218957,-3.046965861353591,-0.2858897858815045,-0.12306265929073036,-0.05457878840151203,-0.08681221257936016,-0.05133866199081103,-0.07766256236977229,-0.010964208252473504,-0.00601932199873299,-0.008013893269889378,-0.006513753953104861,0.002297,0.02,0.015385
257,0.9179474216380182,-3.047804180114211,-0.2863238142987214,-0.12325484102653785,-0.054657661657397404,-0.08695027080300415,-0.05141923658106175,-0.07778727173146407,-0.010974564838157194,-0.006026553468216594,-0.008025931716152731,-0.006521531969954,0.002289,0.02,0.015232
258,0.9040866831650057,-3.0488142286972835,-0.2868469452248244,-0.12349266652618518,-0.05474879295397105,-0.0871227978757297,-0.051510131343339954,-0.07795593650570984,-0.010986291531503732,-0.006035937912357749,-0.008037631318380213,-0.006533446416621417,0.002282,0.02,0.01508
259,0.9129785090664876,-3.049718895509384,-0.28731531776886743,-0.12370092174197095,-0.05483244913318445,-0.08727463423446227,-0.05159202553794521,-0.07808744630494892,-0.011003195416565196,-0.00604202536081201,-0.00805290532854252,-0.006542956934722825,0.002274,0.02,0.01493
260,0.9116442363955529,-3.0506390416903346,-0.2877930566530087,-0.12391450387747191,-0.054917120566693185,-0.08742970748730552,-0.05167406437036832,-0.0782584240490098,-0.01101664493598319,-0.006050764052831179,-0.008065204138226435,-0.006552059764206584,0.002266,0.02,0.014781
261,0.9159244982055031,-3.051500096967784,-0.28824304638699755,-0.12411272136349917,-0.05499650797711811,-0.0875744853396389,-0.05176005631656659,-0.07838122565282044,-0.011028379282337103,-0.0060618440032515096,-0.008079897180288785,-0.006561147695096588,0.002258,0.02,0.014634
262,0.915549124194444,-3.052342765053881,-0.28867286407156334,-0.12430788156324662,-0.05506573030924106,-0.08771337700461626,-0.051828335829283395,-0.07854054848284897,-0.011038714515740426,-0.006073004287256536,-0.008093094119925795,-0.0065753890717398155,0.002251,0.02,0.014488
263,0.9149781150186741,-3.0531987588039913,-0.28911434719039986,-0.12450822001630357,-0.0551417507770531,-0.08785121359925206,-0.05190319655578066,-0.07869656521328842,-0.011051108191120075,-0.006079358206934699,-0.008104787284263141,-0.006586578581845566,0.002243,0.02,0.014343
264,0.9233794069498591,-3.053955737807334,-0.28950100647824145,-0.1246783198499338,-0.05521218577888523,-0.08797139223493274,-0.05197411380433187,-0.07880308961473931,-0.011063035318053187,-0.006089159967300706,-0.008115683520995677,-0.006594681316685684,0.002236,0.02,0.0142
265,0.9152439538215219,-3.0548194770174044,-0.28994176098347646,-0.12487866246937278,-0.0552860854571845,-0.08811753788401995,-0.05205063215545716,-0.07896986462844352,-0.011069120767245465,-0.006101288674341187,-0.00812742403188509,-0.006604202439017334,0.002228,0.02,0.014059
266,0.9199911836014988,-3.0556039666034422,-0.2903428996621295,-0.12505256005739857,-0.0553572810648995,-0.088240489173988,-0.05212226238322575,-0.07910743062790553,-0.011077133049876826,-0.006111872618142508,-0.008139444753862645,-0.006613268338545513,0.002221,0.02,0.013918
267,0.9137516599149451,-3.0564756757908738,-0.2907982486667654,-0.12525415993718805,-0.05543939041080977,-0.08838663476371862,-0.05219613071783618,-0.07926118983476411,-0.01108810739554569,-0.00612047869808355,-0.008152630713709332,-0.006621516721959899,0.002213,0.02,0.01378
268,0.9086820820888009,-3.0573840838131146,-0.29127020847731677,-0.1254689361549359,-0.05551832838406158,-0.08853888979295893,-0.052282258895294705,-0.07942287031694995,-0.011099281451627849,-0.006131109848846912,-0.008168166956886,-0.0066300452051575726,0.002206,0.02,0.013642
269,0.9150954563133064,-3.0582319498708896,-0.2917143891653447,-0.125658723316726,-0.05560069599707322,-0.08867639665324313,-0.05236128188182002,-0.07954229371183656,-0.011110776170417988,-0.006141159826744649,-0.008180279515600396,-0.006640572602839726,0.002199,0.02,0.013506
270,0.9205565906306125,-3.0589971383772094,-0.29210780037989087,-0.12583621264522266,-0.055665333223938226,-0.08880640325593178,-0.05242678644556459,-0.07968517054390764,-0.011119502710709215,-0.006149901168029649,-0.008191943959023552,-0.006651036643743735,0.002191,0.02,0.013372
271,0.9141326796178451,-3.0598453168737563,-0.2925469043918107,-0.1260336275542098,-0.05573863058044229,-0.08894609784188912,-0.05250167911540119,-0.07983915110644584,-0.011134073631625035,-0.0061578351652883225,-0.008204221391914799,-0.006661510157119013,0.002184,0.02,0.013238
272,0.9168803130481716,-3.060646577061772,-0.2929649431525562,-0.1262153100308494,-0.05581548671589549,-0.0890736520385199,-0.052577839270539904,-0.07997090338182965,-0.01114470988583195,-0.006167046604015319,-0.008215798827373938,-0.00667269549314168,0.002177,0.02,0.013106
273,0.9216150412552414,-3.0614099042821654,-0.2933525942516238,-0.12638208493844102,-0.05588415630143665,-0.08919496679291435,-0.05264569486836535,-0.08007928533296921,-0.011150859072413975,-0.00617570981102865,-0.008224625586135553,-0.006679838288210077,0.00217,0.02,0.012976
274,0.9153316529359025,-3.062229980619758,-0.29377214340594887,-0.1265697720384693,-0.05595487263552336,-0.08933321925576296,-0.05272143656092628,-0.08022211711626012,-0.011162943865099789,-0.006183792335346582,-0.00823824039022788,-0.00668930465256835,0.002163,0.02,0.012846
275,0.9163938004802445,-3.063039281195837,-0.2941966352469429,-0.12676075887394486,-0.05602949587943843,-0.08947292064473349,-0.05279405459176644,-0.08035502869545114,-0.011179094054112665,-0.006195352504240005,-0.008249982035379405,-0.006699988932396621,0.002156,0.02,0.012718
276,0.9185931168984012,-3.063825562548874,-0.2945956040789659,-0.12693528621918804,-0.05609992879677373,-0.08959090878556324,-0.05286107851303899,-0.08049033966288877,-0.011189418179968656,-0.006203683795363687,-0.00826192159049541,-0.006709039068337333,0.002149,0.02,0.012592
277,0.9077294115662895,-3.0647311152948333,-0.29505671636387243,-0.12713967189618466,-0.05618002097251366,-0.08974304558082447,-0.05294576625331399,-0.08064835893719971,-0.011200987892402014,-0.006211920465368734,-0.008273345871435639,-0.006719290759762644,0.002142,0.02,0.012466
278,0.9087149485575954,-3.0656282234701857,-0.29552354908440676,-0.12735415196507102,-0.05625670344658848,-0.08990088902668981,-0.05302417907282144,-0.08083207780973932,-0.01121718654151747,-0.006223009448639769,-0.008288209437930974,-0.006730778432108947,0.002135,0.02,0.012342
279,0.9209984820374431,-3.066377144096044,-0.29590788189086864,-0.12752601627145263,-0.05632212090808274,-0.09002926763079978,-0.0530894297604319,-0.08095362747921915,-0.011233611827349901,-0.006230409340175757,-0.008298340513350405,-0.006736935207930301,0.002128,0.02,0.012219
280,0.9021137014041136,-3.067338212008057,-0.29639998271603873,-0.1277525483835179,-0.05640544878479027,-0.0901873556007455,-0.053169343408862445,-0.08114155198325591,-0.011244456930827734,-0.006242297543467988,-0.00830992946534784,-0.006747046425340791,0.002121,0.02,0.012097
281,0.9080244728725287,-3.0682152860484257,-0.2968423899547715,-0.12794928420661067,-0.05647564252224335,-0.09032708156826123,-0.05324469264519201,-0.0813039116224948,-0.011257347761466191,-0.006250908178187966,-0.00832252247921272,-0.006757416250616242,0.002115,0.02,0.011976
282,0.9145959068073772,-3.0690244281888064,-0.2972567783540765,-0.1281292135359909,-0.0565508266164294,-0.09045046837562959,-0.05331565161907348,-0.08144857224023376,-0.011268347186971346,-0.0062592436452024195,-0.008331757032274793,-0.006765219031893861,0.002108,0.02,0.011857
283,0.9080240500076646,-3.0699174852237934,-0.29771215093928777,-0.12833941796086445,-0.05662308911910054,-0.09060495326438621,-0.05339637272277839,-0.08160918116261547,-0.011281157986827915,-0.006269628900924059,-0.008343063952442987,-0.006775155333732637,0.002101,0.02,0.011739
284,0.9152813734841259,-3.0706991239021937,-0.29812228046898803,-0.1285199611606407,-0.05669945394016891,-0.09072902629071436,-0.05347275285921113,-0.08172476385741434,-0.011289473985022499,-0.006276965216391462,-0.008352498942103754,-0.0067813475377960074,0.002095,0.02,0.011622
285,0.9083922068768774,-3.0715693452407447,-0.29857334229960775,-0.12872244163249602,-0.05677692777887509,-0.0908765095781839,-0.05354515013637581,-0.0818848340369762,-0.01130014191596495,-0.006287339920584284,-0.008364555847263564,-0.006793057820496395,0.002088,0.02,0.011506
286,0.9177265034601786,-3.0723252822266027,-0.2989671905557514,-0.12889535106581418,-0.05684780864562912,-0.09099909160396957,-0.0536111392991317,-0.08202638378829136,-0.011310946350290394,-0.006296807778192161,-0.008375463239291527,-0.006803187239057691,0.002081,0.02,0.011391
287,0.914857200389301,-3.0731215680457966,-0.29938057660117806,-0.12907774203581276,-0.05692118078606357,-0.09112911439746248,-0.0536776436876123,-0.08216997592593675,-0.011321503471083124,-0.0063069709272914835,-0.008387169262021182,-0.006812626321239748,0.002075,0.02,0.011278
288,0.9211681066739233,-3.073843141005857,-0.29975091594644376,-0.12923993377740858,-0.05698706732604972,-0.09124372917339287,-0.05374732971257689,-0.08227642453273089,-0.01133226417916835,-0.006312210438423107,-0.008397080324649815,-0.00681969435996365,0.002068,0.02,0.011165
289,0.9139644175897952,-3.074649175310379,-0.3001681544157345,-0.12942248781001714,-0.05706075876458582,-0.09137071967753253,-0.05381385178280698,-0.08241705482242351,-0.011345511444503464,-0.006320532354451075,-0.008406014822386036,-0.006828594576955079,0.002062,0.02,0.011054
290,0.9209935708138574,-3.0753789955738693,-0.30053831510639545,-0.12958206065261899,-0.05712489221698703,-0.09148798084449575,-0.05387843651855825,-0.08251879111212584,-0.011355145216205793,-0.0063263576148681906,-0.008416494442478639,-0.0068355656727748055,0.002056,0.02,0.010944
291,0.9162700421940928,-3.0761477334488436,-0.3009389243901334,-0.12976084013285843,-0.05719544267902259,-0.09161576514521538,-0.05394659858081609,-0.08265192937864775,-0.01136579065439803,-0.006336633485849313,-0.008427181039817886,-0.006845943298565902,0.002049,0.02,0.010835
292,0.9184741456191422,-3.0768958664489676,-0.3013199761211632,-0.12992703567291375,-0.05726426364391569,-0.0917377310107553,-0.05401297688755768,-0.08277642085434651,-0.011378443606669921,-0.006343001656122154,-0.008437368834761332,-0.0068531705299191194,0.002043,0.02,0.010727
293,0.9095318255304256,-3.0777524535163368,-0.301766489259688,-0.13012573286589796,-0.05734301481460232,-0.09187538022179385,-0.05408989042958414,-0.08295459446136018,-0.011388584089624525,-0.006349492025608792,-0.008447830246377321,-0.006864940401097568,0.002037,0.02,0.01062
294,0.9239268156707718,-3.078432355375154,-0.302112404764448,-0.13027398849836633,-0.05740775666686886,-0.09198334510591259,-0.054153389755997546,-0.08305991643778134,-0.011398413472031688,-0.0063543510572127695,-0.008456911978331637,-0.006871616332258633,0.002031,0.02,0.010514
295,0.9109031115608399,-3.079253396544535,-0.30254045848448885,-0.13046670941134944,-0.05747978430244771,-0.0921170916940577,-0.054225017656492173,-0.08319908665429736,-0.011409433807682732,-0.006364333688970714,-0.008468236301864952,-0.006881180331148956,0.002024,0.02,0.010409
296,0.9221747324493504,-3.0799451208647732,-0.30288800959783435,-0.1306222517094481,-0.05753886104708768,-0.09222959493477405,-0.054286952050639076,-0.08331967704589732,-0.011417439768866828,-0.006370635706495561,-0.008478035005720985,-0.0068918786562186495,0.002018,0.02,0.010305
297,0.9150414106331819,-3.0807065812003955,-0.3032858598543259,-0.13080162085377375,-0.05760784729062168,-0.09236029461903938,-0.0543584154092551,-0.08346279645080437,-0.011430600381428149,-0.0063799362738761346,-0.008490443051258269,-0.00690140459779952,0.002012,0.02,0.010202
298,0.9088996600356795,-3.081543239785371,-0.3037130640054162,-0.13099534732300935,-0.0576814981272142,-0.09250226393834161,-0.05442973183534446,-0.08362523374384649,-0.011445754591069862,-0.00638814803884416,-0.00850260570086953,-0.006910024421619587,0.002006,0.02,0.010101
299,0.9157571279846861,-3.082296279727644,-0.3041002645133569,-0.1311678944286843,-0.05774929048336489,-0.0926313205478335,-0.05449644555178122,-0.08375788018591405,-0.011456057820511113,-0.006396423568467377,-0.008512912407920471,-0.0069181734571589016,0.002,0.02,0.01
