seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9283,399.1855,3067,1239,60092,57025,57020,139,42,201,139,139,131,6037,6316,0.025,0.0329,0.9421,0.0221,0.1419,0.8359,17,109,199,207,201,131
43,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.927,397.5601,2897,1488,60072,57175,57175,149,42,212,149,149,149,6100,6394,0.0235,0.047,0.9295,0.0274,0.0979,0.8747,21,75,217,190,212,149
44,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9181,397.3829,3425,1484,59914,56489,56489,167,41,208,167,167,171,6002,6345,0.0172,0.0385,0.9443,0.0249,0.127,0.8482,19,97,215,231,208,171
45,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9275,395.5318,3075,1240,59498,56423,56424,173,40,217,173,173,169,5942,6295,0.0303,0.0421,0.9276,0.0273,0.099,0.8737,21,76,215,204,217,169
46,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9255,396.1932,3196,1215,59172,55976,55976,156,40,207,154,156,155,5935,6244,0.0185,0.0278,0.9536,0.0196,0.1304,0.8501,15,100,211,229,207,155
47,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9245,396.8179,3182,1305,59398,56216,56217,146,41,196,146,146,143,6066,6368,0.0105,0.0553,0.9342,0.013,0.1562,0.8307,10,120,201,224,196,143
48,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9266,396.2776,3201,1179,59704,56503,56510,164,41,191,164,164,167,6100,6431,0.0119,0.045,0.943,0.0236,0.1232,0.8532,18,94,200,220,191,167
49,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9298,396.9242,2897,1255,59148,56251,56250,143,40,211,143,143,148,6025,6315,0.013,0.0417,0.9452,0.0183,0.1147,0.867,14,88,215,204,211,148
50,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9303,395.9691,3077,1065,59412,56335,56331,176,41,212,176,176,164,5968,6315,0.0225,0.0436,0.9339,0.0092,0.1072,0.8837,7,82,204,218,212,164
51,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9325,397.5688,2883,1138,59574,56691,56690,158,42,240,155,158,147,6042,6364,0.0224,0.0342,0.9434,0.0247,0.1094,0.8659,19,84,244,213,240,147
