Accumulated time to find action,Accumulated time to find location,Accumulated action time,Accumulated driving time,Accumulated solution time,Accumulated time to find helping actions,Number of get_best_action
0.686246395111084,6424.491016626358,2379.0,503.58624897181215,6425.177263021469,0,299
0.3462982177734375,1921.827630519867,2694.5,193.92789065066418,1922.1739287376404,0,140
0.7140920162200928,2816.904627799988,2530.5,350.761813343077,2817.618719816208,0,239
0.260284423828125,794.3306894302368,2527.5,355.2087579112346,794.5909738540649,0,115
0.6582672595977783,6146.263377904892,2500.5,389.1435298162046,6146.92164516449,0,221
0.5421316623687744,4143.228531599045,2611.5,274.9707160537715,4143.770663261414,0,190
0.5510196685791016,2875.842929124832,2510.5,385.08947487272894,2876.3939487934113,0,198
0.9312314987182617,8507.702117681503,2610.5,272.74307096402816,8508.633349180222,0,322
0.6008822917938232,4830.526642560959,2539.0,352.2318349334509,4831.127524852753,0,192
0.8819828033447266,10004.21698141098,2423.5,456.74818312336066,10005.098964214325,0,341
