episode,service_level,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance
0,0.9043860435913534,-106.20003192675627,-95.41249070788275,-3.2397315027299745
1,0.9244918883058922,-129.89093326008577,-79.6798347664567,-0.6911897291715219
2,0.9241440558583941,-146.15833240797613,-73.36503171731559,-1.0866867848104258
3,0.9252489180764458,-145.3505228999626,-62.50000157137648,0.0
4,0.9306041834994164,-145.70447234113095,-55.79728693048852,-0.18931030679113559
5,0.9222707423580786,-149.40508966378616,-57.73950522277445,-0.775030031183886
6,0.9197007631745648,-144.8944658014112,-54.07004181352457,-0.25427235483785315
7,0.9259549579426573,-147.65362055523417,-58.220190505127476,0.0
8,0.9284687275341481,-149.36345807922848,-61.34588196116862,-0.19489433583404095
9,0.9165578202363234,-146.2298446943542,-59.77409630348966,-0.6388438469043674
10,0.9216982825683682,-142.50804545088187,-62.18860584444527,-1.0389075235517278
11,0.9258671299347032,-138.7152495482057,-64.1937420004601,-1.1799720089878178
12,0.9285951812328063,-136.27461433447786,-62.6370401967408,-0.3433257843224405
13,0.9192757221582996,-136.85789748202063,-64.19256319311346,-1.5639594301527018
14,0.9263087695898633,-136.24941137256823,-62.64279590206509,-0.8285351086282086
15,0.9311298076923077,-141.7960414691953,-66.91570290195418,-0.8967884798842759
16,0.9314889213537862,-136.27889416071952,-63.21009775111075,0.0
17,0.9200243087207536,-146.860804705873,-70.66742435364763,-0.6974360853375917
18,0.9149479119757423,-147.33112322072495,-69.30382472339318,-1.4104872132335584
19,0.9257343876845365,-139.47979530508232,-62.895055254068936,-1.0963326160472604
20,0.9243905382573014,-143.52574877985097,-66.23570734893453,-0.7166878259761161
21,0.9183941301040952,-148.67831706852957,-71.15895101372907,-1.9663958171226674
22,0.934747046349591,-139.69829715387536,-62.89578930334867,-1.183311728033176
23,0.9318134343946763,-137.34033110274666,-58.9990693514162,-0.2220255394846193
24,0.9316989840261336,-141.7151713164765,-66.07228659418057,-0.0018117104467850684
25,0.9270770890780482,-140.8295015379619,-65.94306359882107,-0.845285983484717
26,0.9223171947204688,-140.24394468028126,-66.99967162990048,-0.012567190640006668
27,0.9263167525694592,-142.89129435087813,-69.38720288977096,-1.3389337079753159
28,0.933573727500298,-134.86755592665148,-64.6616285680676,-0.3586852099518622
29,0.9177034927297256,-141.6451617565323,-69.58566353619972,-0.8284893316731959
30,0.9212709673540552,-142.87064384837475,-71.9564034214054,-0.7210057842056284
31,0.9298140010834888,-140.73981863413843,-68.57918316040711,-1.2570948635858057
32,0.9273472092532907,-140.28825435854063,-65.67589230558528,-0.00831255451679665
33,0.9196545954344448,-138.94087343477977,-64.63381659036122,-0.6198317524193738
34,0.9275009879320303,-144.5109103577691,-69.72359579100873,-2.1109824064755247
35,0.9248379615864899,-144.01812227428417,-70.45183423111655,-2.4026306670933293
36,0.9299766982272956,-140.4486982151665,-65.3800566231499,-0.8637394144435818
37,0.9373303576814042,-142.11220538605633,-66.7819399282103,-0.6867023040581021
38,0.9306664219959018,-146.23988707528724,-71.19216355214094,-1.9833552700124182
39,0.9165892402217893,-141.69675058053173,-64.02806680977068,-1.5299010631836183
40,0.9274682426051726,-143.98145010406168,-69.22409270476933,-2.22919161499546
41,0.9291008798360854,-139.47082718527142,-66.13234259799859,-0.9862456942433026
42,0.9207248018120046,-136.52140503428427,-63.245581324540574,-0.11408263384763905
43,0.9244631553442166,-145.90019082543145,-71.34101821851539,-1.9917835311505294
44,0.9199902945012284,-144.9459498748973,-72.74391452040466,-1.2376556055500725
45,0.9292189469892538,-142.41100401104006,-71.27830078423288,-1.9737070200890316
46,0.9278518518518518,-139.67257046621543,-67.09617723946413,-0.7932519738599808
47,0.926433651081858,-140.88965310237438,-67.07333230011099,-0.3130460039206287
48,0.9209704321455648,-144.29580402316054,-69.32685780203059,-0.5736277228018656
49,0.9324588416439654,-142.0318498181063,-66.73349571254643,-0.985434135267692
50,0.9285261537532824,-144.4664106625355,-69.11509863266858,-2.234207830096447
51,0.9219070251002525,-148.90690167037494,-71.21081444052302,-1.0598310686938102
52,0.926844069545165,-147.5911962472592,-69.84450859381138,-1.9530337444314971
53,0.9250075505889459,-146.90468438049808,-68.36938586110864,-2.232727688564592
54,0.9268233730134752,-147.197212709137,-69.91937746080097,-0.060306551431109905
55,0.9276910680712644,-141.89627391822697,-64.29847379541513,-0.4674195248353611
56,0.9222807336117669,-146.5150831662987,-69.74694794176885,-1.4082612215619155
57,0.9229852879861814,-145.46011657793767,-68.82894999413158,-1.4897950556865767
58,0.9295693373018283,-151.61776399298543,-71.68202680712996,-2.0888922698149512
59,0.9265405698451901,-153.13485625274987,-72.42351215043757,-2.7530303247587566
60,0.9134817303653927,-151.56174756599097,-70.19121200488883,-1.3706774249860703
61,0.929231326610712,-151.13669916823176,-70.1777825491505,-1.9585333300320253
62,0.9266634288489558,-152.7494667355699,-70.4826169667501,-0.8688114968841861
63,0.9274061495542483,-149.10963850885426,-67.07901445183998,-0.4981429261501144
64,0.9309145427286357,-149.79180918547976,-67.14271308811873,-1.3040417717498327
65,0.9297525685452003,-151.79421762544462,-68.45215530668871,-0.781004099101532
66,0.9233868524689488,-151.31157111650538,-69.13421135686683,-1.0162747566779922
67,0.9267482253436037,-151.28353715351648,-70.56900478514744,-0.8034883172609757
68,0.9234627977531464,-154.18478902834775,-74.13696390820691,-1.4205083620277195
69,0.9238959107806691,-150.19604986779382,-70.50062464732832,-1.7733508793942232
70,0.9297779922779923,-154.32722832730354,-74.20325416031673,-2.2543928353025464
71,0.9246567164179105,-149.48852069201243,-71.21381726732938,-2.144393748351289
72,0.9204019488428745,-150.15716848158203,-72.78938833248434,-1.6466393231321796
73,0.9254454088624943,-156.02046723480768,-77.16383805831212,-2.3118183208094285
74,0.9326173356390887,-150.89352542052373,-70.1320633333187,-1.4479200755402737
75,0.9255065374279071,-158.57710099140849,-76.14103287404305,-3.7650197648811337
76,0.9255560870605118,-157.3542734021855,-73.80113976154024,-2.4695702856486825
77,0.9337345771892868,-157.98743519461695,-72.88514425370309,-3.7878208888974867
78,0.9270988945324171,-158.7033312782744,-72.46586691501959,-2.4689462203374353
79,0.9304432124572086,-161.36318429240677,-73.98282426114129,-3.4919653831163475
80,0.92688417324489,-159.49764148155697,-71.54113635715572,-3.2173328988712417
81,0.9271349196762894,-160.26907109226374,-73.18183823138207,-2.5140763947295586
82,0.9310365742706375,-160.98399229808385,-73.92467935969083,-3.2482912398264734
83,0.9318446776073894,-158.0798160406303,-70.73014336298462,-3.2348724908066213
84,0.9251175184885775,-161.1359605897279,-74.24946599349562,-3.134710743093501
85,0.9296934342053292,-162.2055137647581,-73.08089501985418,-3.9902515444870086
86,0.9283696589456156,-160.57858939404474,-71.31972194501834,-3.3319199986637877
87,0.9204628949301984,-158.99524059305773,-71.00756652407163,-1.9548309666808332
88,0.9291907077908347,-158.33730900743487,-71.22947775207491,-2.73021824888746
89,0.9176801597386095,-156.58989428271184,-68.51573714265525,-1.2734408045814503
90,0.9215397311954727,-160.0515080041407,-72.41082000943729,-2.6517204556580016
91,0.9255110950531419,-162.27473170308008,-73.7999665038092,-3.2748952151311603
92,0.9183747836385169,-162.2619527906221,-72.72069456307422,-3.4917133089562933
93,0.9309340857245768,-163.4422767556296,-73.48295102016777,-3.7282825699942332
94,0.9253482060306004,-169.93882229866915,-78.95725578408731,-3.7686887159521953
95,0.9309127127852228,-163.55197780714846,-74.63472089564534,-3.5333529256204246
96,0.9245830963144817,-162.2933214807127,-73.02332898575818,-1.7040529435892335
97,0.9293763181681229,-164.68704829214136,-73.74752906819434,-2.1951226165486317
98,0.9293965465375128,-170.22916174497007,-77.9823590426281,-3.181142028118352
99,0.9277404653394099,-173.3433254586007,-79.030090803155,-3.545907463455296
100,0.9311737257717158,-168.40200703406654,-74.20684854236873,-2.558295734584932
101,0.9235616687369346,-164.57687761415565,-71.0895813663212,-2.0085124611954015
102,0.9309696481332259,-168.13112929034617,-75.61268291656299,-2.123483581765603
103,0.9331613367732645,-169.25763321327761,-78.09691865400853,-2.670511842680919
104,0.923878568192116,-168.55853812147316,-77.41218634983696,-2.1476706966489596
105,0.9249798332885184,-171.67392933256662,-79.53151114743648,-2.5083843462002275
106,0.9332159063768808,-170.9727173989345,-78.55805125884764,-2.8585075578871173
107,0.928043668385657,-166.15388540318165,-74.1850463401942,-2.7566283135291694
108,0.9200362373546731,-163.92989429037618,-72.79772414739327,-2.617471616671915
109,0.9311364467747836,-167.72284343448058,-75.44416675997411,-3.6963493023013365
110,0.9299902510358274,-166.70129999424447,-75.01660461376333,-3.6586905265453975
111,0.937749330157785,-169.78285844312018,-76.82495757267098,-3.5363957624649043
112,0.9231734648139848,-166.43976217162833,-73.79543921917407,-2.145488445779901
