episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance,starvation_count,congestion_count,hotspot_imbalance_mass,projected_starvation_risk,projected_congestion_risk
0,0.8972654027016503,-55.45635928810625,-26.198092178399413,-18.00739632806629,-23.91774120173384,-16.017659261865507,-87.23744167293387,-79.74917128776976,-0.27960216109048686,-17.277832938160486,-8.27736379660383,-14.783254202598487,-3.308766572089432,-1.820036947725955
1,0.9388501063606676,-73.34809278301798,-34.68052070955767,-24.463716020678575,-31.2509108879939,-21.06671856332515,-69.93983747176863,-57.153339027857065,-0.29156156989825055,-22.16589805577005,-8.168902380311689,-10.98035033195106,-5.274069093851562,-3.5962840727869563
2,0.9332007592877158,-97.35663484592152,-43.60948780197703,-29.927494725352233,-37.946593089501235,-24.704473780457207,-66.25307568055054,-42.65303889554969,0.0,-21.91565827203306,-5.459810340373261,-13.842939180064464,-5.806904980335076,-5.165676429915268
3,0.9394196916353041,-114.28639922159347,-52.08324796458331,-31.377485175330115,-44.166270407490714,-25.182308698065675,-62.946840148545704,-30.611434032114424,-1.943723223836335,-19.861478027343704,-2.6671665839857486,-18.260175089841752,-7.509866417490536,-6.852152755135343
4,0.9380970804440344,-130.04302819747966,-58.56962098321537,-32.82559684299035,-48.46862236392811,-25.672206363249888,-64.09411924143534,-24.476414685250447,-2.455717436541867,-16.348940666149275,-0.10711232624681524,-23.981298711973878,-7.641945917096552,-7.797353218741118
5,0.9326178227189403,-141.6199478000189,-61.769048606870044,-32.7961561373982,-49.40161467676667,-24.82588095951131,-55.004385950791665,-20.769467711149424,-1.9923217656223398,-8.698057529735665,-0.030180577868957087,-29.863468352773957,-7.634790109422847,-8.619663967263591
6,0.9386099341927342,-154.5894705800123,-63.86504358382427,-32.88158377665105,-49.246051566442404,-23.766675006065615,-63.08448785390011,-24.449890020551887,-6.195683904776334,-0.3700065364058079,-0.12000447024015357,-40.18706603695727,-6.382744039276247,-8.890157969095103
7,0.9356308657995595,-157.9663935206957,-63.73364913015254,-30.71925306642145,-47.52452029128474,-21.09996513353551,-51.83886036600819,-15.494789199579223,-3.560217800681359,0.0,0.0,-44.65386215556623,-5.304029414270722,-9.27047459068406
8,0.9386265455087144,-164.3847870769368,-64.87028351479164,-30.491346717476173,-47.001500693657995,-20.305051762062796,-50.26607300874687,-19.9814678545649,-3.452959528556682,0.0,-0.08549519203032692,-51.27154693105467,-4.0977615290952825,-10.14289754038331
9,0.9355933230331122,-169.61801701452214,-66.19419893855321,-30.15021028719981,-46.609062066549505,-19.53264109139584,-46.64665906479245,-22.05977025313949,-3.0709819587484604,-0.45616712938275483,-0.2652330669720312,-55.24146284308378,-3.3643226779179467,-11.123007598544062
