episode,service_level,starvation_count,congestion_count,hotspot_imbalance_mass
0,0.8946330973927068,-102.18624854213436,-64.02117810437468,-113.20636738086887
1,0.9225093371390398,-244.2335161405719,-157.72281786133982,-308.1092824212363
2,0.9291545799814588,-299.79163049248604,-200.78609987292324,-420.02543475987096
3,0.9167667186937207,-314.02174034171514,-213.33039217951128,-474.94859510378774
4,0.9262042331527108,-306.63243000652415,-211.39542717900636,-506.4530973275308
5,0.9276914836636315,-288.75859815933137,-202.8281862080513,-518.3391376777919
6,0.9189551838268182,-270.0641828209992,-195.6017196889543,-535.1772643247444
7,0.9239403382446374,-259.3358074225552,-193.14996947699095,-560.5699485423823
8,0.922479224792248,-250.10798014031917,-193.29807408705602,-586.5583663239843
9,0.9309177722039226,-237.04339724846616,-184.62206101819677,-593.7046496578353
10,0.924553355866731,-228.65577690373425,-181.83937334911423,-610.6825927718438
11,0.926249962418448,-217.71053075922674,-179.09474257839497,-623.5683857336259
12,0.9251283899450401,-204.08611501444378,-172.26261981952155,-629.7019916496379
13,0.9287541882424611,-202.63879123796804,-171.8274700809375,-650.8663127250097
14,0.9276433896242203,-190.71160409194192,-164.6480867771594,-654.5338297864149
15,0.9273247065904303,-185.9458452137575,-162.3625365335919,-666.7530455369615
16,0.9309741454731951,-184.38410790737967,-160.85852009009255,-679.2590101064701
17,0.9214895921068463,-179.11058227595703,-159.83553174635753,-690.3768616071357
18,0.9229095524462845,-174.85420531214464,-156.10194024874377,-696.5151627724384
19,0.9266613875860389,-168.70002188762808,-152.28059213144203,-700.0980594757997
20,0.9241846299417487,-162.4304986443287,-147.00818430956858,-702.7719566684269
21,0.9231835578458849,-160.96320788905626,-144.84221863763847,-712.4575839832204
22,0.9292709141935869,-160.2495391953119,-145.2710424737683,-726.139651894223
23,0.9303778637310325,-158.23881276152508,-144.2534547210938,-733.1904398305439
24,0.9279751039827643,-154.095105329959,-142.0284864687113,-739.2529711718772
25,0.9299120500498685,-147.77176995986395,-138.28020998220333,-742.2105731894826
26,0.9231809169020009,-147.1138292358756,-137.11395909624494,-749.4741318812145
27,0.9172633965867049,-147.54448838466382,-137.19011269086678,-759.0982503482942
28,0.9222410557539803,-145.60379168783058,-135.02165085306538,-762.4071700768606
29,0.9235495506510973,-142.0629934607043,-133.24250865111506,-767.2966506182906
30,0.9235416049748297,-144.21663540238032,-133.6693598303942,-775.9341770397494
31,0.9244849894165698,-141.91643585830622,-129.39601473792632,-777.4069394514818
32,0.9215186838872075,-142.04727648684772,-128.61064199519922,-781.6224404472019
33,0.9359390647285528,-140.99203178837635,-126.39377463433439,-786.1843950091221
34,0.9264745408391817,-141.12846677304947,-127.75605523138364,-795.0450039475317
35,0.9268344451182535,-139.3726306793522,-124.87345401302275,-795.1308127879018
36,0.9270092946965555,-140.2716601223787,-124.38805212588066,-803.5168775696656
37,0.9308038392321536,-135.7255163464603,-120.50373041958763,-800.9730957882081
38,0.9332101532683104,-134.413817471504,-118.84842474595808,-801.765025986384
39,0.9257611524726106,-132.40824092502257,-117.17082154821215,-803.6862788465363
40,0.9303443480363999,-131.7096681377754,-116.31458610308468,-809.1924631473862
41,0.9314287429103022,-132.8283797069091,-116.24365070470188,-815.1094946581716
42,0.9332973426909004,-130.92085344302336,-115.36741885630384,-816.2154507244618
43,0.9205723640332262,-127.76900361162063,-112.36562676328745,-814.4706311187864
44,0.9293418311067533,-126.18714107086814,-111.88489558437281,-814.9237878936793
45,0.9266933710809264,-129.47233725671944,-113.93681922391593,-824.7086504796363
46,0.9273326344166541,-127.56792086642402,-112.60598249389795,-825.5605587240219
47,0.9249487395971535,-127.56023930158561,-112.27646707058716,-829.7190186725741
48,0.9245479419462289,-127.42306173760923,-112.39925785588916,-834.1877747854098
49,0.9261670132296658,-127.53338998576959,-113.67396429248137,-841.4477705238854
50,0.9218052371183781,-125.62297575019912,-111.68496765688037,-843.7438528737171
51,0.9307156580211335,-121.41823672806818,-109.76240125617159,-842.2636240871581
52,0.9339588377723971,-121.1627615329434,-108.70653774811981,-844.0434780972004
53,0.9158010983763133,-121.4087645762563,-108.87956289223489,-848.2664876858356
54,0.9315838518652118,-121.95396562375852,-110.31501630412222,-851.9548940399768
55,0.9200216320153828,-123.37034573765492,-111.52439051759485,-858.2057341056337
56,0.9250797816815294,-123.76005113746818,-112.34213254196789,-862.5043523520483
57,0.9294984535144641,-125.66321847046041,-113.72743524353548,-868.5083325496179
