seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,M8_KSFiltered_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9376,400.6079,2462,1300,60282,57820,57820,215,39,227,215,215,223,6015,6457,0.0302,0.0302,0.9396,0.0156,0.0234,0.9609,12,18,217,211,227,223
43,M8_KSFiltered_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9398,397.6732,2482,1136,60062,57580,57580,214,40,205,214,214,196,5899,6321,0.0156,0.0495,0.9349,0.013,0.0352,0.9518,10,27,204,196,205,196
44,M8_KSFiltered_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9388,397.6036,2556,1081,59410,56854,56857,242,41,224,242,242,222,5799,6272,0.0301,0.0393,0.9306,0.0104,0.0234,0.9661,8,18,211,228,224,222
45,M8_KSFiltered_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9355,396.4175,2705,1132,59520,56815,56816,231,41,209,231,231,231,5901,6353,0.0223,0.0446,0.9332,0.0117,0.0261,0.9621,9,20,201,216,209,231
46,M8_KSFiltered_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9347,396.9684,2595,1255,58938,56343,56344,215,39,233,215,215,208,5929,6349,0.0237,0.0316,0.9447,0.0013,0.0222,0.9765,1,17,217,203,233,208
47,M8_KSFiltered_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9364,397.4125,2544,1235,59402,56858,56857,211,39,224,211,211,219,5848,6283,0.0237,0.0421,0.9342,0.0078,0.0365,0.9557,6,28,214,207,224,219
48,M8_KSFiltered_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9352,397.0588,2800,1063,59646,56846,56848,241,41,212,241,241,226,5710,6197,0.0146,0.0412,0.9441,0.0052,0.0445,0.9503,4,34,205,230,212,226
49,M8_KSFiltered_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9397,396.8739,2443,1125,59136,56693,56693,235,42,182,235,235,221,6005,6480,0.0131,0.0458,0.9412,0.0118,0.0379,0.9503,9,29,184,226,182,221
50,M8_KSFiltered_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.935,397.066,2713,1148,59402,56689,56689,265,42,191,265,265,239,5699,6222,0.0118,0.0433,0.9449,0.0026,0.0326,0.9648,2,25,186,244,191,239
51,M8_KSFiltered_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9413,399.0015,2560,955,59852,57292,57292,241,42,237,241,241,235,5899,6362,0.0146,0.037,0.9484,0.0039,0.0353,0.9608,3,27,231,225,237,235
