seed,day,shift_hour_start,shift_hour_end,daily_functional_pickups,daily_functional_deliveries,daily_depot_visits,daily_depot_deliveries,daily_starvations,daily_congestions,daily_trips,daily_bike_departures,daily_bike_arrivals,daily_breakdowns_onsite,daily_breakdowns_depot,daily_total_breakdowns,daily_restored_onsite,daily_restored_depot,daily_total_restored,eod_damaged_fraction_onsite,eod_damaged_fraction_depot
43,6,5,5,0,0,0,0,3,1,26,23,17,0,0,0,0,0,0,0.0158,0.0407
43,7,5,5,278,308,2,10,144,86,3014,2870,2871,9,7,16,7,0,7,0.0186,0.0373
43,8,5,5,289,303,2,7,166,151,3138,2972,2971,9,9,18,9,7,16,0.0186,0.0399
43,9,5,5,306,319,2,6,143,89,3148,3005,3003,10,7,17,4,17,21,0.0262,0.0407
43,10,5,5,292,296,2,7,118,58,3470,3352,3359,12,12,24,8,6,14,0.0315,0.0473
43,11,5,5,311,322,2,6,154,79,3178,3024,3025,11,10,21,9,0,9,0.0344,0.053
43,12,5,5,303,330,2,12,86,37,2370,2284,2285,8,6,14,12,13,25,0.0291,0.045
43,13,5,5,293,316,2,11,31,32,1692,1661,1650,4,6,10,7,0,7,0.0255,0.0389
43,14,5,5,293,313,2,8,182,39,3030,2848,2846,10,10,20,6,23,29,0.0303,0.0408
43,15,5,5,289,309,2,9,138,65,2938,2800,2807,10,6,16,8,0,8,0.0333,0.0373
43,16,5,5,281,289,2,10,181,71,3262,3081,3083,8,18,26,9,17,26,0.0317,0.0475
43,17,5,5,315,330,2,8,136,48,3470,3334,3329,9,11,20,5,8,13,0.0369,0.0515
43,18,5,5,297,320,2,7,180,68,3142,2962,2962,8,5,13,5,2,7,0.0412,0.0491
43,19,5,5,273,290,2,9,81,42,2326,2245,2253,10,9,19,11,15,26,0.0395,0.0487
43,20,5,5,253,276,2,10,21,28,1720,1699,1692,1,5,6,14,0,14,0.0227,0.0427
43,21,5,5,288,301,2,7,185,95,3236,3051,3051,17,10,27,11,19,30,0.0289,0.046
43,22,5,5,302,309,2,7,145,57,3076,2931,2935,12,12,24,14,0,14,0.0265,0.0531
43,23,5,5,294,310,2,8,155,69,3268,3113,3110,17,6,23,7,14,21,0.0395,0.05
43,24,5,5,302,315,2,7,154,83,3372,3218,3222,14,8,22,7,7,14,0.0487,0.0513
43,25,5,5,275,295,1,0,154,49,3304,3150,3145,6,7,13,15,0,15,0.0368,0.0605
43,26,5,5,269,277,2,13,43,17,2308,2265,2269,6,9,15,13,8,21,0.0278,0.0556
43,27,5,5,246,271,2,13,20,10,1574,1554,1558,11,4,15,9,6,15,0.0307,0.0441
