episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,projected_starvation_risk
134,0.9386728105011065,-672.7117165841807,-363.9106169055946,-1.2462178299404816
135,0.9369870508845523,-672.2483116381228,-363.959278139425,-1.2193561412962497
136,0.9397922408310366,-671.3632195943716,-363.3866942114419,-0.89099631907917
137,0.9443097806326506,-670.051881318208,-362.1221048172972,-0.3062074197649305
138,0.9403430500708407,-670.5139440453873,-362.4464258954677,-0.11289393708876151
139,0.9419948694733665,-672.7180997672366,-364.0091061196931,-0.030888183389326494
140,0.9339296543359612,-674.7118566459403,-365.7361136405813,-0.021149785079133312
141,0.9377028489001082,-674.3829191324587,-365.4465967281788,0.0
142,0.9415402424907086,-677.3758258257683,-367.76471336910504,-0.03287928931645153
143,0.9425131677953349,-677.1039942757494,-366.95123825777847,-0.01073988817008964
144,0.9315495830583718,-677.9396334541143,-367.268598696412,-0.013468296879727223
145,0.9405499729225585,-679.9181114362789,-368.20503493283337,-0.12579074741930069
146,0.9335105579554723,-680.6703476241361,-368.71924676936186,0.0
147,0.9380381713271194,-680.1777860551042,-368.0543241181032,0.0
148,0.9402730375426621,-681.04967332786,-368.6752028247735,-0.0014326451352443272
149,0.9333454303514184,-681.360978077623,-368.66123854845927,-0.0031777892254288946
150,0.9368882788254953,-679.249108934253,-366.4207030197002,-0.003107760134889069
151,0.9422377198302001,-678.5287162971357,-365.5230229366964,-0.017378638244972915
152,0.9313775130305286,-679.4843737111637,-366.0901195284121,-0.019372390620751665
153,0.9336464354527938,-680.8311235061647,-367.31347420192407,-0.11600419989943783
154,0.9405955544817589,-681.2676809395348,-367.3339360618972,-0.09400373009851459
155,0.9338294871410138,-680.9040228943994,-366.9471176755013,-0.01103897904169701
156,0.9412483205081227,-681.8848721768745,-367.770172147584,0.0
157,0.9341424291032354,-683.5922340925353,-369.1836747204564,-0.019202539463495722
158,0.9408784808590669,-683.5482196337833,-368.9936169019503,-0.0448832295252463
159,0.9367080951948955,-683.7047958247231,-368.60882506282314,-0.08855586223585608
160,0.9350884062772975,-685.3477913770295,-369.6934234404844,-0.00022238381636677023
161,0.9414009676353037,-684.3167268287566,-368.61822998762653,0.0
162,0.940765819750719,-687.0732401653725,-370.5787801872631,-0.006082449149882236
163,0.9380584399903404,-689.8211850072172,-372.5211395018891,-0.10075358852787572
164,0.9430227668649006,-689.2792782987326,-372.11071727482954,-0.003431391627952334
165,0.9249007136671743,-687.689997676805,-370.91772554945595,-0.0029578400112458348
166,0.9388922702373707,-687.2249204260387,-370.5754935682701,-0.0025878913558565232
167,0.9402464682897506,-686.0581314868808,-369.5171488971135,-0.012787432471682961
168,0.9387187462615145,-687.3131783861552,-370.26205896162577,-0.08746904939642658
169,0.9352277852954443,-689.0969822629144,-371.5813981456511,-0.023418414808357962
170,0.938017520700828,-689.4020114584213,-371.70035694915094,-0.05578807593758882
171,0.9388525035463133,-690.6625225604325,-372.2865679345724,-0.038660740847532044
172,0.9368604791140003,-691.7877639205981,-372.9113880079293,-0.06468829492961946
173,0.9363853816574318,-692.8056165742182,-373.5723370377995,-0.0814622369773682
174,0.9418366115602751,-694.1603424321848,-374.78376663615285,-0.0025685328107122093
175,0.9338920206191783,-694.9823368098474,-375.2941484712421,-0.0028569366742936327
176,0.9364147861334624,-696.8476014154927,-376.741908089283,0.0
177,0.9365347490347491,-696.934984944681,-376.8369924729822,0.0
178,0.9405160348080083,-697.5793011430795,-377.3970674192836,-0.043624767884598514
179,0.9312804085703061,-698.258446178457,-377.8252641731307,0.0
180,0.9412736061488576,-700.11803594317,-379.0721661307667,-0.04649371254310592
181,0.9366092193929274,-702.115041590375,-380.573969360752,-0.15008050750704321
182,0.9424471391140089,-702.4761000716832,-380.6973920194911,-0.06490633557358104
183,0.9365275600048245,-704.1006644520061,-381.90146433081895,-0.043665612724216894
184,0.9356767750356677,-705.4937843673996,-383.1083459346484,-0.014274347943916488
185,0.9380522966492747,-705.0296795201976,-382.5879781246087,-0.10227303788417447
186,0.9405859268047824,-706.0054423064465,-383.3939157175152,-0.11735113798996576
187,0.9356584307079356,-706.6750397960917,-383.9080433859721,-0.07236338648583823
188,0.940260984077577,-708.0622102620384,-384.73252518715043,-0.0665371906297496
189,0.9406576754053645,-709.0079224579041,-385.4532288833048,-0.0047009603268062155
190,0.9408215855691981,-709.570224890891,-385.7892333938101,0.0
191,0.935968090612916,-709.7247305571442,-385.68561014013534,-0.143212430867245
192,0.940968443960827,-710.9322970679555,-386.43473699226837,-0.08506156137457305
193,0.9418608119798347,-710.7195926450933,-386.0533251827164,-0.0058568931096415885
194,0.9324852936785213,-710.953798473444,-386.11165440600536,-0.005081857183255257
195,0.934733325378833,-710.5948331144994,-385.6802119383394,-0.006989841308655046
196,0.9411800084200397,-712.0694016991097,-386.835879965406,-0.08195522926951607
197,0.9366503696637253,-712.7955304110062,-387.2612942779004,-0.019264483882269954
198,0.9415980481854224,-713.5553804143768,-387.7863040790307,-0.030609340569492032
199,0.9331809019525257,-713.1150234237764,-387.31458811639567,-0.02964814194423936
