episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,projected_starvation_risk
0,0.909549255804124,-125.90782952474763,-83.54549135184891,-13.37321082863587
1,0.938866202257987,-329.3799262624199,-216.66862639808392,-31.856365712949252
2,0.93865663491293,-425.51228897944134,-277.3325185372123,-38.85102598169424
3,0.9345476441366852,-472.69217503450506,-303.11474523614476,-41.934717999684345
4,0.9358204903941852,-490.77344135122075,-311.4189794569901,-41.43188088798083
5,0.9398892218287478,-497.2834680700385,-312.6925796770827,-39.66584191824191
6,0.9373014191908494,-508.62088454176603,-319.5137029199218,-38.363799735245365
7,0.9391844988380165,-507.7064722278168,-320.5048979361573,-35.38245664601642
8,0.9326830152210679,-505.50317814214054,-315.24907766552855,-33.66573032762294
9,0.9350824083417424,-505.7620120124708,-314.49446299187036,-31.65145092764855
10,0.9371551930918686,-512.6639680351759,-318.73786356963154,-30.165691576063132
11,0.9351217769308641,-510.0367753610649,-314.4795142275917,-29.141265164216218
12,0.9352500820185511,-514.1151049298421,-316.67142527357834,-28.17019820015159
13,0.9425238728393569,-514.3444168719536,-315.7265465285163,-27.56221589165277
14,0.931953294106887,-513.1017547296805,-314.8040468579474,-26.595799515962504
15,0.9416486291486291,-515.1587295459774,-315.65423118429663,-25.965478441802418
16,0.9325460122699386,-513.3228438485736,-314.3849961453197,-24.756680717274268
17,0.9375719740590339,-515.9296588222448,-315.564142794868,-24.120704950092037
18,0.9375430608393494,-520.3405470187174,-318.57027457974925,-23.370045170964158
19,0.9296920042482173,-521.414470406513,-319.3193603901765,-21.953333236569193
20,0.9314065159251155,-519.2172846180526,-315.5322006019514,-21.108475716538365
21,0.9411139132812737,-515.9987937697559,-313.7081669330769,-19.903884517926624
22,0.9312057167080482,-516.398989526835,-313.7983984670112,-19.434862708998466
23,0.9390217953004834,-520.1425143552156,-318.4234825509676,-18.58964407514881
24,0.9340400821893332,-524.8157064056034,-321.7598346490349,-17.8759254043917
25,0.9381565671553208,-519.1491594794642,-318.0276634529183,-16.54836001634584
26,0.9336505737433365,-515.5814186064473,-313.35355693902824,-16.19200186179295
27,0.9415871678353246,-520.3916531605618,-316.2201814692513,-16.192944641096854
28,0.9407926245210728,-527.8561290503932,-321.42076220054554,-16.30008623782813
29,0.9368052018098463,-528.3915745751124,-322.6648092390133,-14.838749472246674
30,0.9334572267849649,-526.0903930618139,-320.12876073698953,-13.967991824594217
31,0.9368653685342253,-524.9532586627388,-317.29321245516394,-13.306838851777472
32,0.9388325865335458,-528.8552493390346,-317.6733887777009,-13.139868836116204
33,0.934282453294888,-528.0022519039211,-317.6137825250375,-12.996940860107223
34,0.9388806399806067,-526.4500819012663,-315.0592078788114,-12.838286478056528
35,0.9281916482466097,-528.2337350718012,-314.6971366208638,-12.801259718936878
36,0.9292299430139929,-526.6540781140866,-312.4514343556617,-12.51002461196952
37,0.933693934605567,-529.9021135406892,-314.20323450813083,-12.120719001642295
38,0.9368382732154233,-534.0629234913082,-317.52826561531583,-11.959670470589845
39,0.9380999078779234,-535.2756856107638,-319.14549812180053,-11.306920215262696
40,0.9313921258903823,-539.5540425512232,-322.1680628616784,-11.018588007741437
41,0.9409286482610255,-543.2979820703066,-324.3906751655676,-10.732841780542689
42,0.935686392310003,-541.3255073195197,-322.5791992611071,-10.283226993439694
43,0.9333656849959056,-538.2028522960251,-319.10568707770244,-10.138901967382397
44,0.9368557088329877,-539.9172551917289,-320.06904101257817,-10.093022636593606
45,0.9370876814201752,-547.9466631543322,-326.4941938986091,-10.59960037751541
46,0.9379385434309219,-546.057156437092,-324.3830986851128,-10.553159997141076
47,0.9388665774207943,-553.2560516012062,-330.5189675542562,-10.401879403417018
48,0.9412353923205342,-549.1542816624487,-325.56516154079196,-10.280706847421815
49,0.9321671584271692,-551.3158514208465,-326.93552031735163,-9.916352941911954
50,0.9387571029133219,-556.047787108564,-330.23237340187535,-9.78211625111865
51,0.9355146029950281,-558.400098895618,-331.03633581612644,-9.755580578873351
52,0.9385920067362343,-560.4662970932409,-332.0148921869397,-9.312300188679439
53,0.9385991418383997,-562.3231136109306,-331.7171211411717,-8.91221058996007
54,0.9355813391346386,-562.9444645882112,-331.6979171256694,-7.885324833810437
55,0.9322651567629431,-565.642021722402,-333.91288404916173,-7.196198694807737
56,0.9301902799660647,-566.2716675181679,-333.40655693997206,-7.026830134827895
57,0.9382678872560829,-567.239044103595,-332.88965772756364,-6.597049049819584
58,0.9450389394209618,-560.8580202837566,-327.44842433193736,-5.77682985279217
59,0.936952346657064,-562.3567076601264,-328.8195429095764,-5.242653511794886
60,0.9373885123082412,-559.7330144556928,-326.64114822229163,-4.97919483462697
61,0.9359445874708839,-558.5999244063375,-324.4016102736212,-4.790689614560498
62,0.9386746695768158,-558.9679167184463,-324.0662115681859,-4.484840195448896
63,0.9359074754532859,-563.3565314798072,-326.80953179196666,-4.6848143376988824
64,0.9361773291170031,-561.2803490009935,-324.82200312346936,-4.755478613230849
65,0.9344831716373219,-569.7503601926079,-330.3187757572906,-5.403191278640469
66,0.9343677600292647,-569.693204379016,-329.2650846601814,-5.1005868592515995
67,0.9330842698321834,-572.9385973402124,-331.440055038246,-5.343756296570143
68,0.9402227759930345,-574.5491271700326,-332.46424196595973,-5.1901845036299825
69,0.9350395476827764,-575.9757224863453,-332.9918881827535,-5.6420417715390645
70,0.9385828653363604,-580.04988551346,-334.8849162810376,-5.812086309954906
71,0.9302919269581932,-581.2185488997134,-335.105618098927,-5.481139543047655
72,0.9388753056234719,-581.0383122234899,-334.60873469790425,-5.416879329128117
73,0.9286841087001816,-582.2963381501725,-335.22501409987933,-5.304179733746506
74,0.9395849346656419,-583.0000470002805,-335.121615660393,-5.3560191300876445
75,0.9301891900021054,-586.9908208164359,-336.6648132378197,-5.730810917767607
76,0.9361651211486689,-589.0732466481282,-337.8959741356335,-5.843883538394529
77,0.9398032200357782,-591.2799473174053,-337.83745227253706,-6.046654437506848
78,0.9375930890676198,-590.3312448374485,-336.12680693590625,-5.964440780983509
79,0.9392954907800138,-595.5420772889611,-339.7610678475554,-6.175069952828617
80,0.9311293941660433,-599.0651392099326,-341.25984001703307,-6.264047294396741
81,0.939064558629776,-601.8005806010082,-342.29992708582256,-6.297077236679287
82,0.9407106164383562,-607.0011741210665,-345.3339322380734,-6.71537113320564
83,0.9380584218284649,-607.0090426686855,-344.0973139815476,-6.659741954435898
84,0.9346430831349625,-606.0994292284423,-342.04704652155283,-6.770203241689149
85,0.9363284647452239,-607.4625721460939,-341.86533791969293,-6.654446007075559
86,0.9288631823738112,-614.5207236373319,-347.14487873958376,-7.039392729496815
87,0.9367175801138066,-617.1912673014932,-348.35629197582534,-7.31805496735649
88,0.9410261805284199,-614.7463022376455,-344.8339880188252,-7.300066282258176
89,0.9362889195512628,-619.2538788711431,-348.2841712843691,-7.199915190536327
90,0.9406673431624186,-624.9593052008108,-352.435897187414,-6.951394429855471
91,0.9395035094649206,-623.5929134951965,-350.8694915028665,-6.822451757630955
92,0.936097398467549,-626.5142031841758,-352.44040290268094,-6.612109080360127
93,0.9386375923589836,-623.0660935475372,-348.3212868127611,-6.599205023677164
94,0.9423760188696145,-623.0998081850072,-347.4111953502335,-6.439751422910605
95,0.9372533543804262,-625.130871986747,-347.98172983728557,-6.216072163558262
96,0.935688812970122,-626.0524857290242,-348.3941931961463,-6.1669587005564575
97,0.9361746987951807,-631.8643918885148,-351.934094163026,-6.265232628883947
98,0.9324332469411126,-633.5089788299051,-351.85424618361765,-5.924873025252866
99,0.9392962583599446,-633.4344801557628,-350.5717697272385,-5.690474035110949
100,0.9350257146274369,-634.3087456296472,-350.09390966243524,-5.5533617972505285
101,0.9463891993113654,-636.0533733185308,-350.92696554904813,-5.796061196973638
102,0.9355078275851826,-635.5204631883677,-349.2938448125019,-5.619521818839099
103,0.9366837544245087,-635.9352648363184,-347.8735676939218,-5.710791852518029
104,0.9420233111465831,-635.7802234873285,-346.2456070791341,-5.71656950409566
105,0.9391448859344311,-636.0808455697961,-344.7534287556739,-5.659154925778515
106,0.9279091881611792,-637.3850883690745,-344.5689705130577,-5.319082035248321
107,0.9387650447950288,-637.6703507772592,-344.3489315503647,-5.087603092650079
108,0.9382564776904456,-640.0592218098149,-345.6970795683031,-5.111041913702236
109,0.939121998544749,-640.2045163484929,-345.20422845322196,-4.846836547063382
110,0.9391846871403476,-641.9478314321149,-345.98372897552997,-4.848039637484259
111,0.9367639842983317,-639.1542122284894,-342.74227948750826,-4.4024816508764655
112,0.9381611065907242,-641.6535780707078,-344.050755665444,-4.541828598127241
113,0.9391581826470141,-643.3489831914268,-344.8207962197719,-4.535257394771972
114,0.9415105560511448,-644.4100494043413,-345.2936872739848,-4.329063903378531
115,0.9416638640046473,-647.6010557276575,-347.69054041746244,-4.279612239022307
116,0.9341419586702606,-646.9672222180799,-346.98869914767016,-4.19189493431282
117,0.9386364321683804,-646.4039334546438,-345.9683982171607,-3.9308144262811737
118,0.9380771644601178,-646.4602740889,-345.81956596286557,-3.6112239282887546
119,0.9405810122791255,-647.8041055691149,-346.59762653893546,-3.8144662562875795
120,0.9423624144820488,-647.6908158539932,-346.18956014379074,-3.708005895741791
121,0.9335185128659076,-646.760329316153,-344.8375511900608,-3.4875566484355924
122,0.9379517534727386,-651.9359132213065,-348.3188521759892,-3.638308743333417
123,0.9375607385811467,-654.3218947766339,-350.17689980629984,-3.4078768883642216
124,0.9343794150359215,-658.8148263928467,-353.3821596351838,-3.4578722185448694
125,0.9367638310529447,-659.0923482375133,-353.55785051177486,-3.172799791170997
126,0.9317807215676699,-661.4118730706165,-355.38811019379386,-3.0924301087903956
127,0.942408221456576,-663.5725592357273,-357.25157288464277,-2.829017589328667
128,0.934897554527429,-667.281422161175,-360.1895056672345,-2.7663496584274743
129,0.9434109691960931,-669.3166300800707,-361.6949974763053,-2.5626587837499386
130,0.9363824864020194,-670.238606583041,-362.25599226239154,-2.4392197397029873
131,0.9247751430907605,-671.1701612656107,-362.9761302644639,-1.9969898091754268
132,0.9392845322983422,-672.8414277365163,-364.25038198960107,-1.678098618573215
133,0.9335580163697641,-672.9209657942312,-364.4568959428236,-1.4559677102173634
