seed,day,shift_hour_start,shift_hour_end,daily_functional_pickups,daily_functional_deliveries,daily_depot_visits,daily_depot_deliveries,daily_starvations,daily_congestions,daily_trips,daily_bike_departures,daily_bike_arrivals,daily_breakdowns_onsite,daily_breakdowns_depot,daily_total_breakdowns,daily_restored_onsite,daily_restored_depot,daily_total_restored,eod_damaged_fraction_onsite,eod_damaged_fraction_depot
51,6,5,5,0,0,0,0,0,4,34,34,32,0,0,0,0,0,0,0.012,0.016
51,7,5,5,363,373,2,6,151,102,3168,3017,3013,14,7,21,5,17,22,0.0223,0.0171
51,8,5,5,365,364,2,3,152,44,3124,2972,2969,6,7,13,7,0,7,0.0211,0.0224
51,9,5,5,362,365,2,6,140,38,3508,3368,3374,17,10,27,10,9,19,0.0302,0.0276
51,10,5,5,332,334,2,5,106,24,3390,3284,3285,12,9,21,12,0,12,0.0304,0.033
51,11,5,5,330,350,2,5,145,29,3028,2883,2885,10,10,20,15,6,21,0.0237,0.0396
51,12,5,5,357,361,2,9,63,38,2436,2373,2372,6,11,17,10,10,20,0.0184,0.0422
51,13,5,5,312,319,2,6,47,4,1704,1657,1653,2,9,11,4,0,4,0.0159,0.0465
51,14,5,5,332,337,2,12,112,56,3010,2898,2903,5,13,18,3,15,18,0.0185,0.0476
51,15,5,5,362,363,2,11,164,66,2990,2826,2825,10,8,18,10,0,10,0.0188,0.0443
51,16,5,5,363,372,2,9,226,96,3330,3104,3102,19,11,30,8,20,28,0.0331,0.0463
51,17,5,5,312,328,2,4,157,35,3408,3251,3252,11,17,28,20,12,32,0.0209,0.0628
51,18,5,5,349,365,2,11,89,46,3004,2915,2914,10,13,23,11,0,11,0.0199,0.0664
51,19,5,5,315,313,2,14,49,12,2292,2243,2243,6,5,11,9,4,13,0.0162,0.0552
51,20,5,5,281,298,2,12,28,18,1658,1630,1631,8,8,16,8,25,33,0.0159,0.0489
51,21,5,5,364,365,2,7,133,54,3014,2881,2878,17,14,31,11,7,18,0.0238,0.0582
51,22,5,5,260,280,2,18,180,69,3078,2898,2898,18,15,33,14,5,19,0.0296,0.0552
51,23,5,5,347,350,2,11,137,77,3214,3077,3073,11,17,28,7,18,25,0.0347,0.0627
51,24,5,5,344,364,2,11,193,83,3482,3289,3294,11,11,22,8,7,15,0.0389,0.063
51,25,5,5,298,316,2,15,102,53,2998,2896,2897,14,16,30,13,11,24,0.0404,0.0647
51,26,5,5,363,371,2,5,64,20,2378,2314,2318,15,6,21,15,11,26,0.0401,0.0655
51,27,5,5,285,297,2,14,25,15,1604,1579,1580,7,6,13,15,20,35,0.0292,0.0544
