seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9205,398.5405,3550,1243,60282,56732,56729,56,46,196,56,56,55,7796,7854,0.0157,0.0328,0.9514,0.013,0.2229,0.764,10,171,197,200,196,55
43,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9186,395.8587,3497,1393,60062,56565,56565,32,46,190,32,32,34,7813,7850,0.0079,0.0329,0.9593,0.0313,0.2298,0.7389,24,176,208,185,190,34
44,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9134,396.7208,3914,1233,59410,55496,55499,64,46,190,64,64,66,7805,7891,0.0157,0.0288,0.9556,0.0261,0.268,0.7059,20,205,200,249,190,66
45,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.92,395.3739,3432,1330,59520,56088,56089,61,50,199,61,61,64,7550,7628,0.0105,0.0276,0.9619,0.0248,0.2138,0.7614,19,164,210,207,199,64
46,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9157,395.5075,3659,1312,58938,55279,55279,71,49,174,71,71,79,7685,7783,0.0105,0.0316,0.9578,0.0222,0.2308,0.7471,17,177,183,226,174,79
47,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9198,396.3152,3453,1311,59402,55949,55949,71,42,191,71,71,75,7688,7767,0.0132,0.0448,0.942,0.0392,0.2128,0.748,30,163,213,208,191,75
48,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9176,396.4618,3621,1296,59646,56025,56025,47,44,184,47,47,55,7805,7874,0.0106,0.0317,0.9578,0.0369,0.2441,0.719,28,185,205,218,184,55
49,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9131,395.1408,3554,1583,59136,55582,55582,49,43,207,49,49,59,7656,7735,0.0131,0.0327,0.9542,0.017,0.2402,0.7428,13,184,211,217,207,59
50,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9172,395.947,3586,1332,59402,55816,55816,58,46,204,58,58,66,7744,7810,0.0143,0.0261,0.9596,0.0274,0.249,0.7236,21,191,215,238,204,66
51,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9147,397.403,3839,1268,59852,56013,56013,62,49,218,62,62,67,7875,7925,0.0119,0.0264,0.9618,0.0456,0.224,0.7305,35,172,244,222,218,67
