seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9261,399.0641,3140,1299,60092,56952,56951,150,38,220,150,150,151,5858,6169,0.025,0.0329,0.9421,0.0234,0.099,0.8776,18,76,219,200,220,151
43,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9294,397.5134,2858,1385,60072,57214,57214,150,41,205,150,150,141,5884,6184,0.0235,0.047,0.9295,0.0248,0.1018,0.8734,19,78,207,192,205,141
44,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9195,397.564,3441,1385,59914,56473,56472,174,41,213,174,174,173,5718,6076,0.0172,0.0385,0.9443,0.0301,0.1348,0.8351,23,103,226,237,213,173
45,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9284,395.9217,2966,1292,59498,56532,56533,171,41,233,171,171,156,5701,6048,0.0303,0.0421,0.9276,0.0195,0.1081,0.8724,15,83,226,208,233,156
46,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9265,395.8144,3224,1123,59172,55948,55947,153,42,206,151,153,153,5742,6046,0.0185,0.0278,0.9536,0.0235,0.0991,0.8774,18,76,211,200,206,153
47,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9311,397.202,2901,1190,59398,56497,56499,167,42,207,167,167,180,5776,6134,0.0105,0.0553,0.9342,0.0273,0.0859,0.8867,21,66,221,197,207,180
48,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9249,396.6353,3176,1306,59704,56528,56532,153,40,215,153,153,154,5889,6210,0.0119,0.045,0.943,0.0223,0.1245,0.8532,17,95,223,208,215,154
49,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9255,397.0852,2822,1584,59148,56326,56325,151,41,195,151,151,148,5747,6053,0.013,0.0417,0.9452,0.0183,0.1147,0.867,14,88,199,207,195,148
50,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9281,396.1744,3041,1230,59412,56371,56364,183,41,212,183,183,175,5687,6052,0.0225,0.0436,0.9339,0.0157,0.1046,0.8797,12,80,211,223,212,175
51,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9307,397.5162,3047,1080,59574,56527,56526,158,42,217,155,158,146,5856,6177,0.0224,0.0342,0.9434,0.0247,0.1419,0.8333,19,109,219,232,217,146
