episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance,starvation_count,congestion_count,hotspot_imbalance_mass,projected_starvation_risk,projected_congestion_risk
37,0.9404476897294709,-195.8756341485675,-67.04173011625477,-0.2846166313005091,-35.614905546649204,-0.12710293672258477,-47.71387589693782,-19.48110251029318,-0.7557681952488035,-0.032110441291384656,-0.028092945639428882,-105.49314046189747,-11.210815086051708,-19.62808463877262
38,0.943772092744593,-198.01205850181873,-66.94061437062389,-0.5058839910054975,-34.89198486256046,-0.3146277755344739,-49.0734002495568,-21.410766561120454,-1.6165048558016186,-0.00450621703248244,-0.0023009991413607675,-108.39692989604234,-11.031007848992338,-19.89950249988113
39,0.9412440307078522,-197.82560900023228,-66.17252340177336,-0.581993873573343,-33.69036130251145,-0.4754182625212853,-45.40732167599354,-17.761007733902197,-1.0179965903578845,-0.1093485153214123,-0.12890376245760926,-109.7150681152657,-10.889262560025136,-20.28155506466361
40,0.946400899395339,-199.57413312064688,-66.0630585600851,-0.8260022709183508,-33.00034622410667,-0.6815161003105935,-46.50779972839524,-18.674746841219157,-1.2417389767493374,-0.1454296855677262,-0.10367561584864482,-112.58535432219267,-10.773932666473055,-20.593998383389103
41,0.9397622987814052,-199.35896018098862,-64.93884119139902,0.0,-31.428820672808374,0.0,-44.05586509296086,-17.984405935413996,0.0,0.0,0.0,-115.10188896538374,-10.586813799957094,-20.885116631404298
42,0.9445791164171868,-199.74068478604846,-64.43624858490601,-0.09716713273706298,-30.434267369591183,-0.07874560822668059,-42.91482852186366,-17.381834927667505,-0.629291954981876,-0.05153339505562657,-0.009877476340132214,-117.51503911221891,-10.402595252834804,-21.199936074218105
43,0.9398369072787678,-202.35228266114,-64.54023405902632,-0.5652587585061549,-30.01158907952662,-0.46267093288501887,-46.025776679544336,-20.30045520568509,-1.1615434957813535,-0.02694691223614925,-0.07872719394202862,-121.01807937432714,-10.367965890942102,-21.42708797357222
44,0.9419928175786718,-203.61758721257146,-64.38009029354785,-0.25257495164126176,-29.272600435839912,-0.06929077516366293,-47.689138993417835,-19.82312978184659,-0.8728157323307437,0.0,0.0,-124.00462822003242,-10.19976444441742,-21.657972580786677
45,0.9420022054659792,-203.87835472395392,-64.2820383148203,-0.23328213327073133,-28.729877354624474,-0.14079305134994297,-46.34423598864981,-17.21510304332764,-1.784091169848324,-0.00496702314536461,0.0,-125.50428267381801,-10.10468361845655,-21.93938327251456
46,0.9380350223770763,-203.5471951927178,-63.15787167420019,-0.3827059906444884,-27.224662590663023,-0.31603344329223515,-44.099937407381304,-15.339275557977741,-1.036839370932136,0.0,-0.03888789606656323,-127.51790147335844,-9.900561285554051,-22.185768477290015
47,0.9383783783783783,-203.56311730812735,-62.320182316534705,-0.12163225778477238,-25.975561243808727,-0.09800540914102648,-42.72748885722846,-13.324189201481538,-0.4006821680260565,0.0,-0.009507691607874898,-129.41825515133837,-9.687328755470899,-22.33765330332618
48,0.9378386605783866,-207.60019973931796,-63.25016453498351,-1.0028663002066398,-26.193890417081413,-0.811675249968291,-49.09517367715557,-19.030847670164004,-1.5803905150785285,0.0,-0.06589621461170025,-132.9840981427471,-9.569922505715244,-22.617021351740497
49,0.942127325914533,-207.6078767614573,-62.796794696363165,-0.18056898087083245,-25.34331809702798,0.0,-47.29351984916777,-15.404554549218316,-0.36236730423686686,0.0,0.0,-134.65006850201505,-9.400120766970408,-22.75353103477504
50,0.9375110900810315,-206.94094354172572,-61.71523820599546,-0.4179439601094846,-23.89712906919453,-0.3395222894047831,-43.92304566055929,-11.263851780269402,-2.314601132038977,-0.012583343849085656,-0.028344283718062427,-136.35578203284146,-9.235647431357329,-22.93891832580788
51,0.933999528357505,-209.0315430991827,-62.291517747031705,-0.153326272997194,-23.97796028429482,-0.12507617115067254,-47.246506121724615,-13.869154377010263,-0.8357372817696321,-0.08637225143454924,-0.025698318176260164,-138.64802201559615,-9.068874729005316,-23.146951107383277
52,0.9482168587896254,-209.56273651167197,-61.73396082775339,-0.31693573549930576,-22.95481086659292,-0.23222257762787202,-45.72643742420057,-12.606577838991663,-1.9300043339659083,0.0,0.0,-140.6098016985202,-8.934886456315745,-23.38438201108577
53,0.9411149617590823,-211.30632799428184,-61.83042387640864,-0.5154195648479083,-22.608670327348456,-0.33743972251380255,-47.79893574206168,-12.575019553495286,-1.6877730465621452,0.0,0.0,-143.19246998629194,-8.824128866810042,-23.638171732332097
54,0.9434031270000914,-211.65541859969494,-61.44351194067058,-0.41749247971321807,-21.80216825098834,-0.2875034186683424,-46.36426960203039,-11.16065277306119,-0.8736703353109528,0.0,-0.017580302021919583,-144.8141174401508,-8.806821795539609,-23.879258800267277
55,0.9392529013539652,-212.0740281620156,-61.16710253595252,-0.7607452991101155,-21.144704261597738,-0.5927258147883945,-44.697380488850044,-10.50310968261011,-1.2539976395380417,-0.05626488490566855,-0.0007688365389954432,-145.92447492220083,-8.752770760716992,-24.14241286528777
56,0.9432606916618677,-209.70384332298056,-59.85673907054725,-0.006642717611484725,-19.553669599786208,-0.004150607632682086,-37.86822354461221,-4.100142929140696,0.0,0.0,-0.0014081334367722544,-146.0610135624931,-8.629543531930102,-24.375016424090294
57,0.9440845758983134,-214.35924409450348,-61.00422735072956,-0.13957944728071567,-20.057584057638476,-0.10813972327806731,-45.47178760833101,-13.61868471161706,-0.9210771071912637,-0.03365474793250738,-0.020885312573918086,-149.40481261941014,-8.625748698468247,-24.701025524693577
58,0.9392737074840234,-211.65484514658138,-59.86534229361641,-0.18630997000935476,-18.746205104193393,-0.12993594270830872,-39.09927515924184,-5.9928300636427885,-1.0060426622625844,-0.048772584972535234,0.0,-149.19707860651212,-8.674370252556576,-24.828900224509095
59,0.9394249586030408,-214.79501414241219,-60.70698127735401,-0.9569194295104082,-19.08303497017421,-0.7816278426206261,-43.77507134560475,-12.317518114022379,-0.6983578547756182,-0.005183297428958743,-0.05583176733270404,-151.66319026199594,-8.684488733760405,-25.113058318546603
60,0.9294026144963954,-219.7019067402797,-61.962837095044485,-1.236684842508512,-19.600190772800374,-0.9393395093491826,-51.740430735531206,-19.60526611074029,-2.829295729207114,0.0,0.0,-155.38269827034364,-8.587952651861418,-25.25094060586189
61,0.9438489793460589,-213.74727400963357,-59.019140265119155,-0.014188589843485097,-16.617803279907,-0.011846202406563899,-36.87983004915704,-6.343101743832538,-0.033580877579871916,0.0,-0.0038448403841008522,-154.0188330006324,-8.413668486214524,-25.342917116209826
62,0.9395781301718171,-217.07554281172162,-59.8807409760518,-0.25504612851421093,-16.95464909158731,-0.17828446306187967,-41.601040514651864,-12.18387225194501,-1.501067675668311,-0.0030047567075655204,-0.0005694473554023727,-156.4499623573262,-8.493461474032673,-25.706599803994095
63,0.9385476550680787,-217.79433392033715,-59.77530785070784,-0.028217433768804152,-16.430878482451945,0.0,-41.24930604796124,-12.248048298876073,-0.6672600671792608,0.0,0.0,-157.78258594302912,-8.493778367952734,-25.92711866433147
64,0.937314517594331,-217.7547951010872,-59.538214903724196,0.0,-15.852683099974001,0.0,-40.15771731286809,-11.080151984170342,-0.5967277028051562,0.0,0.0,-159.01581402439092,-8.439477180428064,-26.10904273873984
65,0.9374379045611922,-220.1532215995617,-59.822579534841324,-0.011918499072031949,-15.613579511094137,-0.009166308229134819,-43.41380073151358,-13.241349960062193,-1.173879393285551,0.0,0.0,-161.36413149126832,-8.270449769991478,-26.274548403975977
66,0.9434554973821989,-219.61543863806133,-59.19768753142143,-0.154435477818829,-14.674590142628645,-0.04286842326524228,-39.16189384710979,-9.978647275256627,-0.2084025002542324,-0.0034274949858340764,-0.003036984628262582,-161.65391422662023,-8.16932884004851,-26.545071782681656
67,0.9465218047381923,-223.77713672560145,-60.158349640732474,-0.21051442146875796,-15.018945143458174,-0.0527133752636951,-45.770730672419646,-17.58402990363197,-1.928492483985805,0.0,-0.004583083141189905,-164.4238887088333,-7.901353386061931,-26.736949183326043
68,0.9443512730599177,-221.85529756082622,-59.18012313235123,0.0,-13.740079546472424,0.0,-40.00819272346836,-10.971937508039785,-0.3979653440426365,0.0,0.0,-164.46066630589527,-7.7573322801888684,-26.915360479211117
69,0.9383250639001653,-223.24395541274805,-59.17627387158245,-0.6328741298015924,-13.295723262044598,-0.4582556618411903,-41.7690823084936,-13.372585515685524,-0.8423871262486945,-0.009059421169204876,0.0,-166.16655309353152,-7.587147479969065,-27.121756396351426
70,0.9378827909211,-221.2622548146928,-58.309273633029214,-0.023727187024398265,-12.271926057656898,-0.014896758677806664,-36.51547591435626,-7.6793959097541125,-0.2039646164109655,-0.0024852759840359815,0.0,-165.70269530459578,-7.53043699946259,-27.31856597801278
71,0.9396538796076902,-223.0932004122686,-58.40586898365597,0.0,-11.936379216977159,0.0,-38.926525723597145,-11.560099125579734,-1.3703144962085443,0.0,0.0,-167.59390012557805,-7.448031925298304,-27.479771727734192
72,0.9430646117368109,-225.0268734484229,-58.770120950978495,-0.36050713080179936,-11.927394359344916,-0.21855786149651457,-42.25382183726029,-14.039958424622293,-1.546766120386252,0.0,-0.041195160961401765,-169.51265833976709,-7.425290146174848,-27.646945314122917
73,0.938599695585997,-223.9535828193487,-58.22782027620411,-0.10744068579652563,-11.139670043229591,-0.07839872983577927,-39.241680833104304,-10.51073497914075,-0.6975338340505645,-0.024243387748326607,-0.015538045977288388,-169.58114247253636,-7.332859425078243,-27.796150581331997
74,0.9387105411918717,-225.68985661000707,-58.211026525521895,0.0,-10.681380097765807,0.0,-41.50105029300756,-13.26282351213569,-0.44885287222661063,0.0,0.0,-171.8452511365942,-7.157378224768453,-27.97384223501648
75,0.9414534041525833,-225.2782834026646,-57.680804879667356,-0.028426207224750217,-9.866549311368807,-0.0220291695988394,-40.18998990606606,-12.121888340722965,-1.2766036465210422,-0.006372483185651053,0.0,-173.00544379635028,-6.931146385975918,-28.11918275025294
76,0.9425452370270675,-225.2911262368075,-57.536333808135716,0.0,-9.45169232140463,0.0,-38.710094288578894,-10.699572588250676,-1.1824174886689311,0.0,0.0,-173.49568946244582,-6.785240065240334,-28.216588342733225
77,0.9393728854519091,-225.9610747615036,-57.69322852387905,-0.04093325054392153,-9.279244474959077,-0.02417699378633188,-40.02533890812325,-10.623576982658431,-0.04037876413153865,-0.018967777859524523,0.0,-174.97502638598112,-6.6823081606797645,-28.35481228879801
78,0.9334043056541282,-225.95141019660755,-57.525772912437155,-0.13383318816614145,-8.856760271830035,-0.06939419387977803,-40.08605799537256,-10.189678123859514,-1.305434774499523,0.0,0.0,-176.04605279348877,-6.562601213522556,-28.440404497927936
79,0.947956976141869,-228.15174583487857,-57.96903678650134,-0.516214644628103,-8.876835113742114,-0.40127588650646967,-44.60267819489152,-13.199239491028454,-2.232669425953603,-0.0250552741478573,-0.0003700925353953422,-178.54718207872162,-6.396452580601495,-28.572396462982464
80,0.9348865173605893,-226.55928982286895,-57.225613251189394,0.0,-7.9319204887642005,0.0,-41.5628934328973,-9.470133357824194,-0.9773704726478178,0.0,0.0,-178.97112114330847,-6.227384549063242,-28.71397490349048
81,0.9372018129770993,-227.75489623778833,-57.4954837467396,-0.007431377431424217,-7.8454327825523436,0.0,-43.05788997634527,-10.307499210247466,-2.316547001735712,-0.00216765232723297,0.0,-180.15919308077537,-6.081073783880602,-28.923984622279132
82,0.9304491017964072,-228.96265215758189,-57.64813681695855,-0.13720941004312912,-7.666809904498244,0.0,-44.32847428645051,-11.825828288338029,-1.2736176819341025,0.0,0.0,-181.59155182148356,-6.022681120917168,-29.084228836570308
83,0.946051368218915,-229.4468507807751,-57.60107742330541,-0.5165389481428969,-7.308140552264054,-0.41373536824371954,-42.96128633801191,-11.421354874091076,-1.5657277271063736,-0.027951671529525136,-0.04267904322137335,-182.29216826827596,-5.974774253101495,-29.351746367658645
84,0.9432377730115096,-230.20496456535452,-57.43189718249149,0.0,-6.849089916862542,0.0,-43.969944574573056,-11.619266074856057,-2.296203628264708,0.0,0.0,-184.07379157785272,-5.759171962602181,-29.440778709850036
85,0.9397117040887251,-231.86275403788224,-57.395413950769665,-0.2343115756237606,-6.452775081126525,-0.16092137127527117,-46.48255861481495,-14.543051556373825,-2.566022770351817,0.0,0.0,-186.6696538061868,-5.519110676883657,-29.512572015790415
86,0.9419984973703982,-231.2567716358621,-56.76461256564095,-0.3052306018586427,-5.581040211225279,-0.24124006199006987,-44.307468931809495,-12.39918363101523,-2.237048525077677,-0.051403482865476094,-0.03483365632901367,-187.57688906113813,-5.37642188929448,-29.65164135968581
87,0.9431165629415832,-231.64966385383738,-56.57675669105167,0.0,-5.10111325498157,0.0,-44.38994362294151,-11.60945996618399,-1.8050171547542893,0.0,0.0,-189.13062855017665,-5.1594064727232345,-29.78151976072016
88,0.9456015387852013,-230.79826353572315,-56.01034332018389,-0.057952478870205104,-4.322752634064484,0.0,-42.24314407448379,-9.920208370675454,-1.615164687052053,0.0,0.0,-189.72512109364175,-5.023052359967166,-29.887135613735943
89,0.9501105922831162,-232.10651602806456,-56.53754686113373,-0.033212231914981544,-4.483697537733194,-0.026027705701772524,-43.51927490116806,-10.988770259754151,-1.1672345782833675,0.0,-0.0016376073659925899,-191.02253818438766,-4.994453287515331,-30.121456280148
90,0.9397139581196066,-231.94720288462798,-56.14851128715186,0.0,-3.8106900212341617,0.0,-41.543221021447444,-9.736682057316706,-1.5596939187013863,0.0,0.0,-191.89343276041035,-4.827370506571885,-30.264605371438275
91,0.9431773673586213,-232.64065548068234,-56.14957743470361,-0.10998559694227661,-3.5174166167154572,-0.08949097068912143,-41.34877946225472,-8.654110133138762,-1.3666237792022562,-0.020621608293191124,0.0,-192.95632301019074,-4.714608453809585,-30.345889689685727
92,0.9368475201985051,-234.67812463230757,-56.72954181280861,0.0,-3.6808290953299947,0.0,-44.71626759189014,-11.185386314225463,-2.153825286697351,0.0,0.0,-194.79304209351932,-4.593991848533448,-30.455982742623046
93,0.9336483155299917,-235.09167721141145,-56.43763973814379,-0.24685663038617367,-3.071099700527396,-0.18423788698165366,-44.03254993950151,-10.180384638092493,-2.1013140677081994,-0.018977293602495754,-0.011434044651449496,-195.800874693404,-4.530338866815384,-30.57292721408288
94,0.9488670423210647,-236.34557379945156,-56.75407931225524,-0.5691502466485299,-3.0802702796556014,-0.4274260277809946,-45.375885474293064,-12.83226961210539,-1.5863953657819798,-0.08591672755538536,-0.04842820097053309,-197.10103542729445,-4.442282744657552,-30.74798299314099
95,0.9389258128255793,-237.02227707643405,-56.85372538671662,-0.07585541832181374,-2.878313881666797,-0.0404642478944187,-45.74689903624923,-11.534879971896313,-2.1411810198101024,-0.0139832721085785,-0.004022618014622849,-198.03857187997752,-4.3171501277227895,-30.833774559632893
96,0.9438459913702061,-237.67579978833052,-56.84224910636062,-0.39082683797235945,-2.5956705161099833,-0.31079395359242024,-46.354070032558255,-12.210957339770166,-2.4215255399700455,-0.036844737936139516,-0.03623908943738049,-199.32029081903852,-4.2689458472354875,-30.986856999432923
97,0.9402944630114715,-238.63219940065923,-56.85443394897537,-0.1119945615385794,-2.2744368425283827,-0.07734841421024281,-46.83211656982045,-12.411006729047935,-2.132305577550735,0.0,0.0,-200.65947434692984,-4.136578926411979,-31.105276877154076
98,0.9382012305465074,-237.6745900699311,-56.06053823179042,-0.10887577370759476,-1.2658079800365158,-0.06703633972161398,-42.734958933437,-9.325432911137396,-2.0539312991103453,-0.0030082124304377004,0.0,-200.91363486165534,-3.9503773638381494,-31.194804109334353
99,0.9413276101807629,-239.32822957773712,-56.41959077327872,-0.09560925137901269,-1.2903481805230914,-0.028834653310335814,-44.8225832553181,-10.689113320874297,-2.0520410248375445,-0.006275096292829282,0.0,-202.42988186967864,-3.8954533769769286,-31.30450629279018
100,0.9394149996978304,-239.57407918749607,-56.20812785302613,-0.03772167908334494,-0.824281104051115,0.0,-43.70991558536703,-9.739476372716297,-1.3238383598307712,0.0,0.0,-203.22864578064133,-3.787326516567263,-31.397214669849163
101,0.9388436778816956,-240.67153547971571,-56.192058262108375,-0.2690664727310153,-0.5217543530515992,-0.18450704251212435,-44.59922774608908,-11.076936316427975,-2.061839861745631,-0.003385175701030141,-0.0011301738156255505,-204.492879014125,-3.6607445735252746,-31.48629058586045
102,0.9431335322303589,-240.29416105167687,-55.82725278706841,0.0,0.0,0.0,-42.390741040885224,-7.758200567310066,-1.326485802792598,0.0,0.0,-205.07422515122497,-3.5353731467908505,-31.59974470567543
103,0.9374266718811106,-242.13595087669069,-56.30857028915567,-0.26194943203095283,-0.562500639413001,-0.16008944644895937,-44.60330162716337,-9.79077230387302,-2.547661457531695,0.0,0.0,-206.43870907309764,-3.474049065827316,-31.793851429336225
104,0.9493923453654998,-242.71725972297622,-56.229298340783785,-0.00015157506057188414,-0.19866822675968374,-0.00020053865863645104,-43.94511617649102,-8.930841495708018,-2.039001181172624,-0.0007770545229783254,0.0,-207.26022804330697,-3.3140215345100326,-31.900113687177893
105,0.945264489697554,-241.29883123843442,-55.58248990651763,-0.012290460524162002,-0.0168415269941622,-0.01060397444363758,-40.61287596772515,-4.786246738937918,-1.203689071345345,-0.0015170651029875687,-0.003959971185617604,-207.33114132403412,-3.298491847861013,-32.03902136228609
106,0.9414367990300091,-243.6380164029341,-56.28944370515194,-0.2585649544297678,-0.552822914677547,-0.12180914402305414,-44.1671177742456,-8.589148781044203,-1.8837273953151121,-0.017747998744205653,0.0,-208.9223882659979,-3.21257430199663,-32.20331620777336
107,0.9391414598804564,-245.30260495016148,-56.447416414406256,0.0,-0.38552462632889173,0.0,-46.15984995359358,-10.85656361365623,-2.4513111079877485,0.0,0.0,-210.49955677405455,-2.9943957692317333,-32.30043467136877
108,0.9409244508810041,-245.875591349485,-56.2322192129155,-0.04915913619807044,-0.07391690081641519,-0.03305229033335496,-45.806217380348215,-10.622547740630118,-2.3918759594889267,0.0,0.0,-211.59414246039285,-2.8063071797609305,-32.36692657648039
109,0.9399349195450339,-246.1126297079922,-55.82478808519199,-0.1294715179132684,-0.16445571165710704,-0.07777463977405638,-44.95277502431529,-10.91961746094538,-2.217621641002999,0.0,0.0,-212.61923027029027,-2.68988281682191,-32.458443775427114
