episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
154,0.9243946741322135,-4.404445488924771,-0.9675809915289848,-0.42339466359896116,-0.1785652917441487,-0.2196222326967682,-0.03529020644276369,-0.29710992680980447,-0.2377033134463699,-0.008454681639700475,-0.0029159905869602554,-0.007110348108449793,-0.13883775774910745,-0.3234573222160455,-0.08449827348360413,0.001774,0.01,0.0,0.97,100,14,1,15
155,0.9214537319911187,-4.4112032820227975,-0.9710331382558836,-0.4249029465506831,-0.17921042435627305,-0.22041308932004455,-0.03542194275242188,-0.29813822089350034,-0.2384864212886361,-0.008484037934760557,-0.002926521183989569,-0.0071377993565806186,-0.13936656608196327,-0.3245565048966075,-0.08485879384380471,0.001765,0.01,0.0,0.97,100,13,1,14
156,0.9278464254192409,-4.416685332797818,-0.9738055493546337,-0.4261583370572418,-0.1796817325753875,-0.22108330020652286,-0.035512556815865036,-0.2990425479188331,-0.23918004067078816,-0.008511834648471127,-0.0029364861585470864,-0.007157296842406603,-0.1398383795801916,-0.32550037931366244,-0.0850658592051773,0.001756,0.01,0.0,0.97,100,14,1,15
157,0.9306143085868375,-4.422339178516947,-0.9766673730114265,-0.42739734104996624,-0.18019863639686654,-0.22172431103110152,-0.03561230260079858,-0.29991273148730385,-0.2398989115809047,-0.008538186231140638,-0.002945442055579869,-0.007176752050286003,-0.14021545028878538,-0.32651192259011674,-0.08524329914146876,0.001746,0.01,0.0,0.97,100,13,1,14
158,0.9311823977660774,-4.427329707195271,-0.9792306372282824,-0.4285870538324928,-0.18066740884682111,-0.22236599071668778,-0.035704096076778845,-0.30074610710153576,-0.24055249765947467,-0.008561370155786346,-0.0029515354814892785,-0.007191124838162973,-0.14047799138032172,-0.3273811554875697,-0.08543528917264925,0.001737,0.01,0.0,0.97,100,14,1,15
159,0.9277032761840095,-4.433099855591017,-0.9822330225528877,-0.42992201488355003,-0.18124069977626087,-0.22307284939848568,-0.03582947114505355,-0.30172912302269395,-0.24132635879296901,-0.00858951932531305,-0.0029605451010809736,-0.007208251158911095,-0.14084432551820292,-0.3284030876294929,-0.08565450305831797,0.001728,0.01,0.0,0.97,100,14,1,15
160,0.9403035413153457,-4.437545265541006,-0.9844348147258142,-0.4308561105223694,-0.18164597870189375,-0.22353650835702202,-0.03590702511668598,-0.3023697567152649,-0.24188326393182605,-0.008608403820716792,-0.0029673682655955384,-0.007225173514641139,-0.14113733322810562,-0.32907601683409593,-0.08589544614216957,0.001719,0.01,0.0,0.97,100,14,1,15
161,0.9272246725699471,-4.443140340570116,-0.9871952494024644,-0.43206758484858304,-0.1821434209016839,-0.22414423333699654,-0.03599917610974437,-0.30321342948675356,-0.2425561090270977,-0.00863083893090233,-0.0029764698478679076,-0.00725281584342256,-0.14157413025076412,-0.32985261491393997,-0.08618049217329568,0.001711,0.01,0.0,0.97,100,14,1,15
162,0.9359168943303315,-4.447800826431227,-0.9895480827366449,-0.43307769266243795,-0.1825630237763939,-0.22464102927347201,-0.036069770738224746,-0.3039528430207945,-0.24315381126261376,-0.008650135681909624,-0.0029837267598127543,-0.007275607060734668,-0.14188204408416913,-0.33061864602141033,-0.08641658389235704,0.001702,0.01,0.0,0.97,100,14,1,15
163,0.9336946611285584,-4.452905087475914,-0.9921439050555518,-0.43421768979059966,-0.1830109552074762,-0.22521083955185836,-0.03614180927477677,-0.30474660562372746,-0.24378382158179956,-0.008674671512307596,-0.00299158765434685,-0.007294679697455094,-0.1422814644366535,-0.3315624050506346,-0.08660251615740154,0.001693,0.01,0.0,0.97,100,14,1,15
164,0.9284383653604095,-4.4579194349369,-0.9947172995509342,-0.4353776693417737,-0.1834903393170648,-0.2258416824488613,-0.036255413950894835,-0.30559239035376223,-0.24446765383142324,-0.008696178764794256,-0.003000398824075801,-0.007312894464276772,-0.14259599203270926,-0.3323968352753935,-0.08691072137248454,0.001685,0.01,0.0,0.97,100,14,1,15
165,0.9251383678481907,-4.463887679879009,-0.9977339771125395,-0.43673067720578124,-0.183997915350563,-0.22656547636951574,-0.03635582049036525,-0.30657222656773836,-0.24520121762164404,-0.008725840983833243,-0.003008678008048651,-0.007336825854734007,-0.1429886233174095,-0.3335532919277581,-0.08714967253048309,0.001676,0.01,0.0,0.97,100,14,1,15
166,0.9324258301464022,-4.469000535733905,-1.0003609303178014,-0.4378467588934574,-0.1845210793740387,-0.2271260608010673,-0.036486182054250235,-0.3073220987752563,-0.24583688919198549,-0.00874513422648642,-0.003014599606339655,-0.0073569914249656575,-0.14328040225151,-0.33417724799946297,-0.08748433759640141,0.001668,0.01,0.0,0.97,100,14,1,15
167,0.9283022659900517,-4.474624711510111,-1.003235970772475,-0.43909350929110247,-0.1850453396219069,-0.22777488891614325,-0.036580176324437955,-0.30819385154019285,-0.24648194521912184,-0.008768168509506392,-0.003022557829108611,-0.007381143962572963,-0.1436927426910334,-0.3350743275211809,-0.08778178612261053,0.001659,0.01,0.0,0.97,100,13,1,14
168,0.9270360842190779,-4.48013602513458,-1.0060092324983851,-0.4403135695891749,-0.18551857866049695,-0.22841598862915377,-0.03665761683897745,-0.3090626825001538,-0.24717047490444322,-0.0087949005003377,-0.00303073287254558,-0.007400495224090349,-0.1440504608559193,-0.33611593866451156,-0.08803766544885609,0.001651,0.01,0.0,0.97,100,14,1,15
169,0.9231451720905317,-4.485816638864401,-1.0089752181429663,-0.441685273807803,-0.1860429960160909,-0.22920609660166222,-0.03675739043010715,-0.31005649150390413,-0.2478772810588665,-0.00882038059409903,-0.003040446236309048,-0.007410084095019808,-0.14457031395618877,-0.3371489582769731,-0.08823185195775313,0.001643,0.01,0.0,0.97,100,14,1,15
170,0.9306774512929805,-4.4908477289118744,-1.0115588420397637,-0.44280029483331296,-0.18654988458019867,-0.2297776590873929,-0.036858415560116216,-0.31082826119716056,-0.24854022367200979,-0.008842310814268376,-0.003047499618720815,-0.007428011821400016,-0.1448911203196045,-0.33800784781677373,-0.08839604419584617,0.001635,0.01,0.0,0.97,100,14,1,15
171,0.9383491674328328,-4.49526043605074,-1.0137291568810445,-0.4437027326973133,-0.1869685097761453,-0.23022365793662405,-0.03694362041835971,-0.31148416323432254,-0.24907185614637492,-0.008855789850916269,-0.0030540167991995708,-0.007445641756243414,-0.14519753170893038,-0.3385950559095209,-0.08857595779523436,0.001627,0.01,0.0,0.97,100,13,1,14
172,0.9270170516224928,-4.500860211787078,-1.016525278097431,-0.4449079349012543,-0.18748343550027707,-0.2308338900624465,-0.03705021956505559,-0.31234837465981874,-0.24978107262640847,-0.008881711093568586,-0.0030625911534367996,-0.007467700030208376,-0.14561278764349508,-0.3395479935207669,-0.08886386756940377,0.001619,0.01,0.0,0.97,100,14,1,15
173,0.9307138374128762,-4.505955433459775,-1.0191673639084513,-0.446064206494419,-0.1879878234335607,-0.23145137744373043,-0.03717918573832958,-0.31313953788884574,-0.25043132896021536,-0.008907492722099682,-0.0030713601593777198,-0.007483627818335641,-0.14591491418040775,-0.34038443620309855,-0.08906993106996505,0.001611,0.01,0.0,0.97,100,14,1,15
174,0.927926261080181,-4.510623181270825,-1.0215603521223788,-0.44716839552744625,-0.18841156182912105,-0.2320374829399373,-0.0372664975955878,-0.31394851115356726,-0.2510956267175931,-0.008931466300301423,-0.0030794147782377246,-0.007490465393463831,-0.14632751823303042,-0.3411758029377995,-0.08929135643196294,0.001603,0.01,0.0,0.97,100,14,1,15
175,0.929470478768398,-4.515840434995544,-1.0241995539425213,-0.4483422593727112,-0.18887340006322503,-0.23263997495198513,-0.03734873314627146,-0.3147640575725914,-0.25173223185492627,-0.008956314973252978,-0.003086784652323649,-0.007510568887671199,-0.14670389477608992,-0.3422707191172885,-0.08949139198825459,0.001596,0.01,0.0,0.97,100,13,1,14
176,0.9287024416511014,-4.521098117687972,-1.0268835638642437,-0.44948468597172014,-0.18937614667965003,-0.23323261550425137,-0.03744004818359408,-0.31555429964186327,-0.2523966213886446,-0.008980423770738788,-0.003095763047860475,-0.007529385107962098,-0.147150478614006,-0.34309753447423574,-0.08968945556201478,0.001588,0.01,0.0,0.97,100,14,1,15
177,0.9256734231230831,-4.526701454464676,-1.0297600768564965,-0.4507680030765297,-0.18989184309251647,-0.2338941897723562,-0.037531301030607984,-0.3164469923423915,-0.25304877974398665,-0.009005289485397958,-0.0031029011913521936,-0.00755440815797714,-0.14753158440257014,-0.34421809013968324,-0.09003100220163675,0.00158,0.01,0.0,0.97,100,13,1,14
178,0.9301920605937648,-4.5316494675957175,-1.0322487441786639,-0.4518122197734187,-0.19036985096640377,-0.2344006311067773,-0.03762098977593406,-0.3171847213015892,-0.25365942635765104,-0.009023927642943453,-0.0031108737024439187,-0.007567317133273789,-0.1478464246200172,-0.3449490055629596,-0.090225456610867,0.001573,0.01,0.0,0.97,100,14,1,15
179,0.9329525617341491,-4.532975514243137,-1.0330627600086586,-0.4523993643059354,-0.1904478848966353,-0.23465466540826366,-0.03763184351134533,-0.31777901784642976,-0.2541906827064683,-0.009040326487561375,-0.0031162553001411026,-0.007489200444753302,-0.14807282185506052,-0.3454459497843759,-0.09037573226735177,0.001565,0.01,0.0,0.97,100,14,1,15
180,0.9348270545649551,-4.537604626040027,-1.0353903845432313,-0.4533897294289019,-0.19088321262891672,-0.2351699791265783,-0.037712582194873445,-0.3185024792641207,-0.2547555833473125,-0.009058081583252721,-0.0031226517014588838,-0.0075010363822643,-0.14832749579222618,-0.3461072648665336,-0.09062256250995375,0.001558,0.01,0.0,0.97,100,14,1,15
181,0.9335433543354336,-4.542406793520205,-1.0378034176978932,-0.45443641718075123,-0.19131640901458533,-0.23571004846394417,-0.037791544610627635,-0.3192336337393993,-0.2553397794579741,-0.00907972969554207,-0.003128935708921274,-0.007517841404330795,-0.1486328076124368,-0.34694251814000715,-0.0908233175876102,0.001551,0.01,0.0,0.97,100,14,1,15
182,0.9324408103081383,-4.546897332921321,-1.0400849543209565,-0.4554483348891945,-0.19172840364010774,-0.23622653953668338,-0.03787972081612278,-0.31994446664281784,-0.2558649758636993,-0.009099085305416196,-0.003135397600506498,-0.0075245593025550376,-0.14894478060789648,-0.34779626169428873,-0.09104574055404732,0.001544,0.01,0.0,0.97,100,14,1,15
183,0.929992057993545,-4.550675117404961,-1.042132223187044,-0.4564331646516279,-0.1921138128473962,-0.23676693487640635,-0.03797303564054687,-0.3205226748234728,-0.2564842778832186,-0.009119078523091692,-0.0031420390486292774,-0.007545826987669799,-0.1492527108266215,-0.348539056148033,-0.09124099663864434,0.001536,0.01,0.0,0.97,100,14,1,15
184,0.9333503357986908,-4.555229523245388,-1.0443721078225223,-0.4574098967794739,-0.19248640486417143,-0.23725154871680304,-0.03803502881319054,-0.3212063166317164,-0.2570140893720589,-0.009141334759348361,-0.0031487984125259244,-0.007565020016825572,-0.1496261617585117,-0.34938905170177487,-0.09150011183587431,0.001529,0.01,0.0,0.97,100,14,1,15
185,0.9318055532169257,-4.559903554514236,-1.0467479679221456,-0.4584669865697623,-0.19290947054253174,-0.23779057131143383,-0.03811530503997462,-0.3219816840643859,-0.2575936331178226,-0.009165394816783301,-0.003154835125575048,-0.00757991831081837,-0.14987618190859897,-0.3503331238679872,-0.09168675601005992,0.001522,0.01,0.0,0.97,100,14,1,15
186,0.9288877747137962,-4.5645153133545,-1.0491132937044014,-0.459541207564588,-0.19332242762234,-0.23838402803787065,-0.038201675706700314,-0.32276534405386065,-0.2582020597641731,-0.009191497601452414,-0.003162243586103602,-0.007597536689481762,-0.1502026263102883,-0.3511626627429523,-0.0919076603775196,0.001515,0.01,0.0,0.97,100,14,1,15
187,0.9294973500320697,-4.569377464060986,-1.051546204852006,-0.4606065801426767,-0.19374628725942775,-0.23893622477956433,-0.03827788493221514,-0.32354638467250674,-0.25880312185762233,-0.009215208326667107,-0.0031700187222104648,-0.007617692481116495,-0.15056421483026952,-0.3520031971134363,-0.09215306895051723,0.001509,0.01,0.0,0.97,100,14,1,15
188,0.9351776786920687,-4.573721241753567,-1.0537123982326206,-0.461525575533081,-0.19415588178340412,-0.2393838943000232,-0.038371041336101745,-0.3241905320362852,-0.2593237952165541,-0.009232052944544242,-0.0031763281402444844,-0.007636116393999277,-0.15087128181368273,-0.3526470088201791,-0.0923755874609705,0.001502,0.01,0.0,0.97,100,14,1,15
189,0.9218789291042899,-4.579037600090364,-1.0564611207395251,-0.46276726921134437,-0.19465136664828211,-0.2400723188461626,-0.03847310370416359,-0.32501939138238367,-0.2599901172753515,-0.009258295043417204,-0.0031837385528076926,-0.007656672276014634,-0.1512986504205926,-0.35371479347831936,-0.0925101877144217,0.001495,0.01,0.0,0.97,100,14,1,15
190,0.9336785133799159,-4.583079589142212,-1.0585319101793977,-0.463707561535073,-0.1950159040378104,-0.24055928729505902,-0.03855479000153082,-0.3257022751820186,-0.2605034530413075,-0.00927865779916675,-0.0031907642268987333,-0.00768037465186375,-0.15162031967242146,-0.35436366758401927,-0.09271336508332112,0.001488,0.01,0.0,0.97,100,14,1,15
191,0.929965133431675,-4.587918801292071,-1.060977047021689,-0.4647609710637545,-0.19547621958228803,-0.24108023047823418,-0.0386522587532529,-0.32639850021879085,-0.2610674819352879,-0.009299215358332124,-0.003196636600596079,-0.007696406545151909,-0.15190918762128933,-0.3552340108181094,-0.09289135919771814,0.001482,0.01,0.0,0.97,100,14,1,15
192,0.9279656721965064,-4.592688666416992,-1.0633881038387225,-0.46585765097307186,-0.19588784517675395,-0.24167071976286847,-0.03872746442176468,-0.327183214062838,-0.26164325121683646,-0.009320140441471994,-0.0032039622511358923,-0.007709521034506376,-0.15229187239786088,-0.3560647875476191,-0.09305749131551183,0.001475,0.01,0.0,0.97,100,14,1,15
193,0.9340964098426785,-4.596329596546,-1.0652401826772833,-0.4667235003675551,-0.19624710466366382,-0.2421612703984653,-0.03880959139320164,-0.32783133801222497,-0.2621624291245657,-0.00933832864006208,-0.0032086813083722194,-0.007720484878239438,-0.15247687802279491,-0.3567578850676338,-0.09321528882109371,0.001469,0.01,0.0,0.97,100,14,1,15
194,0.9302126803760873,-4.601075870953849,-1.0676362842725333,-0.46775461286989856,-0.1966898560012132,-0.24269210221795057,-0.038909801920504625,-0.32853575340605784,-0.2627389150688925,-0.009357078784454692,-0.003215077595794791,-0.007738365461780799,-0.15281335123870599,-0.35753774193912247,-0.09345136593527947,0.001462,0.01,0.0,0.97,100,13,1,14
195,0.9383115793712042,-4.604952105818495,-1.0695832005137509,-0.46859858140203664,-0.19705186423782406,-0.24310721884013664,-0.038995704193735846,-0.3291512272877923,-0.26323555602015625,-0.009370924773284212,-0.003222197996146037,-0.0077507703916630975,-0.15314509367801307,-0.3580670012178884,-0.09362374617614032,0.001456,0.01,0.0,0.97,100,14,1,15
196,0.9315665827234776,-4.6094833747324016,-1.0718667878707002,-0.4695643268184241,-0.19746443888622386,-0.2435825735792223,-0.039066531163197096,-0.3298321262268168,-0.26376138471212374,-0.009389059012609734,-0.003229061834318975,-0.007768058481956154,-0.15348484272429694,-0.3588086159395492,-0.09383740135543618,0.001449,0.01,0.0,0.97,100,13,1,14
197,0.9305208839445775,-4.614088132011003,-1.0742237293919625,-0.4706135093111387,-0.19786748099489462,-0.24413717503404836,-0.039131504722766,-0.3305721163511422,-0.26435240170000424,-0.009413778133522736,-0.0032358907889279516,-0.007787931152042326,-0.15377082634982894,-0.35975758168673705,-0.09406988577111848,0.001443,0.01,0.0,0.97,100,14,1,15
198,0.9290754997298758,-4.618344820815184,-1.0764127024523071,-0.47162009228179214,-0.19826394634896774,-0.24469134022080646,-0.039198317625388335,-0.3313095056282095,-0.26494432889537717,-0.009435143722858821,-0.0032421990006485566,-0.007801342892792724,-0.15404456091891572,-0.3605485105242185,-0.09430942702155279,0.001437,0.01,0.0,0.97,100,14,1,15
199,0.9325640040748844,-4.6227756328571825,-1.0786085960682368,-0.47256806576496274,-0.19865660556875833,-0.24518350948411152,-0.03928072543140202,-0.3319833797629248,-0.26547737476024164,-0.009456724970732149,-0.003247678966470284,-0.00781579668711555,-0.15433046242714182,-0.36129937392452416,-0.09443527791563439,0.001431,0.01,0.0,0.97,100,14,1,15
200,0.9309495916738824,-4.626962429804406,-1.08073056285791,-0.4734832384474845,-0.19907163657260793,-0.24565221650573038,-0.0393780483552734,-0.33261836074025947,-0.2660229830120055,-0.009474023861168492,-0.0032541603376837537,-0.007829464706037365,-0.1546167588172498,-0.3619466854071543,-0.09466389115459155,0.001424,0.01,0.0,0.97,100,14,1,15
201,0.9338011498140006,-4.631054848117823,-1.082799458503939,-0.47439069280583795,-0.19945145045386845,-0.24612639538916528,-0.03944711282827399,-0.3332907224446593,-0.26653143497033205,-0.009487958813167706,-0.003261298150941927,-0.007842771103842478,-0.15497745441895386,-0.36249591062154785,-0.0948863747327701,0.001418,0.01,0.0,0.97,100,14,1,15
202,0.9258295160663275,-4.635784389558492,-1.085211043145224,-0.47545921516990775,-0.19989351825889712,-0.24669168566451824,-0.03953447480132521,-0.3340302578633378,-0.26711157313079215,-0.0095087349126966,-0.003268054148241104,-0.007861476820063395,-0.15533196453335038,-0.3632631100950109,-0.09512164952451185,0.001412,0.01,0.0,0.97,100,14,1,15
203,0.9316308198592992,-4.6399113300909915,-1.0872940848277721,-0.4763918350448245,-0.2002749626886786,-0.24715851798742708,-0.03961162289290494,-0.334662026171688,-0.26763369517918223,-0.00952882891830246,-0.0032740580583161443,-0.00787705033220091,-0.15561495656849147,-0.36397257349463236,-0.09530453668753226,0.001406,0.01,0.0,0.97,100,14,1,15
204,0.9337157854006494,-4.643917410058294,-1.0892916076446244,-0.4772651772337979,-0.20064551510364864,-0.24759680779295098,-0.03967970922262343,-0.335305964977157,-0.2681526314451175,-0.00954687628887934,-0.003281895810915279,-0.007898632854474053,-0.155947080240268,-0.36456804931238873,-0.0954925971265221,0.0014,0.01,0.0,0.97,100,14,1,15
205,0.9264901891312783,-4.648555398307534,-1.0916702905183138,-0.4783165617215703,-0.20106426473105257,-0.24814679613427065,-0.03974174098703013,-0.33608588656615923,-0.2687373097303964,-0.009569201716006745,-0.0032893295445747947,-0.007919438605126118,-0.15631915312651173,-0.3653196577129198,-0.09567346189397924,0.001395,0.01,0.0,0.97,100,14,1,15
206,0.9335876451509907,-4.652765674165036,-1.0938251480651597,-0.4792460657898409,-0.20146587178540903,-0.24864085028129657,-0.03982618391694109,-0.33672905312674395,-0.26928536224335486,-0.009590176663409576,-0.00329535731917734,-0.007935049620750404,-0.15660567799962447,-0.3661066318558205,-0.09580479080011794,0.001389,0.01,0.0,0.97,100,13,1,14
207,0.9290143218197136,-4.657296457243947,-1.096139204858423,-0.48021075879242225,-0.20191570223239427,-0.2491315292917288,-0.039926884185447827,-0.33735849035868004,-0.26981120492415367,-0.009604682644180735,-0.00330241865398825,-0.00795538409604716,-0.15694791118927326,-0.36678791547175027,-0.09601596007987855,0.001383,0.01,0.0,0.97,100,13,1,14
208,0.9304797520382724,-4.661696287304376,-1.0983384886506065,-0.4811746977221977,-0.20230500162623571,-0.24963095216144848,-0.03999214157233675,-0.33799677664212746,-0.27028803611480495,-0.009624471990834603,-0.0033072341414188146,-0.007969784357081832,-0.15718541686300785,-0.3676189346330291,-0.09623092939309465,0.001377,0.01,0.0,0.97,100,13,1,14
209,0.9323467230443975,-4.66573060987694,-1.1003460356261054,-0.48206697963965073,-0.20266239609585437,-0.250089443771676,-0.04005614454245611,-0.3386452228335035,-0.2707597051036442,-0.009641631611634158,-0.003313276670842821,-0.007985052302295062,-0.15744959813003856,-0.3682810034585415,-0.09641031266072633,0.001372,0.01,0.0,0.97,100,14,1,15
210,0.9289009996990872,-4.66993938832339,-1.1024972703773426,-0.4829893187840191,-0.203060904179788,-0.25055703162333176,-0.040139159257143356,-0.3393179309524985,-0.271296398781585,-0.00965901375482483,-0.003319521866761394,-0.007999785082025871,-0.15776303749487366,-0.36894887214351063,-0.09655769642352226,0.001366,0.01,0.0,0.97,100,14,1,15
211,0.9295188078074562,-4.6740968091238395,-1.1045466629469312,-0.4839367169594791,-0.20339269526362053,-0.2510443593606656,-0.040194336435691896,-0.34002679536549085,-0.27180840429083464,-0.00967943483795858,-0.0033255841065669748,-0.008009810556937015,-0.15806429118191975,-0.3697623165353195,-0.09674390492490065,0.00136,0.01,0.0,0.97,100,14,1,15
212,0.926706793358807,-4.678536612552562,-1.106812922786511,-0.4849348622062802,-0.20382071419417808,-0.25156617416393284,-0.04028614155727335,-0.3407036159905255,-0.2724162039332762,-0.009701119101674201,-0.003332780152398554,-0.008025830709457876,-0.15842231281762242,-0.3704231523975819,-0.09697947239345239,0.001355,0.01,0.0,0.97,100,14,1,15
213,0.9268251644709168,-4.68286579354611,-1.1090361271448883,-0.48594101384397353,-0.20421556413086103,-0.25211226974068046,-0.040362858800854405,-0.34140189858994147,-0.27299505507133603,-0.009722170940922823,-0.003339321567869591,-0.008036722830241368,-0.15870388922542916,-0.37118069118624636,-0.09718023917542265,0.001349,0.01,0.0,0.97,100,14,1,15
214,0.9352236286919832,-4.686781720819753,-1.1109750238134073,-0.4867762677924992,-0.2045712895257647,-0.2525275381320273,-0.04043530923472758,-0.3419883931266211,-0.2734914078280251,-0.009740556113788986,-0.0033450713943281515,-0.008048578283318118,-0.15892493928202328,-0.37184387210528697,-0.09731537190274993,0.001344,0.01,0.0,0.97,100,13,1,14
215,0.9313049198023309,-4.690869973453122,-1.1130709843691606,-0.48770731164231207,-0.20492669127069213,-0.25299396313588246,-0.040490746197346966,-0.34265299661553017,-0.2740445012119033,-0.009761154527580954,-0.003350983772913969,-0.008062834722143556,-0.1591978635532177,-0.3726064543997826,-0.09749273861666437,0.001338,0.01,0.0,0.97,100,14,1,15
216,0.9318898038019722,-4.694998348316636,-1.1151497105735952,-0.48860534932092664,-0.20530747588164705,-0.25346532301572333,-0.040570243299958675,-0.34328026668825773,-0.2745450197705933,-0.009780619244055159,-0.0033570147420156717,-0.00808018299104066,-0.15950751967830082,-0.37322323085219594,-0.09764925221246493,0.001333,0.01,0.0,0.97,100,14,1,15
217,0.9281054431367342,-4.699503615408598,-1.117492380985709,-0.48961309382400986,-0.20576287408232977,-0.25399875352847434,-0.04066357167200294,-0.3439763696105074,-0.27510246796437565,-0.009797860027389261,-0.003363492143808229,-0.008093496175526415,-0.15985345631738257,-0.37388227436777915,-0.0978363024672055,0.001328,0.01,0.0,0.97,100,14,0,14
218,0.933350130175527,-4.703345603533113,-1.119462448522824,-0.49045410376369797,-0.2061356790757692,-0.25443938524822485,-0.04073287802422996,-0.3445802480725747,-0.27558273245815423,-0.009814419232616828,-0.0033693372324830207,-0.00810701297891426,-0.1601219031705073,-0.3744994455136178,-0.0980403747099764,0.001322,0.01,0.0,0.97,100,14,1,15
219,0.9346320419271668,-4.7072333471915115,-1.1214555137690767,-0.49130263691117154,-0.20650816033083072,-0.25488487250684105,-0.04080007214567759,-0.3451507986952258,-0.2760593861779084,-0.009830467859746044,-0.0033741363408440373,-0.008122760893534057,-0.1603171191563439,-0.37512899774832476,-0.09819559363525573,0.001317,0.01,0.0,0.97,100,14,1,15
220,0.9299981458695029,-4.7114505374782,-1.123603049677197,-0.49221956138386247,-0.20690880111771295,-0.25534578147707665,-0.04088091527544645,-0.3457953560968558,-0.27660293851711676,-0.009847898462845147,-0.003381184160229745,-0.008140420026120681,-0.16061710849598457,-0.37585382545703255,-0.09841708435203464,0.001312,0.01,0.0,0.97,100,13,1,14
221,0.931831554173321,-4.709424921467717,-1.1228419061398855,-0.4925022045116545,-0.20670147854205256,-0.2556209224983825,-0.04086531275692677,-0.34633368504716144,-0.2769957843249512,-0.009857339891635283,-0.003385860950755998,-0.008154618426621095,-0.16081083503549734,-0.37582188112822773,-0.09856371166458275,0.001307,0.01,0.0,0.97,100,14,1,15
222,0.9249466083596054,-4.71395460035345,-1.1251968056024226,-0.4935018105094479,-0.2071661596696432,-0.2561429794869902,-0.040962479641351794,-0.34699509062103834,-0.2775833652169109,-0.009875738751213444,-0.0033923096695009625,-0.00816972158808655,-0.16114247035033735,-0.3765424240960696,-0.09873042219537866,0.001302,0.01,0.0,0.97,100,13,1,14
223,0.9277364325279505,-4.718248923603098,-1.1273970065023293,-0.4944757475120047,-0.20755295586646358,-0.2566662019869837,-0.04104158282226182,-0.3476947570529483,-0.2781465180224831,-0.009893946612273568,-0.0034001329515369544,-0.0081879200122542,-0.16148241069520577,-0.37734544344926835,-0.09898694858929434,0.001297,0.01,0.0,0.97,100,14,1,15
224,0.9322042484211949,-4.722217779970102,-1.1294047270688095,-0.49532949860134917,-0.20791055542662298,-0.25709620908311825,-0.04109677538376809,-0.3482766373067016,-0.278629667394247,-0.009910933809958085,-0.003405897937749844,-0.008205279650062796,-0.1617614154248853,-0.37808139599235,-0.09915086605460928,0.001292,0.01,0.0,0.97,100,13,1,14
225,0.9295762754800466,-4.726104245462756,-1.1313780972305783,-0.4962144739783975,-0.20825754913292105,-0.25757620264847786,-0.0411578297858232,-0.3489232277423843,-0.27913390455652615,-0.009927718669633136,-0.0034130276939008945,-0.008222085008074507,-0.16204887020779388,-0.3787894454327627,-0.099348527817264,0.001287,0.01,0.0,0.97,100,14,1,15
226,0.9328481806775408,-4.729298692142973,-1.1330428768627705,-0.49701133041154566,-0.20854116488576158,-0.25800056059560045,-0.041223975774515774,-0.34950703330391675,-0.2795857696325832,-0.0099459678968186,-0.003419227965891639,-0.008230035077044746,-0.16237252086898696,-0.37942944973763176,-0.09949137465034154,0.001282,0.01,0.0,0.97,100,14,1,15
227,0.9307863887165211,-4.732838356376452,-1.1348261422982837,-0.49782386077927515,-0.20887852761176456,-0.2584616419091763,-0.04130050722899484,-0.35013285192919724,-0.2800815291591091,-0.009962223945512445,-0.0034254671057453575,-0.008234509561262945,-0.1626468445717287,-0.37998700496910237,-0.09966276219279112,0.001277,0.01,0.0,0.97,100,14,1,15
228,0.9326119617144111,-4.736049560809829,-1.1364968436546516,-0.4985757316373491,-0.20917393222440897,-0.25884801836354626,-0.04135039446593291,-0.35067383501465627,-0.28053728360296143,-0.009977621968267241,-0.00343169567083518,-0.008240417215710633,-0.1629157896547167,-0.3806247006934308,-0.09983057026256337,0.001272,0.01,0.0,0.97,100,14,1,15
229,0.9348025711662076,-4.737589735923822,-1.137393172845867,-0.49914713466712046,-0.20931101436457653,-0.2591172949202567,-0.04139899414682539,-0.3511066162228777,-0.2809363182441786,-0.009988465114040326,-0.0034364793667177778,-0.008239530711764358,-0.16313050558726597,-0.3809924600133894,-0.0999786432221137,0.001267,0.01,0.0,0.97,100,14,1,15
230,0.9280288356268211,-4.74134625531441,-1.1393399109118627,-0.5000484326030061,-0.20967559388561346,-0.259615498627389,-0.04147693287494952,-0.3517634652159564,-0.28145354808491546,-0.010005602961522036,-0.0034435002528572668,-0.008253066499615883,-0.16343856112610308,-0.3816438832391637,-0.10019365859749285,0.001262,0.01,0.0,0.97,100,14,1,15
231,0.9329449490455484,-4.74506443104363,-1.1412172255940414,-0.5008798267450931,-0.2100202092009507,-0.26004773320967367,-0.04154268650404687,-0.35236702295456984,-0.2819275333650096,-0.010021854019479949,-0.0034499073340006426,-0.00826391061850277,-0.1637385059221515,-0.382322026089855,-0.10034926722887096,0.001257,0.01,0.0,0.97,100,14,1,15
