episode,service_level,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance
0,0.8935595255967572,-57.04501397580581,-55.0570115319935,-9.291428544227736
1,0.9196564828391035,-104.92557365148794,-98.50969879343457,-9.133570026017543
2,0.9275736275469348,-112.40267429406619,-101.5157367031441,-4.571640764203219
3,0.913525633256575,-110.88860648174577,-95.83078940693991,-2.0894505390456715
4,0.9273207796498183,-115.83603664490042,-96.4265379269161,-2.0069107449947885
5,0.9144017681142106,-117.20738117848683,-94.1702545734467,-1.920199667598806
6,0.920608558972686,-119.5776424093974,-93.36936212898243,-1.8362455301520046
7,0.9237753955479973,-121.03009858073834,-91.18726893297706,-0.8486684404871606
8,0.9141982533537409,-123.45489226105447,-90.44707169998725,-0.9425877470282886
9,0.9245980074493535,-124.18581277951009,-88.88686940993337,-0.883715735125607
10,0.9280592878231005,-124.16000709599209,-86.58776416906568,-1.3241346538460814
11,0.9274631850614847,-124.73463448059162,-84.68551559059459,-0.9358676629087165
12,0.9179737876015955,-130.39502025107257,-88.18334618074744,-1.6626883501517553
13,0.9227211467777505,-128.26976702741698,-84.76432264441563,-0.8240431377849072
14,0.9248588082510344,-129.17604148935328,-84.06762480062046,-1.0755609590119701
15,0.9222893385684083,-129.12581998297986,-82.40173000648232,-0.8560607808895115
16,0.9200713702482838,-128.89048359172435,-81.27303170777611,-1.0019585610872999
17,0.9250530142381097,-130.75812661295274,-81.51404132772335,-1.3941594343380719
18,0.9288378157120767,-130.83130276723008,-80.6038938508935,-1.5334879552208593
19,0.9223476843185798,-131.2117361995499,-80.11161850240885,-1.422074016650267
20,0.9197264977860778,-133.20781784664945,-80.57775646420063,-1.642728593514386
21,0.9230562442127901,-133.64749064395434,-79.72751225132527,-1.9742372952996472
22,0.9317067336443009,-133.3250959219703,-79.41962209222048,-1.9505828372153564
23,0.9252080856123662,-133.29699744549455,-78.73413571078406,-1.6887844564559193
24,0.9291260680557638,-133.85185807574456,-78.30047021876005,-1.6668865020253414
25,0.9216540043842527,-132.5967185559197,-76.40080238110059,-0.9983087795726212
