seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,R7_DestinationAware_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.8269,389.8939,8015,2389,60092,52077,52076,0,0,148,0,0,0,0,0,0.0404,0.0703,0.8893,0.0729,0.3086,0.6185,56,237,175,184,148,0
43,R7_DestinationAware_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.8231,389.2645,7820,2809,60072,52252,52255,0,0,156,0,0,0,0,0,0.0379,0.1005,0.8616,0.077,0.3185,0.6044,59,244,188,167,156,0
44,R7_DestinationAware_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.8109,388.0366,8687,2642,59914,51227,51225,0,0,186,0,0,0,0,0,0.0326,0.0898,0.8776,0.0482,0.3568,0.5951,37,274,200,205,186,0
45,R7_DestinationAware_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.8256,386.884,8129,2245,59498,51369,51370,0,0,187,0,0,0,0,0,0.0456,0.0924,0.862,0.0664,0.3372,0.5964,51,259,204,188,187,0
46,R7_DestinationAware_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.8209,387.5386,8169,2429,59172,51003,50998,0,0,182,0,0,0,0,0,0.0495,0.0768,0.8737,0.0755,0.3229,0.6016,58,248,202,190,182,0
47,R7_DestinationAware_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.8128,388.4686,8286,2834,59398,51112,51116,0,0,176,0,0,0,0,0,0.0365,0.0911,0.8724,0.0755,0.3086,0.6159,58,237,208,167,176,0
48,R7_DestinationAware_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.8195,387.537,8216,2561,59704,51488,51490,0,0,155,0,0,0,0,0,0.0404,0.112,0.8477,0.0898,0.3372,0.5729,69,259,193,173,155,0
49,R7_DestinationAware_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.8118,387.6203,8178,2956,59148,50970,50970,0,0,168,0,0,0,0,0,0.0404,0.1003,0.8594,0.069,0.3555,0.5755,53,273,190,197,168,0
50,R7_DestinationAware_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.8188,387.5497,8124,2641,59412,51288,51279,0,0,191,0,0,0,0,0,0.0469,0.0781,0.875,0.0456,0.3281,0.6263,35,252,190,193,191,0
51,R7_DestinationAware_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.8249,389.3842,7765,2665,59574,51809,51807,0,0,164,0,0,0,0,0,0.026,0.0703,0.9036,0.0742,0.3216,0.6042,57,247,201,193,164,0
