seed,day,shift_hour_start,shift_hour_end,daily_functional_pickups,daily_functional_deliveries,daily_depot_visits,daily_depot_deliveries,daily_starvations,daily_congestions,daily_trips,daily_bike_departures,daily_bike_arrivals,daily_breakdowns_onsite,daily_breakdowns_depot,daily_total_breakdowns,daily_restored_onsite,daily_restored_depot,daily_total_restored,eod_damaged_fraction_onsite,eod_damaged_fraction_depot
51,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224,0.0342
51,7,5,5,324,327,2,6,202,87,3198,2996,2996,10,9,19,1,6,7,0.0342,0.0382
51,8,5,5,292,312,2,4,197,37,3114,2917,2918,8,10,18,9,8,17,0.0327,0.0458
51,9,5,5,303,304,2,7,172,101,3464,3292,3288,20,14,34,4,0,4,0.0528,0.0555
51,10,5,5,290,299,3,5,203,126,3342,3139,3147,10,13,23,7,4,11,0.0582,0.0661
51,11,5,5,315,320,2,4,182,34,3008,2826,2825,9,11,20,9,12,21,0.0576,0.0746
51,12,5,5,298,303,2,5,100,28,2346,2246,2245,6,11,17,5,4,9,0.059,0.0826
51,13,5,5,279,273,2,6,52,22,1690,1638,1638,6,6,12,9,0,9,0.0555,0.0832
51,14,5,5,294,313,2,6,217,56,3106,2889,2888,7,12,19,3,5,8,0.0608,0.0913
51,15,5,5,324,330,2,6,200,82,3038,2838,2839,14,9,23,3,12,15,0.0748,0.0945
51,16,5,5,304,298,2,8,176,84,3212,3036,3036,12,12,24,9,0,9,0.0796,0.1008
51,17,5,5,289,295,2,8,257,60,3468,3211,3205,14,18,32,9,14,23,0.0855,0.1132
51,18,5,5,315,318,2,3,152,30,2942,2790,2792,13,8,21,8,0,8,0.0911,0.1202
51,19,5,5,270,290,2,14,95,50,2260,2165,2171,2,5,7,14,11,25,0.0769,0.1088
51,20,5,5,260,268,2,12,53,40,1708,1655,1650,8,9,17,21,0,21,0.0606,0.1065
51,21,5,5,328,327,2,5,199,52,2980,2781,2779,15,11,26,4,19,23,0.0741,0.1124
51,22,5,5,284,304,2,11,230,86,3042,2812,2814,14,10,24,9,12,21,0.0793,0.111
51,23,5,5,283,285,2,10,216,68,3154,2938,2942,15,10,25,18,10,28,0.0766,0.111
51,24,5,5,290,310,2,9,192,64,3444,3252,3250,11,15,26,15,1,16,0.0721,0.1202
51,25,5,5,321,321,2,9,208,48,3078,2870,2874,17,11,28,6,19,25,0.0856,0.1212
51,26,5,5,315,334,2,5,91,29,2256,2165,2163,12,9,21,10,0,10,0.0889,0.1273
51,27,5,5,248,250,2,12,71,18,1724,1653,1644,7,9,16,24,14,38,0.0661,0.123
