episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance,starvation_count,congestion_count,hotspot_imbalance_mass,projected_starvation_risk,projected_congestion_risk
0,0.9052958374777708,-25.020283794599006,-11.742791441185819,-7.886489590203568,-10.653462651157193,-7.01878785538534,-43.727589088846095,-41.73619735268126,-6.531994735331968,-7.062716659403178,-3.9558706402285853,-7.290310480497617,-1.1124616026981509,-0.7197884256897923
1,0.9353414383354504,-44.755865849445115,-21.39526942066505,-13.62342208254776,-19.3589137571091,-11.968604188741686,-76.05712085017225,-70.0790086864931,-3.229141306322655,-12.840006984044123,-6.11423447160169,-12.404427026840027,-1.8523226653608305,-1.2009365448317677
2,0.9357275061197683,-46.64963740404506,-23.010422180412426,-13.776410831485526,-20.797862484874923,-11.981036750956637,-75.03198024928301,-66.90346475462775,-0.43930424981728966,-13.545597214333174,-5.709971035077621,-12.058482881293257,-1.9127470422915729,-1.2778521135823782
3,0.9331054541093221,-49.07624230513208,-24.57250787435836,-14.191254874104732,-22.145035392530033,-12.238171636054368,-75.36567340607019,-65.6423325047312,-0.3389807365472933,-14.071341000814204,-5.483047297635307,-12.175594056097353,-1.9704934243390595,-1.4138291091135036
4,0.9319555996751195,-52.47802880452637,-26.489786974120843,-14.763388407180736,-23.7844427206856,-12.618657036101517,-77.53509373959439,-65.62717177463766,-0.17919622388904627,-14.75433504259601,-5.208822328952798,-12.761150464787187,-2.1108849034650685,-1.5580271005574602
5,0.9379763231617315,-55.62729417115388,-28.252489021105006,-15.228385227561475,-25.255624423025676,-12.88208522096464,-78.51302831266207,-64.5947285911942,-0.10683731890654086,-15.254407493365413,-4.753094467570531,-13.19091642890778,-2.1792950473000063,-1.671944695376484
6,0.9359047419093609,-58.10471002139757,-29.650915469527625,-15.483800614288338,-26.35283224559887,-12.977439357737458,-78.2674469572899,-63.261929438029775,-0.3464619216830307,-15.238978390059655,-4.283753111509763,-13.464790762507628,-2.1792685627652757,-1.7842790256110912
7,0.9299593035708822,-60.847925472023604,-31.376730651151487,-15.873264278772117,-27.810212276635404,-13.211753503486399,-78.94217675242395,-62.17843412324263,-1.0663630303385438,-15.740448698988653,-4.011972732249593,-13.588507660788737,-2.319828826037194,-1.9354752716544674
8,0.9377804730139478,-62.75868836622862,-32.428841978056546,-15.994573841290226,-28.61739920207991,-13.191834586667294,-77.77829783992593,-59.824501276428215,-0.6491912242658148,-15.677268348906637,-3.577555137277776,-13.747703300904604,-2.3637755314456586,-2.0317163177454374
9,0.9372005424137412,-65.96806024028817,-34.20324837388468,-16.471139095695566,-30.050216502084286,-13.510245882590095,-79.3389197927091,-60.18394922257557,-0.8432360972110848,-15.892588983915216,-3.400562026266233,-14.268912833009049,-2.454921746883507,-2.1967414890574823
