episode,service_level,squared_starvation_penalty,squared_congestion_penalty,projected_starvation_risk,projected_congestion_risk
0,0.882174857038011,-4.661859670393169,-3.3490539564192296,-1.0884084636627813,-0.7441067002029741
1,0.9376190620180823,-6.302412145974076,-4.485747318957294,-1.3193688363671054,-0.9002673007854739
2,0.9383181516559088,-7.850368018717688,-5.643430040757789,-1.533825414972791,-1.0709924578213006
3,0.9389961625144667,-9.291244364916192,-6.6317421472447515,-1.7373449629474695,-1.1973021373566533
4,0.9410232613837081,-10.650675365527906,-7.529036871654539,-1.9709076729000774,-1.2897046364948948
5,0.936961287803706,-12.038973145081101,-8.429582457444278,-2.209518240017054,-1.399229291022454
6,0.9393840493709945,-13.340855946571653,-9.352879602316726,-2.39438430236147,-1.5202345431001094
7,0.9298455286981984,-14.803682737390709,-10.341033602225727,-2.6187092512569303,-1.6665691090722452
8,0.935334663522583,-16.076239240903014,-11.296027510098243,-2.803670771538226,-1.795991201210232
9,0.9441333907586291,-17.094825242545426,-12.000450836543155,-2.9696582137412166,-1.8798718504070369
10,0.9380124035698079,-18.21832582391179,-12.74647621655276,-3.1657220497381764,-1.9814656574310103
11,0.9326960888109138,-19.491361235362007,-13.627423269596463,-3.353102573222516,-2.109358906703505
12,0.9448446370795434,-20.36546448411215,-14.28119026475196,-3.4674799103601233,-2.184458761911827
13,0.9369886910490857,-21.446787721592,-15.020284762151324,-3.662347636219793,-2.2762130933201794
14,0.9428976929580867,-22.342624220229137,-15.603067466551822,-3.803692153915155,-2.352301864491756
15,0.9420594965675058,-23.265211512383683,-16.241244256787137,-3.944658978853704,-2.4466947453251278
16,0.936514622698279,-24.275395525600004,-16.966264524550127,-4.104409305374949,-2.5538968613567286
17,0.9385003188872354,-25.162591631866444,-17.589516086243954,-4.2291039964693615,-2.6402375944524428
18,0.934178581062854,-26.12767442789318,-18.272756958207893,-4.392170822721136,-2.732728115479027
19,0.9366865344848558,-27.05612331321683,-18.90254061840776,-4.553235749986953,-2.8143604576149888
20,0.9432480666270078,-27.83849338336614,-19.436743403930045,-4.678232355754179,-2.8823020163314688
21,0.944184231069477,-28.594453076132382,-19.94439534476286,-4.782141202935175,-2.9484244948209666
22,0.9409022556390978,-29.37208392697239,-20.464609151902927,-4.91056095119466,-3.0063702707051156
23,0.9401358112937813,-30.16214756467145,-21.017936576531042,-5.046038436447416,-3.0929985755053107
24,0.9387705638197958,-30.89705174377459,-21.569263993855213,-5.1435705924114465,-3.176181931924325
25,0.9413925979030379,-31.627826727246752,-22.057345745665945,-5.263245867844728,-3.236251612288493
26,0.9402070568349884,-32.3296989591528,-22.563412493837816,-5.382343624864731,-3.3130886101390247
27,0.9437372786098368,-32.936800652693776,-22.997582640835592,-5.468183526233394,-3.3685429121754935
28,0.9384862343641155,-33.664268228257704,-23.485373375118368,-5.56309334745684,-3.439640450476582
29,0.9333755007379296,-34.43901971251644,-24.03743957259692,-5.682233790323858,-3.5140484228621247
30,0.9390648837835412,-35.11015615221105,-24.50822828617538,-5.769995150230663,-3.5755072924881244
31,0.940619362597715,-35.728195167945266,-24.97211134873483,-5.85493814694085,-3.639446286840379
32,0.9446356336412486,-36.30386153674097,-25.38413744716315,-5.938660269171272,-3.6933019946456356
33,0.9414735682145153,-36.91631428087544,-25.813909708529778,-6.036460306173119,-3.7444684074881915
34,0.9440149776543061,-37.48650159238573,-26.22004416694081,-6.120363846206577,-3.796660756978086
35,0.9365535404321542,-38.119968750576035,-26.675514743911414,-6.217543153329032,-3.8644406079620657
36,0.9335942277118747,-38.76806518556048,-27.103004748838348,-6.318622385255251,-3.9126074755292666
37,0.9412428689099729,-39.32217051297632,-27.47826015520024,-6.401410834692878,-3.965707247012834
38,0.9434307116104869,-39.85329944179448,-27.865802425128855,-6.475595906152486,-4.017604132081491
39,0.9384909206657168,-40.41700899146588,-28.24806445245336,-6.567931220535897,-4.065199381613217
40,0.9403052469972004,-40.976701786554244,-28.642568777842673,-6.642719793806369,-4.118901800300174
41,0.9426757288499374,-41.50262996703011,-29.01103439562822,-6.725219122090851,-4.163026061972545
42,0.9386552611114435,-42.04947429901314,-29.392212123116938,-6.800981827861421,-4.215508414782087
43,0.9353449573885024,-42.640673962443934,-29.800977665787226,-6.888080020206693,-4.28500603287738
44,0.942901281313422,-43.09623847367997,-30.122067078872526,-6.955169940340124,-4.333871118586897
45,0.9458031400966184,-43.53269246287203,-30.432257393781672,-7.009776820574313,-4.37059895702032
46,0.9440907582294904,-43.96832871749484,-30.75233070531695,-7.074038013641084,-4.4137634331812565
47,0.9403088199951934,-44.460451171359715,-31.095211529930015,-7.153619419691657,-4.453986293983989
48,0.9439209864574181,-44.87324877366564,-31.404335218725308,-7.2006898332293785,-4.49970603612159
49,0.941488405536581,-45.32001584563056,-31.713301373323038,-7.258454454862755,-4.540386039959693
50,0.9470277169948942,-45.71403116891946,-31.978602108015668,-7.309600614368128,-4.574994501119788
51,0.9436501513652849,-46.13715562717362,-32.259061377430065,-7.370554127751732,-4.61223012077685
52,0.9411051131194275,-46.553685506929654,-32.56520583593972,-7.429237000967643,-4.648600251438587
53,0.9446685531940514,-46.93458335305506,-32.835043562590435,-7.478809344211444,-4.679101112928958
54,0.9403141361256544,-47.37400699832219,-33.148690300435646,-7.5425322004615465,-4.722503242958133
55,0.942190821183726,-47.772495412461474,-33.434423413901925,-7.6052938832545225,-4.760135422206365
56,0.9403204512722035,-48.176709930868746,-33.719053911032255,-7.66014666959943,-4.799341314885989
57,0.9392622778893117,-48.59483780740972,-34.0021827978389,-7.7199635632567825,-4.833238768454801
58,0.937192118226601,-49.0479912393262,-34.31183135843765,-7.783223640138539,-4.881039901866731
59,0.9415554950539976,-49.454846732826034,-34.58891440137971,-7.842479440590976,-4.9208533548835
60,0.9424770752895753,-49.820959666647056,-34.831598389129375,-7.897994332012275,-4.952424442987936
61,0.9413718454375611,-50.21390266183105,-35.100321909913255,-7.951001303951986,-4.981879369610707
62,0.9472640403858289,-50.57023738779773,-35.34391703412843,-7.997063033378675,-5.008763987932013
63,0.9379657846302387,-50.9805845083426,-35.62768298120757,-8.057492123869489,-5.04769894711212
64,0.9459956025420921,-51.31080180630658,-35.86657222787959,-8.099013954221123,-5.08348321000549
65,0.9397175851133848,-51.691597225257155,-36.122951947952636,-8.157527433871246,-5.1105606362029885
66,0.9440728183512019,-52.031636064508476,-36.3655253151414,-8.20402500424545,-5.138787388187028
67,0.9475367691019969,-52.35596374000423,-36.58503552027926,-8.250953281747394,-5.1627405063942255
68,0.9482516647257309,-52.67758217433991,-36.79573842790025,-8.297602875433249,-5.18930691309781
69,0.9361759995164849,-53.05795722546769,-37.06898687073782,-8.348216420178709,-5.223324223070713
70,0.9379227776114936,-53.46929747946253,-37.35483666286118,-8.409341097487681,-5.269371320388268
71,0.9384908053265695,-53.82323318705264,-37.61710002684591,-8.459213569294109,-5.303693593444372
72,0.941645915214065,-54.15736794340951,-37.85714986443537,-8.503868492079311,-5.333995315071853
73,0.9400234494783994,-54.49689621307541,-38.10410997925317,-8.561127512368728,-5.36546826454847
74,0.9436862650164917,-54.81799638117442,-38.31796115931403,-8.603986566278401,-5.387786489319342
75,0.9406149305869245,-55.16128600029172,-38.55508538371419,-8.660760329102624,-5.415273020309873
76,0.9443760694023354,-55.47456860169561,-38.773013262848714,-8.702132522948574,-5.443622213643366
77,0.9399886149144621,-55.81260329949344,-39.01372784038133,-8.760126270515777,-5.479791398379712
78,0.9393067958226123,-56.158461151925195,-39.252170633357025,-8.803875136679395,-5.511177988464763
79,0.9413653158883033,-56.49643536420167,-39.48626480545731,-8.85727207193407,-5.545964496430816
80,0.9408406074375224,-56.821710011843464,-39.726251546561265,-8.902954883583428,-5.5770615550986085
81,0.9436013860676306,-57.12176298483382,-39.93378025702103,-8.94493771761391,-5.599765995207094
82,0.9407443092858003,-57.44692383958829,-40.16462033662935,-8.994438247747585,-5.63042818265886
83,0.9436355817668018,-57.73957219384571,-40.375023103511744,-9.037133667539567,-5.659631241809321
84,0.9411553856263815,-58.045743871279406,-40.59984399102855,-9.083876834382627,-5.688962470821999
85,0.9437791881211831,-58.32776547830733,-40.79241447228624,-9.124468573889834,-5.710423395620962
86,0.9438615533043898,-58.60701255700591,-40.98776341931627,-9.166125323754414,-5.734998636887656
87,0.9460284824479183,-58.861585594398214,-41.16593763624501,-9.197345298287436,-5.7524348527334075
88,0.9454070448334885,-59.128669695170494,-41.35475862653311,-9.235772454762708,-5.779809266092102
89,0.9436611231622077,-59.4052762672769,-41.54308279031242,-9.276447325509746,-5.803424096826469
90,0.9361637696081401,-59.716255910795645,-41.7549342206155,-9.320510685369545,-5.8316780046334875
91,0.9394067285662607,-60.022569200846064,-41.97178564339445,-9.36078425146136,-5.857783947795614
92,0.9438689766859168,-60.29411348867159,-42.15967061256956,-9.408286602802784,-5.88444452938532
93,0.9419185044014884,-60.559003465965766,-42.35020151152707,-9.448635865187534,-5.911017400995247
94,0.9493108451215089,-60.796702590781024,-42.51029576822444,-9.482126012909077,-5.935401898457962
95,0.9400079338439474,-61.06730618162733,-42.70682050804374,-9.519466966659428,-5.9645088076589206
96,0.9414645872772619,-61.33827510832418,-42.9052482027004,-9.552220037604071,-5.986793975227343
97,0.939540762586897,-61.624875535422326,-43.1044649554866,-9.601281723430136,-6.016018505273531
98,0.9394533606854109,-61.903348278526984,-43.300014649654635,-9.640015133176544,-6.039096988886036
99,0.9440075304405915,-62.152050743958654,-43.470591093888046,-9.675682640431257,-6.057636257271672
100,0.9440242958375513,-62.4113591368865,-43.64214575734705,-9.716047340910352,-6.074866811439284
101,0.9435320718790908,-62.667101863657756,-43.817376301226226,-9.754644562868489,-6.100491207551355
102,0.9414570168117324,-62.927949642829056,-43.998508140426544,-9.787376710447646,-6.12028730965526
103,0.9390913478942923,-63.198625607508575,-44.19285861498628,-9.828485009421243,-6.148328285752729
104,0.9372844630268258,-63.481732801818524,-44.395407677720435,-9.871013432859154,-6.1813281719052195
105,0.9375130367412616,-63.76365373451385,-44.60119861226696,-9.91369725358859,-6.211163291714192
106,0.9418271694246014,-64.00365910932831,-44.77160834903197,-9.949351689017494,-6.2331824697899405
107,0.9412348799422279,-64.2522652347834,-44.946405035849104,-9.984654466197032,-6.252950911862567
108,0.9399578973060377,-64.49896048540514,-45.11753011688904,-10.024058671429437,-6.274798279958694
109,0.9447570332480818,-64.71585438810845,-45.26895592936029,-10.054336913575046,-6.291147978159397
110,0.9459426884020852,-64.92922750619687,-45.420789805163096,-10.085359709129412,-6.3096345975309065
111,0.9422828470991197,-65.15401062513986,-45.57977260941296,-10.116849085175678,-6.326912493989742
112,0.942918119514248,-65.38784813568178,-45.745753058319885,-10.153269734869568,-6.346677399485874
113,0.9508649245491351,-65.57732699370989,-45.871389003901285,-10.179737123569836,-6.359356978880334
114,0.9405509908168197,-65.82047835813069,-46.042643191594536,-10.21430627601523,-6.378776025528072
