episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
0,0.9449456667561041,-2.7332668939466385,-0.12154036552628775,-0.048301468173691325,-0.025971201772940128,-0.023393916677856702,-0.007647575962828874,-0.033501118198425155,-0.02678365437096708,-0.06719186809894867,0.1,0.1,0.0,0.97,100,15,1,16
1,0.9398339209035772,-2.999187659017666,-0.25965437265014374,-0.10315951119550287,-0.05599953352861113,-0.050267800351733255,-0.01633241043069846,-0.0715987724573602,-0.05568192684078137,-0.14624559511867688,0.097078,0.1,0.0,0.97,100,13,1,14
2,0.9404213243057534,-3.250646865043687,-0.3893190911521055,-0.15356153519709448,-0.08452527721079628,-0.07534572351561208,-0.025192031213650212,-0.10711976921839704,-0.08210531452529876,-0.21001956072537914,0.094322,0.1,0.0,0.97,100,13,1,14
3,0.9448973101451216,-3.470048478185251,-0.5040966094327886,-0.19828751280269868,-0.11027794603679682,-0.09668500528511291,-0.03253965834286319,-0.13787542261964755,-0.10526078905394559,-0.26427940898300645,0.091718,0.1,0.0,0.97,100,13,1,14
4,0.9389882185288903,-3.7073775846044588,-0.6250030301091039,-0.2458705258431907,-0.13695476062286946,-0.12027433478117376,-0.04046468689090947,-0.1721427526613508,-0.13101865207724944,-0.3283528927203023,0.089254,0.1,0.0,0.97,100,13,1,14
5,0.9448442049600053,-3.8616091713700267,-0.7024240116442313,-0.281352988313095,-0.15306026622143273,-0.1387408304022608,-0.045940866230272145,-0.19955273301340465,-0.14992168853982193,-0.3653363710009928,0.086919,0.1,0.0,0.97,100,14,1,15
6,0.9397202914328783,-4.039501979644294,-0.7929430530850294,-0.32012316146744046,-0.17257790558672814,-0.1586787035371028,-0.05234333648157738,-0.23085251972195192,-0.17240516346500356,-0.41139933584562416,0.084703,0.1,0.0,0.97,100,14,1,15
7,0.9412441627751834,-4.238978259018681,-0.8968674901578669,-0.3612262704332555,-0.19511079422138908,-0.17929019718753353,-0.059456374267687614,-0.2606466963161617,-0.19645945045451774,-0.46500301686722184,0.082597,0.1,0.0,0.97,100,13,1,14
8,0.946348000135699,-4.390624739293742,-0.9748599587007439,-0.39300936160395417,-0.21251527846002125,-0.1953291854979004,-0.06536665753945321,-0.2856949132504439,-0.21499705677964898,-0.5074346916381401,0.080593,0.1,0.0,0.97,100,14,1,15
9,0.9376606791793389,-4.584928984347688,-1.073968171085023,-0.4319508370703097,-0.2347139925323915,-0.21377537648494616,-0.07322826820608389,-0.3143542020779988,-0.23674380691825572,-0.5586320455763589,0.078684,0.1,0.0,0.97,100,13,1,14
10,0.9288210193864865,-4.804233637361332,-1.191176082000967,-0.47933645487420834,-0.26174854044742074,-0.23730146569886032,-0.08136368254338573,-0.3467178400277574,-0.2642021483217409,-0.6208533492601315,0.076864,0.1,0.0,0.97,100,13,1,14
11,0.9401510945097842,-4.946566477159951,-1.2656173959158188,-0.5120812783224263,-0.2774264162951355,-0.25342639397625133,-0.08737492517790427,-0.37036342770480357,-0.28293403867631023,-0.6578153832622223,0.075126,0.1,0.0,0.97,100,14,1,15
12,0.9436835891381345,-5.035263583034212,-1.3106779336944325,-0.537488341575043,-0.28615390054483175,-0.26938548085000036,-0.09148560237864298,-0.3934258004538379,-0.3017902011880745,-0.6858027587124627,0.073464,0.1,0.0,0.97,100,14,1,15
13,0.9419804976462677,-5.188292070710235,-1.3906933117754987,-0.5695400534727983,-0.3035513887179101,-0.28510101896136975,-0.09630707811077847,-0.4149441778919142,-0.3185566095282786,-0.7258616631788434,0.071875,0.1,0.0,0.97,100,13,1,14
14,0.9452829244700899,-4.919513171009584,-1.2606781719820266,-0.5627161290289964,-0.2686182335434814,-0.2880569961331938,-0.0946584921726424,-0.4364804561534898,-0.3297365086870426,-0.7015160300671273,0.070353,0.1,0.0,0.97,100,14,1,15
15,0.9443884747128752,-5.058211993465093,-1.3298157128457233,-0.5901548934544874,-0.28378451030090607,-0.30085182700832164,-0.09916696898735107,-0.45745506082805026,-0.3450320385752211,-0.7339640808668927,0.068894,0.1,0.0,0.97,100,13,1,14
16,0.9437767879653752,-5.187011405936317,-1.398962341594385,-0.6197626058441107,-0.29919228655295627,-0.3163246849696384,-0.10434361672042945,-0.47919317073201917,-0.362118590186456,-0.7671335367013667,0.067494,0.1,0.0,0.97,100,14,1,15
17,0.943651262988933,-5.315466173177099,-1.4652046628893853,-0.6472606051642661,-0.3137777828748387,-0.3301821121518588,-0.1088427352971167,-0.49836172892361147,-0.37726756672451767,-0.8014065830192154,0.06615,0.1,0.0,0.97,100,13,1,14
18,0.9423746895367638,-5.446848324290255,-1.5328369104934745,-0.6746805102202988,-0.3280771773135263,-0.34357335569774483,-0.1127533828169358,-0.5189786161841654,-0.3932407158702098,-0.8393394388721729,0.064859,0.1,0.0,0.97,100,13,1,14
19,0.9442538302136767,-5.520844230886017,-1.570711390699698,-0.6950101809912873,-0.3357616475306297,-0.3553968681402966,-0.11699801174490983,-0.5378439270145261,-0.407154687154808,-0.8592414586279992,0.063617,0.1,0.0,0.97,100,14,1,15
20,0.9440769693325316,-5.593055890190206,-1.6036426770193295,-0.7144184305725391,-0.3423407649746175,-0.3666479876578247,-0.11951270738157294,-0.5566052530217399,-0.42181532195265936,-0.8779584466263042,0.062422,0.1,0.0,0.97,100,14,1,15
21,0.9412513363539174,-5.701821568988909,-1.658408726871092,-0.7397725702622743,-0.35328733602733403,-0.38032690338487374,-0.1230194436719126,-0.5768863302559247,-0.43689578164842763,-0.9103806401837194,0.06127,0.1,0.0,0.97,100,14,1,15
22,0.9438298014573167,-5.806158122249718,-1.7127275470005814,-0.7630585613915037,-0.36496152073116056,-0.39179255736898416,-0.12702605098850667,-0.5950062251394816,-0.45072668486853285,-0.9342344958914814,0.060161,0.1,0.0,0.97,100,14,1,15
23,0.940850246106129,-5.925603797955803,-1.7758307182845556,-0.788813596717069,-0.3789010592816214,-0.40513678468604614,-0.1311982167616257,-0.6125715828563877,-0.46473368857582587,-0.9636350462997989,0.059091,0.1,0.0,0.97,100,13,1,14
24,0.9417563022411669,-6.033820833435699,-1.8335398184782514,-0.8131286535631861,-0.39182266666088167,-0.41762656350313443,-0.13549844709373088,-0.6296649115119711,-0.4788463692028783,-0.9906508276205572,0.058058,0.1,0.0,0.97,100,14,1,15
25,0.9420636659308067,-6.125454599645549,-1.8821245188381788,-0.8350042876423678,-0.4023189779204747,-0.4281686592398677,-0.1392048266353085,-0.647265276153783,-0.4928851237250754,-1.01403597322545,0.057061,0.1,0.0,0.97,100,14,1,15
26,0.9402789005658853,-6.235027935592645,-1.9379684315538772,-0.8582726582497786,-0.4145427451336715,-0.43930250317512803,-0.1430564665508665,-0.6651750000728676,-0.5072666637071475,-1.042558922394318,0.056098,0.1,0.0,0.97,100,13,1,14
27,0.9419836142010258,-6.272864615439307,-1.9607360984937139,-0.8754307516949937,-0.41958290063041503,-0.4491364210208429,-0.14637338896093421,-0.6814427063504872,-0.5196753202296837,-1.0572761236844281,0.055166,0.1,0.0,0.97,100,14,1,15
