episode,service_level,bias,rebalancing_imbalance,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
145,0.9404511581745084,-4.119297273661301,-0.8228281483001688,-1.5586436491013005,-1.1253955790888306,-0.26186777697099056,-0.1751482992769385,0.001864,0.01,0.0,0.97,100,14,1,15
146,0.9378400687296801,-4.12356425007391,-0.8249631635769513,-1.562762094514265,-1.128288157870164,-0.26266158187977046,-0.17570962568664533,0.001854,0.01,0.0,0.97,100,14,1,15
147,0.9410024011633805,-4.127679179054498,-0.8271041555017888,-1.56680267061486,-1.1311915767357261,-0.26334252165676414,-0.17622155537089246,0.001843,0.01,0.0,0.97,100,14,1,15
148,0.9320102715847831,-4.1313487599674525,-0.8289153937167837,-1.5706295493314446,-1.1338277457130137,-0.2641428657460411,-0.17678140470688508,0.001833,0.01,0.0,0.97,100,14,1,15
149,0.942442173211404,-4.135498888385377,-0.8309728067559183,-1.5746114466152936,-1.1366103404691548,-0.2649057102234391,-0.17724775005161955,0.001823,0.01,0.0,0.97,100,14,1,15
150,0.941911677181288,-4.139631396709887,-0.8330779391932307,-1.5785842464847406,-1.1394921466476282,-0.2655832093521754,-0.1777263465706837,0.001813,0.01,0.0,0.97,100,14,1,15
151,0.9381572567836424,-4.144197467603036,-0.8354551528389738,-1.582978250808226,-1.1426257782147486,-0.26631869730574453,-0.1782643038344861,0.001803,0.01,0.0,0.97,100,14,1,15
152,0.9374383824880943,-4.1488384101389055,-0.8377409674053593,-1.5874484274357203,-1.1456244793118835,-0.2671279377583522,-0.17876560378075645,0.001794,0.01,0.0,0.97,100,14,1,15
153,0.9406514354226337,-4.152901951739305,-0.8398335549663155,-1.5914319410566002,-1.1486007583242042,-0.2678125399561091,-0.17925578659320687,0.001784,0.01,0.0,0.97,100,14,1,15
154,0.9393924244696629,-4.1571340601922,-0.8419635930780249,-1.5955001159981315,-1.1515590269882334,-0.2685433970822453,-0.1797373244195965,0.001774,0.01,0.0,0.97,100,14,1,15
155,0.9337239778968631,-4.1620629197788,-0.844503570997243,-1.600284015561666,-1.155034724754247,-0.2693756523669077,-0.18029563641233648,0.001765,0.01,0.0,0.97,100,14,1,15
156,0.9362142711657275,-4.1665594631298575,-0.8468170276304966,-1.604619751654066,-1.158091276966939,-0.27012212103693783,-0.1808173738076063,0.001756,0.01,0.0,0.97,100,14,1,15
157,0.9341198280947165,-4.171133606670018,-0.8491800222507854,-1.609072153005293,-1.1612990351710542,-0.2708874228919509,-0.1813302487980282,0.001746,0.01,0.0,0.97,100,14,1,15
158,0.9387858092082023,-4.175434336857698,-0.8513685176601619,-1.6132065750898645,-1.1642057750385881,-0.2715749183605922,-0.1818063876879462,0.001737,0.01,0.0,0.97,100,14,1,15
159,0.9367170259718214,-4.179775500457112,-0.8536335197338153,-1.6174706418035882,-1.1672872344565035,-0.27235442405550525,-0.1823314971964619,0.001728,0.01,0.0,0.97,100,14,1,15
160,0.9357672849915682,-4.184288026897672,-0.8559415003305813,-1.6218096357210792,-1.1703821098120273,-0.273124635035593,-0.18283026207013467,0.001719,0.01,0.0,0.97,100,14,1,15
161,0.9342278037776506,-4.188978366139906,-0.858343942968543,-1.6263543780716008,-1.1736831559491807,-0.2739157106278598,-0.18332137338180854,0.001711,0.01,0.0,0.97,100,14,1,15
162,0.94200478936895,-4.192857027072268,-0.8602958993046185,-1.6300715685264282,-1.176270028469657,-0.27456295453083723,-0.1837363477303978,0.001702,0.01,0.0,0.97,100,14,1,15
163,0.9347583831425388,-4.1973113582645825,-0.862605225405965,-1.634390593237123,-1.1794082250883915,-0.2753850617797236,-0.1842574787483484,0.001693,0.01,0.0,0.97,100,14,1,15
164,0.9321137870269363,-4.2020586046243436,-0.8650137944909823,-1.638930595931979,-1.1826168178748266,-0.2761591051715794,-0.1847730495070279,0.001685,0.01,0.0,0.97,100,14,1,15
165,0.9348787914472688,-4.20651340361774,-0.8673398774605506,-1.6432056496275476,-1.185749315655909,-0.2769192138772901,-0.18528633692298913,0.001676,0.01,0.0,0.97,100,14,1,15
166,0.9373620634466028,-4.210761747106274,-0.8695241296122206,-1.6473703221800002,-1.1887669891678299,-0.27764953357748284,-0.18575984480198987,0.001668,0.01,0.0,0.97,100,14,1,15
167,0.933008424190658,-4.21540237173011,-0.8718520608263044,-1.6517811438695005,-1.1918317894688264,-0.27843424975115116,-0.18628116653754467,0.001659,0.01,0.0,0.97,100,14,1,15
168,0.9373603682892153,-4.2192458596993525,-0.8738001207047139,-1.6554290092972035,-1.1944532287798166,-0.27911736857627817,-0.1867150420793273,0.001651,0.01,0.0,0.97,100,14,1,15
169,0.93114704700683,-4.224029627538794,-0.8762730565279833,-1.6600549434158796,-1.197784052207058,-0.2799777006864022,-0.18724480390439316,0.001643,0.01,0.0,0.97,100,14,1,15
170,0.9402762162071454,-4.227782409075262,-0.8781821280063975,-1.6637013522645197,-1.2003753392936485,-0.28063726855048116,-0.18768369439530763,0.001635,0.01,0.0,0.97,100,14,1,15
171,0.9340075595055675,-4.232081312091729,-0.8803565888729507,-1.6678717000389305,-1.2032700001038819,-0.28138939761927834,-0.18822475913995443,0.001627,0.01,0.0,0.97,100,14,1,15
172,0.9330293768892897,-4.233628839570841,-0.881020074498311,-1.6697329496396551,-1.2043953562908989,-0.28201581339278053,-0.18869573739450735,0.001619,0.01,0.0,0.97,100,14,1,15
173,0.9364119842764179,-4.237770004298787,-0.8831576555045579,-1.6737537694440736,-1.207213629736576,-0.28271926204271547,-0.18916426933312827,0.001611,0.01,0.0,0.97,100,14,1,15
174,0.9359998654399273,-4.241961766434675,-0.8852846145962009,-1.6777835525902351,-1.2101575288694324,-0.283438737387166,-0.1896500955934331,0.001603,0.01,0.0,0.97,100,14,1,15
175,0.935814582980883,-4.245757288843143,-0.8871537288939144,-1.6815167333499963,-1.2127204901819284,-0.284152621849938,-0.1900932034065971,0.001596,0.01,0.0,0.97,100,14,1,15
176,0.9354502162316792,-4.2498705683410645,-0.8892675457152225,-1.6855484217834644,-1.215502155152291,-0.28489467804697904,-0.19056287877347364,0.001588,0.01,0.0,0.97,100,14,1,15
177,0.9361414855314042,-4.254016310637732,-0.8913398869327429,-1.6895589355498268,-1.2183299744180662,-0.2855978771576813,-0.1910284333925562,0.00158,0.01,0.0,0.97,100,14,1,15
178,0.9387468722526544,-4.257766797929242,-0.8932522507277347,-1.6932224387140877,-1.2209567877816512,-0.28622112904883656,-0.19147711818742733,0.001573,0.01,0.0,0.97,100,14,1,15
179,0.9380201006728471,-4.261492511848624,-0.8951989769918597,-1.6967976524072603,-1.2236150014612646,-0.28685410576861714,-0.191901711558948,0.001565,0.01,0.0,0.97,100,14,1,15
180,0.9383798096259552,-4.2653236901047755,-0.8971916224920014,-1.700526148373432,-1.2263304745584516,-0.28751722924349876,-0.19237028648950436,0.001558,0.01,0.0,0.97,100,14,1,15
181,0.9363936393639364,-4.269392675282449,-0.8992624529715856,-1.7044306904840572,-1.229229563960447,-0.28818276070899385,-0.19281786421127967,0.001551,0.01,0.0,0.97,100,14,1,15
182,0.9338147819238953,-4.273402760850307,-0.9013058842534722,-1.708316620611564,-1.2320174458785393,-0.2889123120471484,-0.1933030890413422,0.001544,0.01,0.0,0.97,100,14,1,15
183,0.9389141418408558,-4.276814209440077,-0.9029818571868377,-1.711636892625051,-1.234288836719222,-0.2895335148491743,-0.1937195006366477,0.001536,0.01,0.0,0.97,100,14,1,15
184,0.9408484230213381,-4.280231433724473,-0.9046958310297234,-1.7149213170397448,-1.2365711628540799,-0.29011022874224796,-0.19407109369186568,0.001529,0.01,0.0,0.97,100,14,1,15
185,0.9384734546801596,-4.283908523193729,-0.9066139621526162,-1.7184944744115707,-1.2390893376911802,-0.2907668714730104,-0.19447437147696714,0.001522,0.01,0.0,0.97,100,14,1,15
186,0.9362079050722821,-4.287842807936411,-0.9086328109736007,-1.7223083730161948,-1.2418672556390797,-0.2914304879812732,-0.19493874806350137,0.001515,0.01,0.0,0.97,100,14,1,15
187,0.9372447085035277,-4.291616740671231,-0.9105127514843069,-1.7259594202684054,-1.2443236590993447,-0.2921137802702045,-0.19538147047552415,0.001509,0.01,0.0,0.97,100,14,1,15
188,0.9377280097284151,-4.295280757870635,-0.9123387918929676,-1.7294396574710567,-1.2467610936635434,-0.29268386145713043,-0.19577686840349837,0.001502,0.01,0.0,0.97,100,14,1,15
189,0.9393639670751538,-4.298888533025596,-0.9141592686000114,-1.732888704776689,-1.2492776573466307,-0.2932849381854966,-0.19616967285707307,0.001495,0.01,0.0,0.97,100,14,1,15
190,0.9342649843328474,-4.302642422119865,-0.9161217174804515,-1.7366737478980199,-1.251809281402843,-0.29398125292483124,-0.19663682682165395,0.001488,0.01,0.0,0.97,100,14,1,15
191,0.9301830494837066,-4.307018467505468,-0.9183403626170802,-1.7408940733616551,-1.2548151256377749,-0.29469570444875165,-0.19709624424274583,0.001482,0.01,0.0,0.97,100,13,1,14
192,0.9373247288576545,-4.310623162814126,-0.9201636307115105,-1.744369422764238,-1.2572619336316753,-0.29531885699283467,-0.19751179353741294,0.001475,0.01,0.0,0.97,100,14,1,15
193,0.938735377168213,-4.313991320826595,-0.9218674552098713,-1.747659187849762,-1.259586222159882,-0.2959299819921173,-0.19791933610207174,0.001469,0.01,0.0,0.97,100,14,1,15
194,0.9410561952167865,-4.316966082885731,-0.9233838155293365,-1.7505615490856614,-1.261738576389757,-0.2964741230423052,-0.19829781394091386,0.001462,0.01,0.0,0.97,100,14,1,15
195,0.9413481864241855,-4.320174265011763,-0.9250083164128612,-1.7537131118394,-1.263895724862816,-0.2970764824542611,-0.19868496557444837,0.001456,0.01,0.0,0.97,100,14,1,15
196,0.9416397654097723,-4.323370523117211,-0.9265784840178116,-1.7567537003046736,-1.2660112355283257,-0.29760215679372237,-0.19903601609112384,0.001449,0.01,0.0,0.97,100,14,1,15
197,0.9360497260710037,-4.3270821916761735,-0.9285064451256032,-1.7603679683224047,-1.2686093056347796,-0.29821521944204193,-0.19947505849259387,0.001443,0.01,0.0,0.97,100,14,1,15
198,0.9432570232306862,-4.329497887642666,-0.929778385298928,-1.7628329504813691,-1.2703156589431714,-0.2987234991184679,-0.19982970039678852,0.001437,0.01,0.0,0.97,100,14,1,15
199,0.9350523555837605,-4.3329807492576675,-0.9315756411464888,-1.7662187626514358,-1.2727931768829122,-0.29935523682763415,-0.20023348036802474,0.001431,0.01,0.0,0.97,100,14,1,15
200,0.9358223399378597,-4.335638344060718,-0.9329154952376686,-1.7688652394672202,-1.2746029044417093,-0.29990743353077776,-0.20062524831939887,0.001424,0.01,0.0,0.97,100,14,1,15
201,0.941393304024349,-4.338842537786582,-0.9345454282544217,-1.7719725436081541,-1.2769291143921166,-0.3004303440365385,-0.20099662964157186,0.001418,0.01,0.0,0.97,100,14,1,15
202,0.9339598722131134,-4.3425975506125045,-0.9365042067739787,-1.7756467904903102,-1.2795466213858784,-0.3010879771483619,-0.20144758106807933,0.001412,0.01,0.0,0.97,100,14,1,15
203,0.9400426467872194,-4.345697075082781,-0.9380106988489907,-1.7786361509143533,-1.2815813471063953,-0.3016531370516832,-0.2018223615477312,0.001406,0.01,0.0,0.97,100,14,1,15
204,0.9364411769653942,-4.349087162105201,-0.9397824536996147,-1.7819142915852366,-1.2840339258148967,-0.3022296815217278,-0.2022319445455198,0.0014,0.01,0.0,0.97,100,14,1,15
205,0.9399875149735959,-4.352290248892216,-0.9414041640215989,-1.785005418783443,-1.286278194340899,-0.30279413722858883,-0.20259942403095416,0.001395,0.01,0.0,0.97,100,14,1,15
206,0.9396541583343136,-4.355561703433221,-0.943081903091754,-1.7881518486243126,-1.2885615884674315,-0.3033772842370311,-0.20300156963112687,0.001389,0.01,0.0,0.97,100,14,1,15
207,0.9365122156697557,-4.357951758944258,-0.9442761228935804,-1.7906167435279303,-1.2900859997810694,-0.30389247113277673,-0.20335013493059081,0.001383,0.01,0.0,0.97,100,14,1,15
208,0.9378579610538373,-4.361333678847891,-0.9460063425655925,-1.7938970116899011,-1.2924094614495407,-0.3044749590979158,-0.20372532835296833,0.001377,0.01,0.0,0.97,100,14,1,15
209,0.9396959629517769,-4.364524128746901,-0.9475914154015085,-1.7969911780351024,-1.2946091198885,-0.3050051736244968,-0.20408213424235488,0.001372,0.01,0.0,0.97,100,14,1,15
210,0.9387809689391153,-4.367791458321801,-0.9492877070676228,-1.8001608808416856,-1.2969309372913538,-0.3055512906980273,-0.20446060238448555,0.001366,0.01,0.0,0.97,100,14,1,15
211,0.9386007459566141,-4.371076694600735,-0.9509482250587621,-1.8033267758291915,-1.2991478435799093,-0.3061480747260245,-0.20483828566847287,0.00136,0.01,0.0,0.97,100,14,1,15
212,0.9377641767828763,-4.374344923468575,-0.9526058087108271,-1.8064911126744978,-1.3013636447045052,-0.30675360373869465,-0.20523175214383668,0.001355,0.01,0.0,0.97,100,14,1,15
213,0.9359783285380177,-4.377794039779474,-0.9543794561294552,-1.8098265195515058,-1.3037861232600503,-0.30735174716717956,-0.20562061939220866,0.001349,0.01,0.0,0.97,100,14,1,15
214,0.9409957805907173,-4.380725132241087,-0.9558806907550619,-1.8126450959839162,-1.3058724426992385,-0.307873907869474,-0.20597542543938027,0.001344,0.01,0.0,0.97,100,14,1,15
215,0.9367526268742304,-4.383957169331889,-0.9575330481972633,-1.815827537407798,-1.3080868385000701,-0.308472081753602,-0.20635792443216566,0.001338,0.01,0.0,0.97,100,14,1,15
216,0.9352444851072481,-4.387354186520527,-0.9593290187591652,-1.8191325983609274,-1.310526014689619,-0.309045768725937,-0.20673324124551493,0.001333,0.01,0.0,0.97,100,14,1,15
217,0.9372686376388174,-4.390716298953123,-0.9610644916499951,-1.822415925859854,-1.3129215989307266,-0.30962784785849123,-0.20711947969613043,0.001328,0.01,0.0,0.97,100,14,1,15
218,0.9384731670445956,-4.393647948443671,-0.9625944215134608,-1.8252945005848962,-1.3150755141530555,-0.3101575593957555,-0.20747917980953504,0.001322,0.01,0.0,0.97,100,14,1,15
219,0.9357611095195565,-4.396977526124679,-0.9642988735733371,-1.8284582000550662,-1.317384875251627,-0.310716737394027,-0.20783831466770022,0.001317,0.01,0.0,0.97,100,14,1,15
220,0.9356448160196875,-4.400241615443608,-0.9659850796916967,-1.8316546318408613,-1.3197437638998084,-0.3113053664474102,-0.20824801560093445,0.001312,0.01,0.0,0.97,100,14,1,15
221,0.940926283937127,-4.402969161148166,-0.9674514715027098,-1.8343692549260544,-1.3216935914187846,-0.3117745587161251,-0.20857127569640158,0.001307,0.01,0.0,0.97,100,14,1,15
222,0.9381673955049323,-4.405940135416034,-0.9689418383710944,-1.8372648010842014,-1.323709933954139,-0.31229039790432916,-0.20893577454665652,0.001302,0.01,0.0,0.97,100,14,1,15
223,0.9344649471573725,-4.409324218858514,-0.970643933418714,-1.8405240483265741,-1.3259925481352486,-0.3128469965562792,-0.20933182326377142,0.001297,0.01,0.0,0.97,100,14,1,15
224,0.940292458883523,-4.412226465828881,-0.9721313128782918,-1.8433154925870707,-1.3280129367932008,-0.31335191276116736,-0.20967646641028756,0.001292,0.01,0.0,0.97,100,14,1,15
225,0.9338320976812524,-4.415627185059741,-0.9738649893168074,-1.8465972590797506,-1.330337519015404,-0.313905912783846,-0.21006066062544276,0.001287,0.01,0.0,0.97,100,14,1,15
226,0.9415140108741112,-4.4184432277167085,-0.9752876834399338,-1.8493302287367384,-1.3322786968200242,-0.31438982371815183,-0.21037395217886434,0.001282,0.01,0.0,0.97,100,14,1,15
227,0.9447397990843075,-4.421038350730441,-0.9766204759028898,-1.8518194232615812,-1.3340803062284083,-0.31482799582896337,-0.21066111498324394,0.001277,0.01,0.0,0.97,100,14,1,15
228,0.9429429936359492,-4.423717673357994,-0.9779840910984896,-1.8543910763531652,-1.335914028640929,-0.31528220795199535,-0.21095846455845021,0.001272,0.01,0.0,0.97,100,14,1,15
229,0.9392408937863483,-4.426650645208311,-0.9794981639822635,-1.8571854512312809,-1.338074106216321,-0.31576385238914223,-0.2113013063612486,0.001267,0.01,0.0,0.97,100,14,1,15
230,0.9320375267386435,-4.42966447843551,-0.9811085166268202,-1.8602699404176515,-1.3400741097823567,-0.31642080152201923,-0.21170076896648757,0.001262,0.01,0.0,0.97,100,14,1,15
231,0.943488407232678,-4.432267622457775,-0.9823885358264375,-1.8627456882965667,-1.341862298452342,-0.31689328918359444,-0.21200413637546162,0.001257,0.01,0.0,0.97,100,14,1,15
232,0.9365095285857573,-4.435369488920615,-0.9839685321406753,-1.8657427641540372,-1.3439668867674381,-0.31742688319938356,-0.21237456395879903,0.001253,0.01,0.0,0.97,100,14,1,15
233,0.9349990795441233,-4.438568196366418,-0.985598751463713,-1.86884927221826,-1.3461448743728732,-0.31799725965839526,-0.2127530197759717,0.001248,0.01,0.0,0.97,100,14,1,15
234,0.9420331480511581,-4.441022598785302,-0.9868352213961812,-1.8712431475480589,-1.347864377574057,-0.31845134482356435,-0.21304921576909894,0.001243,0.01,0.0,0.97,100,14,1,15
235,0.9353572763412727,-4.443978033775627,-0.9883686054936395,-1.8741466909019628,-1.349931341729982,-0.3189564403948091,-0.2134103254520251,0.001239,0.01,0.0,0.97,100,14,1,15
236,0.9389938270566666,-4.446757150913425,-0.9897585405069258,-1.876821345214932,-1.3518852758541293,-0.31946984776870363,-0.2137370252462027,0.001234,0.01,0.0,0.97,100,14,1,15
237,0.9345378151260504,-4.449786455679575,-0.9913240155781062,-1.8798318717791438,-1.353973769182589,-0.3199763875894564,-0.2141033276401238,0.001229,0.01,0.0,0.97,100,14,1,15
238,0.9395000420839996,-4.45260072173038,-0.9927929454705274,-1.882550763977483,-1.355977399550436,-0.3204692437214845,-0.2144473771870099,0.001225,0.01,0.0,0.97,100,14,1,15
239,0.9364308907709302,-4.455387900715551,-0.9942530828150578,-1.8853274678342569,-1.3579579444552152,-0.32097709385885365,-0.21478509192320633,0.00122,0.01,0.0,0.97,100,14,1,15
240,0.9403746150350886,-4.4580721929325255,-0.9956009198666361,-1.887922213602722,-1.35979902492449,-0.32143335528112277,-0.21509640961169335,0.001216,0.01,0.0,0.97,100,14,1,15
241,0.9404548124527985,-4.460729623374678,-0.9969664138488132,-1.8905234900721724,-1.3616201552924487,-0.3219011325305407,-0.21538479925916507,0.001212,0.01,0.0,0.97,100,14,1,15
242,0.9411774758608904,-4.4633348785235505,-0.9982699265281351,-1.8930290971598076,-1.3634179187066642,-0.3223758907222737,-0.21568480430824724,0.001207,0.01,0.0,0.97,100,14,1,15
243,0.9388748922067601,-4.4661157200904125,-0.9996824620361596,-1.8956773352495961,-1.3653646354005773,-0.3228596541325081,-0.2160134855838133,0.001203,0.01,0.0,0.97,100,14,1,15
244,0.9342539020452099,-4.469168419565849,-1.001247585875663,-1.8986648719902264,-1.3674963009501944,-0.32339971178434707,-0.21637605468422613,0.001198,0.01,0.0,0.97,100,14,1,15
245,0.9378270916876232,-4.472024955884161,-1.002681402926619,-1.9014415287071869,-1.3694522771702007,-0.32389873570507005,-0.21669546162454661,0.001194,0.01,0.0,0.97,100,14,1,15
246,0.9358452828909455,-4.47499252606912,-1.00418767722468,-1.904314869385607,-1.3714532503242791,-0.3244401445026091,-0.21703206670205766,0.00119,0.01,0.0,0.97,100,14,1,15
247,0.9370719970386823,-4.477723953782589,-1.0055988014673287,-1.906977101293555,-1.3733550882921812,-0.32495882962753553,-0.21736474664416908,0.001186,0.01,0.0,0.97,100,14,1,15
248,0.9375348577802566,-4.480567915703008,-1.007032937073265,-1.9097353051409436,-1.3752844474203827,-0.3254687487409345,-0.21769001396615192,0.001181,0.01,0.0,0.97,100,14,1,15
249,0.9371726872688942,-4.483452902862039,-1.0084595169669242,-1.9124864817024985,-1.3772080863431553,-0.3259891180915064,-0.21802698536290532,0.001177,0.01,0.0,0.97,100,14,1,15
250,0.9309561853502649,-4.486658948245214,-1.0101110881524267,-1.9156058342222777,-1.379386078336194,-0.3265378354602056,-0.21838906285051132,0.001173,0.01,0.0,0.97,100,14,1,15
251,0.9373625630095741,-4.489431936340117,-1.0115006721800546,-1.9182842249834402,-1.381259672578066,-0.32702891554210584,-0.21870058598001269,0.001169,0.01,0.0,0.97,100,14,1,15
252,0.9396230201869846,-4.4921098420826535,-1.0128916860924368,-1.9209067300235347,-1.3831344774651217,-0.3274983056214122,-0.21901291269416986,0.001165,0.01,0.0,0.97,100,14,1,15
253,0.9405769328607526,-4.494690885786167,-1.0142069925929722,-1.923403957626473,-1.3849256766027136,-0.3279671440777665,-0.21931952219035344,0.001161,0.01,0.0,0.97,100,14,1,15
254,0.9361958669658706,-4.4975168154326575,-1.0156821388240886,-1.9261475925002245,-1.3869012733483566,-0.32847949985331637,-0.21965948425060008,0.001157,0.01,0.0,0.97,100,14,1,15
255,0.9361645476935365,-4.500395479239671,-1.0171570867431783,-1.9289595797071752,-1.3888460907388214,-0.3289350701569265,-0.21998328660418573,0.001153,0.01,0.0,0.97,100,14,1,15
256,0.9453365802155884,-4.502613006489446,-1.0182771768494718,-1.9310694284366938,-1.3904090344108557,-0.3293286336536588,-0.22024297903756998,0.001149,0.01,0.0,0.97,100,14,1,15
257,0.9400531664311191,-4.505096007821927,-1.0195492110319748,-1.9335052287289778,-1.3921727289423722,-0.329741420611676,-0.22052348592703924,0.001145,0.01,0.0,0.97,100,14,1,15
258,0.9377940583411749,-4.507692463713825,-1.020890176110541,-1.936057498449569,-1.3940088770653056,-0.33018781222136157,-0.2208262695314019,0.001141,0.01,0.0,0.97,100,14,1,15
259,0.9402593911699483,-4.510245332363256,-1.0221883622815273,-1.9385205870063367,-1.3957592937651377,-0.3306502568161938,-0.22110912412849004,0.001137,0.01,0.0,0.97,100,14,1,15
260,0.9393240011372569,-4.512445358036415,-1.0232755762484902,-1.940797126052292,-1.397231622823805,-0.3311311837251461,-0.22140570804929188,0.001133,0.01,0.0,0.97,100,14,1,15
261,0.9340332605409037,-4.515368243680468,-1.024782158659966,-1.9436580944799626,-1.3992133350299647,-0.33164794563562083,-0.22174592163254486,0.001129,0.01,0.0,0.97,100,14,1,15
262,0.9376652687248412,-4.517939314891697,-1.0261124998950395,-1.946155274670565,-1.4010675648645794,-0.33207912710856796,-0.22204907845603353,0.001125,0.01,0.0,0.97,100,14,1,15
263,0.9357832282492943,-4.520571065303902,-1.027499947720926,-1.9487227178247983,-1.4029858317190906,-0.33252911352096326,-0.22236980477898638,0.001122,0.01,0.0,0.97,100,14,1,15
264,0.9420855949542603,-4.522798265062074,-1.0286321071763118,-1.9508696453645202,-1.4045089684270033,-0.3329354457800384,-0.22263363776107017,0.001118,0.01,0.0,0.97,100,14,1,15
265,0.9332919379740887,-4.5255091971343875,-1.0300288021679878,-1.953573624629337,-1.4064441610473701,-0.3334110103420953,-0.22296316033774455,0.001114,0.01,0.0,0.97,100,14,1,15
266,0.9376186923494303,-4.528030007200369,-1.031325497982539,-1.9560298208329037,-1.4082032712611867,-0.33385602006401205,-0.22327331965090738,0.00111,0.01,0.0,0.97,100,14,1,15
267,0.9302282830308499,-4.531075940738588,-1.0329167318650492,-1.9590333296491977,-1.4103147952912223,-0.33440072804915627,-0.22364503771013963,0.001107,0.01,0.0,0.97,100,14,1,15
268,0.9329841525651357,-4.5339843393121875,-1.0344260704402628,-1.9618513576699712,-1.4123250748966456,-0.3349255637470837,-0.22399934461871612,0.001103,0.01,0.0,0.97,100,14,1,15
269,0.939464651076278,-4.5363180729450745,-1.0356125694081195,-1.9641392899929986,-1.4139258603549654,-0.3353830169571316,-0.22429147273409022,0.001099,0.01,0.0,0.97,100,14,1,15
270,0.9404513655320866,-4.538461264554953,-1.0366733288733347,-1.9662376052623445,-1.4154331912286662,-0.3358046617707428,-0.2245660017049494,0.001096,0.01,0.0,0.97,100,14,1,15
271,0.9360555218651034,-4.54114969791662,-1.0380269094558574,-1.9688355651665383,-1.4172664396353303,-0.33625793193658937,-0.22485543396641125,0.001092,0.01,0.0,0.97,100,14,1,15
272,0.9376856602754523,-4.543626745270888,-1.039289949765573,-1.9712081930961916,-1.4189328826787395,-0.3366666830791414,-0.2251309897953371,0.001088,0.01,0.0,0.97,100,14,1,15
273,0.9400575393467592,-4.545948065750649,-1.0405078141838218,-1.9734606124783314,-1.4205513997754984,-0.33708739440027163,-0.22539995383179023,0.001085,0.01,0.0,0.97,100,14,1,15
274,0.9412300683371299,-4.548285528764932,-1.0417081351755986,-1.9757144332358563,-1.422188428477756,-0.33751049928213867,-0.22566663561364703,0.001081,0.01,0.0,0.97,100,14,1,15
275,0.9395366899672442,-4.550680495629369,-1.0429543490761726,-1.9780400392526272,-1.4239148527640746,-0.3379302759122944,-0.22596367661362254,0.001078,0.01,0.0,0.97,100,14,1,15
276,0.9347318171885768,-4.553407149957818,-1.04436311224615,-1.9806485191852996,-1.425827548628434,-0.338394558038502,-0.22627166402381493,0.001074,0.01,0.0,0.97,100,14,1,15
277,0.9370001687194196,-4.555912756234557,-1.0456311128549725,-1.9830453645526633,-1.4275310116676492,-0.33883124601348963,-0.22657379764262225,0.001071,0.01,0.0,0.97,100,14,1,15
278,0.9299169161424872,-4.558927710725206,-1.047165152630139,-1.9859589393291228,-1.4294964732751347,-0.3394012864067893,-0.22691745905494087,0.001067,0.01,0.0,0.97,100,14,1,15
279,0.9441867525764501,-4.560965912853146,-1.0481967642955132,-1.9879486701942706,-1.4308991901989212,-0.3397518410940199,-0.2271555265650331,0.001064,0.01,0.0,0.97,100,14,1,15
280,0.9393995180077654,-4.563025444277285,-1.0492734855608885,-1.9900531470219327,-1.4323563319480348,-0.3401582478352804,-0.22742799482007617,0.001061,0.01,0.0,0.97,100,14,1,15
281,0.9361003084350275,-4.565581033324523,-1.0505907105594434,-1.992545400340483,-1.434100720071051,-0.34060573455138204,-0.22773330316673213,0.001057,0.01,0.0,0.97,100,14,1,15
282,0.938074593883369,-4.568057129149517,-1.0518620171916084,-1.9949484312393764,-1.4357826816292703,-0.34102576814140073,-0.22801116268089597,0.001054,0.01,0.0,0.97,100,14,1,15
283,0.9398345193911948,-4.570365294449445,-1.0530399014343763,-1.9971696679669522,-1.437363433975928,-0.3414195925366778,-0.22826997005700592,0.001051,0.01,0.0,0.97,100,14,1,15
284,0.934906949670148,-4.572946155530192,-1.0543706070676961,-1.9997079710637395,-1.4391284439633036,-0.34188680002780847,-0.22859333973708412,0.001047,0.01,0.0,0.97,100,14,1,15
285,0.9373278699536508,-4.5753581218872705,-1.0556151550546105,-2.0020622705903794,-1.4408096685003613,-0.34231965258713676,-0.22888682569478924,0.001044,0.01,0.0,0.97,100,14,1,15
286,0.9364273263609547,-4.577929133367303,-1.0569273385810922,-2.004551211194718,-1.4425429404573145,-0.3427728665396576,-0.22918104067263795,0.001041,0.01,0.0,0.97,100,14,1,15
287,0.9398136489549231,-4.580263813023879,-1.0581106248630563,-2.0067809908770537,-1.4441585306355906,-0.3431540491784874,-0.22943752098784506,0.001037,0.01,0.0,0.97,100,14,1,15
288,0.9417184705782168,-4.582435109138867,-1.059186540955198,-2.008856215404296,-1.4456450829495646,-0.3435259690727115,-0.22968497454706427,0.001034,0.01,0.0,0.97,100,14,1,15
289,0.9383713508247388,-4.584774218904859,-1.0603596368711103,-2.011106303003597,-1.4472073173577573,-0.34391646723339403,-0.22993029163434334,0.001031,0.01,0.0,0.97,100,14,1,15
290,0.9393040694245514,-4.587111590077402,-1.0615351267876987,-2.0133623198229946,-1.4488225287926622,-0.34431710617047545,-0.23018745999999574,0.001028,0.01,0.0,0.97,100,14,1,15
291,0.938321673594917,-4.589445501037136,-1.0627246612741617,-2.015612657024113,-1.4504425872686488,-0.3447156879094265,-0.23044548030372222,0.001025,0.01,0.0,0.97,100,14,1,15
