episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty
0,0.9072380375529981,-14.052842453222933,-9.835213465099379
1,0.9383370704805769,-45.840040178415485,-32.55371996773133
2,0.9355023174622283,-74.94125386767794,-53.45334185582061
3,0.9405212337681993,-100.79589095313735,-71.90655915868419
4,0.9329731709550407,-124.76137794486921,-88.9502212125341
5,0.9346703313298499,-145.939147663977,-104.21638203457096
6,0.9319494210666588,-165.96491712874513,-118.63858287551899
7,0.9359371206603544,-184.61965975724306,-132.28959584027874
8,0.9357301749534059,-201.80985043785003,-144.83545290124044
9,0.9358333834948535,-217.91707011930043,-156.49327381910268
10,0.9369715142428785,-232.83923381032463,-167.31633528720468
11,0.9308923521270834,-247.05283039294434,-177.63713417784666
12,0.9406645569620253,-260.1080839837161,-187.04960275699054
13,0.9331964862498868,-272.5720146764013,-196.06832367933185
14,0.9397615375489382,-284.3475791058713,-204.43808316801582
15,0.9396530736457699,-294.84524314663764,-211.9421647869697
16,0.9379627957377641,-305.4313516647477,-219.41345942101523
17,0.9288526774897019,-314.6087602282014,-225.87885705236474
18,0.9312883435582822,-323.52706237326487,-232.0970368008754
19,0.9345453458122777,-332.08311286232777,-238.01322522839715
20,0.9355379320664372,-340.4068337154047,-243.9018218011291
21,0.9421365877119153,-347.4451562221023,-248.7614576838085
22,0.9390088172696869,-354.9084745122684,-253.92197845917002
23,0.928054953000723,-361.7722543778409,-258.67128478841875
24,0.937847866419295,-368.5703267426307,-263.3478507768193
25,0.9413067552602437,-375.40337831577375,-268.1773963953895
26,0.9413687683506372,-381.2123080383795,-272.30462510124516
27,0.9270779906471565,-387.38768099074633,-276.65620068794505
28,0.9260506222569591,-392.84320968312545,-280.4391592067845
29,0.9353921538973413,-398.8152584183302,-284.5742435760704
30,0.9345641574503508,-403.24604651681386,-287.58614157105393
31,0.9370248428614187,-407.74567481325295,-290.57737291577655
32,0.9402815214135969,-411.89964660856316,-293.33661132940296
33,0.9345125738293856,-416.53895935997986,-296.5480283715373
34,0.9412693113181777,-420.9258681604797,-299.5749791951742
35,0.9380379689889932,-424.4552856807862,-301.9081560756736
36,0.9359932242354578,-428.21628234327426,-304.3490053230704
37,0.9355667765246576,-431.75166587848184,-306.70109773277034
38,0.9397839019060338,-435.3692194875397,-308.9796662612783
39,0.9363644553890507,-438.37617936777184,-310.95843719464773
40,0.9361606203600733,-441.9787559141456,-313.41178965030934
41,0.9381086738873213,-445.3127571820536,-315.6449745208339
42,0.9371641298147648,-448.27659324126967,-317.58956071448563
43,0.9313229277163206,-450.7166294886832,-319.11366222221164
44,0.9333553679276464,-453.6917947716867,-321.06492517754606
45,0.9404772652041768,-455.66468206831297,-322.27283624905795
46,0.9392586784087824,-458.3318530458576,-323.9741982268193
47,0.9394789216573186,-460.6001850271891,-325.40535990936087
48,0.9325204961109943,-462.64494909288493,-326.6807691371497
49,0.9354914933837429,-464.8113001492117,-328.1198603306355
50,0.9355179704016914,-467.1732791782046,-329.59722155719567
51,0.9341978866474544,-469.7212669434136,-331.27659237797025
52,0.9329406840468788,-471.59495095253084,-332.48065699413064
53,0.9361417088419173,-473.58124257336084,-333.7194572921904
54,0.9323791310583877,-475.37445313929845,-334.82274633015226
55,0.9420633728788106,-477.5300648383004,-336.1895464193995
56,0.9371771520707055,-479.2393015176632,-337.2355363034878
57,0.9322494862806721,-481.1482055206565,-338.45505413397035
58,0.9367553525038073,-482.6233056860364,-339.29047022436913
59,0.9407207207207208,-484.5682004279767,-340.5373167482683
60,0.9378274221713735,-486.43405543734605,-341.7440014738473
61,0.9384541555442248,-488.1916512692662,-342.85450119009676
62,0.9345898337692007,-490.4551305429603,-344.37588326656584
63,0.9317558707831685,-492.30278020022877,-345.5869651308718
64,0.9289596156733223,-493.93146490884834,-346.6425607669202
65,0.9353813559322034,-495.35375418739756,-347.4796501428128
66,0.9380792802584307,-496.4384104378784,-348.05194402797173
67,0.9349683686624891,-498.06203862010756,-349.059367805061
68,0.9365931166806571,-499.57086782929105,-350.0132532804051
69,0.9380490760375644,-500.9026491794898,-350.7966200396498
70,0.9385748647023452,-502.3706807717013,-351.7141842099851
71,0.9366544405026758,-503.3997821670387,-352.3083798242778
72,0.9364037087703299,-504.63195279697396,-353.0652758382905
73,0.9427946802696302,-506.0593140273779,-354.00788969625853
74,0.9346174715138361,-507.42756284836673,-354.87586564603646
75,0.9392143224362658,-509.0085369475654,-355.8518387739641
76,0.9415580497224234,-510.31571513397057,-356.623288346702
77,0.9401387030052317,-511.36636490942044,-357.2413414557578
78,0.9333877353643425,-512.6012682666912,-358.03343793710917
79,0.9399784648515613,-514.1126155084125,-359.0154170735186
80,0.9353382559564737,-515.4497264510275,-359.92795511826074
81,0.9346084337349397,-516.7739060298549,-360.76468061050855
82,0.9409218388001463,-518.2091342514267,-361.64772781013994
83,0.9394872723978621,-519.6607688260987,-362.5538268851393
84,0.9370525059665871,-520.6753770465602,-363.1161933928219
85,0.9404682070352984,-521.8397345092761,-363.865202150484
86,0.938571732070776,-522.8873482657566,-364.46465799083256
87,0.9404054578568656,-523.9155633556564,-365.0465264376836
88,0.9431025555115592,-524.8443097180203,-365.5990523290867
89,0.9362508203567806,-526.272991680281,-366.5221837758076
90,0.9343357042105579,-527.5407189213204,-367.2833929340962
91,0.9307733748353885,-528.7194210496344,-367.9938373742871
92,0.9369844735565259,-529.5796973116736,-368.4554401146382
93,0.9347239705089013,-530.3663681834553,-368.88136543360844
94,0.9423873252115466,-531.439170364837,-369.5455604062034
95,0.939445733121719,-532.4732550927915,-370.14441865232334
96,0.9359944941500344,-533.7353104358261,-370.918285748478
97,0.9365864078855015,-534.6570185545944,-371.4217659045542
98,0.9377265941565366,-535.8177489412556,-372.1726300546975
99,0.9418632936025298,-536.957834328627,-372.87188921062403
100,0.9346662657847264,-537.8725244316431,-373.3913910601359
101,0.9421006604143422,-538.7824614144565,-373.89153598920376
102,0.942425700878354,-539.7587849205211,-374.44085364088835
103,0.9358293610088698,-540.5733520852256,-374.9132301123297
104,0.940398348751017,-541.4204311920433,-375.4119885379212
105,0.9240555940788086,-542.4002677526883,-375.9996203390415
106,0.931980003029844,-543.3183807666617,-376.5273599991136
107,0.9371256592866295,-544.252868518245,-377.07425625856763
108,0.9349289228261853,-545.2062142580442,-377.64442502899567
109,0.9403316242391533,-545.9566875026478,-378.0688474207187
110,0.9425542776493199,-546.9410433241736,-378.6487972131645
111,0.9420193470374849,-547.8297714120876,-379.18602046685584
112,0.9401190404617327,-548.7437167837206,-379.7109124581376
113,0.9428760013200924,-549.5941665101268,-380.187246588597
114,0.9393801552644347,-550.2314911623172,-380.4926019485148
115,0.9347301284534915,-551.1888295473887,-381.0942517342412
116,0.9353279837723354,-552.0768558815049,-381.6080753516802
117,0.9364643385349068,-552.7748094671919,-382.0216070125884
118,0.9388982439259081,-553.6410247910591,-382.4783174127806
119,0.9361606203600733,-554.4519196356794,-382.9265079868713
120,0.9396030274476428,-555.1509667331957,-383.319513093541
121,0.9417045762660802,-555.849342032764,-383.6974234327371
122,0.9448267535916939,-556.5357888368479,-384.08155491627736
123,0.9396072956814664,-557.328362632383,-384.54463456945285
124,0.9380348988417455,-558.0581080435386,-384.9460936225508
125,0.9431920649233544,-558.7829220016106,-385.3615088834555
126,0.9418593965385205,-559.4143468700391,-385.6976974714165
