episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty
127,0.9380080991383247,-560.2567822791531,-386.1930686071984
128,0.9318751145597849,-561.0570221059637,-386.6561559613139
129,0.934996559873164,-561.7908716557987,-387.073733392993
130,0.9364250337685727,-562.299023463086,-387.328025485551
131,0.9450410231660231,-562.9288134149579,-387.68473629450756
132,0.9388436212754443,-563.5650431541966,-388.03316685164225
133,0.9344213295074127,-564.2470857264364,-388.4404780796373
134,0.940638989391059,-564.856183433235,-388.7705346234994
135,0.9379086927830104,-565.6054932957684,-389.23234649744415
136,0.9406098073344937,-566.2677359922,-389.59534287001816
137,0.935193301695735,-566.8310573123691,-389.8864841235931
138,0.9382069543359866,-567.450664638365,-390.23840228541394
139,0.9341651020531767,-568.0470350904612,-390.57653905450866
140,0.9376385220268998,-568.5718889172482,-390.84498039483304
141,0.9422465297387272,-569.0771858281445,-391.0845788662619
142,0.9334083439433867,-569.7475928042603,-391.4725376291659
143,0.9285179752746431,-570.2103722885054,-391.718858397455
144,0.9364287199595995,-570.7200327414972,-391.9900822269232
145,0.9413289421522886,-571.404619962256,-392.3812366614552
146,0.9357965421895414,-571.9408482884625,-392.6727918849976
147,0.9389717067234561,-572.5252002855277,-393.0080366761244
148,0.9377168894655844,-573.0174876492891,-393.28524976520043
149,0.9392706403910971,-573.5571240914184,-393.568151117748
