episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,onsite_shortage_pressure,depot_shortage_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
203,0.9416209137158112,-4.351827884385735,-0.9501608370145892,-0.3921426740817621,-0.1975617775334892,-0.1955222073616382,-0.050571078041746896,-0.27917053563511773,-0.21880633539330133,-0.131439911816596,-0.1440543050571933,0.001406,0.01,0.0,0.97,100,14,1,15
204,0.9409330260258071,-4.355578513415421,-0.9520839561421008,-0.3929127608158914,-0.19796582214791852,-0.19588729819791403,-0.050664325053304746,-0.2797296342056047,-0.21925631514929472,-0.1316962664789651,-0.14428960839713986,0.0014,0.01,0.0,0.97,100,14,0,14
205,0.942754466771271,-4.35913144005191,-0.9538861823014031,-0.393623623355283,-0.19835081644793273,-0.1962342871748417,-0.050754637627230204,-0.280242585652089,-0.2196492704594298,-0.13189189145823368,-0.14450386336944246,0.001395,0.01,0.0,0.97,100,13,1,14
206,0.9420572369637186,-4.362476486398468,-0.9555817697491024,-0.394331660487811,-0.19869203135266858,-0.19657455422177167,-0.050839082107409374,-0.2807876737554555,-0.22007511660941867,-0.13209512926985836,-0.14476136220173122,0.001389,0.01,0.0,0.97,100,14,1,15
207,0.9421903959561921,-4.366032116303835,-0.9573964026317427,-0.3950698501692737,-0.19907521604510542,-0.1969324567971424,-0.050935813732908446,-0.2812694129586232,-0.22047373209957075,-0.13236188486626446,-0.14499706509535756,0.001383,0.01,0.0,0.97,100,13,1,14
208,0.9380601037665925,-4.369823536435998,-0.9593388186262211,-0.3958576523613587,-0.199491000451449,-0.1972991970691475,-0.05104942367380822,-0.2818199485148391,-0.22089490990052812,-0.13262885467426694,-0.14527296972946777,0.001377,0.01,0.0,0.97,100,14,1,15
209,0.9376321353065539,-4.373668609985406,-0.9613224623431305,-0.39667084670293856,-0.1999042280157117,-0.19771670094355687,-0.05114337744412176,-0.2823991505183895,-0.22134330119585943,-0.13292941060003002,-0.1455138036513482,0.001372,0.01,0.0,0.97,100,14,1,15
210,0.9403524022869371,-4.377390548071745,-0.963265849590589,-0.39745406024152874,-0.20032230703821788,-0.19810424310626815,-0.05125744211588118,-0.2829701960365981,-0.22177196108681824,-0.13320566679883944,-0.1457555613201634,0.001366,0.01,0.0,0.97,100,13,1,14
211,0.9375804913947382,-4.379698088314872,-0.9644274065060108,-0.3981253023294477,-0.20056821670914599,-0.1985029921029932,-0.05136274947117959,-0.2835494783896319,-0.2222166446995459,-0.13343758590180924,-0.14602689078666958,0.00136,0.01,0.0,0.97,100,14,1,15
212,0.9381361376931661,-4.381751735198393,-0.9655950078233541,-0.3988032949442609,-0.20078907026639317,-0.19889554923080943,-0.05142041014455203,-0.2840523639257948,-0.22264229148521889,-0.1336321666913459,-0.14628086875355878,0.001355,0.01,0.0,0.97,100,14,1,15
213,0.9372907307388152,-4.385617604704678,-0.9675444087037487,-0.3996011915052526,-0.20118227303595893,-0.1992818556284198,-0.05151059383176297,-0.28459313338360537,-0.22307440200018488,-0.13388346887855204,-0.14655731744077094,0.001349,0.01,0.0,0.97,100,13,1,14
214,0.9423628691983122,-4.388250701008704,-0.9688863436501725,-0.40021407524285024,-0.20145737882695675,-0.19957960373288922,-0.05158891068730302,-0.2850737322302571,-0.2234531759507012,-0.1340841685900141,-0.1467743165649677,0.001344,0.01,0.0,0.97,100,14,1,15
215,0.9415425612656221,-4.390945522246694,-0.9702602759065012,-0.40084785069790707,-0.20174132763708424,-0.19991078199593404,-0.051677233100903074,-0.2855759059909308,-0.2238541920550668,-0.134264931532613,-0.14701035498770598,0.001338,0.01,0.0,0.97,100,14,1,15
216,0.9410728203042933,-4.39439063100206,-0.9720353589870804,-0.4015459749293447,-0.20212885097863503,-0.200256556531003,-0.051785152117757235,-0.2860775971990498,-0.2242571044465513,-0.13447870949813268,-0.1472740518444184,0.001333,0.01,0.0,0.97,100,14,1,15
217,0.9365714380571372,-4.398181453455002,-0.9740470684577384,-0.40236893225190073,-0.20255734003693004,-0.20067570682678895,-0.05190319111134889,-0.28663973703734,-0.2246981640416672,-0.13468917507208547,-0.14758724527391737,0.001328,0.01,0.0,0.97,100,14,1,15
218,0.938909884941631,-4.401839153838618,-0.975936629799028,-0.4031223124003129,-0.20295600907536718,-0.2010486784506402,-0.05199984418816576,-0.2871605704300979,-0.22509467616621748,-0.13492609615485382,-0.14781845498422003,0.001322,0.01,0.0,0.97,100,13,1,14
219,0.9407492290322037,-4.405191028495321,-0.9776620673599362,-0.403823860810479,-0.20331793657694042,-0.20139086704126777,-0.05209979798098268,-0.28764958799665996,-0.22548715440763742,-0.135157099631877,-0.14803962452148192,0.001317,0.01,0.0,0.97,100,14,1,15
220,0.9381563200566353,-4.408882436156612,-0.9795709316437166,-0.4045875828523562,-0.2037227757891709,-0.20175409134969668,-0.052197697030142584,-0.28816641916803404,-0.22592174128613254,-0.13545930866558156,-0.14832540598644856,0.001312,0.01,0.0,0.97,100,13,1,14
221,0.9375640917878457,-4.412608318902841,-0.9815272889524852,-0.40537380102787907,-0.2041318642418422,-0.20213758901112822,-0.052298617920527396,-0.28868559279001765,-0.2263629422803507,-0.13574347873003276,-0.14863344900952338,0.001307,0.01,0.0,0.97,100,13,1,14
222,0.9360486796162582,-4.416243658215269,-0.9833850593470097,-0.4061450681838021,-0.20452835161877134,-0.20251781999113522,-0.05240796384605878,-0.2892407793018726,-0.22679054695837395,-0.13603195232402537,-0.14889563766233274,0.001302,0.01,0.0,0.97,100,14,1,15
223,0.935688313453631,-4.420010456561649,-0.9853275390000409,-0.4069240553512138,-0.20491970960250241,-0.20289612522619707,-0.052491249046005835,-0.2897717899635175,-0.22726026290839238,-0.1362783090656088,-0.14924331115401376,0.001297,0.01,0.0,0.97,100,14,1,15
224,0.9403600013508493,-4.423460829554121,-0.9870888990561388,-0.4076143372628299,-0.20527639842800074,-0.20322942284566445,-0.05257000641987056,-0.2902607901912932,-0.22766316602413564,-0.13652544175397188,-0.14950523406796284,0.001292,0.01,0.0,0.97,100,13,1,14
225,0.9341529731646767,-4.427347969291894,-0.989078446021929,-0.4084369003081661,-0.20569037628483186,-0.20364910815950985,-0.05266997967141145,-0.2908441012192569,-0.22810988275524804,-0.13681175515304003,-0.1498524512368719,0.001287,0.01,0.0,0.97,100,13,1,14
226,0.9411794228356336,-4.429589211486964,-0.9903239596185028,-0.4090861231865098,-0.205950348195495,-0.20400366533304148,-0.052759536562742064,-0.2913486924527829,-0.2285068072745505,-0.13705542504100515,-0.15003921826232539,0.001282,0.01,0.0,0.97,100,14,1,15
227,0.9383165344558673,-4.433180052108181,-0.9922069090293038,-0.40984651774139463,-0.2063446201031912,-0.20437864958352592,-0.052867719045480495,-0.29186872134817576,-0.22891312304345765,-0.1372845450531509,-0.15031294608856796,0.001277,0.01,0.0,0.97,100,13,1,14
228,0.9391110585931566,-4.436239487617049,-0.9937805276184205,-0.41052319468536236,-0.2066731928942148,-0.20472466192678496,-0.052958806981786885,-0.2923695327560565,-0.22929466618720323,-0.13749573708367835,-0.15058309748180604,0.001272,0.01,0.0,0.97,100,14,1,15
229,0.9378294731830086,-4.439781422459485,-0.9956110854749596,-0.411241920598964,-0.2070822867017698,-0.20508383293876484,-0.05308060178429652,-0.29286876412656315,-0.22970267414861084,-0.1377201561241816,-0.15077669703884428,0.001267,0.01,0.0,0.97,100,13,1,14
230,0.9391622172441091,-4.443262998313588,-0.9974048809609097,-0.41197282866361296,-0.20745975383748647,-0.20545479903710087,-0.05317696017522358,-0.29341390303822806,-0.2301076025813764,-0.1379867593352592,-0.151041089071144,0.001262,0.01,0.0,0.97,100,13,1,14
231,0.9424642815170492,-4.446499670217035,-0.9990346930972938,-0.41263724305017624,-0.2077907939521485,-0.20577432058306763,-0.05325885414097944,-0.2938958222875265,-0.23047236822597852,-0.1381942649397824,-0.15127476813346932,0.001257,0.01,0.0,0.97,100,13,1,14
232,0.9383818121029756,-4.450052678713967,-1.0008759444823425,-0.41338936303528184,-0.20817273728368985,-0.2061420199933445,-0.05335835734325487,-0.2944108990395433,-0.23089932775687186,-0.13848606853001477,-0.15156777985540892,0.001253,0.01,0.0,0.97,100,13,1,14
233,0.9383127207002159,-4.453377177880497,-1.0025575100996347,-0.4140891163942782,-0.2085260085389687,-0.20648862541589438,-0.05345058767997221,-0.29490125705761294,-0.23130923143526388,-0.13868243688268483,-0.15186289055670874,0.001248,0.01,0.0,0.97,100,14,1,15
234,0.944618087820372,-4.455746655251548,-1.0037897792219617,-0.41464323711793516,-0.20880180171888083,-0.2067843124128528,-0.053530861830969445,-0.2953311709884067,-0.23162661724005537,-0.13888680601132722,-0.1519993246704305,0.001243,0.01,0.0,0.97,100,14,1,15
235,0.9367333763718528,-4.4592787438738695,-1.005607822964316,-0.41538639187417475,-0.20917131396060887,-0.20714600666907818,-0.053620099290707504,-0.2958277524954081,-0.23205607902502545,-0.1391557666150381,-0.15229532594755313,0.001239,0.01,0.0,0.97,100,13,1,14
236,0.9426942290548836,-4.462418603624478,-1.0071851190101864,-0.41601006809035795,-0.2094922370551232,-0.20743851438610197,-0.05369235955317845,-0.2963014958213892,-0.2323991105529293,-0.13936620701477356,-0.15247679499508318,0.001234,0.01,0.0,0.97,100,14,0,14
237,0.9375126050420168,-4.465925095784296,-1.0089631676810686,-0.4167134928582591,-0.20986857151257182,-0.20777887086741473,-0.05378787896698021,-0.2967983668505187,-0.2328201497540976,-0.13960115908074966,-0.1527304650396105,0.001229,0.01,0.0,0.97,100,14,0,14
238,0.9397693796818449,-4.469157528071738,-1.0105846625795145,-0.4173764820590124,-0.21020382738846036,-0.2080919157489033,-0.05387697194050065,-0.2972553563696559,-0.23318399327957334,-0.13981419873287898,-0.15300407172690456,0.001225,0.01,0.0,0.97,100,14,1,15
239,0.9411508720249054,-4.4720688473380985,-1.01209614246986,-0.4180273189021346,-0.2105141593703751,-0.20843227332923597,-0.05395097016649793,-0.29771899601355656,-0.23356206539458807,-0.14006088705142436,-0.15318714769631836,0.00122,0.01,0.0,0.97,100,14,1,15
240,0.9440265226098518,-4.475045807447615,-1.013619889828843,-0.41863172300691237,-0.21083905558584173,-0.2087263096180115,-0.054039460615367206,-0.29813239656024076,-0.23390113315206598,-0.14026779869111544,-0.15339058227619526,0.001216,0.01,0.0,0.97,100,13,1,14
241,0.9394142821179827,-4.478358498760876,-1.015335220276736,-0.41933872040975384,-0.2111798293730307,-0.20906435425061715,-0.05412182837044272,-0.29861406365050225,-0.23428328009551178,-0.14047473604583036,-0.15366374241422043,0.001212,0.01,0.0,0.97,100,14,1,15
242,0.9447662992395113,-4.4812314026729085,-1.016789356821203,-0.41992318207151313,-0.21148259728974472,-0.2093423400593801,-0.05419890524893629,-0.29903050217107663,-0.2345950544006877,-0.14066288965219143,-0.15385838702678153,0.001207,0.01,0.0,0.97,100,13,1,14
243,0.9367443905243401,-4.484432725031405,-1.018470619910609,-0.42063820136384633,-0.21182141887088288,-0.2097007946810104,-0.054281751564001196,-0.29952812802804696,-0.2349769428226465,-0.14090669802406725,-0.15409864075570293,0.001203,0.01,0.0,0.97,100,14,1,15
244,0.9317983046286329,-4.488226472501227,-1.0204395963903534,-0.4214413905711696,-0.21225292463324327,-0.21010900230426988,-0.05438760078368329,-0.30010611143835597,-0.2354371234593014,-0.14117510160254662,-0.15435829450192293,0.001198,0.01,0.0,0.97,100,13,1,14
245,0.9421939781145925,-4.491239597901849,-1.0219554064098937,-0.4220724703616891,-0.21255726668957906,-0.2104124897779616,-0.05445765855131727,-0.3005550004076967,-0.23578137264177318,-0.1414460040461083,-0.15457959049950848,0.001194,0.01,0.0,0.97,100,13,1,14
246,0.9434218109088444,-4.494126791654236,-1.023394967308665,-0.4226661603988273,-0.21284188682869853,-0.21067748081575266,-0.05452226251548297,-0.30099973698720683,-0.23611632715645164,-0.1416600678221019,-0.15478053023238522,0.00119,0.01,0.0,0.97,100,14,1,15
247,0.9395958474248314,-4.497343050367377,-1.0250369372825188,-0.42331824055552747,-0.21320018099743615,-0.21099929523489325,-0.05462268470866776,-0.3014715051971694,-0.23648241558945732,-0.14193264200953623,-0.15497161353873956,0.001186,0.01,0.0,0.97,100,13,1,14
248,0.9388024134259494,-4.499167569924585,-1.026065570378198,-0.423868985290511,-0.21341660083778563,-0.211287852182581,-0.05470499919920224,-0.3019501275826861,-0.23686574383368897,-0.1421104969153699,-0.15520834355135626,0.001181,0.01,0.0,0.97,100,14,1,15
249,0.9379256111231951,-4.502146798890232,-1.0275742382754254,-0.4245219598999133,-0.21372117980489166,-0.2116028433825788,-0.054785444284575324,-0.30243826060286677,-0.23723365860682566,-0.1423664145398581,-0.155455594402984,0.001177,0.01,0.0,0.97,100,14,1,15
250,0.9407114624505929,-4.503698498690401,-1.028500831241307,-0.42507483419059616,-0.21388973869993946,-0.2119235613719082,-0.054868479286283064,-0.3028786367013295,-0.237561331509846,-0.14256764379237852,-0.15561553509418133,0.001173,0.01,0.0,0.97,100,14,1,15
251,0.9366521194898338,-4.507041022300704,-1.030200273214882,-0.4257594734658421,-0.2142379882528346,-0.2122544720181254,-0.0549436736349691,-0.30335537568804016,-0.23793048045934256,-0.14277179705023318,-0.15583295638754271,0.001169,0.01,0.0,0.97,100,13,1,14
252,0.9351240153200314,-4.509232950624597,-1.031423988343269,-0.4263876189695794,-0.21450271591783288,-0.21261370215770808,-0.05504521988650711,-0.30384835642787866,-0.2382717543354152,-0.14298534296327317,-0.15596531658268276,0.001165,0.01,0.0,0.97,100,14,1,15
253,0.9391863245544118,-4.5097590967066346,-1.0316864063725306,-0.42676439530078214,-0.21453564077921897,-0.21294844345370859,-0.05513315270437551,-0.30423410057787,-0.23861974702219987,-0.1431469121525736,-0.15615325781385853,0.001161,0.01,0.0,0.97,100,14,1,15
254,0.9374016143617911,-4.5130593792343365,-1.0333944360067358,-0.4274481754605513,-0.21489810003955762,-0.21328600925668867,-0.055225447922054395,-0.30469976304667495,-0.2389950427109869,-0.1433643401659453,-0.156392608340729,0.001157,0.01,0.0,0.97,100,13,1,14
255,0.9378619450176396,-4.516231924030168,-1.0350228858059003,-0.42812200188889554,-0.21522244698694823,-0.213609341160492,-0.055306643662719764,-0.305156266890928,-0.23935714038090827,-0.14362283132858233,-0.15668321553149253,0.001153,0.01,0.0,0.97,100,14,1,15
256,0.9407387224767128,-4.519135393472124,-1.0364771310617147,-0.4287029312016114,-0.21553088690419508,-0.21387607010542237,-0.05538047605927059,-0.30556775311143564,-0.23968974378589966,-0.14380088286105155,-0.15687591162915765,0.001149,0.01,0.0,0.97,100,14,1,15
257,0.9429470354667205,-4.52190510016152,-1.0378840979748045,-0.42927558260079246,-0.21582759855330852,-0.21415538210661406,-0.055466444836984714,-0.3059692216467996,-0.2399921315248661,-0.14400421610452743,-0.1570371995734198,0.001145,0.01,0.0,0.97,100,14,1,15
258,0.9405666084151095,-4.524828075096033,-1.039358072000438,-0.42986887265546053,-0.21613737185106247,-0.21443993610654066,-0.05554688031325063,-0.3064101179607137,-0.24033952410019746,-0.14418359357691798,-0.1572562602218551,0.001141,0.01,0.0,0.97,100,14,1,15
259,0.939940192191385,-4.527594200049158,-1.0407504118342092,-0.4304643910977169,-0.21642123628167526,-0.2147255492334721,-0.05562590561050003,-0.30689213041207436,-0.24069027387684694,-0.14436442695348656,-0.15747080654103593,0.001137,0.01,0.0,0.97,100,14,1,15
260,0.93811984680481,-4.530683905708181,-1.0423347474841849,-0.43111469428434673,-0.21674358395903023,-0.21505478915987605,-0.05569255955720227,-0.3073579254535458,-0.24106078703497927,-0.14453878053396135,-0.15769425282851637,0.001133,0.01,0.0,0.97,100,14,1,15
261,0.9346547959012262,-4.5340634782003475,-1.0440765821151463,-0.4318275365576324,-0.21708506730530214,-0.2154081507368698,-0.05576953639868371,-0.3078329898590823,-0.24143187462135243,-0.14483890957362144,-0.15800357795661987,0.001129,0.01,0.0,0.97,100,13,1,14
262,0.9361157428460748,-4.536071850560718,-1.0451748429146122,-0.43238981394443315,-0.21731309646844074,-0.21570971708902753,-0.055839866161897414,-0.30828879421218136,-0.24179522953540405,-0.14500051905822614,-0.1581470215476714,0.001125,0.01,0.0,0.97,100,14,1,15
263,0.9359522642370561,-4.53931450262789,-1.0468723350813645,-0.433070456123759,-0.21768641386382093,-0.21606002940324143,-0.05593603741752025,-0.30873382348379413,-0.24216534635830766,-0.14523161520020567,-0.1583767747871659,0.001122,0.01,0.0,0.97,100,13,1,14
264,0.9405806658888382,-4.541934400896579,-1.0482023966974232,-0.43364811405158815,-0.2179618667240756,-0.21636133546112282,-0.05601268149578827,-0.3091628890269734,-0.2424848385552967,-0.14541074894147757,-0.15853864024278502,0.001118,0.01,0.0,0.97,100,14,1,15
265,0.9352218567496812,-4.545245723638186,-1.0499332774961345,-0.43435298439197084,-0.2183464168086069,-0.21671355367009756,-0.056125823636913784,-0.30964053770360783,-0.24288408100662795,-0.14564964800030492,-0.15876404848186748,0.001114,0.01,0.0,0.97,100,13,1,14
266,0.9363300325556159,-4.548177583230202,-1.0513938491985686,-0.4349746904638403,-0.21863329547611968,-0.2170278007957015,-0.0561897231286952,-0.3101136578597266,-0.24325264795422566,-0.14586918118118566,-0.1589997576280715,0.00111,0.01,0.0,0.97,100,14,1,15
267,0.9386510244326348,-4.551245472470535,-1.0529464657324927,-0.4356067422128766,-0.21895345723167078,-0.21733793304934831,-0.05626089797572453,-0.31053926518577185,-0.24359700605930112,-0.14611589394030827,-0.15918735610343615,0.001107,0.01,0.0,0.97,100,13,1,14
268,0.9347636314799892,-4.553526252495366,-1.0542180296478325,-0.4362333101171744,-0.2192176403351617,-0.21766076584961172,-0.05636512031426874,-0.3110187715098043,-0.2439736952640345,-0.14633002231269543,-0.15945452217468314,0.001103,0.01,0.0,0.97,100,14,1,15
269,0.9357107830703935,-4.556729230721203,-1.0558441895731152,-0.43689221742153145,-0.21953011822479573,-0.21798637300398693,-0.05643526286187842,-0.3114958422310999,-0.24434022879481795,-0.14660001337089812,-0.15974329934002274,0.001099,0.01,0.0,0.97,100,13,1,14
270,0.9403840979416117,-4.559649807145004,-1.0573595416620132,-0.43750818336094954,-0.219860649343004,-0.21829255700863326,-0.05652301561133019,-0.31192123456083126,-0.24468672291763963,-0.14680235945012124,-0.15991517754023965,0.001096,0.01,0.0,0.97,100,13,1,14
271,0.9389865912000539,-4.562442777984478,-1.0587762688887767,-0.4381011358251688,-0.22014935272585406,-0.21858727837219027,-0.0565810583407786,-0.31234834777738274,-0.24501633180890134,-0.14698029469176102,-0.16016191360444218,0.001092,0.01,0.0,0.97,100,14,1,15
272,0.9396435322711315,-4.56536606220577,-1.060258412488072,-0.4387157270494014,-0.22044285825819673,-0.21889731404730658,-0.056644002087217836,-0.31278909556017087,-0.24535516342367228,-0.14715339165708757,-0.16041370627781346,0.001088,0.01,0.0,0.97,100,13,1,14
273,0.940632932814351,-4.56805332365058,-1.061661967960503,-0.43929246607497524,-0.2207540162340051,-0.21919537890371227,-0.05673908050159448,-0.31319795803026335,-0.2456901152002146,-0.14729165252583637,-0.16063298645380453,0.001085,0.01,0.0,0.97,100,14,1,15
274,0.9385134565089007,-4.571039862357585,-1.0631757279940401,-0.43990303995201974,-0.22105635102382354,-0.2194884616837168,-0.05679804712591586,-0.3136367080516758,-0.24603732806893808,-0.14748501514274456,-0.1609417331407014,0.001081,0.01,0.0,0.97,100,14,1,15
275,0.9376287441326444,-4.57404977658236,-1.0646953338271419,-0.4405222639358727,-0.2213694593116538,-0.2197764717257358,-0.05687594545556639,-0.31410024760831085,-0.24639712790235313,-0.14770405794881775,-0.161189775850037,0.001078,0.01,0.0,0.97,100,13,1,14
276,0.9390852705360294,-4.576635863491125,-1.065997054022798,-0.4410787810268841,-0.22164018739221378,-0.2200566302407186,-0.05694765025847375,-0.31453849537291717,-0.24670617344726056,-0.1478610695782773,-0.16138388452479296,0.001074,0.01,0.0,0.97,100,14,1,15
277,0.9365277543445251,-4.579703330775392,-1.0675668647831882,-0.4416990910466359,-0.22197806658445057,-0.2203594309449332,-0.05704091847345573,-0.31499784293771216,-0.2470646097436338,-0.1480445807433751,-0.16155313520678594,0.001071,0.01,0.0,0.97,100,13,1,14
278,0.9325069797167749,-4.582789236161113,-1.069128133095303,-0.44238810253011,-0.22227117490204382,-0.22069874861861447,-0.05711050364968909,-0.31551472088940286,-0.2474372413168881,-0.1483001742955496,-0.16184812109181235,0.001067,0.01,0.0,0.97,100,14,1,15
279,0.9439506131192336,-4.5851454878690925,-1.070330161862521,-0.4428826533477112,-0.22252897514905173,-0.2209347925169239,-0.057188104874134414,-0.31586747703263623,-0.24771025353274576,-0.14847985971284258,-0.1620267743037358,0.001064,0.01,0.0,0.97,100,14,1,15
280,0.9423282902664346,-4.587772806144257,-1.0716612533596657,-0.44342610357181406,-0.22281113391520277,-0.22119697850400674,-0.05726752674464416,-0.3162445867762741,-0.2480105448123933,-0.14864710091184313,-0.16223433975027732,0.001061,0.01,0.0,0.97,100,14,1,15
281,0.9346754727102051,-4.590941530485057,-1.0733048666282192,-0.4440998224816711,-0.22315922777876265,-0.22153655406918868,-0.05735970142381688,-0.3167162061025795,-0.24838925656668856,-0.14894503916520438,-0.16245819841580644,0.001057,0.01,0.0,0.97,100,13,1,14
282,0.9377878240920362,-4.593780325060611,-1.0747962577199839,-0.44473066911701253,-0.2234650413789523,-0.22185358622123008,-0.05743836900342942,-0.31715594429899174,-0.24868118924677568,-0.14915654740975776,-0.1626961907080382,0.001054,0.01,0.0,0.97,100,14,1,15
283,0.937110558752426,-4.596520596095793,-1.0762170753399307,-0.44532359841843183,-0.2237560003920209,-0.22214525839186103,-0.05751755699675866,-0.31757160904115417,-0.24902296891064676,-0.1493572357555132,-0.1629206523555152,0.001051,0.01,0.0,0.97,100,14,1,15
284,0.9375390170240767,-4.599455969273621,-1.0777613215220478,-0.4459610080954721,-0.22407972004180987,-0.22247084914629825,-0.05760201521303306,-0.318001733619688,-0.2493764874264443,-0.1495670624214961,-0.16313663679781853,0.001047,0.01,0.0,0.97,100,13,1,14
285,0.9373110767783972,-4.601721684548996,-1.078977771893892,-0.4465379360140651,-0.22432732182879656,-0.22276707655342548,-0.057669175260624164,-0.3184358155924792,-0.24972732073452467,-0.14976584278964564,-0.16337481931712092,0.001044,0.01,0.0,0.97,100,14,1,15
286,0.9380028157683025,-4.6046244712696875,-1.0804545780694415,-0.44715241453170534,-0.2246278220501651,-0.22307064469960602,-0.057742162823317886,-0.31889171099528196,-0.25007144706425477,-0.1499738262706625,-0.16360833632867297,0.001041,0.01,0.0,0.97,100,14,1,15
287,0.9381851758583061,-4.607018237983058,-1.081681177909654,-0.44769737297307843,-0.2248725679260574,-0.22332931868207462,-0.057805010110914185,-0.31931990484986267,-0.2503867703916285,-0.15018273367828588,-0.16380236575954396,0.001037,0.01,0.0,0.97,100,14,1,15
288,0.9459082006301627,-4.60921581235855,-1.0827946188648496,-0.44815434394741344,-0.2251183851552706,-0.22354968377421078,-0.05787751304515815,-0.3196622775847745,-0.2506502452889404,-0.15031708890766346,-0.16393730989163346,0.001034,0.01,0.0,0.97,100,14,1,15
289,0.9410252964692445,-4.611614036737191,-1.0840087406288343,-0.44867783654650994,-0.2253628639865207,-0.2238336469097162,-0.0579340061589792,-0.32003855136967896,-0.2509112695987143,-0.1505165779295878,-0.16409499195555746,0.001031,0.01,0.0,0.97,100,14,1,15
290,0.9367764765355127,-4.614542641828895,-1.0855210416143644,-0.44928982402823675,-0.22568604092057754,-0.22415554910584223,-0.05801612877871087,-0.3204666379867689,-0.2512253799287857,-0.15073007215887382,-0.16429650577394445,0.001028,0.01,0.0,0.97,100,13,1,14
291,0.9392679712055155,-4.617259148457669,-1.08689515314145,-0.4498591835952743,-0.22596801337237213,-0.2244453929507147,-0.058080105750672316,-0.3208682649132839,-0.2515372598353249,-0.1509190401647598,-0.1645116875232083,0.001025,0.01,0.0,0.97,100,14,1,15
292,0.9377064020250448,-4.620114820008402,-1.0883480908031486,-0.4504471924769404,-0.22626452954619858,-0.22473690854719477,-0.05814834767401439,-0.32128466584617815,-0.2518707180315438,-0.15109903467598063,-0.1647179596519473,0.001022,0.01,0.0,0.97,100,14,1,15
293,0.9380991555160083,-4.6183846309529,-1.087772906582608,-0.45064457886725334,-0.22619615863021086,-0.22503932475795602,-0.058232682058845166,-0.32160104278574786,-0.2521808330373843,-0.1511752039082034,-0.1647539496202079,0.001018,0.01,0.0,0.97,100,14,1,15
294,0.9435181114079887,-4.620877560002787,-1.089041300060423,-0.4511510369193503,-0.22646937453157595,-0.22528029862728402,-0.05829966072891774,-0.32195327409164914,-0.25245425751158795,-0.15135239700572972,-0.16489470450001587,0.001015,0.01,0.0,0.97,100,13,1,14
295,0.9333958253125993,-4.623595809328621,-1.0904680992140126,-0.45178726664242336,-0.2267522264861872,-0.22561953153374983,-0.058380823912808744,-0.32241796210362705,-0.2528123538910891,-0.15160579594806323,-0.16512495535595093,0.001012,0.01,0.0,0.97,100,14,1,15
296,0.9388968421052631,-4.626250782343859,-1.0918218563785211,-0.4523575190388569,-0.22701981665117116,-0.22590381076367894,-0.058448091043925274,-0.32282484890398977,-0.25311447951059096,-0.15181028281612347,-0.16535639243915382,0.001009,0.01,0.0,0.97,100,14,1,15
297,0.9355889180207412,-4.629195608814419,-1.0933113348561616,-0.4529694470469714,-0.22731923432577744,-0.22620675998570497,-0.058514640920375095,-0.3232630693792398,-0.2534363751122751,-0.1520688889991689,-0.16557622918040774,0.001006,0.01,0.0,0.97,100,13,1,14
298,0.9392633492694095,-4.63146055320046,-1.094475618846938,-0.45349284061236694,-0.22756135907529973,-0.2264863572631329,-0.05857893153455076,-0.32366553045949936,-0.2537506289961512,-0.15225327754327875,-0.16572866966521108,0.001003,0.01,0.0,0.97,100,14,1,15
299,0.9394957983193277,-4.634160836882237,-1.095843877265199,-0.4540457052114581,-0.22784493668957584,-0.22674672760078862,-0.058652901183033034,-0.3240700147299411,-0.25404569520860204,-0.15243613269411202,-0.1659573910680353,0.001,0.01,0.0,0.97,100,13,1,14
