seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9363,400.2048,2722,1119,60282,57560,57559,194,43,208,194,194,182,7381,7571,0.0157,0.0328,0.9514,0.0287,0.06,0.9113,22,46,221,209,208,182
43,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9437,398.1618,2321,1059,60062,57741,57743,192,44,172,192,192,193,7351,7549,0.0079,0.0329,0.9593,0.0287,0.0574,0.9138,22,44,188,207,172,193
44,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9351,397.9056,2890,967,59410,56520,56522,211,43,200,211,211,190,7192,7395,0.0157,0.0288,0.9556,0.0196,0.0967,0.8837,15,74,205,257,200,190
45,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9382,396.9801,2566,1114,59520,56954,56956,183,44,207,183,183,176,7471,7663,0.0105,0.0276,0.9619,0.0248,0.0574,0.9179,19,44,218,204,207,176
46,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9375,396.9382,2758,926,58938,56180,56179,192,45,184,192,192,186,7279,7485,0.0105,0.0316,0.9578,0.0352,0.0743,0.8905,27,57,204,221,184,186
47,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9358,398.2159,2545,1267,59402,56857,56857,187,44,196,187,187,194,7420,7614,0.0132,0.0448,0.942,0.0235,0.0692,0.9073,18,53,205,207,196,194
48,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9311,397.5356,2883,1225,59646,56763,56763,177,45,208,177,177,169,7389,7571,0.0106,0.0317,0.9578,0.0383,0.0726,0.8892,29,55,231,210,208,169
49,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9353,397.2085,2556,1273,59136,56580,56582,185,44,212,185,185,173,7542,7728,0.0131,0.0327,0.9542,0.0261,0.077,0.8969,20,59,225,216,212,173
50,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9409,397.5504,2585,923,59402,56817,56818,187,42,204,187,187,176,7396,7590,0.0143,0.0261,0.9596,0.0235,0.0639,0.9126,18,49,212,214,204,176
51,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9415,399.3978,2487,1014,59852,57365,57366,199,44,222,199,199,194,7375,7572,0.0119,0.0264,0.9618,0.0208,0.0781,0.901,16,60,230,236,222,194
