episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,projected_starvation_risk,projected_congestion_risk
50,0.9403523291558288,-3.5727508421346337,-2.520007857466172,-1.281221685784719,-1.151306681928254
51,0.931729341535105,-3.6082587247829983,-2.5446825430255675,-1.2925905454561468,-1.1637112892426227
52,0.9338751935214957,-3.644767429088358,-2.5698862539604352,-1.3076712721755623,-1.176713121699103
53,0.9311135931415462,-3.681741316539128,-2.5930991501364713,-1.320567404371441,-1.18685307643466
54,0.9378859962767058,-3.71264023584096,-2.6126039526471625,-1.3316933108823883,-1.196998495286229
55,0.9411355665739509,-3.73941890017817,-2.6307701779696666,-1.3408613225318775,-1.2061568516754886
56,0.9393588140194613,-3.761848929603502,-2.648203324154066,-1.347130943059772,-1.21235625617896
57,0.9383085479385805,-3.792682595445821,-2.669348473929954,-1.3609944977302904,-1.222304742127111
58,0.9288274449564772,-3.828261998095809,-2.6954995165389506,-1.377208843983545,-1.2351031335858087
59,0.9397741906501752,-3.8507836723792543,-2.713068569989022,-1.3846473021166823,-1.241128134996278
60,0.9352865709938241,-3.8818229810079954,-2.7355669997017973,-1.3973623033712355,-1.2551093511607372
61,0.945498623249132,-3.9009704666791913,-2.7485042681245724,-1.4039787273753601,-1.2602284214687458
62,0.9334219831363897,-3.9306680784198176,-2.7702317466884936,-1.4139124956523659,-1.270141729451184
63,0.9348618601428098,-3.959397924818656,-2.791082716217482,-1.4240055916178234,-1.280270345386836
64,0.9369369369369369,-3.9839607795560266,-2.8088309672127525,-1.4338076371228015,-1.2888915761321733
65,0.9397398622800306,-4.005045108186272,-2.822008795293821,-1.4449176562610317,-1.2969430978690744
66,0.9426320695150185,-4.023791535423459,-2.8365711041082355,-1.4514791467913783,-1.3036347509744364
67,0.9314543672596597,-4.048582086533173,-2.855004290225256,-1.4617808688064031,-1.3119242375849323
68,0.9383536806478907,-4.07197866938067,-2.869665045722014,-1.4690570298061765,-1.3199440530250346
69,0.9409744192352888,-4.092893171238995,-2.8839701569335716,-1.4759567337830033,-1.3248245493825888
70,0.9365165984538426,-4.1176125659337774,-2.9012184455787304,-1.4861654460139255,-1.333733293918437
71,0.9272630426419672,-4.151808297278615,-2.924793152141916,-1.50027815266131,-1.3455830192543483
72,0.9363697050612938,-4.1735941306448945,-2.942259981406072,-1.5066326133867463,-1.352168257147016
73,0.938601478112564,-4.195511121424632,-2.956249391854347,-1.5152241863665519,-1.3598903521838375
74,0.9422759253594372,-4.211715175513961,-2.969072194600188,-1.522511416688335,-1.3668697051261571
75,0.9377957054470459,-4.229961315127279,-2.981660096908219,-1.5293934119223929,-1.3730316426948137
76,0.9422689100924059,-4.244526484660572,-2.9923455685056086,-1.535520306819921,-1.3786673478120075
77,0.9345069999399147,-4.265928491701371,-3.0061641536173216,-1.5459335767054863,-1.3862107428027726
78,0.9345086653297016,-4.289785540063636,-3.0220815199450395,-1.555618069473018,-1.3946942870864916
79,0.9407135992311388,-4.307229593527427,-3.0341368598080294,-1.5638788420394254,-1.4027188256426169
80,0.9364512352535046,-4.328749011105068,-3.0490005892843848,-1.575270895440638,-1.4123725280343389
81,0.9441577870729398,-4.343335540843068,-3.058504636062891,-1.5815031144022247,-1.4176418470747387
82,0.9399950865986979,-4.360197934792191,-3.070910441934405,-1.5886317171851545,-1.4250880532067802
83,0.9333211434143963,-4.381873191859305,-3.0879680078883998,-1.5973039836353353,-1.4350070289407015
84,0.9390694900089472,-4.402997813138426,-3.103424152065657,-1.6058289803183337,-1.4439581490863822
85,0.9385113268608414,-4.416539688562966,-3.1130767492698284,-1.612527095044448,-1.4493218668552008
86,0.9338954976660141,-4.435587441069498,-3.127504803866814,-1.619945053305888,-1.456123130359786
87,0.9391708166569919,-4.456200351463385,-3.139988055786415,-1.628894814419737,-1.4630568884845703
88,0.9404217137729923,-4.472135127867125,-3.1509474238212727,-1.6361902021881505,-1.4688299067037958
89,0.9433645811494804,-4.4870411248165585,-3.1610965653891943,-1.6438400815813587,-1.4749206888988644
90,0.9372205383668938,-4.506071345045056,-3.1724299356609484,-1.6529518862027177,-1.4823781547054458
91,0.9415647624262335,-4.519411973186714,-3.1819334582531265,-1.6583430897915004,-1.4869693199549918
92,0.9369625772072181,-4.538042687375442,-3.1944199838415828,-1.6665132308592943,-1.4940589186597117
93,0.9461343661552212,-4.5488851815540485,-3.2006257465581682,-1.6716249429124612,-1.4977520013155698
94,0.9411888701517707,-4.563905867662332,-3.2092981015717283,-1.6781324245768965,-1.50290430650109
95,0.9395801787357858,-4.5797345884320455,-3.218948316290299,-1.6849932152935923,-1.5090994146353844
96,0.9381424597895756,-4.596988810790578,-3.230671180582454,-1.690070064928784,-1.5136230564152047
97,0.9347010409101912,-4.619477395395177,-3.2451864911472983,-1.6997630201474097,-1.5224222238267264
98,0.9354248522839747,-4.637120684355331,-3.2572573468898303,-1.7068080552651523,-1.5292470434570467
99,0.9410141639585505,-4.651040995065452,-3.266572534502018,-1.7136925110138836,-1.5342602094067246
100,0.9368478359495509,-4.670000868182404,-3.279424398553699,-1.7202497398500838,-1.5400739908771133
101,0.9355759305361588,-4.6889068894953185,-3.292367120834891,-1.7286395449078065,-1.5475418251095598
102,0.9383664858348403,-4.704724242725222,-3.3013136372060976,-1.7352053655328654,-1.5532972676315093
103,0.9329915560916767,-4.724235205029201,-3.3143776058112158,-1.7447388489657512,-1.5615320262827521
104,0.9411476963526858,-4.738413924710959,-3.325484780544975,-1.7499620885700047,-1.5662240416621236
105,0.9393287949361041,-4.751731750710923,-3.3336053262662486,-1.7550595630462846,-1.5695786146326534
106,0.9340151765094028,-4.768535883004525,-3.3459662844396463,-1.7596800611584815,-1.574395121046522
107,0.948258380054873,-4.775056204990295,-3.3507173154614827,-1.762483219925278,-1.5791161844858943
108,0.9383184953359059,-4.790445241645228,-3.361575731702178,-1.7697555855622782,-1.5856135839694767
109,0.9324647057045256,-4.807667599296474,-3.3740618127754596,-1.7756232819530764,-1.5911736983441604
110,0.9425367479921201,-4.819525582514324,-3.3824307813754,-1.7808911354048471,-1.596204619785148
111,0.9378900991310734,-4.832005061029489,-3.3919181359385595,-1.7864453847287114,-1.6002894119938167
112,0.9367505720823799,-4.846532718201101,-3.400356724351777,-1.793413004362008,-1.606359093596345
113,0.9388860315251263,-4.860549493270465,-3.4088304526144744,-1.8002756964939604,-1.6109437663306203
114,0.9346931418786987,-4.8767182752838325,-3.418267766021125,-1.80664202301429,-1.616553356863302
115,0.9365514333895447,-4.891392765924672,-3.42940013116674,-1.8119771195549226,-1.6212761790614518
116,0.9357753946258586,-4.9079209256863665,-3.4402757785415243,-1.822251474378444,-1.6292771754734325
117,0.9356265799927772,-4.922834505052157,-3.4492254307107504,-1.8286051162705261,-1.6322978275470945
118,0.9385052606119241,-4.9358854950074225,-3.459418092082104,-1.83408467791428,-1.6372775817109322
119,0.948579402072262,-4.943926558053229,-3.464817041217365,-1.8386252674105288,-1.6411252551149704
120,0.9394221808014911,-4.9584483417980305,-3.4737378157154644,-1.8447343449832003,-1.6462855841949724
121,0.9373081321856378,-4.973001652205393,-3.4830111438490903,-1.8513069309618155,-1.651674397668656
122,0.9430678109512873,-4.982651009885444,-3.4887965848072517,-1.8543422249720294,-1.6541113123881148
123,0.9356631528075634,-4.996252251813664,-3.4984192750334726,-1.8610031138504393,-1.6595566680037692
124,0.941632262310776,-5.007233833981713,-3.5075135106844444,-1.8651925683207837,-1.66337262798074
125,0.940784895155678,-5.017759095113871,-3.5148569886491074,-1.8682524450522495,-1.6656401499262277
126,0.9377820858449701,-5.030177854406369,-3.521940477129854,-1.874146088287052,-1.6700365056504034
127,0.9311247249152441,-5.046665811131617,-3.5345485406556763,-1.8801103712580276,-1.6748268399643835
128,0.9343740527432556,-5.061295396258868,-3.545086296792868,-1.8864875702367974,-1.67939871838669
129,0.9367729943638325,-5.074987153208478,-3.5542882017358,-1.8923227286291795,-1.6844060490907733
130,0.9336554709038627,-5.092548921047897,-3.566864291082136,-1.898590735057628,-1.6893195845427096
131,0.9447928976153683,-5.103826853589967,-3.575217494481805,-1.9036121768900451,-1.6936289872076988
132,0.9402477242202656,-5.11881177775081,-3.5855182411041864,-1.9100712340019474,-1.699090448816711
133,0.9465389926157172,-5.128932150571779,-3.5906912478322797,-1.9147390409826175,-1.7028888271721678
134,0.9383254574094269,-5.139722092009079,-3.598354092921005,-1.9180522846551677,-1.7055597572222672
135,0.9376662636033857,-5.153608549996824,-3.606918582025532,-1.9230280893339473,-1.709634625167722
136,0.9404974162158896,-5.165969984240234,-3.6146390317979114,-1.9282850823101636,-1.7138010141493556
137,0.9348070666220695,-5.178056625072129,-3.6228479914175407,-1.9333053360414394,-1.7186652871114487
138,0.9403993394385227,-5.191011194647837,-3.631482965794042,-1.9391511197306666,-1.7241544545790868
139,0.9314733087479596,-5.2058638005730815,-3.642746214443424,-1.9450671496830503,-1.7296329826277905
140,0.9373578727145933,-5.215938061754662,-3.6489424666507984,-1.948736524481264,-1.732734582851507
141,0.9381240544629349,-5.227635834016554,-3.65671221882524,-1.9544816096669044,-1.7383444363827036
142,0.9313699000270197,-5.2417262951013,-3.666473142036581,-1.9592246221234595,-1.7430624708582771
143,0.9405570347324019,-5.248866467050709,-3.6715835305950804,-1.9628470467433843,-1.745797994687893
144,0.9371888858720246,-5.260047323709332,-3.679178745067012,-1.9684588524977435,-1.7510132570424168
145,0.9397069421090559,-5.270751422373761,-3.686561764459859,-1.9739253583508083,-1.7552728490873222
146,0.9391944930861663,-5.281207759659378,-3.6944405957475697,-1.978854655330379,-1.7592607988309883
147,0.9370841988018905,-5.294637148597997,-3.703590790155682,-1.9839192607242937,-1.763931044683515
148,0.9375615285940156,-5.308855384544083,-3.7137230229186646,-1.9903125812582017,-1.7700433586600577
149,0.9388831936320328,-5.32010519639447,-3.7223093849672315,-1.9963414882578308,-1.7759284568507498
150,0.9381959251362236,-5.332399597916148,-3.7300978720576405,-2.000760700692806,-1.7802168077966964
151,0.9412119203302498,-5.34199468504299,-3.737223557973975,-2.0051262961147764,-1.7840567116268595
152,0.9384165098706806,-5.351852963037532,-3.7441050438699404,-2.010453077076769,-1.789043551591694
153,0.9392240209821833,-5.363590723304741,-3.7516532057979033,-2.0156127624778093,-1.7938273442973314
154,0.9401581853454708,-5.373730757726528,-3.7593466279358956,-2.0200161489936788,-1.7979773804305266
155,0.9386446614621984,-5.383526615680848,-3.766261706529171,-2.024547091936959,-1.8020907259995633
156,0.9390369473046638,-5.394654016319216,-3.773678105984767,-2.0296820972490512,-1.8062948480693204
157,0.9318236788003387,-5.409710970576474,-3.7836808565438185,-2.037019458455024,-1.8125986184994414
158,0.9426720891700557,-5.420328845708165,-3.7899233444252753,-2.04270806383312,-1.8169403451352395
159,0.9382030853698564,-5.430327505418028,-3.797284449141242,-2.0469910225387045,-1.8213244315372819
160,0.9401670601053205,-5.438600849318115,-3.803668670934751,-2.0509225591331863,-1.825053628161827
161,0.9369902736664049,-5.449515747854918,-3.811877581176483,-2.0546158043270286,-1.828809575090788
162,0.9339266450916937,-5.460648467005651,-3.820398890418253,-2.058621631532453,-1.8331337514030315
163,0.9442411517696461,-5.468937904017879,-3.8259561604724763,-2.063566360572707,-1.837207259588193
164,0.9428545689318639,-5.477148307681664,-3.8316768657847957,-2.0670228353817706,-1.8407413250120654
165,0.9342340730136006,-5.489404368955364,-3.840077329412716,-2.0732215853303715,-1.8460207886596938
166,0.9380838003736323,-5.500002696024788,-3.8472634006961175,-2.0765386513352397,-1.8488079364441508
167,0.9422388104626314,-5.506041473433303,-3.8507522177154128,-2.0801612865600094,-1.8520069036172024
168,0.9411230787849449,-5.5154822963243,-3.8579174460660877,-2.084417712263952,-1.8566108354233726
169,0.9403754029706848,-5.524772625978715,-3.8651752478415826,-2.0877077620372058,-1.8597163188395145
170,0.9427779785568003,-5.5337574034921095,-3.8716397055069605,-2.091973038199426,-1.863539907913759
171,0.9342117110357454,-5.544760581000207,-3.879041379349571,-2.096597083743284,-1.8668342194523238
172,0.9393527332064183,-5.554366190603009,-3.8861276519643977,-2.101789842484241,-1.8713993657473655
173,0.9410188474739568,-5.56579922530775,-3.893057104109595,-2.106952637361347,-1.8753892095758542
174,0.9462368788842963,-5.572000885341985,-3.8973387644412028,-2.1102295502387243,-1.877817483333724
175,0.9407746949183413,-5.58088981784036,-3.903189017446252,-2.115045779627304,-1.8814598859712075
176,0.9413591413410516,-5.58872053269249,-3.9094468953836787,-2.1183707354241816,-1.884537513675954
177,0.9438374717832957,-5.596313921061169,-3.9154686110025483,-2.121584783489849,-1.887126158177809
178,0.9421902400677269,-5.604307037213186,-3.9218654029735376,-2.12442602619446,-1.890099017307368
179,0.9373493975903614,-5.61628464299305,-3.929087440117328,-2.1292128554913834,-1.8939446237658644
180,0.9437255492025278,-5.624875073635592,-3.9361267044611514,-2.132734628550931,-1.897081292814737
181,0.9377112939416604,-5.634668646256881,-3.942693883074863,-2.1367918423721854,-1.9008583342066716
182,0.9451169061992462,-5.640805378609557,-3.946574650356045,-2.138988493458217,-1.902972240181602
183,0.9356397023523764,-5.652557324053909,-3.9548866579693756,-2.1442940942322988,-1.907311766756687
184,0.9405760668746403,-5.660279207370635,-3.959064055280989,-2.147560585942006,-1.9106517738368327
185,0.9390115351022498,-5.667748021821388,-3.9635254810338982,-2.150494723093674,-1.91275737669195
186,0.9373669534974365,-5.677954925295493,-3.970072052444883,-2.1549628548452393,-1.9164603495913228
187,0.9425719746382307,-5.68557185569603,-3.9755113198951664,-2.1594579719056903,-1.9205516922113495
188,0.9382693754702784,-5.693222938075124,-3.981587925451596,-2.1621358414694574,-1.9221918210709668
189,0.9448154975973888,-5.698971734449488,-3.9861582564285247,-2.1634131346840824,-1.92374127249387
190,0.9416520847161045,-5.708011495502413,-3.992727249186575,-2.168083607957995,-1.927135838627896
191,0.9403650125129708,-5.716481028571265,-3.998535397335832,-2.170768530583904,-1.9298578392479844
192,0.9457098095926729,-5.720398416749577,-4.000631162327883,-2.1718167959090118,-1.9308280450428341
193,0.942263419362656,-5.726318340957903,-4.005138936751967,-2.1744261553138426,-1.9337897682365963
194,0.9420816927654714,-5.736902683861597,-4.011091723095181,-2.1790695180236095,-1.937498306524944
195,0.9472476362412411,-5.741099612774361,-4.013656576222654,-2.181196272327435,-1.9389903089269123
196,0.9385538553855386,-5.75006343724609,-4.018830407181842,-2.187198836960504,-1.9431348801950188
197,0.9343388728323699,-5.761539139515616,-4.026724104782694,-2.191929144362233,-1.9472499964222088
198,0.9411747024167368,-5.769023117776081,-4.032786930432574,-2.1946368830755025,-1.9492294834130772
199,0.9410161980897631,-5.775282543721905,-4.036713197571401,-2.1973986255372684,-1.9511884726256234
200,0.9409033347403968,-5.783515536632498,-4.042313040992623,-2.2011357326941043,-1.9550539085332657
201,0.9414940402171605,-5.790123604385697,-4.04702590335156,-2.203880663255686,-1.9578152703102139
202,0.9443091905051735,-5.794924913076574,-4.050148538348324,-2.207133589804207,-1.9598826247551238
203,0.9331459485598573,-5.806379656478883,-4.059048076343756,-2.212191987803033,-1.963714703940431
204,0.9420661838848657,-5.81338517564811,-4.063862965457155,-2.215145328511271,-1.9665599226842727
205,0.935564752439356,-5.820627448179283,-4.069044520391927,-2.2191344266652155,-1.969090650121077
206,0.9497495020220921,-5.826114389293929,-4.072440373152578,-2.2220429745857184,-1.9713883958032392
207,0.9327358319753757,-5.835817903578921,-4.078522155843746,-2.227085897956087,-1.9751907554152497
208,0.9367522924637153,-5.84438935096074,-4.083872400454723,-2.230148727882166,-1.9782497510194332
209,0.942922097605335,-5.849295619934152,-4.087390796283284,-2.2328689615250363,-1.980779184659974
210,0.9373195124175456,-5.8585323852464635,-4.093314851927772,-2.2385184879434235,-1.984621778062279
211,0.9368783820550802,-5.868533390800289,-4.099719139028888,-2.243127003993741,-1.9886406198997588
212,0.9350189177827157,-5.876679154906862,-4.105517070394291,-2.2460973528502786,-1.991383921900904
213,0.9380493930514859,-5.884943985794267,-4.110589457248753,-2.24975256246941,-1.9943890749478062
214,0.940584816454362,-5.892100570810686,-4.115897649543694,-2.2533315024709633,-1.9980462720765602
215,0.9441668937535955,-5.896749335946389,-4.118284088509119,-2.2545727790945578,-1.9989615328172705
216,0.9423042086830505,-5.9032573988359935,-4.123279443977467,-2.2583400515966785,-2.0021179397653017
217,0.9376050924813836,-5.91208840603234,-4.129278958939999,-2.2618282705865123,-2.005253255582439
218,0.9409224968834564,-5.918377339396703,-4.133772820275898,-2.264626142943535,-2.0077395973862733
219,0.9385203927947466,-5.926502589580391,-4.1399946212278085,-2.2672055528918076,-2.0100065402529754
220,0.9423280583376199,-5.934298023491576,-4.145338096544379,-2.27081133717377,-2.0121512572018494
221,0.9360566252774278,-5.94278332234712,-4.1506060057636835,-2.275446342500281,-2.0158487704779104
222,0.9378759341393766,-5.949375311599624,-4.155017714307583,-2.2780560291937673,-2.017892294892443
223,0.9367179548584087,-5.958841826550733,-4.161753208324327,-2.282825705103091,-2.0218771598980827
224,0.9353236807466794,-5.968339303960942,-4.168202463791891,-2.287084689200821,-2.0251897310562152
225,0.9380776061892291,-5.9757362814856725,-4.1736886041464,-2.2899711528990854,-2.0273161464269993
226,0.9429448218329162,-5.983245292559096,-4.178667840673672,-2.292892293511698,-2.0294471647038224
227,0.942356418918919,-5.98818193880194,-4.182058853411929,-2.2953460962079375,-2.030977704716427
228,0.9423989090477884,-5.99365048049339,-4.186588500383514,-2.2971791883192454,-2.0327567861978006
229,0.946590123531003,-5.9983095161323225,-4.189788598633976,-2.300015721650813,-2.034555609653565
230,0.9414081289081289,-6.0056850011151,-4.195122097851197,-2.303643578853336,-2.037074374112154
231,0.9401931986797081,-6.013843395897087,-4.200575376857784,-2.3076221909217716,-2.0403684596590197
232,0.9349010269385325,-6.022942337568808,-4.206093606426933,-2.3114916123961224,-2.043759102977147
233,0.9435986264320662,-6.028981046351073,-4.210567566530854,-2.3142733807512053,-2.0456855535045824
234,0.9408993446682572,-6.03515081674372,-4.215431574825504,-2.3167430806135583,-2.0477812969844043
235,0.9414887088856161,-6.041321446771602,-4.2197086375587185,-2.318783507795489,-2.0492746227778995
236,0.9419500167422605,-6.0475554382887315,-4.222832985613585,-2.321626451736287,-2.0515466554868205
237,0.9390442328552489,-6.054113555923999,-4.22754153273935,-2.324173000164785,-2.053575755849672
238,0.9412781704024993,-6.059844982916809,-4.231371415028098,-2.3275574704830664,-2.0565787866647605
239,0.9385396446169927,-6.067242340471934,-4.23639053860405,-2.331472061039019,-2.0604752760231997
240,0.9366848905042607,-6.075882414116465,-4.242498339481838,-2.336328335359285,-2.064153165345185
241,0.9482878262181325,-6.081010631020221,-4.2452500764691745,-2.3383421421997874,-2.0661364632361177
242,0.940079814164036,-6.088156284536898,-4.2504292499760705,-2.341113154011438,-2.0678068172366686
243,0.9387457904796578,-6.09503516268346,-4.254865391103005,-2.3442780659080547,-2.070232951803001
244,0.9347683501281975,-6.10177375932219,-4.260053607558293,-2.347018921905338,-2.073214137830965
245,0.9461352006463776,-6.1068489399332355,-4.26365513423249,-2.349074207453635,-2.075336926678602
246,0.946715594104446,-6.111962805308587,-4.266840133496509,-2.3513961794808753,-2.0771040493797512
247,0.9367232313575526,-6.11832263094213,-4.2715853180447025,-2.3544890373912497,-2.080782244227135
248,0.9424591337549219,-6.1228278509355105,-4.274885826732478,-2.356608136774471,-2.0828917868220125
249,0.943029490616622,-6.1284177255006345,-4.278970667615117,-2.3594636226788843,-2.08618246308013
250,0.9356542617046819,-6.135542053053482,-4.2838277216034095,-2.363972455098204,-2.089651383634516
251,0.9458190999554433,-6.1415202391624515,-4.288040371627684,-2.366553418248208,-2.092449755383516
252,0.9408423469696054,-6.145642573224091,-4.291571861613556,-2.3687701922096904,-2.094190043112288
253,0.9410495609103893,-6.151660747157167,-4.29522808026509,-2.3719147658308164,-2.0967934174179472
254,0.948011207894256,-6.155065877528018,-4.297766118139638,-2.372407560877986,-2.0977106500077634
255,0.938568924880643,-6.161261431915811,-4.301947589177674,-2.3746252721239443,-2.1002588968142044
256,0.9411939411939412,-6.165960032047861,-4.305381434511515,-2.377478746849312,-2.1029530453504575
257,0.9395488721804511,-6.1727696855262995,-4.309277392889009,-2.3797229698872475,-2.104860106910558
258,0.9346520452983536,-6.178973304370461,-4.314077247303741,-2.381899716830529,-2.1077394655625468
259,0.9379908179292014,-6.185422191400907,-4.319655324509393,-2.385755598612689,-2.1117445278037414
260,0.9327148261574492,-6.193050273398033,-4.324248843361149,-2.3886163914745824,-2.114224452220567
261,0.9371131542575566,-6.200211298336438,-4.329082998092541,-2.392108376168273,-2.1166843515552203
262,0.9378630365494027,-6.206024083181734,-4.333045029671764,-2.3940651498386263,-2.1182269581185347
263,0.9409316034152715,-6.210877327669758,-4.336364493351876,-2.3972052706977074,-2.1202408572061926
264,0.9441505350486954,-6.216246600624483,-4.339150173257587,-2.400257387438494,-2.1234543060571442
265,0.9342511772998591,-6.224410853738311,-4.344059566677288,-2.404652327095323,-2.127209241836743
266,0.9392442653252931,-6.230217644689343,-4.34800262005778,-2.4067425218796346,-2.1291262118077254
267,0.9455481747821317,-6.234394653899325,-4.350795325205124,-2.408385907114342,-2.1302717210216127
268,0.9414848484848485,-6.240571254343562,-4.3547650487829195,-2.4120291203582314,-2.1328654194174974
269,0.9323131778339029,-6.24914076583773,-4.360073645234621,-2.414103160946181,-2.1347243179727338
270,0.9441676792223572,-6.252700616220463,-4.362948276995775,-2.415882429529742,-2.1365992320267426
271,0.9481918595854139,-6.256024965552717,-4.366273861635652,-2.4172000599037426,-2.138092431835139
272,0.9426908032384245,-6.261246596404994,-4.370126307691884,-2.4186889491887036,-2.139855005483788
273,0.9433400499233106,-6.26687117085693,-4.373895272386078,-2.422372081130472,-2.142768387424958
274,0.9447312662269838,-6.272436211542026,-4.377546222970483,-2.425025475428724,-2.1446427122354517
275,0.9365908469737921,-6.27894028829482,-4.381617000840266,-2.427548962921459,-2.146437658965113
276,0.9430450390660352,-6.28353936174656,-4.385145306367981,-2.4292014064072798,-2.147608740515985
277,0.9437408223201175,-6.287864805907634,-4.388223941429222,-2.4317254579374756,-2.1499087122296716
278,0.936542669584245,-6.294966762848752,-4.393361357694586,-2.434848715754799,-2.1532111745408358
279,0.9379047852911384,-6.299694673232133,-4.396285512230245,-2.437424456834566,-2.1551189347804702
280,0.9395383919143159,-6.305156443203027,-4.3994499200905075,-2.440048420176477,-2.1567838058035633
281,0.9464095946561408,-6.307915367607995,-4.401736664061515,-2.4418386145797752,-2.158229286490247
282,0.9424180817986128,-6.312937267757659,-4.404794308651753,-2.44390910047911,-2.159800952069059
