episode,service_level,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
104,0.9351745417145623,-6.068704611760904,-7.181704554002258,-3.47395731071909,-5.55451407974188,0.017533,0.1,0.041792,0.2,1526,617,1222,33058,37671,37666,0,0,0,0,3637,3656,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
105,0.9346959724654308,-6.0835251677273545,-7.2169023811080635,-3.4820108935786043,-5.56189014731702,0.017395,0.1,0.041168,0.2,1454,709,1109,33122,37799,37794,0,0,0,0,3631,3620,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
106,0.936951075966559,-6.096835339223028,-7.234981075408076,-3.468153590804039,-5.5672410103329995,0.017259,0.1,0.040553,0.2,1458,631,1096,33133,37834,37825,0,0,0,0,3458,3462,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
107,0.936396279726866,-6.103988434929107,-7.254932519802949,-3.4631732062566356,-5.58113188033251,0.017126,0.1,0.039947,0.2,1591,570,1164,33976,38562,38559,0,0,0,0,3582,3581,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
108,0.9376273217495507,-6.118287646659684,-7.269041510234824,-3.47754967818259,-5.599237012759134,0.016994,0.1,0.03935,0.2,1493,589,1128,33380,37965,37961,0,0,0,0,3649,3629,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
109,0.9395693866473674,-6.144979381894196,-7.281400531014834,-3.476003452013699,-5.595164359203818,0.016864,0.1,0.038762,0.2,1438,566,1093,33162,37732,37727,0,0,0,0,3603,3605,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
110,0.9349859960669805,-6.14863707235569,-7.288172070682248,-3.487299184820789,-5.637608786198649,0.016737,0.1,0.038183,0.2,1583,599,1239,33562,38244,38237,0,0,0,0,3620,3620,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
111,0.9400120336943442,-6.158111612900655,-7.304354769055422,-3.4963102248168205,-5.636125878561668,0.016611,0.1,0.037612,0.2,1381,613,1061,33240,38004,38000,0,0,0,0,3595,3575,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
112,0.9416270783847981,-6.166764882308046,-7.312023058185797,-3.498421847071185,-5.652675704620489,0.016487,0.1,0.03705,0.2,1400,566,1029,33680,38373,38368,0,0,0,0,3620,3617,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
113,0.9374230549800319,-6.161766865215346,-7.327352906193988,-3.5270771187407086,-5.654200114654604,0.016365,0.1,0.036497,0.2,1484,600,1190,33303,38008,38004,0,0,0,0,3606,3605,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
114,0.9373024864349174,-6.174100851471452,-7.346950843645224,-3.5352322206896893,-5.654738511605423,0.016245,0.1,0.035951,0.2,1496,607,1181,33542,38223,38218,0,0,0,0,3562,3580,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
115,0.9391960097381391,-6.18027416100899,-7.370928354147679,-3.553250168683185,-5.662633535732306,0.016126,0.1,0.035414,0.2,1407,641,1085,33682,38424,38419,0,0,0,0,3651,3650,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
116,0.9303291017387643,-6.178642384446022,-7.390545790060927,-3.5769666732109453,-5.677652638641863,0.01601,0.1,0.034885,0.2,1568,748,1200,33242,37821,37816,0,0,0,0,3568,3563,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
117,0.9384476262245667,-6.18723145251813,-7.417737291743427,-3.5738149286063083,-5.684599545848786,0.015895,0.1,0.034364,0.2,1481,561,1242,33175,37801,37791,0,0,0,0,3679,3671,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
118,0.9386081292968279,-6.2044728750704765,-7.44928373715682,-3.575461021047844,-5.681605627085585,0.015781,0.1,0.03385,0.2,1552,484,1149,33164,37703,37699,0,0,0,0,3606,3609,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
119,0.9362755392877502,-6.2203615475462595,-7.485887182088625,-3.5674010248002945,-5.686202735941479,0.015669,0.1,0.033345,0.2,1496,628,1069,33331,37878,37871,0,0,0,0,3587,3587,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
120,0.939563581640331,-6.2240725140571636,-7.501759500242318,-3.5574291666566586,-5.688368801267165,0.015559,0.1,0.032847,0.2,1403,605,1201,33225,38070,38065,0,0,0,0,3633,3628,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
121,0.94013065656415,-6.24171235328181,-7.531633284629801,-3.5522674698468166,-5.66082827055746,0.01545,0.1,0.032356,0.2,1401,606,1206,33523,38344,38337,0,0,0,0,3584,3598,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
122,0.9351832429354829,-6.243223708224829,-7.54868482958316,-3.565001568491945,-5.672196332784523,0.015343,0.1,0.031872,0.2,1512,651,1221,33371,38078,38075,0,0,0,0,3626,3626,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
123,0.9347643350345242,-6.253000720298928,-7.558202328453761,-3.582192422926992,-5.6817722210359065,0.015237,0.1,0.031396,0.2,1503,670,1194,33310,37959,37954,0,0,0,0,3585,3580,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
124,0.9445765722371076,-6.257202356238454,-7.575597124895679,-3.5872617833902933,-5.679471173017336,0.015133,0.1,0.030927,0.2,1327,514,1011,33217,38093,38087,0,0,0,0,3576,3571,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
125,0.9484119863628208,-6.257152886299896,-7.583932913346403,-3.588577425732214,-5.6721205089134905,0.01503,0.1,0.030465,0.2,1121,604,1018,33438,38194,38186,0,0,0,0,3616,3613,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
126,0.9402196497476996,-6.276842894101562,-7.601138055869404,-3.58997740536093,-5.674902148073797,0.014929,0.1,0.03001,0.2,1419,595,1061,33690,38566,38563,0,0,0,0,3566,3557,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
127,0.9441352546553955,-6.272558311213819,-7.609773152472935,-3.5987805679323746,-5.688456503819522,0.014829,0.1,0.029561,0.2,1300,557,1039,33241,38142,38132,0,0,0,0,3573,3561,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
128,0.937890934719408,-6.281497454274409,-7.62899039074509,-3.5948209046429067,-5.707707134639002,0.01473,0.1,0.02912,0.2,1628,487,1017,34053,38575,38569,0,0,0,0,3622,3621,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
129,0.929766993798543,-6.29485495144568,-7.662919558227353,-3.5835624375603756,-5.720232372577412,0.014632,0.1,0.028685,0.2,1748,585,1173,33218,37805,37801,0,0,0,0,3603,3608,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
130,0.9492416099367013,-6.31373728910194,-7.65995102326905,-3.570665423016071,-5.7197631838090475,0.014536,0.1,0.028256,0.2,1281,419,1103,33492,38184,38173,0,0,0,0,3632,3634,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
131,0.9376608775407557,-6.3402654521680635,-7.675700172162141,-3.5657329085614164,-5.722263975318501,0.014441,0.1,0.027834,0.2,1567,540,1017,33799,38394,38386,0,0,0,0,3650,3652,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
132,0.9288240230160633,-6.3692033480536265,-7.692375863508414,-3.5725505943925167,-5.75472028157615,0.014348,0.1,0.027418,0.2,1662,713,1170,33368,38009,38002,0,0,0,0,3675,3664,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
133,0.9348797553948374,-6.369980055070741,-7.7014535358140765,-3.5800042927457256,-5.7895290078477,0.014255,0.1,0.027008,0.2,1508,707,1107,34014,38809,38804,0,0,0,0,3596,3592,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
134,0.9438280586880078,-6.371173822174548,-7.703612142603938,-3.590162176782429,-5.796858696962494,0.014164,0.1,0.026605,0.2,1367,486,944,32988,37938,37936,0,0,0,0,3547,3546,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
135,0.9465593194592131,-6.3723937532142205,-7.713509844426539,-3.5847598592016587,-5.801828815762235,0.014074,0.1,0.026207,0.2,1267,492,951,32915,37926,37918,0,0,0,0,3677,3684,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
136,0.9440703047141606,-6.366018529525479,-7.727598491044788,-3.6033702110976478,-5.797867782375657,0.013985,0.1,0.025816,0.2,1265,587,1033,33113,37960,37955,0,0,0,0,3580,3571,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
137,0.9459914090895437,-6.357721669784143,-7.7319946851286945,-3.6102194031091015,-5.817090686187723,0.013897,0.1,0.02543,0.2,1277,521,938,33291,37876,37865,0,0,0,0,3628,3637,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
138,0.9400085397096498,-6.36128902816355,-7.756456517502264,-3.6076517974327147,-5.835944745097605,0.01381,0.1,0.02505,0.2,1390,577,923,32788,37584,37580,0,0,0,0,3582,3579,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
139,0.9351677007463357,-6.387145245481771,-7.780887064940521,-3.5968359851049074,-5.846001919345467,0.013724,0.1,0.024676,0.2,1536,627,1128,33363,37699,37696,0,0,0,0,3729,3709,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
140,0.9375599232981784,-6.410202848647381,-7.809470399812204,-3.583265292390644,-5.837427878530698,0.013639,0.1,0.024307,0.2,1548,536,1041,33376,37928,37924,0,0,0,0,3661,3664,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
141,0.9362254025044723,-6.433990781970033,-7.821506446851132,-3.576180696266887,-5.851106965255422,0.013556,0.1,0.023944,0.2,1590,549,1210,33540,38130,38128,0,0,0,0,3611,3620,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
142,0.9378301382871387,-6.4583072369920504,-7.847138345566702,-3.5737585134819434,-5.846340172234329,0.013473,0.1,0.023586,0.2,1604,491,991,33698,38203,38200,0,0,0,0,3572,3578,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
143,0.9406335221313195,-6.480710751147519,-7.8642975873997605,-3.5655332862296687,-5.853925082415051,0.013392,0.1,0.023234,0.2,1391,590,1038,33369,37916,37908,0,0,0,0,3609,3620,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
144,0.9365415746872701,-6.5028737477117335,-7.884164092223025,-3.577556189675334,-5.838420155089846,0.013311,0.1,0.022887,0.2,1519,637,1054,33975,38482,38473,0,0,0,0,3624,3620,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
145,0.9385967516850263,-6.500024196069261,-7.8920180220827305,-3.587665779664553,-5.861207901485745,0.013231,0.1,0.022545,0.2,1518,550,1079,33679,38266,38256,0,0,0,0,3553,3557,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
146,0.9423157266487616,-6.515191969717308,-7.9141549404651865,-3.5839246254840993,-5.867743942550162,0.013153,0.1,0.022208,0.2,1452,481,967,33510,38151,38146,0,0,0,0,3640,3638,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
147,0.9445222417543128,-6.521834573162194,-7.927103241204,-3.5882786339223554,-5.857563679563497,0.013075,0.1,0.021876,0.2,1284,578,1021,33563,38479,38472,0,0,0,0,3535,3549,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
148,0.9366431116748203,-6.522773391823423,-7.937230125801004,-3.5976193596350057,-5.878245456400111,0.012998,0.1,0.021549,0.2,1461,637,1116,33114,37891,37883,0,0,0,0,3533,3531,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
149,0.9356344937644069,-6.521965305686839,-7.941689719991908,-3.614022574869101,-5.894454750316796,0.012922,0.1,0.021227,0.2,1458,720,1187,33838,38476,38472,0,0,0,0,3604,3591,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
150,0.9390295231796043,-6.521052164919735,-7.95512170566692,-3.6159762234043846,-5.907932957798165,0.012847,0.1,0.02091,0.2,1375,653,1321,33262,38164,38154,0,0,0,0,3624,3642,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
151,0.9425487256371814,-6.528901575275984,-7.961366712458915,-3.6243201977551327,-5.91689891706485,0.012773,0.1,0.020598,0.2,1372,544,940,33350,38022,38014,0,0,0,0,3552,3537,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
152,0.9414313461825788,-6.538747142576745,-7.981408169588283,-3.61706084520946,-5.9330041109049345,0.012699,0.1,0.02029,0.2,1414,546,1064,33465,38331,38321,0,0,0,0,3656,3646,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
153,0.940634595701126,-6.5353297690507475,-7.976150331626401,-3.6266222127597887,-5.971690247782689,0.012627,0.1,0.019987,0.2,1400,572,940,33218,37725,37721,0,0,0,0,3546,3561,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
154,0.9454847612547111,-6.543239351260533,-7.977869570189497,-3.6254753810763645,-5.973033623789577,0.012555,0.1,0.019688,0.2,1346,491,1047,33697,38409,38406,0,0,0,0,3621,3620,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
155,0.9335084943122444,-6.548156339300858,-7.992312386379768,-3.6389005174275546,-5.9878078265938806,0.012484,0.1,0.019394,0.2,1588,639,1049,33493,38038,38036,0,0,0,0,3604,3615,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
156,0.9372158411103135,-6.566844071377875,-8.009584131206754,-3.6431154418353118,-5.983758337606685,0.012414,0.1,0.019104,0.2,1458,641,910,33432,37951,37945,0,0,0,0,3664,3661,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
157,0.9387675154437246,-6.579818840649344,-8.024211253409634,-3.647382533300067,-5.974762799944104,0.012345,0.1,0.018819,0.2,1361,671,1063,33185,37815,37808,0,0,0,0,3599,3596,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
158,0.9330394376265936,-6.584603879596181,-8.040550661678731,-3.654160745044608,-5.998893896368597,0.012276,0.1,0.018538,0.2,1657,591,976,33572,37908,37902,0,0,0,0,3674,3682,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
159,0.9444195561926948,-6.582753724660977,-8.043349339359219,-3.6500155884773866,-6.022503383238834,0.012209,0.1,0.018261,0.2,1352,509,898,33483,38411,38404,0,0,0,0,3548,3565,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
160,0.9428795700872505,-6.591313508638037,-8.059664614531382,-3.6411835148760097,-6.029402805778663,0.012142,0.1,0.017988,0.2,1332,560,993,33123,37850,37840,0,0,0,0,3648,3643,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
161,0.9431697310439143,-6.584791837871028,-8.076194533576261,-3.6409317205760106,-6.0447080698922555,0.012075,0.1,0.017719,0.2,1253,617,769,32905,37643,37637,0,0,0,0,3616,3611,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
162,0.940795559666975,-6.600550519397777,-8.088117941253628,-3.643529091409203,-6.047056366630346,0.01201,0.1,0.017454,0.2,1438,546,1239,33511,38094,38090,0,0,0,0,3648,3643,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
163,0.9359036583146272,-6.612819077200009,-8.11143507052226,-3.649723863431325,-6.044877062357667,0.011945,0.1,0.017193,0.2,1526,587,899,32966,37421,37414,0,0,0,0,3570,3567,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
164,0.9406507927082715,-6.616979422686349,-8.124989711645684,-3.656713439793435,-6.053704870007149,0.011881,0.1,0.016937,0.2,1454,545,1009,33682,38250,38244,0,0,0,0,3571,3576,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
165,0.9451193841342395,-6.639551658470844,-8.141064415785053,-3.6516315743987997,-6.041103342170973,0.011817,0.1,0.016683,0.2,1257,568,1005,33254,38125,38119,0,0,0,0,3515,3496,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
166,0.9352934160305344,-6.647549312547784,-8.1569634232983,-3.658166628049412,-6.052031480792727,0.011754,0.1,0.016434,0.2,1546,624,1188,33536,38125,38120,0,0,0,0,3606,3614,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
167,0.9353694462814885,-6.668597258779137,-8.17867685165603,-3.669955502253496,-6.0444255669125715,0.011692,0.1,0.016189,0.2,1599,551,914,33266,37853,37850,0,0,0,0,3600,3600,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
168,0.9428580025877893,-6.671404776558419,-8.197052253714551,-3.6683163834659123,-6.047317616219582,0.011631,0.1,0.015947,0.2,1331,568,1082,33233,38124,38114,0,0,0,0,3609,3619,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
169,0.9353592814371258,-6.677911465059098,-8.219947260807825,-3.6762428783363332,-6.049837350855915,0.01157,0.1,0.015709,0.2,1529,630,1075,33400,38191,38189,0,0,0,0,3554,3553,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
170,0.9467914357530056,-6.693422367597728,-8.233139382438154,-3.669265893456186,-6.039694834924229,0.01151,0.1,0.015474,0.2,1303,454,953,33021,37914,37910,0,0,0,0,3714,3721,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
171,0.9430959366942295,-6.692597037632991,-8.244105642158837,-3.681646363100414,-6.04655828557029,0.01145,0.1,0.015243,0.2,1373,547,1032,33741,38623,38609,0,0,0,0,3618,3613,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
172,0.9274837706046011,-6.704272901574636,-8.24221544351481,-3.698492970843923,-6.072070745209616,0.011391,0.1,0.015015,0.2,1627,797,1148,33427,37605,37595,0,0,0,0,3558,3566,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
173,0.9386957170571556,-6.710177006599663,-8.254029366760262,-3.70576268447249,-6.081749967130405,0.011333,0.1,0.014791,0.2,1463,591,1032,33505,38191,38188,0,0,0,0,3639,3620,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
174,0.9412345531252805,-6.6956110862266875,-8.243820292718127,-3.7307574490375255,-6.1092035448055455,0.011275,0.1,0.01457,0.2,1353,611,982,33421,38131,38127,0,0,0,0,3683,3671,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
175,0.9380254909533854,-6.696060527609779,-8.256555325245948,-3.740784184918688,-6.115030288572657,0.011218,0.1,0.014352,0.2,1490,596,1011,33659,37993,37985,0,0,0,0,3666,3661,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
176,0.9458471760797342,-6.696897951065512,-8.264298076104112,-3.7453883970818387,-6.119431494653983,0.011161,0.1,0.014137,0.2,1329,464,923,33110,37836,37831,0,0,0,0,3585,3587,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
177,0.94123154048259,-6.700092452399678,-8.273318232540186,-3.753740544802247,-6.127053833975313,0.011105,0.1,0.013926,0.2,1306,640,1045,33113,37837,37832,0,0,0,0,3647,3644,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
178,0.9400512125320079,-6.707635028080276,-8.295310762935618,-3.7523917104771,-6.128168824719045,0.011049,0.1,0.013718,0.2,1469,521,1036,33195,37871,37867,0,0,0,0,3632,3643,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
179,0.941238670694864,-6.703696788737301,-8.306568672740697,-3.7549747271458425,-6.144800914925935,0.010994,0.1,0.013513,0.2,1405,540,975,33100,37811,37805,0,0,0,0,3556,3544,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
180,0.9397597597597598,-6.709651934539147,-8.320487800696105,-3.7486249676673027,-6.154942047051158,0.01094,0.1,0.013311,0.2,1399,607,1016,33300,38163,38158,0,0,0,0,3575,3572,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
181,0.9313780897706654,-6.712347890796885,-8.329063083780744,-3.76570217124492,-6.170064573457869,0.010886,0.1,0.013112,0.2,1541,766,1323,33619,38049,38041,0,0,0,0,3665,3685,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
182,0.9377970282139205,-6.725377894433615,-8.356085062231015,-3.7591323252735536,-6.163983881949074,0.010833,0.1,0.012916,0.2,1375,693,1104,33246,38195,38184,0,0,0,0,3598,3592,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
183,0.9393321743300761,-6.733543265940904,-8.366586534868842,-3.7508104507849422,-6.185748399622584,0.01078,0.1,0.012723,0.2,1372,652,1048,33362,38336,38328,0,0,0,0,3664,3654,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
184,0.9453925934781959,-6.722663207803796,-8.36807804474931,-3.766422202162013,-6.196470187229285,0.010728,0.1,0.012533,0.2,1295,532,1122,33457,38363,38355,0,0,0,0,3667,3657,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
185,0.9437163828712372,-6.716909279374131,-8.382363176909053,-3.778928400091104,-6.201631373293779,0.010676,0.1,0.012346,0.2,1374,520,940,33651,38462,38455,0,0,0,0,3553,3566,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
186,0.9375505194144238,-6.727923571678485,-8.389166517872193,-3.77922466277466,-6.221053922993824,0.010625,0.1,0.012162,0.2,1597,489,1064,33403,37873,37870,0,0,0,0,3598,3595,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
187,0.9397741906501752,-6.73899810240565,-8.409527060970287,-3.7750532742569396,-6.218825338710876,0.010574,0.1,0.01198,0.2,1365,646,1148,33391,38218,38212,0,0,0,0,3581,3590,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
188,0.9440093267966041,-6.749966190410561,-8.419220752867385,-3.776636181139171,-6.220742658260961,0.010524,0.1,0.011801,0.2,1230,643,1029,33452,38323,38317,0,0,0,0,3637,3641,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
189,0.9316672127729291,-6.758267834403881,-8.434357382366434,-3.7811871588687826,-6.249930380696621,0.010474,0.1,0.011625,0.2,1580,714,1150,33571,38181,38174,0,0,0,0,3664,3661,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
190,0.9430823380764718,-6.770166793340893,-8.42811599571449,-3.7764880443309505,-6.265413867914695,0.010424,0.1,0.011451,0.2,1366,526,1080,33241,38037,38030,0,0,0,0,3655,3651,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
191,0.9383914839721359,-6.768230958262037,-8.433822425196203,-3.78188264886285,-6.283990931657679,0.010375,0.1,0.01128,0.2,1400,643,1074,33161,37781,37775,0,0,0,0,3576,3567,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
192,0.9399002343890859,-6.774990882969666,-8.440061289344598,-3.7842368559748603,-6.297553434070368,0.010327,0.1,0.011111,0.2,1503,497,947,33278,38108,38102,0,0,0,0,3661,3647,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
193,0.926765140324963,-6.786974358253397,-8.459128200314103,-3.7934112463210004,-6.30448332617472,0.010279,0.1,0.010945,0.2,1717,762,1293,33850,38313,38312,0,0,0,0,3585,3584,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
194,0.9378853963001955,-6.786299405012136,-8.461243930604716,-3.8067094074039076,-6.321990128850047,0.010231,0.1,0.010782,0.2,1600,465,1053,33245,37890,37881,0,0,0,0,3549,3549,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
195,0.9377359051327013,-6.7918001448691045,-8.468002042521237,-3.8114189549598914,-6.334831043435206,0.010184,0.1,0.010621,0.2,1539,556,1110,33647,38204,38199,0,0,0,0,3555,3560,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
196,0.9324986712336857,-6.7966825478705495,-8.489498047827166,-3.8224177165224367,-6.344643926302692,0.010138,0.1,0.010462,0.2,1678,608,1125,33866,38451,38449,0,0,0,0,3586,3582,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
197,0.9399904841203759,-6.789997041899488,-8.491848612924535,-3.821215201038011,-6.380306240291343,0.010091,0.1,0.010306,0.2,1395,623,1056,33628,38224,38213,0,0,0,0,3585,3596,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
198,0.9350251979841613,-6.809655063802745,-8.508812422087997,-3.816269939830712,-6.3853291512863635,0.010045,0.1,0.010152,0.2,1512,654,1082,33336,37951,37945,0,0,0,0,3561,3555,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
199,0.941976885825485,-6.803376374446906,-8.518428233813244,-3.8379559365449474,-6.38853209547198,0.01,0.1,0.01,0.2,1327,626,1123,33659,38451,38451,0,0,0,0,3590,3589,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
