episode,service_level,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity
68,0.9212710813957856,0.013140465997424518,-0.0050547337040720095,-1.4013446682850887,-1.1272665052242374,-0.23138427192195057
69,0.908066982433894,0.011969479495637527,-0.007809755331917126,-1.408268275980061,-1.1358904432817913,-0.23359046518675425
70,0.9070027176947991,0.011027112984130729,-0.013716111340544438,-1.4089414234282633,-1.1444181356202703,-0.23567806583978523
71,0.922152520595571,0.010391180940227736,-0.0076025594044176435,-1.4121411714588024,-1.1483082697895017,-0.23603015751076264
72,0.9022872965899177,0.009193290237365839,-0.016378597369707388,-1.4184248243269006,-1.1566795850397973,-0.23980457389106755
73,0.9085793082886107,0.007181756863679483,-0.027229179234743172,-1.4221298708205217,-1.1644847022338793,-0.24439119552701097
74,0.9152786190187765,0.007094121109917893,-0.015622597204253881,-1.4243626377585679,-1.1679065680640954,-0.24394584092864738
75,0.9138834806050622,0.006737269066570098,-0.00854606016203395,-1.4273669970437692,-1.173882726621356,-0.24523015662976336
76,0.9146646456991284,0.006702482110926164,-0.0141548310809432,-1.429953662189069,-1.1792100175022984,-0.2454442245916747
77,0.9175215428805908,0.005895398374786933,-0.012626354227867174,-1.4333203409843573,-1.1842041777776908,-0.2472926066849805
78,0.9119719636733618,0.005947718833448761,-0.012307102123108565,-1.43656299038314,-1.1893862545480698,-0.24680413476999
79,0.9169151787399494,0.005890812890498063,-0.016270744061559497,-1.4386926061650176,-1.1922872202666779,-0.24734887713843617
80,0.9266024078310768,0.006426514909653438,-0.012330979254489295,-1.4394458943801818,-1.189533806425594,-0.24391164399195991
81,0.9186646091309421,0.006171644697898983,-0.01281548857527502,-1.440613025207289,-1.1904521736351776,-0.24273299987666777
82,0.9114780111833157,0.0057372573691362285,-0.010947355604202905,-1.4431401547650842,-1.1953968849465888,-0.2434315028687584
83,0.9089394570444134,0.005202972083170447,-0.01562758712149654,-1.4463164554285703,-1.1985423780454496,-0.2444654199765143
84,0.9116310767832804,0.00466872888063136,-0.012315208264720393,-1.4476773401957725,-1.2023352592066243,-0.2452584538345748
85,0.9249008844159805,0.004828415720644923,-0.0057198266636327225,-1.4487096624314117,-1.201825768463444,-0.24255851438184367
86,0.9152022420845326,0.004537515175962558,-0.01202094563507478,-1.450774967206632,-1.204668267009275,-0.24287917719545285
87,0.9167196202295069,0.004543080248521545,-0.0037009090538852743,-1.4505029581642717,-1.2058724035511115,-0.24280856257988004
88,0.918485623965076,0.00437414624272994,-0.0067694517049553486,-1.4527072759605288,-1.2069291820131813,-0.24248326036522863
89,0.9132800480318211,0.004131558983175414,-0.014812403898179671,-1.4537471407698261,-1.2118219586268162,-0.24332533321237512
90,0.9080024022220554,0.0038570866039033818,-0.019341098645176285,-1.4551726270727288,-1.2159242510101902,-0.24485460818914492
91,0.921571584781871,0.0036730866103644815,-0.014134799151180369,-1.4558806973275575,-1.2186289525598746,-0.24459455006506592
92,0.9248308885004181,0.0037132005135170443,-0.010578782772896934,-1.4563481204040454,-1.220085466230507,-0.24357071222464502
93,0.919852775482611,0.003684514642779829,-0.00922342443556001,-1.4571677687508295,-1.2210284010513586,-0.24311034502286624
94,0.9097113661493881,0.003059806728166682,-0.006863957497435777,-1.460383762039888,-1.2241397646715624,-0.24462366935528254
95,0.9212268818022681,0.0029088581547322425,-0.0049899503833216825,-1.4613471163350538,-1.223927081164428,-0.24386903917839461
96,0.9124576590139255,0.0025153949224849975,-0.00848145344165964,-1.4628771351603707,-1.2269198103095345,-0.2449416223805269
97,0.921898524540801,0.0024654527996959856,-0.010531393559229179,-1.4638416090029018,-1.2284055622026586,-0.2444555849352647
98,0.9187397586771935,0.002082026811006244,-0.009932104547857984,-1.4649844211827245,-1.2301545231793942,-0.24472775366337834
99,0.9226093850277474,0.002083839705544162,-0.011785191653659863,-1.4657415193626726,-1.2313097355509641,-0.24408854402313673
100,0.9175644916540212,0.00175862394591829,-0.013487791165377027,-1.467292445315311,-1.233526215678756,-0.24457019990205484
101,0.9230537115268558,0.0013609571730128233,-0.0125393526352516,-1.468114764557572,-1.2344761076323703,-0.24451547990230119
102,0.9255770662695458,0.001191298610586974,-0.01425630577990898,-1.468767267312224,-1.235827164745792,-0.2449613184489228
103,0.9172338585342007,0.0010172586782954576,-0.01381034172255001,-1.469893152298415,-1.236569988925937,-0.24457867762627572
104,0.9064216778025241,0.0006806539310668145,-0.01665709460113275,-1.4717875105661025,-1.2393304247618364,-0.24564782593815823
105,0.911449814126394,0.00022824133712262825,-0.01618880130698105,-1.4733986444085985,-1.2413127725506714,-0.24700156204933782
106,0.9131469588213071,-3.338298100842405e-06,-0.01702543147959573,-1.4748111981509895,-1.2425087208489103,-0.24732064771992693
107,0.9093548508728931,-0.00026226134405721166,-0.014052613227912495,-1.4757346423261446,-1.2435448605397958,-0.24722662441288112
108,0.9123863636363636,-0.0002480763176579712,-0.0164203044023719,-1.4767521231083705,-1.2447971438693661,-0.24743020165711124
109,0.9199113881275109,-0.0002307447544380928,-0.010634927019968241,-1.4766580168910337,-1.2453136956182138,-0.2461475045555262
110,0.9210855475116553,-0.0002876113675071719,-0.009900685578743696,-1.4771784493189701,-1.2458124832469135,-0.24582953966862114
111,0.9178416279247008,-0.00027725618250191205,-0.010421486538865852,-1.4777758117617872,-1.2464723097026877,-0.2457959068302291
112,0.9101956588199327,-0.0003339877704030453,-0.01187462910258294,-1.478088742350059,-1.2476164352653678,-0.24560665566602563
113,0.9174652475285027,-0.0005200006981866895,-0.012731748429893344,-1.4786592592000338,-1.2487758229335795,-0.24587141115972233
114,0.9149369763755755,-0.0006854440805544187,-0.013244200552533352,-1.479370997114625,-1.2504476101214814,-0.24656203332257093
115,0.911315908747545,-0.0008274627097379423,-0.012566918447108435,-1.4801571941957985,-1.2517199367697018,-0.24701140996515414
116,0.9112045136127835,-0.0008537070095313973,-0.011863629841765365,-1.4807818494892144,-1.2526208290730094,-0.24741438542311883
117,0.917365491651206,-0.0008941421156916754,-0.009666185106242892,-1.4818107369573217,-1.2533536244699717,-0.24723645221709237
118,0.9144520470268023,-0.0010287441207620384,-0.010864385862417638,-1.482681234741651,-1.2541352419969554,-0.2475576369301863
119,0.9140109372053554,-0.0011332891978812045,-0.009437387139569561,-1.4835608131261702,-1.2550427878409693,-0.24797860539926317
120,0.9210112947864463,-0.0012408120846731869,-0.008369611203321982,-1.483634138393777,-1.2555384368627818,-0.247757442223216
121,0.915993782933394,-0.0013053330344441497,-0.009400676696476023,-1.4842700274206129,-1.25673280230985,-0.2479766255506374
122,0.9113402840737383,-0.001412838794239035,-0.009451782818596722,-1.4850128792028057,-1.257545551310663,-0.24825929195973942
123,0.9217342342342343,-0.0014858901666675245,-0.007031734023103306,-1.4853506910434353,-1.2577984449676285,-0.24787413949894932
124,0.9213963791918112,-0.0015839857520579925,-0.008600670454153725,-1.486190140486917,-1.2583475385913117,-0.24811740571967347
125,0.9184021977206074,-0.0017339729418336303,-0.011085184284082438,-1.4869708687675693,-1.2592604088710848,-0.2486146400166637
126,0.9252543454593235,-0.0016897441020634534,-0.009405134142032036,-1.487115399363359,-1.2595414302332142,-0.24809808693078733
127,0.9185415639109155,-0.0017743029402221989,-0.009546349841589063,-1.4875235310233723,-1.2601206480608955,-0.24852273333876587
128,0.9190909090909091,-0.001879020123502101,-0.010326445349911973,-1.4880758254622306,-1.2606406249826807,-0.24856689856158065
129,0.9148959922598892,-0.001906253691646585,-0.0120179622656544,-1.4883814244813345,-1.2615188944711277,-0.24865207611173973
130,0.9264204012750796,-0.001920668529846481,-0.011597910317079857,-1.488567690983089,-1.261833238399311,-0.248549207081457
131,0.9157654226961158,-0.0019492375271621541,-0.011918881972362459,-1.488882163603007,-1.2622837998201033,-0.2485221039205265
132,0.9194530017281539,-0.0020088140093064283,-0.010727900097124262,-1.4892923646528298,-1.262798681488571,-0.24856974463229484
133,0.9126992975805552,-0.0021099511792629275,-0.009990429934965801,-1.4898670979157433,-1.2637263176574518,-0.24884279951491198
134,0.9248667174409748,-0.0021220562579471166,-0.010511229282672271,-1.4901248421041626,-1.2639984342106074,-0.2488784162145933
135,0.9125407536583516,-0.002157208509990397,-0.011101807320084296,-1.490614941849606,-1.2645145592258094,-0.24900359653273585
136,0.9169698347733819,-0.002217581301652393,-0.011143793135141336,-1.4910422498163807,-1.2649565141330923,-0.24910403298589526
137,0.9282876064333018,-0.0022084091008146875,-0.008858226801618838,-1.4911288876547941,-1.26477399807499,-0.24883857448106228
138,0.9145464704786739,-0.002230558106933992,-0.009021836512264052,-1.49149388547155,-1.2651348189037663,-0.2488550293894694
139,0.9192748091603054,-0.002258343603813154,-0.009447673026402623,-1.4918892343790726,-1.2653250017121496,-0.24883987960662354
140,0.9107049020343818,-0.0022985370560021194,-0.010804101090683197,-1.492153601175102,-1.2661026150966777,-0.24898245587186665
141,0.922850345530758,-0.0024134751418275636,-0.009422835306134915,-1.4926906193792127,-1.2663016128013225,-0.24904193380374134
142,0.9216201998947922,-0.002420085280078291,-0.008919991435001197,-1.4930111382491196,-1.2664899335689932,-0.24902461227026118
143,0.9084686817862296,-0.002551681755130258,-0.010089714776971199,-1.4933581671156653,-1.2672445276718813,-0.24948793308843037
144,0.920021166420985,-0.002640006576923539,-0.010601492219064474,-1.4936641101418255,-1.267639763372705,-0.24964057355547875
145,0.925394766954001,-0.00262016226273029,-0.010197441007172037,-1.493783412898824,-1.2678627566205076,-0.24958575891316706
146,0.9226971838887019,-0.002684982829248847,-0.010283563816906262,-1.4940223594382256,-1.2681300763248489,-0.24967816646483723
147,0.9242172764994342,-0.0026743609785466345,-0.009425560830557364,-1.4941455377067714,-1.2682410590633066,-0.24957073679797492
148,0.9100766992859032,-0.0027325460499335666,-0.010797246301538265,-1.4946819894919023,-1.2687908716552736,-0.24986763440338533
149,0.9123203982350945,-0.0027743151066202446,-0.01100038619172428,-1.4949382876853028,-1.2692414323558234,-0.24991032228718613
150,0.9138322854329217,-0.0028369364718291573,-0.011167346369771453,-1.4953132999382273,-1.2696686981584104,-0.2500087754747274
151,0.92198958847893,-0.0028370357100451315,-0.01050627146208605,-1.4954497244845504,-1.2697253702415767,-0.2499672417578383
152,0.9108472376007025,-0.002919794732651601,-0.010604993348350177,-1.4957603469982044,-1.2701615882710402,-0.250172890479689
153,0.9129688929551693,-0.0029859781222126556,-0.010984623407826336,-1.4960826187022433,-1.2706243589012305,-0.25034046504700425
154,0.9094486727306479,-0.0029952397624105963,-0.011962861336997546,-1.4964159800713415,-1.270998885629443,-0.2504806887513751
155,0.9206016755521707,-0.003012591396123655,-0.012267500062830167,-1.4964986219037544,-1.2711979029250844,-0.25036219503262996
156,0.919482686691698,-0.0030003463743066548,-0.0128263040752136,-1.4965903165634566,-1.2714426254456364,-0.2503243488118957
157,0.9277076562618094,-0.0029726560849480995,-0.012473782860094016,-1.4965102012727256,-1.2714356309139994,-0.2501713562320003
158,0.9126944497791435,-0.002963806519547644,-0.011583504814914361,-1.4966741215737895,-1.2715918392113872,-0.2501131219689388
159,0.9238531756730732,-0.0029709798165867525,-0.011315206225067667,-1.4967695420378246,-1.271631571116223,-0.2500548658198917
160,0.9198597073465078,-0.002978953354446924,-0.011523129144934554,-1.4968006142076613,-1.271845246772097,-0.2500290864772885
161,0.9229873835986783,-0.002975828423020002,-0.011238072348600798,-1.4968809803688667,-1.2719447943114968,-0.24997760801899382
162,0.9092356098463816,-0.0030355090232956363,-0.01200403429694482,-1.4971942482894622,-1.2723465796752214,-0.25016852716103594
163,0.9164992608876928,-0.003074985782574863,-0.012115510114299718,-1.4973918348626873,-1.2725262628008305,-0.25028470427252464
164,0.9146924744040057,-0.0031269662134368326,-0.01197979922082083,-1.4976035418488511,-1.2727538918570012,-0.25037963513781936
165,0.9098741384477075,-0.0031527838638388712,-0.012250098854729701,-1.4977410271580447,-1.2730574641206416,-0.25044261492106934
166,0.9211003627569528,-0.0031653741095131077,-0.012085735054615543,-1.497895925145649,-1.2731828711086666,-0.2504613681290196
167,0.9208474765936813,-0.0031853732718837456,-0.011694205626608214,-1.4979807547700446,-1.2733394964291311,-0.2504686512457705
168,0.9161757532550373,-0.0032140612959624818,-0.011504138464325322,-1.4981615339868408,-1.2735152845514122,-0.2505177637468322
169,0.9138728976182413,-0.003229965198473293,-0.011539550924990448,-1.4982668237020347,-1.2737867544885004,-0.2505979019458224
170,0.9240583696233479,-0.003237025262832709,-0.011250557867981532,-1.4983178544293079,-1.2739097081253707,-0.2505933570039567
171,0.9080013441362058,-0.0032645043955112337,-0.01146851805111399,-1.4984938644921806,-1.2742113801060255,-0.25067836279185607
172,0.9151211741950165,-0.0032992231853881684,-0.011584743138990921,-1.4985779100739984,-1.2744110843615555,-0.2507509141593652
173,0.9136720997123682,-0.0033143918409188635,-0.011395928165624875,-1.498652198468872,-1.274545107051956,-0.25076261996643257
174,0.9168037962573189,-0.003327965150705165,-0.011495916995814068,-1.498758307033025,-1.2747061183805766,-0.25078999510841987
175,0.9185173955885697,-0.003334418776263609,-0.01144857654550066,-1.498866891932704,-1.274753207685031,-0.2507858465080667
176,0.9192704383436978,-0.003352199788814685,-0.011487586901242602,-1.4989919351816088,-1.274900674101661,-0.25087375481318075
177,0.9155176923364347,-0.003375367898684263,-0.011559891338604267,-1.499048082559027,-1.275063370409042,-0.25090088899229146
178,0.9251640970844146,-0.0033889621807383185,-0.011434957161038902,-1.4991084148845417,-1.2751328313366168,-0.25092872855206616
179,0.9107848673066065,-0.003418544172071846,-0.011584257185747512,-1.4992970659144216,-1.2753697768031034,-0.25099130360306043
180,0.9223472483582319,-0.0034355414136814444,-0.011128299303980438,-1.4993847045661104,-1.2754092797757943,-0.250969884289523
181,0.9189649302008852,-0.003454668750880547,-0.011230712683093605,-1.499521257957249,-1.2754820192894032,-0.2510185164299349
182,0.9237094395280236,-0.003464895510233174,-0.011206858490015525,-1.4996360218720919,-1.2755837657330744,-0.25105761489194167
183,0.9125517136675902,-0.003487134568541415,-0.011270183021532768,-1.4997729899604935,-1.2757160950207327,-0.2511256077307236
184,0.9080742563184969,-0.0035201916341124472,-0.01159291417242103,-1.4999176160564842,-1.2759493147205547,-0.25127641356651287
185,0.9205515185392211,-0.00353822072171748,-0.011652510398633817,-1.4999534249194375,-1.2760395432685157,-0.25128733076141857
186,0.925454204907286,-0.0035561776244331066,-0.011499473906951,-1.500011634411558,-1.27610504076073,-0.25133216837657213
187,0.9222749523560405,-0.0035564538986340845,-0.011393615717033734,-1.5000683175487446,-1.2761662529972826,-0.25135882024448464
188,0.9226342467319639,-0.0035628440520973593,-0.011328189597648457,-1.5000750477161566,-1.2762246375292563,-0.2513626062736528
189,0.9141046437059112,-0.003578353697854212,-0.011624675897390848,-1.500197068374768,-1.2763426738916501,-0.2514204646338958
190,0.9106780806487947,-0.0035953097396711213,-0.011757811152852758,-1.5003165278608035,-1.2764535331302338,-0.25146890684453155
191,0.9189626618488407,-0.003614801632498424,-0.011728876292934662,-1.5003903984496576,-1.2765217991144224,-0.2515144595755618
192,0.9176713615023474,-0.0036275186352233185,-0.011875139862608788,-1.5004625203199093,-1.276633695335822,-0.2515561368138929
193,0.9152485067057365,-0.0036443186628105292,-0.01182511718026712,-1.500571027905906,-1.2767244871146521,-0.2515986354397907
194,0.9129840546697039,-0.0036624036075316373,-0.011977148951129937,-1.5006361860093516,-1.276828968494964,-0.2516489078585331
195,0.9204850224757299,-0.0036612864862344214,-0.01217630843376098,-1.500651780188995,-1.2768905384861997,-0.25164912632000425
196,0.9232709611836903,-0.0036660320623257336,-0.012081925225655148,-1.500683318506764,-1.2769305342143131,-0.2516448798323385
197,0.9250784766082977,-0.003666194481307588,-0.011917747027289174,-1.500720999675766,-1.2769661671928003,-0.25161911048151075
198,0.9216045845272206,-0.0036733949303617364,-0.011860747707647818,-1.5007902275778338,-1.2770194961023216,-0.2516406577714714
199,0.9266030736618972,-0.003680215468542697,-0.011838185878911134,-1.5008383184443779,-1.2770781655320476,-0.2516666136002946
