episode,service_level,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity
0,0.918273610689341,0.2689757255168667,0.044997972335648576,0.2913866634802099,0.18880638873481168,-0.3542113588512204
1,0.9199048374306106,0.2521336775027895,0.017345907812433496,0.20148655238227872,0.12105082321489073,-0.3425444477346735
2,0.9088076287730891,0.23058151543922967,0.01990078560039046,0.07075972485294309,0.04924565501133782,-0.359801115612121
3,0.9195493554118936,0.2223394507478765,0.0022900635570122004,0.00034507004945246085,0.00748617714279097,-0.34011421475623094
4,0.9268411946137065,0.2156958407487883,0.0362654859020717,-0.06979336592750343,-0.026484591531951054,-0.3018396332452298
5,0.9181381631186902,0.20452228498304323,0.031888703801869395,-0.14275534435860435,-0.08021355577286068,-0.2873429604123948
6,0.9224457384859714,0.192259210272278,0.010250099264778769,-0.2077910610188263,-0.15204414178443038,-0.32067220330102
7,0.9146483860032393,0.18356353335873013,0.012314874625468602,-0.2587095345615628,-0.20058714605301206,-0.30342503015780875
8,0.9229570505511212,0.1792813102100431,0.012251129535036152,-0.31811698827006885,-0.2433719070546092,-0.2897372736058497
9,0.9175480495848971,0.17063629045660514,-3.980838790249258e-05,-0.3892016971735591,-0.30550172034160744,-0.3000134186027266
10,0.9206992272488559,0.16177225070331144,0.015353719353418315,-0.45202189381557195,-0.34680922201554604,-0.3016729406509565
11,0.9148460868577487,0.15026069831116334,-0.00042936789157062543,-0.4911138223614964,-0.40040522385984295,-0.3023219452614035
12,0.9155395471920024,0.14240223747620223,-0.0026217902080617594,-0.5332516384628286,-0.44179819019683186,-0.2929195610073057
13,0.9188215666944718,0.13282728202830407,0.01630620972350999,-0.5852635199895353,-0.48507445065560123,-0.30386879599220584
14,0.9174820980017246,0.12869727282577068,0.014454858701210717,-0.620399859974733,-0.5081291045443874,-0.2846425989834878
15,0.9125172246843694,0.12212434977814662,0.016443936921747802,-0.6902085904928225,-0.5544304186215817,-0.2893564266069534
16,0.9108769824903453,0.11383122148313159,-0.005780525429184008,-0.7281507970303779,-0.6031930516542214,-0.30683083272830286
17,0.9152672341078139,0.10928084749015679,-0.0014640207108632302,-0.7764091808123768,-0.6267687089224337,-0.300603299862348
18,0.9211248543178315,0.10533930258160953,0.0073141368237796735,-0.8149659857075445,-0.6515069383598926,-0.29803994907587866
19,0.9067567052001069,0.09622255684968764,0.0064354655590897316,-0.8601223285379892,-0.6985654018784817,-0.30796156100849315
20,0.9198862559241706,0.09799860147421113,0.0007372933446693033,-0.8642974973584774,-0.7072931529694172,-0.28405014548184954
21,0.9174416397798444,0.09222583978655358,0.008666551271630284,-0.9074209287054427,-0.7274426650785103,-0.2729609473695286
22,0.9209903445166623,0.09177648952033524,0.007306236108663026,-0.9259978615336503,-0.7442821023558518,-0.2545237344215544
23,0.9191023162364002,0.08716141798312328,0.011238666060044667,-0.956746850235698,-0.7728731200142303,-0.26004042186269294
24,0.911799175834562,0.08569098573032091,0.009925792207785044,-0.9685419739163403,-0.8055392495401843,-0.25141442054011787
25,0.9235731633272617,0.0837767073171595,-0.021237969787794103,-0.9842958447256942,-0.8320555406406026,-0.24811616011241205
26,0.9190128868901402,0.080413769778018,0.007766007623370585,-1.0037819180914485,-0.8608557405057776,-0.2509109592108352
27,0.9147423843550206,0.07620515459131832,-0.0026058634422957395,-1.0267100020442121,-0.8845982311668542,-0.24883473727997085
28,0.9143990929705216,0.0713026376503766,0.0016511488753819165,-1.0586148694433408,-0.9216460555827805,-0.26007695609207626
29,0.9182803738317757,0.07130172247257151,-0.0027003844032279043,-1.064385588322283,-0.9366819046405149,-0.25254780606378413
30,0.915556232391685,0.06851571714064973,-0.007013941862920311,-1.078891336452818,-0.9402196810382084,-0.24152251300721833
31,0.9223061449121343,0.06835156040658195,-0.007522980857374352,-1.0868060970020093,-0.9566719393935115,-0.23551025203253545
32,0.9122700549971553,0.06487994926259266,0.028535565598323223,-1.1113462747108664,-0.9724739868161248,-0.2300273070047335
33,0.9240161259358802,0.0652486875585593,0.007529464441479488,-1.1272702754018105,-0.9560674959699982,-0.2168716102259968
34,0.9200852424080981,0.06299137506334895,-0.004553531300139102,-1.1385031569490747,-0.9737306557686375,-0.22018193001664263
35,0.903478521628308,0.06068403975809855,-0.008378749237931324,-1.172250101361841,-1.002158926114203,-0.23402216648115026
36,0.913488021128089,0.05646743763626718,-0.007846289983066026,-1.1951876219516966,-1.0223415033033942,-0.2433639339256555
37,0.9220387544296162,0.05547489623571351,-0.00849311141477459,-1.2050658733058837,-1.0347731883621532,-0.24184308927587284
38,0.9183070866141733,0.053998689673079255,-0.0008126334798460414,-1.2179792684219135,-1.042328947912917,-0.24273782448950196
39,0.9155890135281184,0.049074851548887896,-0.008682373975786709,-1.2342814472739887,-1.0657637943211105,-0.25679299226898206
40,0.9091627766902575,0.04710732967155427,-0.00921405490585136,-1.2464767646649566,-1.090254195410426,-0.258556412646618
41,0.9076635514018692,0.04521492876769015,-0.007699913485288182,-1.259668527517711,-1.1137090979175728,-0.2660704770997186
42,0.9207615320942133,0.04470533157708176,0.010576621681414301,-1.269375844638147,-1.111362769938659,-0.25412570531803313
43,0.9047188981711447,0.04286668408117591,-0.022073777296393995,-1.284815195738525,-1.1348019273910694,-0.26005741334200855
44,0.9170946999961953,0.04272873253078739,-0.011335187997195222,-1.2880851173881893,-1.142704262035211,-0.255139397186611
45,0.9212360594795539,0.04223939346929262,-0.00484013182231686,-1.2938599603628704,-1.1440420020148947,-0.24405486649622526
46,0.9134768437807929,0.040017620526967966,-0.010464030874504596,-1.308498451194566,-1.1554799326439014,-0.24981636295893905
47,0.9140571428571429,0.03958817740105041,-0.011747394513879747,-1.315879011170508,-1.163178497042116,-0.24980464124881552
48,0.9110053584142092,0.03817406113164341,-0.007451434601970249,-1.3236288922170132,-1.1744095233488983,-0.2518599738205047
49,0.9235630226662126,0.03841079361406868,0.011046662335281756,-1.3244661753347404,-1.1736528033343414,-0.2434555385557657
50,0.9234738733228852,0.038312215912055046,-0.004230082628234532,-1.3262538016741983,-1.1767431955525023,-0.23656520028641645
51,0.9126362716817144,0.037831763931324015,-0.024178481733612596,-1.3292913647128541,-1.1875166615394257,-0.23784825140082644
52,0.9112888227636229,0.03605972894810044,-0.003307821289251385,-1.3382704994544494,-1.1992263414504536,-0.237463272204936
