episode,service_level,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity
0,0.9129435696526784,0.2553389102663064,0.03634275932198989,0.2561339038626006,0.1963470332421304,-0.35284312788433003
1,0.916013437849944,0.2425759843347423,0.04920405098653082,0.12696392557763037,0.17427052612980432,-0.3345407001735336
2,0.9084448476600893,0.23298542012224008,0.0017262076578209785,0.07689189501285687,0.11536981733009602,-0.30374495842035454
3,0.9220878033934414,0.21912368318171996,0.06145985453273503,-0.012613709704600056,0.10324139028763395,-0.298031120508665
4,0.9187830687830688,0.20772821112638526,0.057518814850190135,-0.1005163198254341,0.06703201596145006,-0.295284452801574
5,0.9187542315504401,0.19424985397718936,0.0135463534108437,-0.18753762299214005,0.0012816124413018216,-0.3240363528980714
6,0.9181356887803045,0.1905191404395446,0.0034636530502710153,-0.23549616361347753,-0.05371117237380237,-0.30879273518767547
7,0.9123078082604763,0.18028483098774836,0.017796351647255362,-0.31979419432594586,-0.11142428434812039,-0.3057139069704902
8,0.9154004106776181,0.17179362991617028,0.005479959036348642,-0.37036452604402426,-0.13201946937926673,-0.29433574382391614
9,0.9200817388073566,0.16525419057617707,0.015833029065378396,-0.4220103392281367,-0.17110531623773925,-0.28570939797516837
10,0.9120945512215384,0.15787005651294306,-0.005998192315188731,-0.4919093717460519,-0.22848113325031227,-0.2892266491554668
11,0.9282076248970115,0.15223946624745532,0.01321049440902675,-0.5237315023681822,-0.2450147829960934,-0.27795351079988806
12,0.918528600052928,0.14449501604584733,0.024594937448941194,-0.5736971973295361,-0.28610444043563565,-0.272069728823554
13,0.9207139892071399,0.13821308046909767,0.005528295643371156,-0.6183808397327507,-0.31676451660571403,-0.26783952856379
14,0.92109939132736,0.13492630714224477,0.012017730929654144,-0.6658326940132537,-0.3438467356547015,-0.25918089218594564
15,0.9211350443018638,0.12922972911598551,0.0027485487062878845,-0.7051230561269171,-0.3662097866686692,-0.2514481356093317
16,0.917902764537655,0.12444980411254163,-0.003582778722212152,-0.7348381159000428,-0.3890418235320471,-0.25973651984838436
17,0.9200324036569841,0.11894642378611578,0.0044823220180374105,-0.7680287990410072,-0.41673076824551547,-0.26553269590439965
18,0.9166258154530714,0.11378340671302185,0.0026812306078215996,-0.8089436363464352,-0.4576140403257541,-0.2777639565410819
