episode,service_level,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity
0,0.9200152062345561,0.2641895197620295,0.0993818486228169,0.27251389728054676,0.23701624096127638,-0.3353713114454052
1,0.9210665858647072,0.2575400196226579,0.02766755401894251,0.19249760116264863,0.23799465860872018,-0.30790256308503583
2,0.921252158246378,0.24361498695409753,0.040495669694334234,0.11940580771641326,0.16849235439422752,-0.30328469260423735
3,0.9289755582377791,0.24034562225506265,0.0069921971656628015,0.07715636566172909,0.1680961106719968,-0.261866201524118
4,0.9094744773026935,0.21529283167639945,0.04948577167296326,-0.05849333070978976,0.06501206730023651,-0.3149371671220857
5,0.9213363300445697,0.20991233307822696,0.009721075574331814,-0.13323696712885857,0.0568437658828256,-0.277925910573925
6,0.9160045402951191,0.1978773083425458,0.0012982283355845248,-0.20068057803696115,-0.025630292394860782,-0.2837238709042248
7,0.9203686914475673,0.18672226812522844,0.01000351946584764,-0.26761143045218433,-0.06823769093489014,-0.2830036502231011
8,0.9229870765984702,0.17849902578405252,0.016730090308073483,-0.335430927390138,-0.13043717942667418,-0.28734816091109233
9,0.9119037867222698,0.1676137250569341,-0.005960429511676851,-0.41757845346227646,-0.1954968420175442,-0.29215079305855735
10,0.920297121634169,0.15495950501689068,0.0007959955555918678,-0.46014163712072936,-0.2520255705948199,-0.2986237563904864
11,0.9206343096878489,0.14835566156367633,0.017285230692424908,-0.5275744981247846,-0.26883943723833675,-0.27910612202355245
12,0.9167451852410207,0.14433923594335504,0.01218509799931971,-0.5655510206740417,-0.3163443509420234,-0.27947199607008905
13,0.9158545727136431,0.14050105891661804,-0.0030205556443755246,-0.5994598167998315,-0.36619100239642327,-0.2742489132045417
14,0.9136198821574256,0.1293079150172382,0.016102210721129474,-0.658960065646579,-0.4133090548087605,-0.2849817164583958
15,0.9161764705882353,0.1250735861750254,0.011342608579039902,-0.6879684562330142,-0.45141595008465935,-0.2892849747111
16,0.9158214624881291,0.11396544295533252,-0.00438283288058092,-0.7373018197019172,-0.48795357204661144,-0.28838782836972093
17,0.9134626162986212,0.10886712503882459,0.0020449233030008325,-0.7508097811743683,-0.5219550678360203,-0.28279902914609895
18,0.9251716074526666,0.10396660989908038,0.008701973898323105,-0.7848632239236036,-0.5348971471978284,-0.2778117120771686
19,0.9173050923839567,0.10023940568906495,0.024914420477239255,-0.8071846768692407,-0.5531371763025865,-0.2649833035103308
20,0.917955842595374,0.09524093195688789,0.024754843267284624,-0.8374140791388853,-0.5907296668231171,-0.26127531472650306
21,0.9133718515161814,0.09025433480417347,-0.0009275723769220322,-0.8830640398571918,-0.6246909192797825,-0.26120678488661786
22,0.9286774500475737,0.08851467006656015,0.004994612913167334,-0.8995878127351543,-0.6302202729470906,-0.25845801424644266
23,0.9089658761430377,0.08146495583191617,0.0005211315043215603,-0.9395528103466334,-0.6819363383246317,-0.2754046918747142
24,0.9129569104774785,0.07566733692729077,-0.005829428077749072,-0.9709843578869601,-0.7012582167625304,-0.27695377856378384
25,0.9087915830904894,0.07282530328440313,-0.005137047561890524,-1.0024330840904205,-0.7264751120632313,-0.27077227692139005
26,0.9122491764001198,0.06861802361521777,0.004755208415790724,-1.0373409244761933,-0.7559923193132667,-0.2832565787526486
27,0.9266852112944404,0.06926856678021218,-0.0034634537093806645,-1.0443181712111334,-0.7385536175430005,-0.256117688419756
28,0.9227680769667815,0.06829541913536999,0.00040216312254750955,-1.0549598164381782,-0.7537778557643351,-0.24983476954725173
29,0.9173394563365677,0.06684661603805192,0.012853599331847262,-1.0717118285664866,-0.7673303443787798,-0.24561741156247852
30,0.9139033010000752,0.06277953448481682,-0.002618768389052102,-1.0928700147993315,-0.7933940359779664,-0.24953563239517515
31,0.9242017193736567,0.06275103036964862,6.530596603272206e-05,-1.0980953173785013,-0.8043547585577596,-0.23895137182331666
32,0.9292788025400666,0.0627332612104677,0.012020960078560551,-1.1064281215471423,-0.8110515754713427,-0.22756981842076585
33,0.9172289698605488,0.06167684874697986,-0.00794804467377853,-1.1284196752573497,-0.8231888979436378,-0.2205857100722348
34,0.9156417414924922,0.05935427476605633,-0.0034149395921251953,-1.1436361796121994,-0.8528507429713454,-0.2294463869763323
