episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,time_of_day_fraction,multi_horizon_starvation_risk
168,0.9327456148323184,-209.0470120175002,-220.32555541673707,-84.63853279583603,-68.43169550405567,-7.880566668841751,-68.57436619188313,-114.02329927025224,-162.7842103966554
169,0.932015325670498,-210.4761572277144,-221.61762167483732,-84.91198055446125,-68.80064406066427,-10.141167337747708,-69.27062729506311,-116.16810055175252,-164.02175066431505
170,0.928412654913066,-211.17883541173794,-222.26876852798244,-84.71969530478134,-69.35813075468248,-10.68142261179876,-69.6527635412655,-117.31247008916152,-164.87053564511305
171,0.9325364728438333,-210.8997429029323,-222.20032081884878,-85.12453378209561,-69.79287641864724,-11.77229809257692,-71.43374725396703,-121.73100120799837,-164.77696832801902
172,0.9330062444246209,-210.5291429390684,-222.32702491463348,-84.88905716759984,-70.28950088436041,-13.116422854737355,-66.33440876319291,-115.75451980203026,-164.10792127141394
173,0.9237206502107165,-211.72632273777083,-223.125699587539,-85.60129806489697,-70.51901756330925,-15.043182084088183,-72.82382081688338,-120.37287541691057,-166.0018321828208
174,0.9297988264878457,-211.23674742602807,-222.9587683123776,-86.0629112836529,-70.6493491527055,-14.48458958154641,-68.0029996636632,-116.51764332522578,-165.25488526443505
175,0.9304289909478974,-211.17167792306418,-223.13381447128452,-86.1583992006645,-71.55046062013764,-12.441616362976099,-65.53350223304032,-115.6399192010926,-165.30676547881194
176,0.9281000242189392,-212.31235608289188,-224.35637773649984,-86.40786918105749,-71.63069584008959,-13.669396174564081,-69.85234899875408,-116.94636947925119,-166.7080000123047
177,0.9297455326511739,-211.56204576711727,-224.918945390786,-86.87413350369413,-71.4471970523039,-14.887693390476501,-72.40160552281517,-120.20458930914866,-166.13792291590107
178,0.9372721295798219,-210.10692596989898,-224.6102493109185,-86.61345999949148,-71.59453052813328,-13.979587543165666,-61.419441087583905,-113.47716455851464,-164.0701470423618
179,0.9288374769100324,-210.7795117295674,-225.3638463547948,-87.00289543607441,-72.19599699071121,-14.294624805836255,-67.38847649771951,-117.52048720698275,-165.66054379505601
180,0.9315255264353886,-210.18311993631468,-225.2745723628344,-87.35658012885834,-72.63888737012081,-15.14068443838396,-64.54348808135312,-115.97114843130618,-165.18904030175736
181,0.9299018867924529,-209.8607243415309,-224.71334576129192,-87.79000584715958,-72.62050113381143,-15.303222480037027,-62.40928220945679,-114.89505412295196,-164.77810818106732
182,0.932562153650486,-209.3206525113044,-223.8757010278387,-87.93947309090181,-72.45910053709964,-15.258036812578352,-60.44584377038395,-114.76180217102623,-164.01253607924616
183,0.9301736613603473,-210.2637390561215,-224.95713304977022,-88.03518194778633,-72.95978485595299,-15.940731126953526,-64.12922708300603,-117.58715897022734,-165.20366279213812
184,0.9303071161048689,-211.0747289293382,-225.64266772715982,-88.0631028251782,-73.53317148472487,-15.349617318040524,-64.28380156691294,-116.33195087550101,-166.28699716318346
185,0.9254706799376424,-212.4735273747157,-227.6472343471532,-87.87079988299689,-73.78483777433902,-17.50970587175755,-72.45453802072743,-120.43109268135491,-167.96687092522887
186,0.9374868322046652,-211.16208444073214,-226.95848360083087,-87.97422283449292,-74.00630531992115,-16.419913710844774,-66.41715471768454,-114.69942391856326,-166.45982956755634
187,0.9302902055622733,-211.887774495522,-227.6755442880958,-88.26359619221255,-74.38368928031744,-17.00838793369999,-65.29351767386561,-113.63033821196214,-166.88792766822002
188,0.9357823129251701,-210.99155064517578,-226.9795396241194,-88.15893384185601,-74.69549037114837,-15.995976769763166,-58.28000477120726,-112.73165962907873,-165.30280208567345
189,0.9271529184173141,-211.44113490187044,-227.73047172931956,-88.76656766553297,-74.62441908244173,-15.79884784386948,-60.04653147326115,-113.01894334637252,-166.12854180170456
190,0.940385314431116,-209.72480693289933,-226.95729028618223,-88.98069203360586,-74.13443721426647,-14.943047947290198,-50.85957145997702,-108.02643709259699,-163.85475610624272
191,0.9345814503981063,-210.33985278224947,-227.35128380530082,-88.9056340719309,-74.81707028770188,-15.825023134651758,-52.35316807901934,-107.76475161437234,-164.5000569866963
192,0.9340656024623555,-210.92706238366904,-227.97616400051234,-88.94858567041476,-74.98118825297104,-16.417180050958276,-55.07291690098987,-112.43875477169432,-165.32645717716733
193,0.9291725315204696,-211.87404565225438,-229.04987533245853,-89.28113776663554,-75.189597253986,-17.080508636052834,-60.662999535076494,-116.7641112637468,-166.76419326547838
194,0.9339536857419981,-210.98726584507975,-228.1638362450657,-89.79223706424975,-75.22909986714882,-15.248482683510606,-54.57238119204549,-112.01755223285933,-165.25350795148248
195,0.9366063061156625,-210.60400017957008,-228.00712842012618,-89.96923107203426,-75.50022774662793,-15.122768092868123,-51.60205770041491,-109.98526513712717,-164.59859853123257
196,0.9295757575757576,-211.63065002978132,-229.13548961029556,-90.26371866594032,-75.6442403195125,-14.237164878230796,-55.37760041091557,-111.16422955361571,-165.70532023199436
197,0.9252918758695784,-213.6835923846842,-230.3977745237883,-90.67373973773547,-76.07943638648909,-14.471436760089404,-67.3046267076767,-117.9722654253167,-168.4079031337125
198,0.929017207949588,-213.87969807236544,-230.52510083765173,-90.76421181465201,-76.19666098310863,-15.109903918823147,-67.89474758544384,-118.3895309159955,-168.58318984440393
199,0.9298778671432827,-213.9733650164456,-230.38170135442462,-91.16894400426209,-76.20319960695198,-13.956983126925936,-68.4062763405922,-117.48640181990369,-168.43244992625856
