,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_onsite_backlog,global_depot_backlog,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,fleet_failure_risk,fleet_low_health_fraction,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,current_station_onsite_shortage_pressure,current_station_depot_shortage_pressure,broken_cargo_distance_pressure,late_broken_cargo_pressure,repaired_idle_away_pressure,depot_pipeline_pressure,depot_queue_pickup_opportunity,degradation_demand_exposure
rebalancing_imbalance,1.0,0.5283423646943108,0.6948148368572074,0.10300865714412072,0.13558344771404757,0.025549272319269286,-0.036351587045497916,-0.04329709350947484,0.01943873339980818,-0.014216861450115593,-0.0365155161568218,-0.05190713409874238,-0.04651569544614782,-0.05254440576716238,0.11739946498319213,0.09343666347813685,-0.05013888755744978,-0.04610965169983774,-0.26249230479521896,-0.30720065019072307,-0.046251033612584994,-0.08851111310626766,0.0027544146819853473,0.09451789799305721
squared_starvation_penalty,0.5283423646943108,1.0,0.0948340956191447,0.3031000722014662,0.3541165560723769,0.22780064228143576,0.1563616408790424,0.37487639456088045,0.4181850605683368,0.1979037126801869,0.014064115104477823,0.13873449623829,0.13272182641488497,0.006046512621050783,0.36613088561893786,0.3813444909841506,0.018386392404722576,0.006339285640493345,0.038649298477670395,0.014658484211103986,0.008538536996977026,0.1478971294879836,0.016086386304372632,0.3213784549355983
squared_congestion_penalty,0.6948148368572074,0.0948340956191447,1.0,-0.015443306217675796,0.07768195048336923,-0.20148954999939403,-0.30909248979871135,-0.34908076142146227,-0.25265204406070646,-0.3019453085174968,-0.12778086439822844,-0.3138464414732613,-0.307545966675195,-0.07254183751973282,-0.1106953493932731,-0.1964773468170945,-0.07649645787636775,-0.08940341417364905,-0.3005146147554076,-0.3479010347166668,-0.12691321059116442,-0.36980300614770856,-0.014013589864311872,-0.05651461320672446
gross_starvation_risk,0.10300865714412072,0.3031000722014662,-0.015443306217675796,1.0,0.7518598245568063,0.03631176397271212,0.007291477855546051,0.567255278968016,0.5603503420570553,0.020682079709612857,-0.054711582845751935,-0.016506012336894728,-0.009588675093842904,-0.030146325084364035,0.09980467950371955,0.08546510167877798,-0.017364619726946303,-0.017640337138181215,-0.04204386254827888,-0.16624143126445992,-0.043359984647286506,-0.06295106032885378,-0.005731165066412553,0.9903727394717615
gross_congestion_risk,0.13558344771404757,0.3541165560723769,0.07768195048336923,0.7518598245568063,1.0,-0.058746020200933925,-0.18488940799137962,0.4995365374201258,0.5570176277582608,-0.15239641580101643,-0.12046414311298206,-0.188397094676721,-0.1811747197056918,-0.025523444919914248,-0.013294520933270569,-0.07795098103788668,-0.01232178708012292,-0.030246838347006456,0.010549857889382216,-0.10514615567565298,-0.10595654570631713,-0.220256403387155,-0.00638535659478012,0.7219064919173952
global_onsite_backlog,0.025549272319269286,0.22780064228143576,-0.20148954999939403,0.03631176397271212,-0.058746020200933925,1.0,0.49855316564993807,0.3803978128521444,0.615900366533392,0.7242434466596055,0.12299943554244898,0.477878648893892,0.453294229000154,0.05662761813600681,0.6977942954439177,0.46647667547734306,0.1301813904439163,0.08646807813846234,0.045334009866635355,0.034378959191614315,0.11625530919356696,0.4127068572464314,0.029158531348635292,0.10299166942155707
global_depot_backlog,-0.036351587045497916,0.1563616408790424,-0.30909248979871135,0.007291477855546051,-0.18488940799137962,0.49855316564993807,1.0,0.5794523685918767,0.24798103382754916,0.875338298592346,0.23736820003633413,0.7774943587910516,0.7579981996737121,0.07372923616840993,0.40790803400245573,0.7805179666813207,0.06381215819929881,0.16277162186753255,0.047170701952436465,0.04780410637915389,0.22175914481318876,0.8619373944637579,0.047295478014346595,0.10838314787172122
demand_weighted_depot_backlog,-0.04329709350947484,0.37487639456088045,-0.34908076142146227,0.567255278968016,0.4995365374201258,0.3803978128521444,0.5794523685918767,1.0,0.7336490241213219,0.5276505361014117,0.1079510438784311,0.41141693897628395,0.3811024769800625,0.05009826340884373,0.3755395141624349,0.5253484657072977,0.05544410979513931,0.13063509999603692,0.1006327063147248,0.018317502477924796,0.10787186764273626,0.4638423291232285,0.030916303458688472,0.625483359189192
demand_weighted_onsite_backlog,0.01943873339980818,0.4181850605683368,-0.25265204406070646,0.5603503420570553,0.5570176277582608,0.615900366533392,0.24798103382754916,0.7336490241213219,1.0,0.3979889522941622,0.06031092039845546,0.20583553365445006,0.18004958832935128,0.033635447043051867,0.4969773152783423,0.3167153946968791,0.10421602820598276,0.06385155491396073,0.08098341422975093,-0.0004070832399908198,0.06334715829697411,0.18716218102506244,0.019511153986062346,0.5921571724567484
fleet_broken_fraction,-0.014216861450115593,0.1979037126801869,-0.3019453085174968,0.020682079709612857,-0.15239641580101643,0.7242434466596055,0.875338298592346,0.5276505361014117,0.3979889522941622,1.0,0.11780877785138501,0.75787732407548,0.7414871348762603,0.06489217003167586,0.5353496069298734,0.7214026361248745,0.08921934852195461,0.14102364040810256,0.0016472421378446998,-0.006147861244577529,0.11381065015278881,0.8126944294895663,0.03259731460954028,0.12102078764154245
depot_idle_fraction,-0.0365155161568218,0.014064115104477823,-0.12778086439822844,-0.054711582845751935,-0.12046414311298206,0.12299943554244898,0.23736820003633413,0.1079510438784311,0.06031092039845546,0.11780877785138501,1.0,0.259693286782346,0.2548582726439383,0.028693880458814776,0.10298544204596165,0.17539106124828657,0.020419348365398538,0.0442394840714387,0.07257587685890511,0.0898879831344635,0.9239761578893221,0.4707878760265304,0.1712428528546061,-0.020976209627644144
fleet_failure_risk,-0.05190713409874238,0.13873449623829,-0.3138464414732613,-0.016506012336894728,-0.188397094676721,0.477878648893892,0.7774943587910516,0.41141693897628395,0.20583553365445006,0.75787732407548,0.259693286782346,1.0,0.9904059167240067,0.07100982669502033,0.38122031270695994,0.6476255053083702,0.0650527463442965,0.10889051667285539,0.08226020569791624,0.08688657038577242,0.24046639232154793,0.7756132273983326,0.04920623741364035,0.10944096278569436
fleet_low_health_fraction,-0.04651569544614782,0.13272182641488497,-0.307545966675195,-0.009588675093842904,-0.1811747197056918,0.453294229000154,0.7579981996737121,0.3811024769800625,0.18004958832935128,0.7414871348762603,0.2548582726439383,0.9904059167240067,1.0,0.07682531346241306,0.35440349225663553,0.6239929169127038,0.06175717955135078,0.10355130047061854,0.06592088446227572,0.07067453742042004,0.23589606299182678,0.7599502189085142,0.04819093963234148,0.11384706538286075
maintenance_restoration_value,-0.05254440576716238,0.006046512621050783,-0.07254183751973282,-0.030146325084364035,-0.025523444919914248,0.05662761813600681,0.07372923616840993,0.05009826340884373,0.033635447043051867,0.06489217003167586,0.028693880458814776,0.07100982669502033,0.07682531346241306,1.0,0.04059219242690177,0.054922055916668794,0.10508940498700084,0.1807525073868785,0.02705191361693462,0.02158877108985604,0.023037958427179307,0.06051661349901836,0.026058229442920543,-0.02026839390665875
onsite_shortage_pressure,0.11739946498319213,0.36613088561893786,-0.1106953493932731,0.09980467950371955,-0.013294520933270569,0.6977942954439177,0.40790803400245573,0.3755395141624349,0.4969773152783423,0.5353496069298734,0.10298544204596165,0.38122031270695994,0.35440349225663553,0.04059219242690177,1.0,0.5142511538872738,0.09293018162406334,0.07719311635200513,0.015894809143182972,-0.013909829378875523,0.09486603159004067,0.3228104418857766,0.030831002364193123,0.15482169123468423
