feature,corr_reward,corr_td_target,corr_td_error,corr_future_starvation,corr_future_congestion,corr_future_broken_fleet_ratio
rebalancing_imbalance,0.002354594782728513,0.004622665746634939,0.004622427683387638,-0.0020788592936174764,-0.0029317416022969726,-0.05290396621595524
squared_starvation_penalty,-0.045416348683029954,-0.016266682524416282,-0.0162669705637258,0.0467560919048771,0.042384139377185326,0.17507756375022504
squared_congestion_penalty,0.009072627507823661,0.0063275008085102325,0.006327320831764878,-0.010541397889992836,-0.005911652615969445,-0.3501002424484424
gross_starvation_risk,-0.039890458314763635,-0.013924957758972595,-0.013924865652062269,0.041525806008972245,0.03625154918003269,-0.005775344128818919
gross_congestion_risk,-0.037529734281170325,-0.012027042501667634,-0.012027182226134374,0.038084597369991036,0.036198866277944046,-0.1419897308131257
global_onsite_backlog,-0.011057619836070766,-0.008558761937430727,-0.008557397245617066,0.01096655042603753,0.011207021086849215,0.790872299009021
global_depot_backlog,0.015559588767520742,-0.0012420855059638062,-0.0012425143629923993,-0.015150925476678664,-0.016366574595385538,0.9022921797026154
demand_weighted_depot_backlog,-0.03239918655953943,-0.012564002576846024,-0.012564613280474809,0.03338590224938225,0.030170185273903766,0.5493552476191922
demand_weighted_onsite_backlog,-0.035793413032713155,-0.012368318564381609,-0.012367973154330757,0.03667752099796644,0.033769085692283235,0.4245602833730474
fleet_broken_fraction,0.008019594101751246,0.0010754820669260144,0.0010750126280887017,-0.007845914713460673,-0.008356917259446338,0.9800076537137085
depot_idle_fraction,0.03267639931687979,-0.005509288838284844,-0.005510392666647065,-0.03272189727874715,-0.032448592011624665,0.15705828898790838
fleet_failure_risk,0.03965584155143587,0.013238749908257137,0.013238337769722792,-0.03963732129240817,-0.03953623954521289,0.8112470453542359
fleet_low_health_fraction,0.059172887272266966,0.02032385024060494,0.020323373851665327,-0.05910556076241624,-0.0590788594157838,0.5867882403886978
maintenance_restoration_value,0.06796871828710224,0.015107738996722724,0.015107558429614776,-0.06825181839962781,-0.06709394101603183,0.06836978365977493
onsite_shortage_pressure,-0.01626180944348924,-0.004430310707067901,-0.0044294855845255195,0.016952180977807554,0.01472794102795917,0.5775459848814798
depot_shortage_pressure,-0.0014611083804406829,-0.008176646818454137,-0.008176842591622553,0.0024176552537801387,-0.0005796660008510972,0.7313111971865116
current_station_onsite_shortage_pressure,,,,,,
current_station_depot_shortage_pressure,-0.004622190044276154,-0.001504008403701049,-0.0015041625440005081,0.004353890193255838,0.005174426626165599,0.04695088762939521
broken_cargo_distance_pressure,-0.020262901141351663,-0.007372455477256843,-0.0073725743920308884,0.019737884614557125,0.02129855369854109,0.18543966262538988
late_broken_cargo_pressure,-0.01871422846804215,-0.007639117618229103,-0.007639143186502689,0.017927585509017855,0.020312663112696562,0.19594920387446715
repaired_idle_away_pressure,-0.013443677145166614,-0.005626312369339558,-0.005627400474066597,0.013248863791464805,0.013804211766191982,0.15628043582463716
depot_pipeline_pressure,0.019366370430050427,0.001193753258312058,0.0011922798985323259,-0.01926201180484853,-0.019510728410711834,0.9228836051974788
depot_queue_pickup_opportunity,0.042634138221146305,-0.0003782415717380599,-0.0003782179957991691,-0.043885172191094925,-0.039801800452057584,0.012438251696802901
degradation_demand_exposure,-0.03866329375323866,-0.013552124484268737,-0.013552108529368322,0.040275980487837676,0.03507751290425364,0.10487624759069328
