feature_a,feature_b,corr,abs_corr
fleet_failure_risk,fleet_low_health_fraction,0.9904059167240067,0.9904059167240067
gross_starvation_risk,degradation_demand_exposure,0.9903727394717615,0.9903727394717615
depot_idle_fraction,repaired_idle_away_pressure,0.9239761578893221,0.9239761578893221
broken_cargo_distance_pressure,late_broken_cargo_pressure,0.9005736439461052,0.9005736439461052
global_depot_backlog,fleet_broken_fraction,0.875338298592346,0.875338298592346
global_depot_backlog,depot_pipeline_pressure,0.8619373944637579,0.8619373944637579
