,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_onsite_backlog,global_depot_backlog,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,fleet_failure_risk,fleet_low_health_fraction,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,current_station_onsite_shortage_pressure,current_station_depot_shortage_pressure,broken_cargo_distance_pressure,late_broken_cargo_pressure,repaired_idle_away_pressure,depot_pipeline_pressure,depot_queue_pickup_opportunity,degradation_demand_exposure
rebalancing_imbalance,1.0,0.45102951042875083,0.71010399007767,0.0559198126705926,0.05827497699983447,0.014889701812011687,-0.03374697534490657,-0.058080603671343024,-0.003484545828064645,-0.01648581373458315,-0.03443955878811751,-0.04458849187788463,-0.06061127776265299,-0.05468226700889021,0.12577129270231177,0.09138172536579589,-0.00967832642426186,-0.007009370342010091,-0.2192072297915313,-0.25869426824525893,-0.041816752524572905,-0.0902895090074655,0.008735781021394785,0.055390178707323406
squared_starvation_penalty,0.45102951042875083,1.0,0.05310187083253284,0.2753089739378513,0.31349542220834553,0.2042074084033773,0.14950037498860033,0.3671410490263467,0.3808531892209508,0.18196800028021543,-0.007811507302525811,0.13336538460736402,0.07608093046489138,-0.0033414387292015897,0.36025770756608505,0.3825077244888573,0.020225472808619856,0.024210559315259315,0.021533140218432667,-0.02600804419550187,-0.011060431646912457,0.13656158181890804,0.012542750654817587,0.2972987051579799
squared_congestion_penalty,0.71010399007767,0.05310187083253284,1.0,-0.03684186899355692,0.01920695889526967,-0.22319859488035174,-0.3202049023423972,-0.35328691553765756,-0.26542819921047606,-0.31466753248485724,-0.1169845996902653,-0.32011842549648994,-0.27620695627724823,-0.08382831903799322,-0.11202888377825479,-0.2083451299029217,-0.03385285858103813,-0.04111039762712829,-0.24938384786535653,-0.28392712967384426,-0.11657965216603568,-0.37760299728014823,-0.003478913206123528,-0.0759857675507607
gross_starvation_risk,0.0559198126705926,0.2753089739378513,-0.03684186899355692,1.0,0.7638204040970786,0.023190713327072884,-0.024613402562276555,0.5664976426264807,0.570296674985227,-0.011065758955346769,-0.09508889252386966,-0.025037901311159055,-0.037737055551908975,-0.037436501508618165,0.07589830592809957,0.06262486693836125,-0.003210865587247271,-0.010411716182520066,-0.06416731625674275,-0.2580246553254216,-0.0850685110986424,-0.06947018430862908,-0.01656603561900264,0.9883067064778961
gross_congestion_risk,0.05827497699983447,0.31349542220834553,0.01920695889526967,0.7638204040970786,1.0,-0.0745096928805699,-0.1890380536518976,0.5155891442544028,0.5709258384631158,-0.16396681023196313,-0.12046207328550547,-0.17564257015182025,-0.18170620779860744,-0.04449544815275105,-0.045032793829916554,-0.09277797140383547,-0.018933467723991213,-0.028636763326701644,-0.0238095921020566,-0.20177331050228467,-0.10954172267278804,-0.20500059146883398,-0.011358762337388825,0.7317399861642676
global_onsite_backlog,0.014889701812011687,0.2042074084033773,-0.22319859488035174,0.023190713327072884,-0.0745096928805699,1.0,0.5736178917189546,0.41739454505240303,0.6245901182892134,0.7861256840620834,0.10001167970096178,0.5584041268664807,0.33424784015180437,0.06797417806955564,0.7190381405253616,0.4813692201371316,0.07771161949971135,0.05544430613301136,0.07027391062959809,0.06722673667069423,0.09375644602159383,0.5577198432434184,0.0194508150890274,0.10383913461337023
global_depot_backlog,-0.03374697534490657,0.14950037498860033,-0.3202049023423972,-0.024613402562276555,-0.1890380536518976,0.5736178917189546,1.0,0.5867347313681633,0.26688173260353965,0.9043171340580475,0.2034081634387515,0.7960310784229047,0.6309969333622807,0.09871016345233802,0.4473815323434124,0.791645337835107,0.05845056352454806,0.09338429788333952,0.07312814250008574,0.08976172880563695,0.19067125869163454,0.9062945562794401,0.03767290518105661,0.08599065877749948
demand_weighted_depot_backlog,-0.058080603671343024,0.3671410490263467,-0.35328691553765756,0.5664976426264807,0.5155891442544028,0.41739454505240303,0.5867347313681633,1.0,0.7287162336237988,0.5585534105589708,0.03508261398813108,0.4340801036587629,0.2749471839891914,0.05401674647456894,0.3514975379063655,0.5095724166954689,0.03922952959814356,0.055277696004846194,0.04974427453248585,-0.08573436289092744,0.036930554938938494,0.5082906855296192,0.012193404095145815,0.6340789880561575
demand_weighted_onsite_backlog,-0.003484545828064645,0.3808531892209508,-0.26542819921047606,0.570296674985227,0.5709258384631158,0.6245901182892134,0.26688173260353965,0.7287162336237988,1.0,0.42379108453034064,0.006880824359628916,0.23788363128979034,0.07623483672385006,0.019144867497179575,0.4689773950380768,0.2724609749712234,0.0468063114136824,0.017801919317124562,0.02903781616480329,-0.0982952105961426,0.01020150480898406,0.24952342738731148,0.005588496573457953,0.6074579280404411
fleet_broken_fraction,-0.01648581373458315,0.18196800028021543,-0.31466753248485724,-0.011065758955346769,-0.16396681023196313,0.7861256840620834,0.9043171340580475,0.5585534105589708,0.42379108453034064,1.0,0.10274713364926884,0.8041407331883541,0.5899643901015296,0.09045580483196398,0.5832684223739006,0.7309216502831524,0.06783834498528937,0.08547940031384628,0.05429672513950401,0.052144933364278494,0.0969039797723527,0.8937441318702701,0.020446905642799103,0.10156364597121606
