,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_onsite_backlog,global_depot_backlog,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,fleet_failure_risk,fleet_low_health_fraction,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,current_station_onsite_shortage_pressure,current_station_depot_shortage_pressure,broken_cargo_distance_pressure,late_broken_cargo_pressure,repaired_idle_away_pressure,depot_pipeline_pressure,depot_queue_pickup_opportunity,degradation_demand_exposure
depot_idle_fraction,-0.03443955878811751,-0.007811507302525811,-0.1169845996902653,-0.09508889252386966,-0.12046207328550547,0.10001167970096178,0.2034081634387515,0.03508261398813108,0.006880824359628916,0.10274713364926884,1.0,0.2390101823201649,0.14378319213234164,0.033494119787262536,0.07016066318057351,0.11961292184341595,0.03297539135728993,0.020106287166931674,0.09362604526413433,0.1612690261213467,0.9341508102098541,0.41317065480730236,0.18396595734459154,-0.06603053538424956
fleet_failure_risk,-0.04458849187788463,0.13336538460736402,-0.32011842549648994,-0.025037901311159055,-0.17564257015182025,0.5584041268664807,0.7960310784229047,0.4340801036587629,0.23788363128979034,0.8041407331883541,0.2390101823201649,1.0,0.8885488175283889,0.10615079664388034,0.4140312117225673,0.655917004543194,0.06591897168338738,0.08076822326250348,0.09301790722234178,0.10443989117993173,0.22338806417871981,0.8111146095857644,0.04352592673196585,0.1104967999478824
fleet_low_health_fraction,-0.06061127776265299,0.07608093046489138,-0.27620695627724823,-0.037737055551908975,-0.18170620779860744,0.33424784015180437,0.6309969333622807,0.2749471839891914,0.07623483672385006,0.5899643901015296,0.14378319213234164,0.8885488175283889,1.0,0.10076739669799901,0.23723135424146785,0.5433680370157119,0.053231010940561575,0.0675318084254925,0.04563569094102017,0.05947583154427865,0.13392837930441087,0.6102319335434842,0.0260796155181486,0.0787816264611769
maintenance_restoration_value,-0.05468226700889021,-0.0033414387292015897,-0.08382831903799322,-0.037436501508618165,-0.04449544815275105,0.06797417806955564,0.09871016345233802,0.05401674647456894,0.019144867497179575,0.09045580483196398,0.033494119787262536,0.10615079664388034,0.10076739669799901,1.0,0.032599272431307204,0.07510622601175271,0.041637901764989084,0.09411095254330232,0.00459279572312049,-0.001119924437942841,0.027041610512077242,0.09079018377098387,0.013380456910436316,-0.02383672986096941
onsite_shortage_pressure,0.12577129270231177,0.36025770756608505,-0.11202888377825479,0.07589830592809957,-0.045032793829916554,0.7190381405253616,0.4473815323434124,0.3514975379063655,0.4689773950380768,0.5832684223739006,0.07016066318057351,0.4140312117225673,0.23723135424146785,0.032599272431307204,1.0,0.5077760853946575,0.11412103324578304,0.05829840524931702,0.003364039143162091,-0.025360246667275453,0.06371995747087622,0.41004599422162563,0.019577530351826432,0.13530726375984198
depot_shortage_pressure,0.09138172536579589,0.3825077244888573,-0.2083451299029217,0.06262486693836125,-0.09277797140383547,0.4813692201371316,0.791645337835107,0.5095724166954689,0.2724609749712234,0.7309216502831524,0.11961292184341595,0.655917004543194,0.5433680370157119,0.07510622601175271,0.5077760853946575,1.0,0.0678406202820908,0.12072094644910583,0.03640221283004322,0.023934338715919132,0.11052657088807284,0.7060625411250668,0.02673818216604218,0.15427205343031505
current_station_onsite_shortage_pressure,-0.00967832642426186,0.020225472808619856,-0.03385285858103813,-0.003210865587247271,-0.018933467723991213,0.07771161949971135,0.05845056352454806,0.03922952959814356,0.0468063114136824,0.06783834498528937,0.03297539135728993,0.06591897168338738,0.053231010940561575,0.041637901764989084,0.11412103324578304,0.0678406202820908,1.0,0.3751276744368756,0.004147209666822658,0.0030369270970392855,0.030901328021758465,0.060005615136339674,0.007763845060703312,0.005371486375513166
current_station_depot_shortage_pressure,-0.007009370342010091,0.024210559315259315,-0.04111039762712829,-0.010411716182520066,-0.028636763326701644,0.05544430613301136,0.09338429788333952,0.055277696004846194,0.017801919317124562,0.08547940031384628,0.020106287166931674,0.08076822326250348,0.0675318084254925,0.09411095254330232,0.05829840524931702,0.12072094644910583,0.3751276744368756,1.0,-0.0058732230354384355,0.00041770308819027454,0.018809259858430384,0.08277743309147413,0.0035451888322952795,1.1375131236280344e-05
broken_cargo_distance_pressure,-0.2192072297915313,0.021533140218432667,-0.24938384786535653,-0.06416731625674275,-0.0238095921020566,0.07027391062959809,0.07312814250008574,0.04974427453248585,0.02903781616480329,0.05429672513950401,0.09362604526413433,0.09301790722234178,0.04563569094102017,0.00459279572312049,0.003364039143162091,0.03640221283004322,0.004147209666822658,-0.0058732230354384355,1.0,0.743444545114151,0.14541695872245414,0.20209064462457832,-0.09434070607072811,-0.05283891059471921
late_broken_cargo_pressure,-0.25869426824525893,-0.02600804419550187,-0.28392712967384426,-0.2580246553254216,-0.20177331050228467,0.06722673667069423,0.08976172880563695,-0.08573436289092744,-0.0982952105961426,0.052144933364278494,0.1612690261213467,0.10443989117993173,0.05947583154427865,-0.001119924437942841,-0.025360246667275453,0.023934338715919132,0.0030369270970392855,0.00041770308819027454,0.743444545114151,1.0,0.21677018423636785,0.249582210623342,-0.09738977768661115,-0.24528992103461444
repaired_idle_away_pressure,-0.041816752524572905,-0.011060431646912457,-0.11657965216603568,-0.0850685110986424,-0.10954172267278804,0.09375644602159383,0.19067125869163454,0.036930554938938494,0.01020150480898406,0.0969039797723527,0.9341508102098541,0.22338806417871981,0.13392837930441087,0.027041610512077242,0.06371995747087622,0.11052657088807284,0.030901328021758465,0.018809259858430384,0.14541695872245414,0.21677018423636785,1.0,0.3867712692341839,-0.07032986694928217,-0.057814313421575045
depot_pipeline_pressure,-0.0902895090074655,0.13656158181890804,-0.37760299728014823,-0.06947018430862908,-0.20500059146883398,0.5577198432434184,0.9062945562794401,0.5082906855296192,0.24952342738731148,0.8937441318702701,0.41317065480730236,0.8111146095857644,0.6102319335434842,0.09079018377098387,0.41004599422162563,0.7060625411250668,0.060005615136339674,0.08277743309147413,0.20209064462457832,0.249582210623342,0.3867712692341839,1.0,0.07597824565597935,0.04139731564216408
depot_queue_pickup_opportunity,0.008735781021394785,0.012542750654817587,-0.003478913206123528,-0.01656603561900264,-0.011358762337388825,0.0194508150890274,0.03767290518105661,0.012193404095145815,0.005588496573457953,0.020446905642799103,0.18396595734459154,0.04352592673196585,0.0260796155181486,0.013380456910436316,0.019577530351826432,0.02673818216604218,0.007763845060703312,0.0035451888322952795,-0.09434070607072811,-0.09738977768661115,-0.07032986694928217,0.07597824565597935,1.0,-0.01122579320569868
degradation_demand_exposure,0.055390178707323406,0.2972987051579799,-0.0759857675507607,0.9883067064778961,0.7317399861642676,0.10383913461337023,0.08599065877749948,0.6340789880561575,0.6074579280404411,0.10156364597121606,-0.06603053538424956,0.1104967999478824,0.0787816264611769,-0.02383672986096941,0.13530726375984198,0.15427205343031505,0.005371486375513166,1.1375131236280344e-05,-0.05283891059471921,-0.24528992103461444,-0.057814313421575045,0.04139731564216408,-0.01122579320569868,1.0
