reward,td_target,td_error,future_starvation,future_congestion,future_broken_fleet_ratio
-0.30000000000000004,-0.29837701728122706,-0.29837701728122706,1.0,2.0,0.0026041666666666665
-0.6000000000000001,-0.597484538919922,-0.597484538919922,5.0,1.0,0.00390625
-0.1,-0.09988627652737853,-0.09988627652737853,1.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
-0.2,-0.19931670540818364,-0.19931670540818364,2.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
-0.1,-0.09988035563730606,-0.09988035563730606,1.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
-0.1,-0.09990503253022692,-0.09990503253022692,1.0,0.0,0.00390625
-0.1,-0.09988035563730606,-0.09988035563730606,1.0,0.0,0.00390625
-0.1,-0.09988124697435709,-0.09988124697435709,0.0,1.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
-0.1,-0.0994970342260182,-0.0994970342260182,0.0,1.0,0.00390625
-0.5,-0.49761171574600443,-0.49761171574600443,3.0,2.0,0.0026041666666666665
-0.9,-0.8958141895686824,-0.8958141895686824,7.0,2.0,0.00390625
-0.4,-0.39770408695280013,-0.39770408695280013,4.0,0.0,0.005208333333333333
-0.1,-0.09949101522149179,-0.09949101522149179,1.0,0.0,0.005208333333333333
-0.30000000000000004,-0.2988786942998438,-0.2988786942998438,1.0,2.0,0.005208333333333333
-0.2,-0.19914773619718268,-0.19914773619718268,1.0,1.0,0.005208333333333333
-0.30000000000000004,-0.29883922877109065,-0.29883922877109065,2.0,1.0,0.005208333333333333
-0.1,-0.09988758255172979,-0.09988758255172979,1.0,0.0,0.005208333333333333
0.0,0.0,0.0,0.0,0.0,0.005208333333333333
-0.2,-0.1996485656150303,-0.1996485656150303,1.0,1.0,0.00390625
-0.1,-0.09988758255172979,-0.09988758255172979,1.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
-0.1,-0.09988758255172979,-0.09988758255172979,1.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
-0.1,-0.09988758255172979,-0.09988758255172979,0.0,1.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
-0.1,-0.09990032597007265,-0.09990032597007265,1.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
0.0,0.0,0.0,0.0,0.0,0.00390625
-0.4,-0.3996013038802906,-0.3996013038802906,3.0,1.0,0.00390625
-0.2,-0.19977516510345958,-0.19977516510345958,2.0,0.0,0.00390625
-0.1,-0.09988627652737853,-0.09988627652737853,1.0,0.0,0.00390625
-0.4,-0.39893164734667175,-0.39893164734667175,2.0,2.0,0.00390625
-0.2,-0.1993011324519557,-0.1993011324519557,2.0,0.0,0.00390625
-0.2,-0.1994057146818242,-0.1994057146818242,1.0,1.0,0.00390625
-0.4,-0.39858469794995766,-0.39858469794995766,3.0,1.0,0.00390625
-0.1,-0.09970271180531877,-0.09970271180531877,0.0,1.0,0.00390625
-1.0,-0.9933435315083609,-0.9933435315083609,6.0,4.0,0.00390625
-1.0,-0.9957661874624254,-0.9957661874624254,8.0,2.0,0.006510416666666667
0.0,0.0,0.0,0.0,0.0,0.006510416666666667
-0.9,-0.8964615540603855,-0.8964615540603855,8.0,1.0,0.009114583333333334
-0.7000000000000001,-0.6988368808727301,-0.6988368808727301,7.0,0.0,0.010416666666666666
-1.1,-1.0942556124280736,-1.0942556124280736,9.0,2.0,0.010416666666666666
-0.2,-0.1995757763862881,-0.1995757763862881,1.0,1.0,0.010416666666666666
-1.3,-1.293724596840356,-1.293724596840356,9.0,4.0,0.010416666666666666
-0.5,-0.49794604571625417,-0.49794604571625417,2.0,3.0,0.010416666666666666
-0.6000000000000001,-0.5971862450503149,-0.5971862450503149,6.0,0.0,0.010416666666666666
-0.8,-0.7952420839457554,-0.7952420839457554,6.0,2.0,0.010416666666666666
-0.4,-0.3981662160477146,-0.3981662160477146,3.0,1.0,0.013020833333333334
0.0,0.0,0.0,0.0,0.0,0.01171875
-0.2,-0.19918843986466472,-0.19918843986466472,1.0,1.0,0.013020833333333334
-0.1,-0.09958883437746963,-0.09958883437746963,0.0,1.0,0.013020833333333334
-0.1,-0.09973793499874133,-0.09973793499874133,0.0,1.0,0.013020833333333334
0.0,0.0,0.0,0.0,0.0,0.013020833333333334
0.0,0.0,0.0,0.0,0.0,0.013020833333333334
0.0,0.0,0.0,0.0,0.0,0.013020833333333334
0.0,0.0,0.0,0.0,0.0,0.013020833333333334
0.0,0.0,0.0,0.0,0.0,0.01171875
0.0,0.0,0.0,0.0,0.0,0.01171875
0.0,0.0,0.0,0.0,0.0,0.01171875
0.0,0.0,0.0,0.0,0.0,0.01171875
0.0,0.0,0.0,0.0,0.0,0.01171875
0.0,0.0,0.0,0.0,0.0,0.01171875
-2.2,-1.8832301903934272,-1.8832301903934272,15.0,7.0,0.015625
-0.9,-0.8951310518436811,-0.8951310518436811,3.0,6.0,0.01953125
-0.8,-0.7976423503911407,-0.7976423503911407,4.0,4.0,0.020833333333333332
-0.9,-0.8956530590660934,-0.8956530590660934,4.0,5.0,0.022135416666666668
-0.8,-0.7968333304994035,-0.7968333304994035,2.0,6.0,0.022135416666666668
-0.2,-0.19963370911048103,-0.19963370911048103,1.0,1.0,0.022135416666666668
-0.2,-0.1992518050754074,-0.1992518050754074,1.0,1.0,0.022135416666666668
0.0,0.0,0.0,0.0,0.0,0.022135416666666668
-0.6000000000000001,-0.596823671814609,-0.596823671814609,5.0,1.0,0.022135416666666668
0.0,0.0,0.0,0.0,0.0,0.022135416666666668
0.0,0.0,0.0,0.0,0.0,0.022135416666666668
-0.1,-0.0997148495656609,-0.0997148495656609,0.0,1.0,0.022135416666666668
-0.4,-0.39884229916888736,-0.39884229916888736,2.0,2.0,0.022135416666666668
-0.1,-0.09985094355383865,-0.09985094355383865,0.0,1.0,0.022135416666666668
0.0,0.0,0.0,0.0,0.0,0.022135416666666668
-0.1,-0.09989310467177741,-0.09989310467177741,1.0,0.0,0.022135416666666668
-0.6000000000000001,-0.5983554070100325,-0.5983554070100325,3.0,3.0,0.022135416666666668
-0.1,-0.09979309604271612,-0.09979309604271612,1.0,0.0,0.022135416666666668
-0.7000000000000001,-0.6971904433450374,-0.6971904433450374,5.0,2.0,0.022135416666666668
-0.5,-0.4976529762273786,-0.4976529762273786,5.0,0.0,0.022135416666666668
-0.4,-0.39890360467335495,-0.39890360467335495,2.0,2.0,0.022135416666666668
0.0,0.0,0.0,0.0,0.0,0.022135416666666668
-0.1,-0.09985620930864775,-0.09985620930864775,0.0,1.0,0.022135416666666668
-0.2,-0.19951776735279322,-0.19951776735279322,0.0,2.0,0.022135416666666668
-0.30000000000000004,-0.2985231882429003,-0.2985231882429003,2.0,1.0,0.022135416666666668
-0.1,-0.09965364564267831,-0.09965364564267831,1.0,0.0,0.022135416666666668
0.0,0.0,0.0,0.0,0.0,0.022135416666666668
-0.6000000000000001,-0.5965545602497042,-0.5965545602497042,5.0,1.0,0.0234375
0.0,0.0,0.0,0.0,0.0,0.024739583333333332
-0.8,-0.7974496028868532,-0.7974496028868532,5.0,3.0,0.024739583333333332
0.0,0.0,0.0,0.0,0.0,0.0234375
0.0,0.0,0.0,0.0,0.0,0.022135416666666668
0.0,0.0,0.0,0.0,0.0,0.0234375
-0.4,-0.39874244900399297,-0.39874244900399297,4.0,0.0,0.0234375
-0.5,-0.4989877010495648,-0.4989877010495648,1.0,4.0,0.0234375
-0.2,-0.19914158140942972,-0.19914158140942972,2.0,0.0,0.024739583333333332
