episode,service_level,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,net_starvation_shortfall,net_congestion_shortfall,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
84,0.936323695303687,-5.7465575564115765,-5.164009699398871,-3.2835926926455783,-3.452915601373315,-0.6393938024926786,-0.45006666969716896,0.039761,0.1,0.120787,0.2,1480,665,1160,33686,38431,38424,0,0,0,0,3566,3586,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
85,0.9421561604584527,-5.734369773941978,-5.163941524472424,-3.271560857988737,-3.454794790035571,-0.6320757951462241,-0.44693636783055496,0.039478,0.1,0.120064,0.2,1377,561,1250,33504,38203,38193,0,0,0,0,3509,3498,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
86,0.9394227061022279,-5.7285342581199545,-5.165624210455939,-3.2543098295471347,-3.45055517623293,-0.6219530464737586,-0.4414952830567326,0.039199,0.1,0.119345,0.2,1284,758,1356,33709,38446,38439,0,0,0,0,3483,3497,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
87,0.929327577029984,-5.770867054003348,-5.201718703572493,-3.285531906381125,-3.48615386456931,-0.6272024810593588,-0.4460351401395878,0.038924,0.1,0.118631,0.2,1608,782,1348,33818,38363,38357,0,0,0,0,3599,3609,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.942427196295845,-5.758444436026808,-5.204839385713231,-3.265672074879803,-3.4746386774585614,-0.6207357194958705,-0.44291976528826693,0.038652,0.1,0.117921,0.2,1288,602,1221,32828,37375,37372,0,0,0,0,3611,3604,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.9315484975500324,-5.793191732871774,-5.231099669272513,-3.2938578657297377,-3.4924238763511126,-0.6253572431368877,-0.44233028660336604,0.038385,0.1,0.117215,0.2,1576,743,1128,33878,38381,38375,0,0,0,0,3622,3631,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.9347158680471948,-5.824380430126974,-5.26365721016844,-3.3246566479086406,-3.5212061295348187,-0.6305713277079561,-0.44519177172030816,0.038121,0.1,0.116513,0.2,1369,800,1056,33224,37958,37950,0,0,0,0,3555,3554,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9373169127757518,-5.831028095397237,-5.267093078957724,-3.320537014777484,-3.5292101574658554,-0.6214057875090594,-0.4418224942298683,0.03786,0.1,0.115816,0.2,1392,705,1314,33454,37984,37977,0,0,0,0,3526,3530,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.9317213655726886,-5.851693638055669,-5.289635198604609,-3.33455723688479,-3.543259444093807,-0.6229333426493152,-0.44040487123882954,0.037604,0.1,0.115123,0.2,1504,772,1343,33334,37964,37957,0,0,0,0,3516,3510,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.9375112985839108,-5.8609453287443385,-5.308172035542981,-3.3334562801019043,-3.5536532392069624,-0.6189140227903623,-0.4391201579612722,0.03735,0.1,0.114434,0.2,1423,651,1184,33190,37883,37879,0,0,0,0,3534,3554,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.935917530745117,-5.88908201641657,-5.329998299089175,-3.346329112562059,-3.5713383646268033,-0.6196909517557218,-0.4382539997879053,0.0371,0.1,0.113749,0.2,1477,649,1192,33176,37813,37811,0,0,0,0,3561,3547,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
95,0.9289350680282236,-5.920460057763974,-5.354914709360869,-3.3668473774555894,-3.593625799785731,-0.6217242838678712,-0.4387076423821079,0.036854,0.1,0.113068,0.2,1541,846,1191,33589,37967,37956,0,0,0,0,3463,3465,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
96,0.9352944682880305,-5.944389075567432,-5.376672595135802,-3.3731034350108557,-3.606949410626729,-0.6175016359741974,-0.4396557962433648,0.03661,0.1,0.112391,0.2,1460,711,1099,33552,38286,38282,0,0,0,0,3547,3539,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
97,0.9385220451252329,-5.94817889347291,-5.394944230411483,-3.3748494684484776,-3.617488437644764,-0.6126453763528583,-0.4384203808715536,0.03637,0.1,0.111718,0.2,1278,801,1261,33817,38564,38559,0,0,0,0,3519,3534,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
98,0.9331045800387886,-5.972806655930139,-5.411282340005754,-3.3950916344986797,-3.6375739843306127,-0.6138570880075827,-0.4388867291578481,0.036133,0.1,0.11105,0.2,1551,691,1387,33515,38115,38112,0,0,0,0,3589,3609,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
99,0.9396450770200883,-5.97177503713281,-5.415102676309797,-3.386514914406018,-3.634661636574435,-0.6078751570144002,-0.43463869624283236,0.035899,0.1,0.110385,0.2,1415,595,1106,33303,37903,37896,0,0,0,0,3445,3444,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
100,0.934721808985421,-5.975139271298226,-5.426837460101053,-3.3806832466758667,-3.638517461091708,-0.6020492551501613,-0.43052604257571586,0.035668,0.1,0.109724,0.2,1478,716,1445,33610,38373,38368,0,0,0,0,3554,3562,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
101,0.9383486672780522,-6.0104263083324,-5.455097669350785,-3.3858669352312423,-3.6509645581847474,-0.5987620253314696,-0.4313269032135016,0.03544,0.1,0.109067,0.2,1455,629,1199,33803,38447,38442,0,0,0,0,3546,3543,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
102,0.9341760856632957,-6.035492653560637,-5.477919607236775,-3.404461165765253,-3.666922634073248,-0.6013061199088936,-0.43104988402168026,0.035215,0.1,0.108415,0.2,1525,688,1170,33620,38314,38308,0,0,0,0,3522,3529,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
103,0.9412971961488547,-6.0474726576279965,-5.496289022458606,-3.3979055408332592,-3.6693682878220253,-0.5935958949759764,-0.42945721988397195,0.034993,0.1,0.107766,0.2,1320,625,1209,33133,37979,37969,0,0,0,0,3588,3580,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
104,0.9346809021113244,-6.065582416539001,-5.500954168372439,-3.410750149830808,-3.697033775134052,-0.5912599178051748,-0.42898146909393897,0.034774,0.1,0.107121,0.2,1515,663,1179,33344,37968,37960,0,0,0,0,3491,3502,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
105,0.9368894216362001,-6.088662178039545,-5.5195322977470145,-3.4455317290426897,-3.724565628405521,-0.5960672028856464,-0.4294379543561391,0.034557,0.1,0.10648,0.2,1377,729,1159,33370,38124,38117,0,0,0,0,3614,3623,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
106,0.9408234052179159,-6.086829929337988,-5.525530776906123,-3.440411790322468,-3.7234745565447263,-0.5901129287943719,-0.42579918010798057,0.034343,0.1,0.105842,0.2,1130,832,1396,33155,38184,38179,0,0,0,0,3577,3584,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
107,0.9334783126787417,-6.097322116421016,-5.536622968778114,-3.4496369224775476,-3.7356360758000435,-0.5863848898480902,-0.42401107090177026,0.034131,0.1,0.105209,0.2,1434,799,1390,33568,38311,38307,0,0,0,0,3542,3541,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
108,0.928159381504609,-6.135067974001517,-5.5760537565688315,-3.453899507732422,-3.747939254237636,-0.5807671112844763,-0.4237391315472143,0.033923,0.1,0.104579,0.2,1758,658,1153,33630,37950,37942,0,0,0,0,3613,3603,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
109,0.9426363142322324,-6.133628779832552,-5.5723606942431,-3.4574510513475714,-3.7549539852161775,-0.576425626034098,-0.4207088183882702,0.033716,0.1,0.103953,0.2,1173,727,1213,33122,37957,37952,0,0,0,0,3549,3558,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
110,0.9361587982832618,-6.143937622871886,-5.586288483650426,-3.455641898430397,-3.7710316558794457,-0.5717779804702726,-0.4206130660602349,0.033512,0.1,0.103331,0.2,1396,746,1242,33552,38421,38411,0,0,0,0,3471,3476,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
111,0.9356319062858522,-6.152990895468593,-5.606444862818269,-3.445877329192383,-3.770525307703125,-0.567803277149425,-0.4206046620795773,0.033311,0.1,0.102712,0.2,1403,729,1304,33122,37864,37854,0,0,0,0,3546,3536,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
112,0.927759157289921,-6.171913262346646,-5.621855685072684,-3.459784662728326,-3.7819273331295467,-0.570918541079036,-0.4191023345435046,0.033112,0.1,0.102098,0.2,1494,920,1302,33416,38015,38003,0,0,0,0,3573,3584,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
113,0.9370688356680223,-6.188158747265525,-5.640515059360938,-3.4658652341393945,-3.7886109983379708,-0.5706113831190479,-0.41832693772198243,0.032916,0.1,0.101486,0.2,1463,626,1187,33195,37921,37917,0,0,0,0,3569,3578,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
114,0.9381790269248937,-6.201621078273375,-5.64891471474886,-3.471660022772129,-3.8002878850181006,-0.5648016705810349,-0.41563463944127055,0.032721,0.1,0.100879,0.2,1375,719,1318,33872,38674,38670,0,0,0,0,3618,3629,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
115,0.940456081081081,-6.202532663505522,-5.660118317308213,-3.4594785002960546,-3.8025339373267175,-0.5549056251360633,-0.4124184751521002,0.032529,0.1,0.100275,0.2,1299,675,1145,33152,38002,37995,0,0,0,0,3604,3609,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
116,0.9349321159660876,-6.208146752141902,-5.674671838225798,-3.4679344752185823,-3.8102147048117505,-0.5559163268377616,-0.4102029755228113,0.03234,0.1,0.099675,0.2,1476,719,1306,33734,38405,38399,0,0,0,0,3608,3603,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
117,0.9342242639381917,-6.223292786675618,-5.696213907969701,-3.479733571439409,-3.8210233320263454,-0.5541649934768762,-0.40815074858630507,0.032152,0.1,0.099078,0.2,1475,730,1216,33523,38155,38148,0,0,0,0,3525,3518,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
118,0.933984962406015,-6.246318184683202,-5.718464726961647,-3.5020351753417303,-3.845705932371256,-0.5578982286385542,-0.41061644613036036,0.031967,0.1,0.098485,0.2,1390,805,1176,33250,37951,37945,0,0,0,0,3575,3570,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
119,0.9361361004720763,-6.264051548341016,-5.741721649771485,-3.498334083468296,-3.843454150124746,-0.5571090744400011,-0.4083590154938414,0.031783,0.1,0.097896,0.2,1405,746,1251,33681,38319,38309,0,0,0,0,3648,3657,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
120,0.9388169889709179,-6.245406670816008,-5.75279721262145,-3.4786601302605096,-3.8410654421389374,-0.5512644862003433,-0.40503469361069994,0.031602,0.1,0.09731,0.2,1357,690,1256,33457,38348,38341,0,0,0,0,3575,3577,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
121,0.9359773371104816,-6.248178791301056,-5.765210986190412,-3.4643071569381876,-3.835921360419589,-0.5470781417485856,-0.40299336871078323,0.031423,0.1,0.096727,0.2,1467,680,1237,33535,38290,38289,0,0,0,0,3520,3523,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
122,0.9338481493770927,-6.262792143459207,-5.78360822507236,-3.489821973532183,-3.8501983813540956,-0.5511228190255204,-0.40109418451927076,0.031246,0.1,0.096148,0.2,1494,699,1282,33151,37876,37871,0,0,0,0,3532,3541,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
123,0.9391260040762498,-6.27889114676513,-5.7983250236691335,-3.491775890835179,-3.8534201286883154,-0.5474598398000666,-0.3999587290310487,0.031071,0.1,0.095573,0.2,1267,764,1246,33364,38249,38238,0,0,0,0,3642,3646,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
124,0.9397674067361426,-6.289345586511988,-5.805368183102941,-3.5108858128121723,-3.8646906687741653,-0.5469269430243955,-0.39723849390533983,0.030898,0.1,0.095001,0.2,1381,613,1153,33105,37927,37922,0,0,0,0,3546,3561,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
125,0.9401559338174027,-6.297750175922487,-5.821654022073768,-3.5207997726676297,-3.8735725361909075,-0.5484879521667757,-0.3951595944853338,0.030727,0.1,0.094432,0.2,1236,775,1151,33604,38245,38236,0,0,0,0,3660,3647,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
126,0.9354588796185935,-6.3024804261905185,-5.834803603004163,-3.524158117819106,-3.877705500508951,-0.5481172891787253,-0.39299123574184147,0.030557,0.1,0.093867,0.2,1411,755,1165,33560,38444,38440,0,0,0,0,3552,3559,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
127,0.938523250631407,-6.317909276508817,-5.846456189745413,-3.5441055441971563,-3.895516950721274,-0.5476260973129019,-0.3911598536614983,0.03039,0.1,0.093305,0.2,1371,698,1214,33655,38485,38477,0,0,0,0,3600,3594,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
128,0.9400957744782098,-6.311003678351622,-5.848882291198287,-3.552327487675028,-3.9033197526560013,-0.5460061073247896,-0.38770789910354503,0.030224,0.1,0.092747,0.2,1337,652,1221,33203,38016,38007,0,0,0,0,3433,3435,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
129,0.9315859083804257,-6.336141786678797,-5.873004350969754,-3.576465882697291,-3.922265429599907,-0.5492433858300407,-0.3896192434795715,0.03006,0.1,0.092192,0.2,1431,845,1541,33268,38172,38164,0,0,0,0,3535,3536,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
130,0.9321699544764795,-6.348425005781378,-5.883978166438132,-3.5945795292223783,-3.9370287517050433,-0.5513375690789006,-0.38885883201665883,0.029898,0.1,0.09164,0.2,1579,656,1240,32950,37344,37334,0,0,0,0,3526,3524,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
131,0.9375880149812734,-6.364889085546582,-5.91040549318074,-3.6043381678798996,-3.950474614500016,-0.5532114988934957,-0.38955751511099895,0.029738,0.1,0.091091,0.2,1406,677,1064,33375,38131,38125,0,0,0,0,3535,3552,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
132,0.9357078986587183,-6.38289144638015,-5.935018372527096,-3.603440813998487,-3.961058326668453,-0.5474578244082149,-0.39068031208717013,0.029579,0.1,0.090546,0.2,1327,830,1493,33550,38526,38521,0,0,0,0,3616,3605,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
133,0.9367947178871548,-6.39662583457228,-5.949562572755665,-3.6155525465935696,-3.9767002415344503,-0.5465101750737397,-0.38926397179827765,0.029422,0.1,0.090004,0.2,1467,639,1324,33320,38156,38150,0,0,0,0,3622,3613,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
134,0.9356999939368217,-6.3995161299873935,-5.953140006181228,-3.608845045769437,-3.983232839968165,-0.5370321744119113,-0.3880407562561594,0.029267,0.1,0.089465,0.2,1390,731,1230,32986,37913,37911,0,0,0,0,3526,3531,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
135,0.9351619439320168,-6.410908664280397,-5.965931847066351,-3.608782532522569,-3.987333438142596,-0.5350895894524,-0.3864051632259205,0.029113,0.1,0.08893,0.2,1392,752,1283,33067,37953,37949,0,0,0,0,3539,3553,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
136,0.9385382558803208,-6.427299261207133,-5.972118695743243,-3.6282724574588516,-4.006934113342657,-0.53273697426153,-0.386470435267831,0.028961,0.1,0.088398,0.2,1477,569,1071,33289,37924,37917,0,0,0,0,3563,3574,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
137,0.9294057897409853,-6.459884337803879,-5.997225681904435,-3.658137528887947,-4.038243760978123,-0.5368335557170272,-0.3888340175736321,0.028811,0.1,0.087869,0.2,1544,819,1342,33473,37791,37780,0,0,0,0,3542,3546,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
138,0.9444074567243675,-6.457294681011183,-6.0007446032558915,-3.65898669258548,-4.041487955486578,-0.5339412251903132,-0.3854076857776313,0.028662,0.1,0.087343,0.2,1235,602,987,33044,37995,37991,0,0,0,0,3583,3571,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
139,0.9433684653034261,-6.46775187715666,-6.012536265179181,-3.67337996626362,-4.059753169506078,-0.5357951811273277,-0.38479743793565124,0.028514,0.1,0.08682,0.2,1338,548,1107,33303,37837,37832,0,0,0,0,3592,3592,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
140,0.9308045018757816,-6.485708828487601,-6.032934227230103,-3.7006505523153193,-4.077466163709516,-0.5395088615559795,-0.3836592704415204,0.028368,0.1,0.0863,0.2,1587,737,1028,33586,38099,38096,0,0,0,0,3542,3545,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
141,0.9405876081033053,-6.489293030478041,-6.045865529700845,-3.69609544217943,-4.084835838050455,-0.5331562788602531,-0.3811840437118364,0.028224,0.1,0.085784,0.2,1411,595,1353,33764,38533,38528,0,0,0,0,3568,3574,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
142,0.9354790419161677,-6.492668409301391,-6.061974350625705,-3.6862934092261903,-4.082775713538657,-0.5285643379200877,-0.38083387578064304,0.028081,0.1,0.08527,0.2,1467,688,1361,33400,38042,38039,0,0,0,0,3497,3501,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
143,0.9381983763218598,-6.50062448344287,-6.076213076460453,-3.6943346005459157,-4.090746630789513,-0.5295137734437281,-0.3794684305927414,0.02794,0.1,0.08476,0.2,1426,637,1219,33381,37893,37888,0,0,0,0,3525,3525,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
144,0.9409140920039252,-6.505693036969766,-6.08338723179712,-3.6915812701783297,-4.096695132018229,-0.5264099302183769,-0.37760940686980216,0.027799,0.1,0.084252,0.2,1419,568,1136,33629,38236,38231,0,0,0,0,3440,3444,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
145,0.9312524222639597,-6.530458774434306,-6.10257911543819,-3.704464725094358,-4.119622126049146,-0.5250297185686136,-0.38094446360202644,0.027661,0.1,0.083748,0.2,1550,756,1368,33543,38098,38092,0,0,0,0,3642,3640,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
146,0.9387077652637819,-6.5387409093319135,-6.110075381962177,-3.712157582952504,-4.1308953949729705,-0.522099592485333,-0.38051849333749943,0.027523,0.1,0.083247,0.2,1527,541,1056,33740,38306,38298,0,0,0,0,3521,3529,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
147,0.9307671745522588,-6.5701571893607795,-6.142548275491764,-3.738099509890591,-4.150092482254267,-0.5286549108581307,-0.38068723982723074,0.027387,0.1,0.082749,0.2,1592,739,1285,33669,38277,38271,0,0,0,0,3539,3559,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
148,0.9304483150775125,-6.590169940776257,-6.1646787230279445,-3.75286295996217,-4.167806668144442,-0.5315241259022718,-0.38026581912206714,0.027253,0.1,0.082253,0.2,1504,820,1246,33414,38148,38140,0,0,0,0,3663,3666,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
149,0.9446518911105758,-6.581330825291807,-6.154204457473355,-3.742964322423412,-4.163531434244939,-0.5238774364102847,-0.37457473372001676,0.02712,0.1,0.081761,0.2,1246,592,1203,33208,38058,38046,0,0,0,0,3484,3489,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
150,0.9447243716633675,-6.582268468314272,-6.163888887848636,-3.7364870838417374,-4.162291698509977,-0.5172983416143901,-0.37127401011420164,0.026988,0.1,0.081272,0.2,1299,544,1209,33342,38320,38314,0,0,0,0,3667,3667,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
151,0.9346653228197072,-6.604177770868173,-6.173909640298426,-3.7466230539227197,-4.166083528767495,-0.5197381820175249,-0.36832557982837727,0.026857,0.1,0.080785,0.2,1571,633,1167,33734,38207,38203,0,0,0,0,3535,3520,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
152,0.9309373624761625,-6.618312435278655,-6.183797883570093,-3.7605840073347463,-4.173628510875023,-0.5190669224024693,-0.3653678233077721,0.026727,0.1,0.080302,0.2,1478,876,1377,34085,38887,38884,0,0,0,0,3538,3528,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
153,0.9388245182205679,-6.621709408190771,-6.1940521944729765,-3.7686158868102435,-4.187192024074215,-0.5127805553407698,-0.3640825949950834,0.026599,0.1,0.079821,0.2,1262,776,1255,33314,37959,37954,0,0,0,0,3619,3614,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
154,0.934597697694689,-6.640867469982475,-6.2098462601382645,-3.7828600672536155,-4.203513789931101,-0.5102308406195006,-0.3625256885737843,0.026472,0.1,0.079343,0.2,1459,717,1285,33271,37870,37864,0,0,0,0,3535,3542,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
155,0.9366449168596085,-6.636844662686553,-6.213523598018539,-3.7741194113009224,-4.202267244006671,-0.5021872002390106,-0.3592074234881142,0.026346,0.1,0.078868,0.2,1357,750,1270,33257,38033,38028,0,0,0,0,3604,3604,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
156,0.9368240807498197,-6.639060012706723,-6.222558815147141,-3.7839238947179803,-4.211539650669254,-0.5029408188657459,-0.35837208590845776,0.026222,0.1,0.078396,0.2,1411,692,1200,33288,37854,37848,0,0,0,0,3658,3663,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
157,0.9383637951281202,-6.643594169121664,-6.229448724104705,-3.7781822661717026,-4.214234951915711,-0.5003059405395759,-0.3550962096237067,0.026098,0.1,0.077927,0.2,1421,626,1219,33211,37781,37771,0,0,0,0,3675,3682,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
158,0.9413919413919414,-6.645391204779995,-6.231901546264386,-3.7784425483241364,-4.220399070166515,-0.49470284393145225,-0.35161682215489976,0.025976,0.1,0.077461,0.2,1274,678,1116,33306,38025,38021,0,0,0,0,3549,3548,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
159,0.9374201408492556,-6.645878305001567,-6.236509103949282,-3.794155946201254,-4.22940524921947,-0.4963937119182796,-0.34883290281446294,0.025855,0.1,0.076997,0.2,1340,766,1185,33653,38593,38587,0,0,0,0,3562,3577,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
160,0.9418071820060498,-6.642161783534983,-6.240003713161653,-3.7949628403827287,-4.2401302156750225,-0.49251164657456714,-0.34770971132547246,0.025735,0.1,0.076536,0.2,1298,645,1317,33389,38150,38145,0,0,0,0,3616,3611,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
161,0.9358686877746883,-6.654025619287046,-6.249123817986786,-3.793420430362282,-4.245879260198141,-0.48835518920953946,-0.3464414818526494,0.025616,0.1,0.076078,0.2,1445,700,1189,33447,37993,37987,0,0,0,0,3568,3554,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
162,0.9420607955741304,-6.659183323489185,-6.255545046333683,-3.780295966783502,-4.247821737993637,-0.4809035199851376,-0.3437850339518331,0.025498,0.1,0.075623,0.2,1341,586,1055,33259,37939,37936,0,0,0,0,3686,3681,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
163,0.9387490970382856,-6.676045519497355,-6.273175729396655,-3.7952438645890827,-4.252944390412498,-0.48302788625354076,-0.34205656115753735,0.025381,0.1,0.07517,0.2,1301,734,1186,33224,37904,37903,0,0,0,0,3557,3566,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
164,0.940578062354138,-6.67984127640529,-6.277280987492256,-3.8016462701287876,-4.26044493466117,-0.4812453795595931,-0.3387445295391094,0.025266,0.1,0.07472,0.2,1273,713,1134,33422,38171,38162,0,0,0,0,3621,3627,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
165,0.9363793411568475,-6.698540591176824,-6.290284404205009,-3.809469275389742,-4.273223542900722,-0.48116832169271,-0.33985246470182606,0.025151,0.1,0.074273,0.2,1465,671,1196,33574,38237,38229,0,0,0,0,3647,3638,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
166,0.9366988639815321,-6.697792278185629,-6.298193646808746,-3.8121541507024634,-4.274883637428383,-0.4796611202755226,-0.3383824740600087,0.025038,0.1,0.073828,0.2,1325,759,1282,32922,37732,37725,0,0,0,0,3528,3527,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
167,0.9350971599402093,-6.713753686420525,-6.318281206971886,-3.8346477675099533,-4.292440789714075,-0.48433221628608475,-0.3401702634906069,0.024925,0.1,0.073386,0.2,1501,670,997,33450,38135,38125,0,0,0,0,3572,3592,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
168,0.9348567025280816,-6.725789775699978,-6.33340341347132,-3.8441887301730358,-4.3027330411278895,-0.48413615926144515,-0.3399261244550211,0.024814,0.1,0.072947,0.2,1604,594,1121,33741,38359,38353,0,0,0,0,3497,3507,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
169,0.9325098460436806,-6.746405639452073,-6.352020010848572,-3.8453769759143155,-4.317060578653797,-0.4801346841672314,-0.339819805847533,0.024703,0.1,0.07251,0.2,1582,680,1125,33516,38254,38246,0,0,0,0,3599,3608,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
170,0.9327928948231157,-6.7608471960118175,-6.363856280563238,-3.862956032266131,-4.336694162116695,-0.47897193285836576,-0.34022520560201513,0.024593,0.1,0.072076,0.2,1489,766,1174,33553,38260,38257,0,0,0,0,3552,3551,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
171,0.9309866377100111,-6.776127252266918,-6.384429637098665,-3.8771509577908434,-4.34820579682645,-0.4813565395420828,-0.3388638603013649,0.024485,0.1,0.071645,0.2,1494,794,1389,33153,37914,37905,0,0,0,0,3576,3572,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
172,0.9424617840986369,-6.785347532947159,-6.401525240917136,-3.872232798136204,-4.358637799543303,-0.4757549708517796,-0.33882719132278954,0.024377,0.1,0.071216,0.2,1326,620,1285,33821,38300,38295,0,0,0,0,3546,3556,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
173,0.9429796744284377,-6.786887658137515,-6.408600313488898,-3.8687048539803985,-4.364413641458599,-0.471095648626664,-0.3384181331089357,0.02427,0.1,0.07079,0.2,1401,487,1025,33111,37859,37854,0,0,0,0,3612,3598,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
174,0.9426280809465621,-6.791170512293482,-6.416132292092663,-3.8789236730534555,-4.377891905297128,-0.47031068876831206,-0.3374993990115621,0.024165,0.1,0.070366,0.2,1405,520,1134,33553,38211,38206,0,0,0,0,3501,3504,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
175,0.9365866778232674,-6.788934926986354,-6.416730187194484,-3.882636675819934,-4.387136729695927,-0.4656900679048539,-0.33574237906640064,0.02406,0.1,0.069945,0.2,1571,551,949,33463,37716,37709,0,0,0,0,3429,3429,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
