episode,service_level,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,net_starvation_shortfall,net_congestion_shortfall,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
176,0.9442730078054093,-6.786421074859335,-6.418203847775248,-3.8874979922747848,-4.392044316070553,-0.46614768885957525,-0.3334770693672288,0.023956,0.1,0.069526,0.2,1324,518,1092,33054,37785,37779,0,0,0,0,3632,3630,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
177,0.9321508421523327,-6.805481374895317,-6.436046396009275,-3.8965288216351692,-4.405378008447243,-0.4639575089112567,-0.33229720936950263,0.023853,0.1,0.06911,0.2,1506,770,1160,33545,38069,38061,0,0,0,0,3555,3571,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
178,0.9391434114311297,-6.812664797957818,-6.444892194370894,-3.907591841433497,-4.420882838431381,-0.4605655735157912,-0.33104411691376884,0.023751,0.1,0.068697,0.2,1475,564,1201,33505,38175,38172,0,0,0,0,3555,3564,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
179,0.939323467230444,-6.8150798559344015,-6.453828885467719,-3.919261117877562,-4.435797013595524,-0.4624841038652416,-0.3298348584234181,0.023649,0.1,0.068285,0.2,1333,676,1102,33110,37893,37886,0,0,0,0,3495,3493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
180,0.9414688516688757,-6.8179868869251,-6.4575980259006185,-3.91200447438593,-4.437967404523674,-0.45774289706183635,-0.3283381696646335,0.023549,0.1,0.067877,0.2,1324,619,1164,33196,38134,38122,0,0,0,0,3638,3623,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
181,0.9387417716192251,-6.820677428686953,-6.4662343833693425,-3.9115924372446313,-4.442092706081454,-0.45697454053759934,-0.32424847614751917,0.023449,0.1,0.06747,0.2,1430,608,1132,33269,37810,37804,0,0,0,0,3618,3623,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
182,0.9363238643173918,-6.826361986015592,-6.474519795674408,-3.918309176286509,-4.453263573051068,-0.4563117767281418,-0.32465621769919883,0.02335,0.1,0.067067,0.2,1400,725,1208,33372,38296,38289,0,0,0,0,3547,3561,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
183,0.9341654863078376,-6.8347770881480825,-6.4937896317263055,-3.92781001077467,-4.4656589154385475,-0.45492136696511076,-0.3251237359030446,0.023253,0.1,0.066665,0.2,1546,685,1137,33888,38688,38678,0,0,0,0,3576,3583,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
184,0.9374612271424774,-6.839316535106495,-6.507456345122445,-3.9213094659474494,-4.466954180975451,-0.4470054122930142,-0.32361067393336923,0.023155,0.1,0.066266,0.2,1470,647,1272,33851,38582,38579,0,0,0,0,3562,3564,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
185,0.9411431129682137,-6.851159192341789,-6.514479426217697,-3.9327188786449603,-4.475158173366016,-0.4451479270713149,-0.3205984365647595,0.023059,0.1,0.065869,0.2,1331,641,1047,33505,38359,38358,0,0,0,0,3608,3621,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
186,0.9307461978595357,-6.872608718017974,-6.5329183585872475,-3.9434308997666756,-4.483010922321916,-0.4460409353895599,-0.3206732298272754,0.022964,0.1,0.065475,0.2,1647,689,1105,33731,38151,38138,0,0,0,0,3605,3595,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
187,0.9424246965382886,-6.885879386265154,-6.551153874919911,-3.941670055661572,-4.490712014951296,-0.4459554865816523,-0.3210289631016976,0.022869,0.1,0.065083,0.2,1361,560,1129,33365,38196,38188,0,0,0,0,3636,3632,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
188,0.9362412035913613,-6.887574345965504,-6.557117706831071,-3.936982563049525,-4.495099306848249,-0.4455258164038452,-0.3193187666300864,0.022775,0.1,0.064694,0.2,1367,735,1202,32968,37702,37696,0,0,0,0,3499,3509,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
189,0.9388186290785066,-6.899093516536695,-6.57257040873503,-3.9295038020779156,-4.501717340804659,-0.43803994317279293,-0.3189179721290093,0.022682,0.1,0.064307,0.2,1383,644,1198,33131,37938,37929,0,0,0,0,3558,3569,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
190,0.9390116919049177,-6.914655310283513,-6.58982304102501,-3.941958989422647,-4.512542631848932,-0.43837624288671134,-0.3193289362882086,0.022589,0.1,0.063922,0.2,1418,632,1231,33613,38357,38352,0,0,0,0,3648,3654,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
191,0.9391076271944204,-6.9201035963411135,-6.59996567274201,-3.950231194300218,-4.523359989648683,-0.4373729702624589,-0.3179217972616792,0.022498,0.1,0.063539,0.2,1341,702,1102,33551,38230,38227,0,0,0,0,3569,3570,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
192,0.9400924425235608,-6.920886302138038,-6.603491695255864,-3.9342860759144163,-4.522967038749163,-0.4289912903202394,-0.31530177046730423,0.022407,0.1,0.063159,0.2,1391,605,1219,33318,38260,38253,0,0,0,0,3565,3557,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
193,0.9380143112701252,-6.930471884597342,-6.616600065317405,-3.936985000492396,-4.524731968041977,-0.4276272257445109,-0.3139413365680548,0.022317,0.1,0.062781,0.2,1394,685,1234,33540,38326,38319,0,0,0,0,3584,3583,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
194,0.9307019915292422,-6.947704487889405,-6.632232491215489,-3.9530766382522584,-4.536349731459838,-0.42912091491917237,-0.31293211919469094,0.022227,0.1,0.062405,0.2,1602,705,1214,33291,37934,37928,0,0,0,0,3629,3629,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
195,0.9348926357401695,-6.957606493493593,-6.645219722033388,-3.956720142230198,-4.541878841930673,-0.4277551334000866,-0.31093085559195394,0.022138,0.1,0.062031,0.2,1394,780,1196,33391,38093,38086,0,0,0,0,3620,3622,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
196,0.9424664136393759,-6.961688381661139,-6.650531905695789,-3.9548160095327205,-4.547322910071021,-0.4240569837179167,-0.30939406331813285,0.02205,0.1,0.06166,0.2,1290,620,1104,33198,38171,38160,0,0,0,0,3605,3598,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
197,0.9395547422994815,-6.960099814021317,-6.663443944826848,-3.9571145808573487,-4.552254819175448,-0.42105439357551194,-0.3064093986908428,0.021963,0.1,0.061291,0.2,1429,553,1036,32790,37352,37348,0,0,0,0,3576,3585,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
198,0.9321310489930869,-6.973695908278283,-6.673321981987843,-3.9599981826238237,-4.565210726415404,-0.4170820037549597,-0.3053143481841889,0.021876,0.1,0.060924,0.2,1526,732,1291,33270,37871,37861,0,0,0,0,3606,3605,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
199,0.9308826571318815,-6.990176546846938,-6.691307937389635,-3.964809611920247,-4.5752895985068145,-0.41447659997560754,-0.30454557810848926,0.02179,0.1,0.06056,0.2,1653,686,1298,33841,38307,38304,0,0,0,0,3576,3577,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
200,0.9431318431348761,-6.985614671793551,-6.694248430733142,-3.9663511400825775,-4.575721699862284,-0.41617821851774295,-0.3018883219058062,0.021705,0.1,0.060197,0.2,1318,557,1300,32971,37850,37837,0,0,0,0,3609,3609,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
201,0.9346298808985376,-7.002651688828742,-6.711769958377353,-3.979690431320841,-4.589031357395366,-0.41806004312726786,-0.30158040823697935,0.02162,0.1,0.059837,0.2,1376,792,1229,33165,37764,37754,0,0,0,0,3607,3607,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
202,0.9355061995907066,-7.011971998896254,-6.726549806670534,-3.9825467660851706,-4.58830442511912,-0.4164177589872433,-0.30048469503124253,0.021536,0.1,0.059479,0.2,1499,644,1141,33228,37934,37923,0,0,0,0,3614,3601,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
203,0.9326432734337057,-7.025447101109146,-6.741956117292907,-3.9987449228005794,-4.603043621821419,-0.41835269040469086,-0.29952186551493576,0.021453,0.1,0.059123,0.2,1477,742,1239,32944,37565,37559,0,0,0,0,3583,3582,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
204,0.9317235387519098,-7.0404137055791045,-6.759503454454228,-4.015697183513645,-4.6131592624910285,-0.42144143720631566,-0.29925584034894914,0.02137,0.1,0.058769,0.2,1408,871,1436,33379,38151,38148,0,0,0,0,3650,3655,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
205,0.933405069344811,-7.04803417407971,-6.765666957738342,-4.031139062263282,-4.632315007051141,-0.4198960169741087,-0.29947030950377557,0.021288,0.1,0.058417,0.2,1431,797,1270,33456,38217,38211,0,0,0,0,3581,3575,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
206,0.9351907570104706,-7.054578455897793,-6.787520540356247,-4.019384602623756,-4.634186678586557,-0.41453382364149854,-0.3001042153961081,0.021207,0.1,0.058067,0.2,1462,692,1250,33236,38066,38061,0,0,0,0,3665,3663,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
207,0.9374192967178163,-7.057773588973933,-6.7905762053639,-4.031440414737526,-4.646469304443446,-0.4133158405736432,-0.2989268627538276,0.021126,0.1,0.05772,0.2,1289,795,1146,33301,38097,38087,0,0,0,0,3611,3623,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
208,0.9409536407912934,-7.063715009428967,-6.797584158441756,-4.021772011519173,-4.646317052288329,-0.40834512509582305,-0.29472856537924,0.021046,0.1,0.057374,0.2,1419,545,1145,33262,37977,37973,0,0,0,0,3587,3582,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
209,0.9355630745276522,-7.077896214212013,-6.811250506436335,-4.031278532660083,-4.657298501013246,-0.4080225506871104,-0.29332942988625726,0.020966,0.1,0.057031,0.2,1446,706,996,33397,37990,37985,0,0,0,0,3576,3570,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
210,0.9381521246030546,-7.083223199497394,-6.819664161803693,-4.031931340512243,-4.666661500004757,-0.4032141220542193,-0.2928419874061281,0.020887,0.1,0.056689,0.2,1381,664,1089,33065,37684,37680,0,0,0,0,3553,3542,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
211,0.9336177576227699,-7.103777515311319,-6.836854918720377,-4.043974979630535,-4.67652283664833,-0.40275064692638957,-0.29209426459093735,0.020809,0.1,0.05635,0.2,1390,835,1330,33518,38160,38157,0,0,0,0,3535,3538,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
212,0.9375475777229683,-7.109100096694919,-6.844933825558319,-4.052162410719611,-4.682093071382167,-0.4014366404405973,-0.2892217701525421,0.020731,0.1,0.056013,0.2,1303,748,1345,32841,37613,37611,0,0,0,0,3633,3634,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
213,0.9373339304373787,-7.113961648667949,-6.850981808793919,-4.051933202789548,-4.683341875179729,-0.3987019444910609,-0.2881230648298888,0.020654,0.1,0.055678,0.2,1468,631,1021,33495,38032,38030,0,0,0,0,3511,3503,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
214,0.9370705903812245,-7.108820604451176,-6.846183059826944,-4.060198021285127,-4.695819095317551,-0.3963097900383995,-0.28573140771789934,0.020577,0.1,0.055344,0.2,1476,594,985,32894,37633,37622,0,0,0,0,3535,3518,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
215,0.9358074524806459,-7.114344319245844,-6.8582227798742235,-4.054376313982852,-4.70553040369521,-0.3906356383477193,-0.2850634694834774,0.020501,0.1,0.055013,0.2,1423,708,1155,33197,37950,37947,0,0,0,0,3592,3588,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
216,0.9420035680807959,-7.115978629872712,-6.867901300203091,-4.053828612261416,-4.707711219051658,-0.3914039156494133,-0.2849487135715342,0.020426,0.1,0.054684,0.2,1353,565,1004,33071,37801,37795,0,0,0,0,3557,3556,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
217,0.938952691382094,-7.118046831795394,-6.866668182536396,-4.069863073805564,-4.725439521933358,-0.392463895795944,-0.284547179422259,0.020351,0.1,0.054356,0.2,1425,579,1193,32827,37571,37565,0,0,0,0,3638,3622,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
218,0.9392075482965573,-7.121313340997152,-6.871417325919641,-4.071240625675707,-4.728978357578447,-0.38968546564906015,-0.28231816213442773,0.020276,0.1,0.054031,0.2,1369,667,1295,33491,38309,38307,0,0,0,0,3587,3581,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
219,0.9436594257479437,-7.125637971852378,-6.8744713471348975,-4.079082273245275,-4.736934997681844,-0.3903872339570536,-0.27999885457518814,0.020202,0.1,0.053708,0.2,1296,574,988,33191,37940,37938,0,0,0,0,3583,3596,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
220,0.9338931890858013,-7.126034913883089,-6.88450023812844,-4.079546704165178,-4.740856008904471,-0.38962698499851084,-0.2778620815800631,0.020129,0.1,0.053386,0.2,1540,672,1393,33461,38097,38092,0,0,0,0,3619,3631,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
221,0.9390620272314675,-7.130192183566308,-6.897954716854825,-4.0820547048188836,-4.743640388490824,-0.38869614286873255,-0.27614698749656613,0.020056,0.1,0.053067,0.2,1524,490,1017,33050,37740,37735,0,0,0,0,3585,3586,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
222,0.9373379168928291,-7.132346793988196,-6.904602522990797,-4.081485484394563,-4.752375720667591,-0.38390249323002684,-0.27435082692607865,0.019984,0.1,0.052749,0.2,1408,670,1241,33162,37792,37786,0,0,0,0,3603,3592,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
223,0.9421477678705455,-7.135650512938095,-6.914654554519229,-4.074367759152382,-4.752874955446981,-0.3812523630419837,-0.2726774785748306,0.019912,0.1,0.052433,0.2,1307,620,1098,33309,37917,37914,0,0,0,0,3634,3633,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
224,0.9426458652718911,-7.144769652552466,-6.920883470595911,-4.076673971351852,-4.759535647685613,-0.3814771751039717,-0.27283607409576666,0.019841,0.1,0.05212,0.2,1312,596,1048,33267,37989,37979,0,0,0,0,3607,3598,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
225,0.9373852865954566,-7.149583121476422,-6.931074175370912,-4.081055671201074,-4.760815495178668,-0.38001405942328537,-0.2688735728711211,0.01977,0.1,0.051808,0.2,1446,635,1136,33235,38028,38023,0,0,0,0,3575,3559,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
226,0.9345214799650781,-7.156356026819488,-6.938750525576129,-4.0893164291794015,-4.769602576349462,-0.38237756138294954,-0.267041405539302,0.0197,0.1,0.051497,0.2,1478,697,982,33217,37749,37737,0,0,0,0,3596,3590,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
227,0.9347715049725085,-7.169352650802912,-6.953193348687902,-4.099193523538605,-4.784989199853762,-0.3807715388912026,-0.26676683638471627,0.01963,0.1,0.051189,0.2,1343,828,1318,33283,38098,38096,0,0,0,0,3595,3598,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
228,0.934461702632203,-7.180493234529385,-6.967731804361686,-4.108979419453764,-4.79264691373313,-0.3818710364479057,-0.26488637538932414,0.019561,0.1,0.050883,0.2,1621,590,1187,33736,38229,38224,0,0,0,0,3672,3664,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
229,0.9363359598853869,-7.185663352349305,-6.976881196668451,-4.11071701753479,-4.799609677570185,-0.37850814832941243,-0.2636107024464353,0.019492,0.1,0.050578,0.2,1473,660,1370,33504,38007,38001,0,0,0,0,3574,3584,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
230,0.9384043114053072,-7.197818710494198,-6.988927200211508,-4.12130484271395,-4.809701957242564,-0.37651199400415286,-0.26254187725475353,0.019424,0.1,0.050276,0.2,1408,695,1398,34142,38913,38911,0,0,0,0,3630,3618,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
231,0.9402208249345648,-7.2001568543382675,-6.997440879057585,-4.121755593263497,-4.810891674052794,-0.3748459501024655,-0.2614331164040812,0.019356,0.1,0.049975,0.2,1279,708,1244,33239,38112,38104,0,0,0,0,3544,3534,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
232,0.9381956736971588,-7.199102456049752,-7.0042675007048105,-4.114213322619325,-4.812262000798655,-0.36663786495449974,-0.2601807213108361,0.019289,0.1,0.049676,0.2,1461,599,1116,33331,38075,38069,0,0,0,0,3557,3556,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
233,0.9391335375100354,-7.199336227157843,-7.006484212498378,-4.114238911116902,-4.817810704074743,-0.3629913931319841,-0.25774955349576906,0.019222,0.1,0.049378,0.2,1353,694,1063,33631,38438,38433,0,0,0,0,3599,3594,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
234,0.9384268596512042,-7.207445971243501,-7.016557890413226,-4.113825357846206,-4.821767150324223,-0.3607427049145577,-0.2555810908050124,0.019155,0.1,0.049083,0.2,1493,583,1193,33716,38412,38407,0,0,0,0,3574,3585,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
235,0.944436190759174,-7.206531152533916,-7.019213554616013,-4.109036350075632,-4.823891024332323,-0.3559032150479806,-0.25312550187671495,0.01909,0.1,0.048789,0.2,1394,476,1018,33655,38189,38181,0,0,0,0,3623,3610,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
236,0.939076132425003,-7.219249118737758,-7.026966835106588,-4.11360895435159,-4.834606280693996,-0.351270175531746,-0.25361217249828366,0.019024,0.1,0.048497,0.2,1272,767,1332,33468,38503,38496,0,0,0,0,3535,3540,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
237,0.9301814510141656,-7.234016722371135,-7.043546872238555,-4.124982107014311,-4.846168943032645,-0.3515500926739672,-0.2520035256080986,0.018959,0.1,0.048207,0.2,1515,836,1235,33673,38180,38170,0,0,0,0,3579,3589,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
238,0.9326870645259012,-7.25138204568629,-7.06149232166737,-4.142940452835148,-4.859828582376007,-0.3547852272645057,-0.25214789538731075,0.018894,0.1,0.047918,0.2,1525,697,1136,33010,37536,37526,0,0,0,0,3529,3518,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
239,0.9466262638384687,-7.243668427082703,-7.06485570729045,-4.13566044456698,-4.860898176731719,-0.3501710565445971,-0.24904003457469265,0.01883,0.1,0.047631,0.2,1235,544,1191,33331,38085,38078,0,0,0,0,3560,3560,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
240,0.9410454723283879,-7.240587792330166,-7.064405858171847,-4.131279527871938,-4.860302966424866,-0.34562311191761097,-0.24528706492829364,0.018766,0.1,0.047346,0.2,1344,615,1351,33229,37818,37813,0,0,0,0,3615,3624,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
241,0.9390753191363327,-7.242717033275536,-7.0700655119779965,-4.123689760794493,-4.855198811267644,-0.3419366496210902,-0.24243766225027236,0.018703,0.1,0.047063,0.2,1527,530,993,33763,38357,38349,0,0,0,0,3600,3606,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
242,0.9378776603661259,-7.250284718665606,-7.077901800828831,-4.142690390082555,-4.874273901416736,-0.34188140537754047,-0.2418043783503051,0.01864,0.1,0.046781,0.2,1472,615,1234,33595,38240,38228,0,0,0,0,3633,3636,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
243,0.9315035512218611,-7.266721702243674,-7.095093226804305,-4.154750296697974,-4.891860871076831,-0.3402909839196816,-0.24296236603297136,0.018578,0.1,0.046501,0.2,1585,691,1356,33228,37714,37711,0,0,0,0,3676,3672,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
244,0.9324170559348425,-7.277463213288401,-7.102339585476031,-4.155597190920605,-4.898957314856173,-0.33896159973737267,-0.24158810172873244,0.018516,0.1,0.046223,0.2,1476,781,1290,33396,38130,38122,0,0,0,0,3501,3509,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
245,0.9359001290400024,-7.283692325339147,-7.110456801898565,-4.167774064257783,-4.911101057211095,-0.33768988548263085,-0.24036683262956524,0.018454,0.1,0.045946,0.2,1439,697,1202,33323,38151,38142,0,0,0,0,3640,3656,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
246,0.9393168604651163,-7.284738009116352,-7.120017561602562,-4.169649874700449,-4.915948834517161,-0.3345735754980471,-0.23767172686941618,0.018393,0.1,0.045671,0.2,1388,616,1177,33024,37784,37781,0,0,0,0,3601,3583,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
247,0.9319423300796991,-7.305726265998363,-7.136004761697683,-4.182867097050849,-4.928915411312837,-0.3359166015098224,-0.23671445855894227,0.018332,0.1,0.045398,0.2,1609,671,1207,33501,38009,38003,0,0,0,0,3593,3602,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
248,0.9424874841667169,-7.308373206641705,-7.141939177695437,-4.188329112534826,-4.9358796999741585,-0.33283172740136807,-0.23477128222764262,0.018272,0.1,0.045126,0.2,1290,617,1176,33158,38087,38083,0,0,0,0,3690,3670,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
249,0.9405407023741804,-7.311561669958703,-7.1512852893928605,-4.196215719050086,-4.938124354654182,-0.33254321519003716,-0.23219034326226876,0.018212,0.1,0.044856,0.2,1276,710,1316,33401,38086,38079,0,0,0,0,3616,3622,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
250,0.9410592778765402,-7.322565508669759,-7.160903172108188,-4.208094787968749,-4.952326318765334,-0.3328630668357121,-0.23211438572575763,0.018152,0.1,0.044587,0.2,1243,680,1134,32626,37316,37308,0,0,0,0,3672,3666,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
251,0.9408366353104867,-7.326792541923503,-7.171328722334175,-4.219550700075792,-4.961302353442141,-0.3312855683350535,-0.2307137656529499,0.018093,0.1,0.04432,0.2,1271,685,1160,33061,37882,37877,0,0,0,0,3535,3533,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
252,0.9331623415811707,-7.340137848726114,-7.181394572860021,-4.222651428640826,-4.968009797955467,-0.3292489219186764,-0.22930083409798577,0.018034,0.1,0.044055,0.2,1557,658,1048,33140,37548,37538,0,0,0,0,3600,3620,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
253,0.9341516852246466,-7.348725494349349,-7.193103530299419,-4.228427012348526,-4.9716518236281475,-0.32932302570543426,-0.22687080561920275,0.017976,0.1,0.043791,0.2,1464,730,1046,33319,37998,37991,0,0,0,0,3604,3591,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
254,0.9376498800959232,-7.352448118573273,-7.1926978323691735,-4.241395667907104,-4.989526797904655,-0.3275568488428759,-0.22580967608052047,0.017917,0.1,0.043529,0.2,1411,669,1147,33360,38091,38083,0,0,0,0,3554,3556,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
255,0.9326894324502123,-7.37041784064679,-7.208242041239738,-4.250570997752663,-5.001796400790913,-0.326067793331407,-0.22537996307822686,0.01786,0.1,0.043269,0.2,1402,849,1359,33442,38195,38192,0,0,0,0,3675,3681,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
256,0.9364035087719298,-7.379635596454249,-7.218849610724962,-4.255500730358963,-5.006807142648061,-0.3262340894583058,-0.2247192177234195,0.017802,0.1,0.04301,0.2,1585,561,1055,33744,38258,38250,0,0,0,0,3606,3590,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
257,0.9354117611993681,-7.3871442906044855,-7.223720533806244,-4.27192681438461,-5.017211577920025,-0.32758262350995476,-0.22252488470855886,0.017745,0.1,0.042752,0.2,1506,661,1123,33551,38165,38159,0,0,0,0,3715,3713,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
258,0.9448889688033804,-7.393628507884426,-7.231090694579337,-4.2661174060777896,-5.015328127359877,-0.3257184255246355,-0.22086621487629368,0.017689,0.1,0.042497,0.2,1245,594,1067,33369,38233,38227,0,0,0,0,3640,3628,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
259,0.9363972466861041,-7.396317231381622,-7.2374465367016185,-4.271747393804167,-5.018189309561214,-0.3247328884875813,-0.21905871113906317,0.017633,0.1,0.042242,0.2,1386,730,1345,33269,38059,38055,0,0,0,0,3578,3585,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
260,0.9329729410374572,-7.408456375226644,-7.253034412290122,-4.285061143067315,-5.026923539289825,-0.32727922259124115,-0.21847280239221314,0.017577,0.1,0.041989,0.2,1572,697,1308,33852,38507,38503,0,0,0,0,3651,3647,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
261,0.9306636563484048,-7.427940290323502,-7.269888255899884,-4.301201344253423,-5.043081384838207,-0.3283687738640599,-0.21801286587682112,0.017521,0.1,0.041738,0.2,1615,719,1331,33662,38196,38189,0,0,0,0,3614,3622,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
262,0.938437849098759,-7.433158574965687,-7.27706539300019,-4.304346613409685,-5.04874115520213,-0.32526725415902163,-0.21599807747757968,0.017466,0.1,0.041488,0.2,1441,598,1166,33121,37583,37581,0,0,0,0,3622,3642,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
263,0.9321178626137626,-7.446647736738297,-7.292000377114841,-4.317465059324391,-5.0603403286915345,-0.32776555109182687,-0.2150304289705304,0.017411,0.1,0.04124,0.2,1600,660,1014,33293,37672,37668,0,0,0,0,3566,3553,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
264,0.9406068625387183,-7.451472770498058,-7.304663247233175,-4.317053298965325,-5.066539733090037,-0.3264092616900351,-0.21426729309090178,0.017357,0.1,0.040993,0.2,1289,686,1248,33253,38031,38023,0,0,0,0,3679,3662,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
265,0.9360113222319251,-7.460223762105606,-7.31573690402961,-4.3178121388424975,-5.067927413635366,-0.32544165359615307,-0.21265532700097714,0.017302,0.1,0.040748,0.2,1402,723,1196,33209,37970,37963,0,0,0,0,3664,3667,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
266,0.9396531028688032,-7.4660514541619625,-7.318259151088953,-4.327151234616324,-5.075855861770248,-0.32362356940479453,-0.21186726623718877,0.017249,0.1,0.040504,0.2,1385,626,1150,33324,38199,38196,0,0,0,0,3605,3613,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
267,0.9371108529210236,-7.472803510415052,-7.326163279133203,-4.332523293969162,-5.08538524363428,-0.3220351960036429,-0.21182633547864343,0.017195,0.1,0.040261,0.2,1462,649,1227,33567,38251,38246,0,0,0,0,3609,3615,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
