episode,service_level,squared_starvation_penalty,squared_congestion_penalty,projected_starvation_risk,projected_congestion_risk
0,0.9394904458598726,-0.04074734891238285,-0.028617346155018895,-0.006258561586287655,-0.004242458955105801
1,0.9337658418829209,-0.08116986358697655,-0.05922456646424667,-0.01234504521521142,-0.008982113128216151
2,0.9390507659957945,-0.11711568662841107,-0.08451863719965311,-0.01864755091341728,-0.012916142250147554
3,0.9350211985446673,-0.15618876458071765,-0.11048538041816319,-0.02536639394434408,-0.016533768228648382
4,0.9393075980392157,-0.1860990788395568,-0.1319673340064585,-0.030735631215733104,-0.019848988336827748
5,0.9425989106362602,-0.21925063186022795,-0.15492921137073254,-0.03567603240827452,-0.022905517698558368
6,0.9428797131832407,-0.25005921367848916,-0.1771533879814589,-0.040917772988545036,-0.02678270790830813
7,0.942145028746877,-0.2791257215161834,-0.19798822025167534,-0.04580772930092567,-0.030013789204022222
8,0.9304593510754648,-0.31445012225062374,-0.22294591881007922,-0.05180361388957972,-0.03398053857944471
9,0.9357545283818985,-0.3461649979839441,-0.24429012523626834,-0.05745589583947468,-0.03681727578531975
10,0.9328446013213866,-0.37638117053988673,-0.26599417096899675,-0.06243562741221574,-0.040170265011860155
11,0.9334258393411964,-0.40794844911330397,-0.2882864166507388,-0.06758658437347248,-0.0435237998318148
12,0.9373475839229264,-0.4402045299406563,-0.3100571422444649,-0.07297756369223597,-0.046937903444609026
13,0.9337687984201731,-0.46820552362366163,-0.32967510261466704,-0.07785676721997556,-0.049575317531544615
14,0.93616639233877,-0.49699312193682904,-0.3497177375066598,-0.08319665984488453,-0.05234957419560076
15,0.9414212164750958,-0.523239318337552,-0.3678798701565255,-0.08796184306802049,-0.055187308871566684
16,0.9402023365048777,-0.5489540518846645,-0.3855820382029968,-0.09226627017308238,-0.057835034755329265
17,0.9337904370676896,-0.577359738458374,-0.4053244492450094,-0.0967048908419684,-0.06107816098421501
18,0.9291083889903861,-0.6051281037965753,-0.42444299064432606,-0.1015926980773899,-0.06406177048317252
19,0.9363777830979172,-0.6301194459768853,-0.4419280930345114,-0.10525836935302069,-0.06695932024455004
20,0.9379840343143095,-0.6542629228261014,-0.4601174322265904,-0.10918667392803322,-0.06985293296643676
21,0.9438295009784736,-0.6762306847411217,-0.4750562042350413,-0.11283520575333063,-0.07173108142014407
22,0.9456424079065588,-0.6974371377749248,-0.48928001531274734,-0.11610052806019046,-0.0736925782908639
23,0.9407900738983669,-0.7191383013710315,-0.5048283264839849,-0.11989551489652576,-0.07606838037091401
24,0.9426797661382678,-0.7407403345125448,-0.5204881316039113,-0.12354951271539794,-0.0783752228270015
25,0.9393045118500715,-0.7619964008583812,-0.5351352350429555,-0.12750386752969753,-0.08034947670192664
26,0.9495601525204912,-0.7803942396179059,-0.5472788858254298,-0.13039007963248503,-0.0819511558579803
27,0.932077829346662,-0.8018374229910058,-0.5620540944475938,-0.1340744810151158,-0.08403590358518373
28,0.9411552888222056,-0.8226479426367859,-0.5765158629779945,-0.13748541171365086,-0.08617012862074268
29,0.9372172804274568,-0.844183474280884,-0.5914836907409288,-0.14113652367275656,-0.08839065363533001
30,0.942157751586582,-0.8625905035778741,-0.6043988573727229,-0.14413419313718318,-0.09003042058300584
31,0.9375390752925065,-0.8842302808108503,-0.6196601561862215,-0.14752881989003755,-0.0923353321224993
32,0.9348068294739378,-0.9057341756984462,-0.6346917824782989,-0.15134702689463095,-0.09466565362651265
33,0.9412724306688418,-0.9240879475982506,-0.6473345649482297,-0.1540211209509274,-0.0962163593888489
34,0.9386763996138996,-0.9429617842580074,-0.6607256891414093,-0.15714819136939692,-0.09814259829706569
35,0.9391086001255493,-0.9612318716934308,-0.674411155870991,-0.15999440156075218,-0.10006387024941295
36,0.9406288477131446,-0.9795915330266294,-0.6870333871656789,-0.16287192590194274,-0.10209368591432785
37,0.938647885613673,-0.99698919254502,-0.6993197428561644,-0.1658649071359155,-0.10393115881650267
38,0.9393763552515041,-1.0141648802495566,-0.7112867504064101,-0.16883093102567687,-0.10576332844727346
39,0.9444377230657552,-1.030053889988676,-0.7221271962623579,-0.17132978562017384,-0.10726372234915649
40,0.9366746698679471,-1.0477823881339658,-0.7347681137939183,-0.17436162563563393,-0.1090582782416349
41,0.9330619087534427,-1.0656720192121376,-0.7477673368424164,-0.17716090902256268,-0.11093593795590623
42,0.938120748811172,-1.0833583927288637,-0.760200977864159,-0.1797916016800545,-0.11248906374488524
43,0.9402980634797871,-1.0998366723173052,-0.7713927151440647,-0.1824094132774708,-0.11430560774049431
44,0.9425519717587424,-1.1153324916289182,-0.7821655778363538,-0.184784802051684,-0.11606546446564273
45,0.9281994822507216,-1.133490761338691,-0.7947529287439391,-0.18828822666428532,-0.11771060826646727
46,0.931958762886598,-1.1530965554021617,-0.8086211759201173,-0.19187132292720904,-0.12012788764025137
47,0.9364814040952779,-1.1699697643652263,-0.8203466616763759,-0.19473917149872294,-0.12172903611988803
48,0.9407997126780797,-1.1844755539998169,-0.8303875030185345,-0.19706614545908158,-0.12323733645313927
49,0.9423290758827949,-1.1981921425474034,-0.8398563476970755,-0.19946109520506516,-0.12442808725410932
50,0.9381251314090049,-1.2142432371819556,-0.8510057330154637,-0.2022649602281056,-0.12599714938237827
