episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
225,0.9456321804420589,-5.823337397235227,-3.559117245449129,-1.2093244396604659,0.014701,0.1,0.028991,0.2,1133,670,1338,33163,38269,38266,0,0,0,0,3953,3956,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
226,0.9364203240146791,-5.8581143707074235,-3.56959948864726,-1.2182432741752147,0.014645,0.1,0.028743,0.2,1303,828,1393,33517,38224,38217,0,0,0,0,3984,3968,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
227,0.9452215504015883,-5.863320654913607,-3.577322773722467,-1.2172049051788951,0.01459,0.1,0.028497,0.2,1231,590,1210,33243,38170,38160,0,0,0,0,3990,3999,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
228,0.9361510250706427,-5.8688007315212145,-3.5808612260784103,-1.219272794159425,0.014536,0.1,0.028254,0.2,1327,797,1530,33266,38053,38051,0,0,0,0,3962,3974,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
229,0.940287294145931,-5.880395389369512,-3.585412512317275,-1.2216374233617135,0.014481,0.1,0.028012,0.2,1220,767,1369,33276,38032,38025,0,0,0,0,4101,4111,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
230,0.9380596135721018,-5.890431575927622,-3.5872571981126353,-1.2237242682451424,0.014427,0.1,0.027773,0.2,1275,828,1558,33952,38856,38852,0,0,0,0,4152,4152,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
231,0.9415262636273538,-5.896488421062757,-3.5897465872046848,-1.2239309409045664,0.014374,0.1,0.027535,0.2,1232,715,1411,33297,38217,38211,0,0,0,0,4002,3995,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
232,0.9415862007114885,-5.886445228357004,-3.588918591664959,-1.2208377574334985,0.014321,0.1,0.0273,0.2,1176,778,1286,33451,38480,38473,0,0,0,0,3954,3953,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
233,0.9405389131416528,-5.885363254634085,-3.593879929924129,-1.2213714773201898,0.014268,0.1,0.027067,0.2,1231,744,1357,33215,38144,38135,0,0,0,0,3986,3981,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
234,0.9392489400363416,-5.893123301163975,-3.5972887891290464,-1.221693858257784,0.014216,0.1,0.026835,0.2,1233,773,1522,33020,37976,37970,0,0,0,0,3934,3933,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
235,0.9427690096133688,-5.892862402519962,-3.600986484395589,-1.2227762454469273,0.014164,0.1,0.026606,0.2,1040,871,1388,33391,38279,38273,0,0,0,0,4029,4029,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
236,0.9458954098558418,-5.8750481623549256,-3.5987470191675595,-1.2168564018666017,0.014112,0.1,0.026379,0.2,1085,709,1162,33158,38380,38377,0,0,0,0,4017,4009,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
237,0.9417329929418832,-5.889640244351493,-3.6059340297464066,-1.2212656159183781,0.014061,0.1,0.026153,0.2,1261,679,1461,33295,38056,38049,0,0,0,0,4114,4114,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
238,0.9483913804551216,-5.888196675556589,-3.6067862611916754,-1.2203906748004307,0.01401,0.1,0.02593,0.2,1093,617,1439,33134,38092,38085,0,0,0,0,3905,3904,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
239,0.9454151754834441,-5.890341121109592,-3.603764600024971,-1.2191026311032125,0.01396,0.1,0.025708,0.2,1140,675,1251,33251,38100,38092,0,0,0,0,4009,4019,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
240,0.9406522847970236,-5.889397955414253,-3.6063686146527667,-1.2179794424077224,0.01391,0.1,0.025488,0.2,1233,745,1358,33329,38029,38022,0,0,0,0,3955,3968,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
241,0.939776447341257,-5.866654677630659,-3.5994211112345864,-1.2101366257668524,0.01386,0.1,0.02527,0.2,1289,753,1497,33907,38739,38732,0,0,0,0,4120,4135,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
242,0.9339895600298285,-5.893639789139832,-3.606527059785344,-1.2157623963283224,0.013811,0.1,0.025054,0.2,1450,763,1464,33525,38192,38185,0,0,0,0,4003,3998,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
243,0.9439881831610044,-5.898139090837843,-3.612332469991315,-1.2151670937767718,0.013762,0.1,0.02484,0.2,1271,625,1444,33850,38650,38646,0,0,0,0,4013,4011,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
244,0.9429372400072346,-5.890777903778697,-3.614528476957523,-1.2117896123529113,0.013713,0.1,0.024628,0.2,1209,684,1477,33174,38175,38168,0,0,0,0,4071,4071,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
245,0.9426934956667766,-5.89277400750232,-3.6161421130744333,-1.2103051011508683,0.013665,0.1,0.024417,0.2,1287,624,1125,33347,38327,38320,0,0,0,0,3986,3986,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
246,0.9393426776220396,-5.9031406802139035,-3.6238056177655995,-1.2106443672102964,0.013617,0.1,0.024209,0.2,1250,758,1363,33104,38002,37994,0,0,0,0,4031,4016,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
247,0.9383003844872998,-5.911953652454499,-3.626146081266178,-1.211524683567526,0.013569,0.1,0.024002,0.2,1311,727,1519,33031,37837,37830,0,0,0,0,4040,4049,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
248,0.9398092610364683,-5.935237927860234,-3.635616719316029,-1.2207630972076913,0.013522,0.1,0.023797,0.2,1224,783,1522,33344,38339,38335,0,0,0,0,4088,4068,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
249,0.9424664064594941,-5.9367438296557165,-3.638992168770223,-1.2195354488044101,0.013475,0.1,0.023593,0.2,1222,709,1422,33563,38302,38295,0,0,0,0,4023,4029,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
250,0.936804641703553,-5.961483306936535,-3.6482099556869962,-1.2271019443888134,0.013428,0.1,0.023392,0.2,1344,769,1415,33436,38025,38019,0,0,0,0,3955,3967,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
251,0.9419106914117191,-5.962934703071591,-3.6474711508603948,-1.226672782098565,0.013382,0.1,0.023192,0.2,1177,773,1463,33569,38484,38477,0,0,0,0,3958,3966,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
252,0.9385718553928891,-5.966827933003768,-3.6494265218844024,-1.2279205566668299,0.013336,0.1,0.022993,0.2,1368,688,1647,33470,38067,38062,0,0,0,0,4132,4135,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
253,0.9402021421028812,-5.96944624668505,-3.651781428594665,-1.226682285635494,0.01329,0.1,0.022797,0.2,1319,663,1519,33145,37969,37966,0,0,0,0,3970,3968,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
254,0.9401866936203104,-5.978112378025629,-3.6581291715625026,-1.2276746904826008,0.013245,0.1,0.022602,0.2,1234,778,1352,33638,38546,38539,0,0,0,0,4039,4046,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
255,0.9422844358447212,-5.981746351386742,-3.6612023927543413,-1.2267445047765333,0.0132,0.1,0.022409,0.2,1268,641,1484,33076,37963,37958,0,0,0,0,4035,4022,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
256,0.9438252741326623,-5.965397368536408,-3.6607537094426412,-1.2209186084161086,0.013155,0.1,0.022217,0.2,1214,661,1253,33378,38263,38258,0,0,0,0,4088,4082,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
257,0.9382686919333432,-5.987462903008683,-3.6739314947200237,-1.2250067329035754,0.01311,0.1,0.022027,0.2,1297,796,1310,33905,38728,38719,0,0,0,0,4015,4013,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
258,0.9421669327389379,-5.997838225567345,-3.68176061401321,-1.2237984991813593,0.013066,0.1,0.021839,0.2,1278,642,1439,33199,38030,38024,0,0,0,0,3931,3926,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
259,0.9402745109715068,-5.9952967552104,-3.6825803469755267,-1.2207668315027294,0.013022,0.1,0.021653,0.2,1276,730,1395,33587,38487,38480,0,0,0,0,4125,4128,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
260,0.9413639070875521,-6.002109983534248,-3.6859880302416816,-1.219412310365616,0.012979,0.1,0.021467,0.2,1264,705,1384,33580,38543,38540,0,0,0,0,4054,4045,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
261,0.9396808383946648,-6.005902925021355,-3.691975595894291,-1.2190064356103163,0.012936,0.1,0.021284,0.2,1221,805,1386,33588,38516,38509,0,0,0,0,4028,4026,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
262,0.943880776757489,-5.997276813557342,-3.6953941522294995,-1.2153114572563282,0.012893,0.1,0.021102,0.2,1121,743,1335,33215,37997,37990,0,0,0,0,4119,4120,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
263,0.9386715141401198,-6.010844866216727,-3.7002223709860225,-1.2178048871451623,0.01285,0.1,0.020922,0.2,1205,853,1233,33557,38331,38328,0,0,0,0,4088,4084,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
264,0.9412317675955969,-6.005430200616464,-3.696564226712279,-1.2161170650197217,0.012807,0.1,0.020743,0.2,1227,711,1422,32977,37817,37814,0,0,0,0,3994,3978,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
265,0.9387118805119221,-6.0138412128083765,-3.7023239316707066,-1.2165766511971532,0.012765,0.1,0.020566,0.2,1299,765,1291,33677,38541,38535,0,0,0,0,4023,4016,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
266,0.9388579637277787,-6.017418882260155,-3.708608179428959,-1.2175311268773554,0.012723,0.1,0.02039,0.2,1198,845,1393,33414,38476,38474,0,0,0,0,4045,4045,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
267,0.9400964447239943,-6.0168481804499905,-3.711605032145206,-1.2147504202573425,0.012682,0.1,0.020216,0.2,1229,771,1451,33387,38304,38298,0,0,0,0,4108,4118,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
268,0.9430800261019161,-6.026713698334561,-3.714078200317328,-1.2163150423843072,0.01264,0.1,0.020043,0.2,1208,711,1311,33714,38652,38650,0,0,0,0,4065,4066,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
269,0.9364821825611441,-6.048862048423597,-3.7263732309448376,-1.221191817222333,0.012599,0.1,0.019871,0.2,1255,859,1508,33282,37932,37925,0,0,0,0,4102,4101,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
270,0.9414802582194866,-6.045193792173832,-3.727555075960307,-1.218882534330232,0.012558,0.1,0.019702,0.2,1274,675,1347,33305,38244,38238,0,0,0,0,3949,3951,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
271,0.9411058774114188,-6.042417082747582,-3.7289413137569074,-1.216582510280843,0.012518,0.1,0.019533,0.2,1284,679,1438,33331,37895,37890,0,0,0,0,3929,3919,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
272,0.9374662749565321,-6.062436146735125,-3.7345300493084936,-1.2203022947961955,0.012478,0.1,0.019366,0.2,1222,864,1530,33358,38037,38031,0,0,0,0,4018,4038,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
273,0.9415053504869544,-6.0681265128847635,-3.7379624678565895,-1.2187618134198506,0.012438,0.1,0.019201,0.2,1232,714,1253,33268,38231,38222,0,0,0,0,4059,4068,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
274,0.9371355085683524,-6.093560990007472,-3.747655075195013,-1.2250340217008338,0.012398,0.1,0.019037,0.2,1324,778,1257,33437,38057,38050,0,0,0,0,4135,4147,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
275,0.9385532874436269,-6.1070129619171425,-3.752230057334054,-1.2304424901972177,0.012358,0.1,0.018874,0.2,1340,731,1398,33704,38508,38503,0,0,0,0,4119,4119,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
276,0.9364433219432476,-6.107940257576803,-3.7586988048612553,-1.2281235029840676,0.012319,0.1,0.018713,0.2,1462,677,1353,33655,38319,38308,0,0,0,0,4004,3988,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
277,0.9416523947321798,-6.1101162997282366,-3.757284888786113,-1.2304656435948536,0.01228,0.1,0.018553,0.2,1207,769,1635,33866,38610,38605,0,0,0,0,3981,3983,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
278,0.9374302686729186,-6.118958174553894,-3.762156008810662,-1.2332467533781921,0.012241,0.1,0.018394,0.2,1291,784,1544,33163,37947,37941,0,0,0,0,4115,4114,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
279,0.9383678733167381,-6.1265369943116,-3.76563362102618,-1.2350067017835233,0.012203,0.1,0.018237,0.2,1248,807,1647,33343,38446,38443,0,0,0,0,4137,4144,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
280,0.9429552637977145,-6.139169392108858,-3.77122499101829,-1.237278158000373,0.012165,0.1,0.018081,0.2,1203,674,1409,32904,37792,37783,0,0,0,0,4077,4065,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
281,0.9400674617515962,-6.139191489430629,-3.7718206701461368,-1.2362185132520331,0.012126,0.1,0.017927,0.2,1268,722,1401,33204,38017,38008,0,0,0,0,4110,4101,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
282,0.9396686276863969,-6.141657906007345,-3.7761155642136206,-1.2338840208066142,0.012089,0.1,0.017773,0.2,1269,741,1519,33316,38086,38076,0,0,0,0,4063,4069,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
283,0.9351642466079505,-6.163289950460763,-3.783812019474867,-1.2398928781132164,0.012051,0.1,0.017621,0.2,1397,782,1381,33608,38435,38422,0,0,0,0,4098,4093,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
284,0.9396054628224583,-6.1724663153315165,-3.7851801260875635,-1.242987127038404,0.012014,0.1,0.017471,0.2,1190,800,1398,32950,37981,37976,0,0,0,0,3980,3991,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
285,0.9338629828357987,-6.196781235560928,-3.7961921983726348,-1.250323039196215,0.011977,0.1,0.017321,0.2,1361,870,1406,33733,38488,38482,0,0,0,0,3976,3991,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
286,0.9380405629388542,-6.1927431540463544,-3.7997413635999346,-1.247941104132055,0.01194,0.1,0.017173,0.2,1414,642,1413,33183,37825,37816,0,0,0,0,4018,4028,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
287,0.939483859365165,-6.201502681072968,-3.8049846755504273,-1.2511629917264522,0.011903,0.1,0.017027,0.2,1246,773,1520,33363,38064,38060,0,0,0,0,4056,4058,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
288,0.9388259833134684,-6.206498820692325,-3.8099060369636777,-1.25247609163282,0.011867,0.1,0.016881,0.2,1412,641,1686,33560,38205,38197,0,0,0,0,4066,4065,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
289,0.9414733806032929,-6.201044661989472,-3.8072229424853963,-1.2483217316502595,0.011831,0.1,0.016737,0.2,1314,634,1440,33284,38142,38134,0,0,0,0,4067,4051,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
290,0.9371549893842888,-6.216035036793402,-3.812243156269352,-1.2510094821667996,0.011795,0.1,0.016594,0.2,1228,844,1605,32970,37792,37788,0,0,0,0,3978,3978,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
291,0.9446406128433779,-6.2114940416005755,-3.812336781086642,-1.2474837708396176,0.011759,0.1,0.016452,0.2,1240,610,1180,33418,38195,38181,0,0,0,0,4054,4044,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
292,0.9421470279982034,-6.20666551365029,-3.8120654913667704,-1.2451814590253898,0.011723,0.1,0.016311,0.2,1238,694,1436,33395,38323,38318,0,0,0,0,4140,4125,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
293,0.9468606293769348,-6.205165268309556,-3.8153123163970513,-1.242123762058459,0.011688,0.1,0.016172,0.2,1162,606,1400,33271,38021,38019,0,0,0,0,4049,4037,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
294,0.9434783923549158,-6.199404929071875,-3.812287121882262,-1.2403667390128041,0.011653,0.1,0.016034,0.2,1161,708,1500,33067,38121,38115,0,0,0,0,4074,4094,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
295,0.9464589924555853,-6.188354020891413,-3.81093549286545,-1.2340131258302514,0.011618,0.1,0.015897,0.2,1097,663,1164,32872,37985,37982,0,0,0,0,4095,4076,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
296,0.9416694299580984,-6.189676330289879,-3.813479207497336,-1.2332658455150567,0.011583,0.1,0.015761,0.2,1206,729,1400,33173,38084,38076,0,0,0,0,4108,4109,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
297,0.9466853213467091,-6.175100260941786,-3.8094870514270194,-1.2290893887918315,0.011549,0.1,0.015626,0.2,1206,585,1399,33593,38477,38470,0,0,0,0,4015,4032,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
298,0.9450177020607015,-6.176508254475424,-3.8103683578635947,-1.2278524231752095,0.011514,0.1,0.015493,0.2,1055,762,1349,33047,37826,37819,0,0,0,0,4044,4059,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
299,0.9442858430747965,-6.173575428670564,-3.8091099707930147,-1.2257595732977038,0.01148,0.1,0.01536,0.2,1054,800,1337,33277,38334,38325,0,0,0,0,4033,4029,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
300,0.9415803456819607,-6.176366223722882,-3.810040651639257,-1.2255639749118659,0.011446,0.1,0.015229,0.2,1216,741,1435,33499,38387,38374,0,0,0,0,3985,3990,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
301,0.9392733149766551,-6.182199505854787,-3.812404281703935,-1.2276573400580506,0.011413,0.1,0.015099,0.2,1249,780,1544,33412,38358,38350,0,0,0,0,3984,3985,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
302,0.9423757021011026,-6.193345802215302,-3.8183346400148785,-1.228929685188579,0.011379,0.1,0.01497,0.2,1232,707,1337,33649,38534,38530,0,0,0,0,4035,4037,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
303,0.9393455465831023,-6.192720779083227,-3.8175838640099298,-1.2280046620204819,0.011346,0.1,0.014842,0.2,1324,689,1478,33188,37995,37988,0,0,0,0,4036,4036,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
304,0.9400592592592593,-6.2006732013987875,-3.819335440632814,-1.2289378083172973,0.011313,0.1,0.014715,0.2,1293,730,1496,33750,38680,38668,0,0,0,0,4058,4062,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
305,0.9447316338286119,-6.20792067723379,-3.8242815699663653,-1.2287146935009028,0.01128,0.1,0.014589,0.2,1157,714,1423,33853,38956,38945,0,0,0,0,4006,3998,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
306,0.9403214824901572,-6.226686715026771,-3.8320020435458115,-1.233559909743721,0.011247,0.1,0.014464,0.2,1184,832,1403,33781,38891,38886,0,0,0,0,4116,4111,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
307,0.9424804012855555,-6.2263666782857605,-3.834067185439111,-1.232867020428919,0.011215,0.1,0.014341,0.2,1281,634,1329,33293,38018,38010,0,0,0,0,3985,3986,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
308,0.9383316812351686,-6.235117851131904,-3.836645918852523,-1.235132977164029,0.011182,0.1,0.014218,0.2,1201,852,1577,33291,38343,38336,0,0,0,0,4019,4028,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
309,0.9432392806917806,-6.242211889234632,-3.8421251191534282,-1.2375843544458678,0.01115,0.1,0.014097,0.2,1209,688,1384,33421,38313,38304,0,0,0,0,4048,4038,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
310,0.9424757572129774,-6.237758720793922,-3.8418111168598044,-1.236178026539263,0.011118,0.1,0.013976,0.2,1250,672,1698,33412,38321,38308,0,0,0,0,4075,4069,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
311,0.9396886573725572,-6.252401065075634,-3.8466994789869227,-1.2392913721023846,0.011086,0.1,0.013857,0.2,1376,627,1344,33211,38104,38098,0,0,0,0,3974,3958,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
312,0.9382012359752805,-6.268752961909147,-3.8544885081368525,-1.2430490286904514,0.011055,0.1,0.013738,0.2,1305,755,1423,33334,38282,38277,0,0,0,0,4076,4089,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
313,0.9479141548107065,-6.26501970261295,-3.851277248235959,-1.2391276616233615,0.011023,0.1,0.013621,0.2,1072,656,1388,33176,38135,38127,0,0,0,0,4098,4087,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
314,0.9500256976146567,-6.251344214625084,-3.8500200165216123,-1.2339000146407466,0.010992,0.1,0.013504,0.2,1057,596,1332,33077,38035,38025,0,0,0,0,4040,4025,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
315,0.941303824873707,-6.248473137204034,-3.8539325329426166,-1.2322528912647444,0.010961,0.1,0.013389,0.2,1322,630,1609,33256,38297,38290,0,0,0,0,4066,4053,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
316,0.9399371539727667,-6.251519394075772,-3.854261361327618,-1.2323941653293313,0.01093,0.1,0.013275,0.2,1388,619,1497,33415,38152,38143,0,0,0,0,4113,4125,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
317,0.9377438860921629,-6.255293693113431,-3.8587224644616187,-1.2335748264748412,0.010899,0.1,0.013161,0.2,1216,874,1491,33571,38575,38570,0,0,0,0,4019,4016,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
318,0.9400753579502638,-6.2580302539389585,-3.8596899648579117,-1.2342170909414674,0.010869,0.1,0.013049,0.2,1344,644,1422,33175,37858,37848,0,0,0,0,4112,4094,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
319,0.943664902788513,-6.264447243290579,-3.861332595524092,-1.2361811516257206,0.010839,0.1,0.012937,0.2,1191,704,1336,33638,38494,38484,0,0,0,0,4068,4058,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
320,0.9453821751361705,-6.263362678214207,-3.8634853266299647,-1.2346912384398538,0.010808,0.1,0.012827,0.2,1191,634,1454,33414,38530,38525,0,0,0,0,4004,4004,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
321,0.9425963732436652,-6.271585120798197,-3.8683921955943155,-1.2357553848908516,0.010778,0.1,0.012717,0.2,1154,758,1361,33308,38394,38387,0,0,0,0,4018,4016,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
322,0.9407528443476156,-6.280014625361912,-3.8731779001446722,-1.237034412086023,0.010748,0.1,0.012608,0.2,1262,696,1347,33048,37895,37889,0,0,0,0,4084,4080,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
323,0.9395344715543215,-6.286195789521141,-3.8782829321585357,-1.2394683266004076,0.010719,0.1,0.0125,0.2,1295,752,1533,33854,38420,38408,0,0,0,0,4042,4042,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
324,0.9391592920353983,-6.297071909326633,-3.884099009879756,-1.2406167046982026,0.010689,0.1,0.012394,0.2,1274,761,1368,33448,38367,38361,0,0,0,0,3926,3910,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
325,0.9424507921267403,-6.295034561454873,-3.884065892572653,-1.2395237998923976,0.01066,0.1,0.012288,0.2,1202,716,1481,33328,38192,38181,0,0,0,0,4054,4057,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
326,0.9417921574474429,-6.295794852293571,-3.8834690248078862,-1.2381281353871554,0.010631,0.1,0.012183,0.2,1302,650,1393,33535,38447,38443,0,0,0,0,4086,4081,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
327,0.9424376532504037,-6.300834524090482,-3.883642736236643,-1.2385306986004792,0.010601,0.1,0.012079,0.2,1293,632,1276,33442,38275,38269,0,0,0,0,4094,4108,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
328,0.9421771758304183,-6.286396467970039,-3.8808376998648115,-1.2329346922783608,0.010573,0.1,0.011975,0.2,1159,775,1665,33447,38309,38306,0,0,0,0,4090,4090,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
329,0.9342183416488476,-6.308814627309194,-3.889176765067904,-1.2379934481741894,0.010544,0.1,0.011873,0.2,1452,763,1351,33672,38276,38270,0,0,0,0,4043,4026,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
330,0.9400855078873654,-6.317107540868812,-3.890788283479089,-1.2407895691552264,0.010515,0.1,0.011771,0.2,1278,754,1618,33915,38711,38708,0,0,0,0,4107,4095,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
331,0.9411307905976524,-6.31384375438824,-3.8911930745915266,-1.240387146063468,0.010487,0.1,0.011671,0.2,1316,655,1371,33481,38245,38240,0,0,0,0,4075,4078,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
332,0.9352990330667303,-6.326452243790428,-3.8922034409993973,-1.2439744329582756,0.010458,0.1,0.011571,0.2,1301,867,1487,33508,38225,38218,0,0,0,0,3962,3969,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
333,0.9368251985366289,-6.346308084203239,-3.9010318899181193,-1.2481818771068538,0.01043,0.1,0.011472,0.2,1238,886,1538,33621,38432,38425,0,0,0,0,4108,4107,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
334,0.9472435574271225,-6.346896821805551,-3.9020377746884467,-1.2477887822043818,0.010402,0.1,0.011374,0.2,1258,521,1372,33721,38631,38621,0,0,0,0,3929,3915,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
335,0.9404234666019535,-6.34813358313452,-3.9045614160290247,-1.2469933114556697,0.010375,0.1,0.011277,0.2,1154,810,1451,32966,37784,37772,0,0,0,0,4105,4105,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
336,0.9411992724453588,-6.360252217269246,-3.9102533421993653,-1.249987072524646,0.010347,0.1,0.011181,0.2,1289,683,1292,33537,38234,38232,0,0,0,0,4089,4069,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
337,0.9388211136610701,-6.36863090498297,-3.9129548976406547,-1.2517245754839386,0.010319,0.1,0.011085,0.2,1230,796,1443,33116,38198,38193,0,0,0,0,4069,4074,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
338,0.9386585475060446,-6.376885244434679,-3.9165747792243506,-1.2531941214070386,0.010292,0.1,0.01099,0.2,1249,806,1550,33501,38583,38574,0,0,0,0,4043,4046,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
