Time;battery starvations;bike arrival;bike departure;bike starvations;escooter arrival;escooter departure;escooter starvations;events;failed events;long congestions;random trips;roaming distance for bikes;roaming distance for escooters;roaming distance for locks;roaming for bikes;roaming for escooters;roaming for locks;short congestions;starvations;trips;
Mon 15:06.189064;;957;998;6;2391;2440;725;7971;915;184;56;0.6606117789688284;164.02729215298064;141.80833468153656;5;1304;364;180;731;4169;
Mon 15:06.449394;;957;998;6;2392;2440;725;7971;915;184;56;0.6606117789688284;164.02729215298064;141.80833468153656;5;1304;364;180;731;4169;
Mon 15:07.000000;;957;1000;6;2392;2441;730;7982;920;184;57;0.6606117789688284;164.13957768847231;141.80833468153656;5;1305;364;180;736;4177;
Mon 15:07.409818;;958;1000;6;2392;2441;730;7982;920;184;57;0.6606117789688284;164.13957768847231;141.80833468153656;5;1305;364;180;736;4177;
Mon 15:07.941076;;959;1000;6;2392;2441;730;7982;920;184;57;0.6606117789688284;164.13957768847231;141.80833468153656;5;1305;364;180;736;4177;
Mon 15:07.524551;;959;1000;6;2393;2441;730;7982;920;184;57;0.6606117789688284;164.13957768847231;141.80833468153656;5;1305;364;180;736;4177;
Mon 15:07.350177;;959;1000;6;2393;2441;730;7983;920;184;57;0.6606117789688284;164.13957768847231;141.99203078649523;5;1305;365;181;736;4177;
Mon 15:07.865662;;959;1000;6;2394;2441;730;7983;920;184;57;0.6606117789688284;164.13957768847231;141.99203078649523;5;1305;365;181;736;4177;
Mon 15:07.173932;;959;1000;6;2394;2441;730;7984;920;184;57;0.6606117789688284;164.13957768847231;142.3308242582527;5;1305;366;182;736;4177;
Mon 15:07.435455;;960;1000;6;2394;2441;730;7984;920;184;57;0.6606117789688284;164.13957768847231;142.3308242582527;5;1305;366;182;736;4177;
Mon 15:07.545506;;960;1000;6;2394;2441;730;7985;920;184;57;0.6606117789688284;164.13957768847231;142.4954761110611;5;1305;367;183;736;4177;
Mon 15:07.780101;;960;1000;6;2395;2441;730;7985;920;184;57;0.6606117789688284;164.13957768847231;142.4954761110611;5;1305;367;183;736;4177;
Mon 15:07.823162;;960;1000;6;2396;2441;730;7985;920;184;57;0.6606117789688284;164.13957768847231;142.4954761110611;5;1305;367;183;736;4177;
Mon 15:07.503495;;961;1000;6;2396;2441;730;7985;920;184;57;0.6606117789688284;164.13957768847231;142.4954761110611;5;1305;367;183;736;4177;
Mon 15:07.649203;;962;1000;6;2396;2441;730;7985;920;184;57;0.6606117789688284;164.13957768847231;142.4954761110611;5;1305;367;183;736;4177;
Mon 15:08.000000;;962;1004;6;2396;2448;731;8008;921;184;57;0.6606117789688284;164.63355694126963;142.4954761110611;5;1309;367;183;737;4189;
Mon 15:08.580849;;962;1004;6;2397;2448;731;8008;921;184;57;0.6606117789688284;164.63355694126963;142.4954761110611;5;1309;367;183;737;4189;
Mon 15:08.829726;;963;1004;6;2397;2448;731;8008;921;184;57;0.6606117789688284;164.63355694126963;142.4954761110611;5;1309;367;183;737;4189;
Mon 15:08.904937;;963;1004;6;2398;2448;731;8008;921;184;57;0.6606117789688284;164.63355694126963;142.4954761110611;5;1309;367;183;737;4189;
Mon 15:08.047861;;964;1004;6;2398;2448;731;8008;921;184;57;0.6606117789688284;164.63355694126963;142.4954761110611;5;1309;367;183;737;4189;
Mon 15:08.642815;;964;1004;6;2399;2448;731;8008;921;184;57;0.6606117789688284;164.63355694126963;142.4954761110611;5;1309;367;183;737;4189;
Mon 15:08.287432;;964;1004;6;2399;2448;731;8009;921;184;57;0.6606117789688284;164.63355694126963;142.77737925595284;5;1309;368;184;737;4189;
Mon 15:08.536902;;964;1004;6;2400;2448;731;8009;921;184;57;0.6606117789688284;164.63355694126963;142.77737925595284;5;1309;368;184;737;4189;
Mon 15:08.916021;;965;1004;6;2400;2448;731;8009;921;184;57;0.6606117789688284;164.63355694126963;142.77737925595284;5;1309;368;184;737;4189;
Mon 15:08.975167;;965;1004;6;2401;2448;731;8009;921;184;57;0.6606117789688284;164.63355694126963;142.77737925595284;5;1309;368;184;737;4189;
Mon 15:08.273963;;965;1004;6;2402;2448;731;8009;921;184;57;0.6606117789688284;164.63355694126963;142.77737925595284;5;1309;368;184;737;4189;
Mon 15:09.000000;;965;1008;6;2402;2453;732;8028;922;184;57;0.6606117789688284;165.06487393394957;142.77737925595284;5;1312;368;184;738;4199;
Mon 15:09.223601;;966;1008;6;2402;2453;732;8028;922;184;57;0.6606117789688284;165.06487393394957;142.77737925595284;5;1312;368;184;738;4199;
Mon 15:09.594180;;966;1008;6;2403;2453;732;8028;922;184;57;0.6606117789688284;165.06487393394957;142.77737925595284;5;1312;368;184;738;4199;
Mon 15:09.723447;;966;1008;6;2404;2453;732;8028;922;184;57;0.6606117789688284;165.06487393394957;142.77737925595284;5;1312;368;184;738;4199;
Mon 15:09.407724;;967;1008;6;2404;2453;732;8028;922;184;57;0.6606117789688284;165.06487393394957;142.77737925595284;5;1312;368;184;738;4199;
Mon 15:09.222169;;967;1008;6;2405;2453;732;8028;922;184;57;0.6606117789688284;165.06487393394957;142.77737925595284;5;1312;368;184;738;4199;
Mon 15:09.320520;;967;1008;6;2406;2453;732;8028;922;184;57;0.6606117789688284;165.06487393394957;142.77737925595284;5;1312;368;184;738;4199;
Mon 15:09.386345;;967;1008;6;2406;2453;732;8029;922;184;57;0.6606117789688284;165.06487393394957;142.94203110876123;5;1312;369;185;738;4199;
Mon 15:09.592547;;967;1008;6;2407;2453;732;8029;922;184;57;0.6606117789688284;165.06487393394957;142.94203110876123;5;1312;369;185;738;4199;
Mon 15:09.285889;;967;1008;6;2408;2453;732;8029;922;184;57;0.6606117789688284;165.06487393394957;142.94203110876123;5;1312;369;185;738;4199;
Mon 15:09.752286;;967;1008;6;2409;2453;732;8029;922;184;57;0.6606117789688284;165.06487393394957;142.94203110876123;5;1312;369;185;738;4199;
Mon 15:09.387778;;968;1008;6;2409;2453;732;8029;922;184;57;0.6606117789688284;165.06487393394957;142.94203110876123;5;1312;369;185;738;4199;
Mon 15:09.652064;;968;1008;6;2409;2453;732;8030;923;185;57;0.6606117789688284;165.06487393394957;143.4813648700138;5;1312;370;185;738;4199;
Mon 15:09.116977;;968;1008;6;2410;2453;732;8030;923;185;57;0.6606117789688284;165.06487393394957;143.4813648700138;5;1312;370;185;738;4199;
Mon 15:09.422972;;968;1008;6;2411;2453;732;8030;923;185;57;0.6606117789688284;165.06487393394957;143.4813648700138;5;1312;370;185;738;4199;
Mon 15:09.443617;;968;1008;6;2412;2453;732;8030;923;185;57;0.6606117789688284;165.06487393394957;143.4813648700138;5;1312;370;185;738;4199;
Mon 15:10.000000;;968;1010;6;2412;2458;738;8050;929;185;58;0.6606117789688284;165.27124825692658;143.4813648700138;5;1314;370;185;744;4212;
Mon 15:10.663249;;968;1010;6;2413;2458;738;8050;929;185;58;0.6606117789688284;165.27124825692658;143.4813648700138;5;1314;370;185;744;4212;
Mon 15:10.690549;;968;1010;6;2413;2458;738;8051;930;186;58;0.6606117789688284;165.27124825692658;144.02069863126638;5;1314;371;185;744;4212;
Mon 15:10.734377;;969;1010;6;2413;2458;738;8051;930;186;58;0.6606117789688284;165.27124825692658;144.02069863126638;5;1314;371;185;744;4212;
Mon 15:10.974697;;970;1010;6;2413;2458;738;8051;930;186;58;0.6606117789688284;165.27124825692658;144.02069863126638;5;1314;371;185;744;4212;
Mon 15:10.243939;;970;1010;6;2414;2458;738;8051;930;186;58;0.6606117789688284;165.27124825692658;144.02069863126638;5;1314;371;185;744;4212;
Mon 15:10.545555;;970;1010;6;2414;2458;738;8052;930;186;58;0.6606117789688284;165.27124825692658;144.35949210302385;5;1314;372;186;744;4212;
Mon 15:10.056518;;971;1010;6;2414;2458;738;8052;930;186;58;0.6606117789688284;165.27124825692658;144.35949210302385;5;1314;372;186;744;4212;
Mon 15:10.599051;;971;1010;6;2415;2458;738;8052;930;186;58;0.6606117789688284;165.27124825692658;144.35949210302385;5;1314;372;186;744;4212;
Mon 15:10.518121;;971;1010;6;2416;2458;738;8052;930;186;58;0.6606117789688284;165.27124825692658;144.35949210302385;5;1314;372;186;744;4212;
Mon 15:10.013286;;971;1010;6;2417;2458;738;8052;930;186;58;0.6606117789688284;165.27124825692658;144.35949210302385;5;1314;372;186;744;4212;
Mon 15:10.974179;;971;1010;6;2418;2458;738;8052;930;186;58;0.6606117789688284;165.27124825692658;144.35949210302385;5;1314;372;186;744;4212;
Mon 15:10.052958;;972;1010;6;2418;2458;738;8052;930;186;58;0.6606117789688284;165.27124825692658;144.35949210302385;5;1314;372;186;744;4212;
Mon 15:10.928887;;973;1010;6;2418;2458;738;8052;930;186;58;0.6606117789688284;165.27124825692658;144.35949210302385;5;1314;372;186;744;4212;
Mon 15:10.064441;;974;1010;6;2418;2458;738;8052;930;186;58;0.6606117789688284;165.27124825692658;144.35949210302385;5;1314;372;186;744;4212;
Mon 15:11.000000;;974;1014;6;2418;2467;739;8079;931;186;58;0.6606117789688284;166.2765936953898;144.35949210302385;5;1321;372;186;745;4226;
Mon 15:11.319272;;975;1014;6;2418;2467;739;8079;931;186;58;0.6606117789688284;166.2765936953898;144.35949210302385;5;1321;372;186;745;4226;
Mon 15:11.469654;;975;1014;6;2419;2467;739;8079;931;186;58;0.6606117789688284;166.2765936953898;144.35949210302385;5;1321;372;186;745;4226;
Mon 15:11.374486;;975;1014;6;2420;2467;739;8079;931;186;58;0.6606117789688284;166.2765936953898;144.35949210302385;5;1321;372;186;745;4226;
Mon 15:11.932772;;976;1014;6;2420;2467;739;8079;931;186;58;0.6606117789688284;166.2765936953898;144.35949210302385;5;1321;372;186;745;4226;
Mon 15:11.213218;;976;1014;6;2421;2467;739;8079;931;186;58;0.6606117789688284;166.2765936953898;144.35949210302385;5;1321;372;186;745;4226;
Mon 15:11.982027;;976;1014;6;2422;2467;739;8079;931;186;58;0.6606117789688284;166.2765936953898;144.35949210302385;5;1321;372;186;745;4226;
Mon 15:11.701299;;977;1014;6;2422;2467;739;8079;931;186;58;0.6606117789688284;166.2765936953898;144.35949210302385;5;1321;372;186;745;4226;
Mon 15:11.769258;;977;1014;6;2422;2467;739;8080;931;186;58;0.6606117789688284;166.2765936953898;144.65553397711983;5;1321;373;187;745;4226;
Mon 15:11.891201;;977;1014;6;2422;2467;739;8081;932;187;58;0.6606117789688284;166.2765936953898;145.0238673142425;5;1321;374;187;745;4226;
Mon 15:11.462524;;977;1014;6;2423;2467;739;8081;932;187;58;0.6606117789688284;166.2765936953898;145.0238673142425;5;1321;374;187;745;4226;
Mon 15:11.272011;;978;1014;6;2423;2467;739;8081;932;187;58;0.6606117789688284;166.2765936953898;145.0238673142425;5;1321;374;187;745;4226;
Mon 15:11.114140;;978;1014;6;2423;2467;739;8082;933;188;58;0.6606117789688284;166.2765936953898;145.56320107549507;5;1321;375;187;745;4226;
Mon 15:11.741020;;978;1014;6;2424;2467;739;8082;933;188;58;0.6606117789688284;166.2765936953898;145.56320107549507;5;1321;375;187;745;4226;
Mon 15:11.226166;;978;1014;6;2425;2467;739;8082;933;188;58;0.6606117789688284;166.2765936953898;145.56320107549507;5;1321;375;187;745;4226;
Mon 15:11.383300;;978;1014;6;2426;2467;739;8082;933;188;58;0.6606117789688284;166.2765936953898;145.56320107549507;5;1321;375;187;745;4226;
Mon 15:12.000000;;978;1015;6;2426;2476;740;8103;934;188;58;0.6606117789688284;167.1062984466101;145.56320107549507;5;1327;375;187;746;4237;
Mon 15:12.930233;;978;1015;6;2426;2476;740;8104;935;189;58;0.6606117789688284;167.1062984466101;145.92825186678922;5;1327;376;187;746;4237;
Mon 15:12.829879;;979;1015;6;2426;2476;740;8104;935;189;58;0.6606117789688284;167.1062984466101;145.92825186678922;5;1327;376;187;746;4237;
Mon 15:12.941648;;980;1015;6;2426;2476;740;8104;935;189;58;0.6606117789688284;167.1062984466101;145.92825186678922;5;1327;376;187;746;4237;
Mon 15:12.767672;;980;1015;6;2426;2476;740;8105;936;190;58;0.6606117789688284;167.1062984466101;146.30546676321202;5;1327;377;187;746;4237;
Mon 15:12.906485;;980;1015;6;2427;2476;740;8105;936;190;58;0.6606117789688284;167.1062984466101;146.30546676321202;5;1327;377;187;746;4237;
Mon 15:12.609608;;981;1015;6;2427;2476;740;8105;936;190;58;0.6606117789688284;167.1062984466101;146.30546676321202;5;1327;377;187;746;4237;
Mon 15:12.686558;;981;1015;6;2428;2476;740;8105;936;190;58;0.6606117789688284;167.1062984466101;146.30546676321202;5;1327;377;187;746;4237;
Mon 15:12.434131;;982;1015;6;2428;2476;740;8105;936;190;58;0.6606117789688284;167.1062984466101;146.30546676321202;5;1327;377;187;746;4237;
Mon 15:12.632915;;982;1015;6;2428;2476;740;8106;936;190;58;0.6606117789688284;167.1062984466101;146.5574774209518;5;1327;378;188;746;4237;
Mon 15:13.000000;;982;1017;6;2429;2481;741;8121;937;190;58;0.6606117789688284;167.42125804060097;146.5574774209518;5;1329;378;188;747;4245;
Mon 15:13.950644;;983;1017;6;2429;2481;741;8121;937;190;58;0.6606117789688284;167.42125804060097;146.5574774209518;5;1329;378;188;747;4245;
Mon 15:13.242011;;983;1017;6;2430;2481;741;8121;937;190;58;0.6606117789688284;167.42125804060097;146.5574774209518;5;1329;378;188;747;4245;
Mon 15:13.175981;;983;1017;6;2431;2481;741;8121;937;190;58;0.6606117789688284;167.42125804060097;146.5574774209518;5;1329;378;188;747;4245;
Mon 15:13.525720;;983;1017;6;2432;2481;741;8121;937;190;58;0.6606117789688284;167.42125804060097;146.5574774209518;5;1329;378;188;747;4245;
Mon 15:13.837726;;983;1017;6;2433;2481;741;8121;937;190;58;0.6606117789688284;167.42125804060097;146.5574774209518;5;1329;378;188;747;4245;
Mon 15:13.271705;;983;1017;6;2433;2481;741;8122;938;191;58;0.6606117789688284;167.42125804060097;147.25229176053176;5;1329;379;188;747;4245;
Mon 15:13.515405;;983;1017;6;2434;2481;741;8122;938;191;58;0.6606117789688284;167.42125804060097;147.25229176053176;5;1329;379;188;747;4245;
Mon 15:13.862484;;983;1017;6;2434;2481;741;8123;939;192;58;0.6606117789688284;167.42125804060097;147.62062509765443;5;1329;380;188;747;4245;
Mon 15:13.394292;;984;1017;6;2434;2481;741;8123;939;192;58;0.6606117789688284;167.42125804060097;147.62062509765443;5;1329;380;188;747;4245;
Mon 15:13.669285;;984;1017;6;2435;2481;741;8123;939;192;58;0.6606117789688284;167.42125804060097;147.62062509765443;5;1329;380;188;747;4245;
Mon 15:13.860769;;984;1017;6;2436;2481;741;8123;939;192;58;0.6606117789688284;167.42125804060097;147.62062509765443;5;1329;380;188;747;4245;
Mon 15:14.000000;;984;1023;6;2436;2487;743;8149;941;192;59;0.6606117789688284;168.0261815639138;147.62062509765443;5;1334;380;188;749;4259;
Mon 15:14.146738;;985;1023;6;2436;2487;743;8149;941;192;59;0.6606117789688284;168.0261815639138;147.62062509765443;5;1334;380;188;749;4259;
Mon 15:14.075979;;985;1023;6;2437;2487;743;8149;941;192;59;0.6606117789688284;168.0261815639138;147.62062509765443;5;1334;380;188;749;4259;
Mon 15:14.250709;;985;1023;6;2438;2487;743;8149;941;192;59;0.6606117789688284;168.0261815639138;147.62062509765443;5;1334;380;188;749;4259;
Mon 15:14.917475;;986;1023;6;2438;2487;743;8149;941;192;59;0.6606117789688284;168.0261815639138;147.62062509765443;5;1334;380;188;749;4259;
Mon 15:14.485388;;986;1023;6;2438;2487;743;8150;942;193;59;0.6606117789688284;168.0261815639138;147.98048928311195;5;1334;381;188;749;4259;
Mon 15:14.889628;;986;1023;6;2439;2487;743;8150;942;193;59;0.6606117789688284;168.0261815639138;147.98048928311195;5;1334;381;188;749;4259;
Mon 15:14.564552;;986;1023;6;2440;2487;743;8150;942;193;59;0.6606117789688284;168.0261815639138;147.98048928311195;5;1334;381;188;749;4259;
Mon 15:14.016669;;987;1023;6;2440;2487;743;8150;942;193;59;0.6606117789688284;168.0261815639138;147.98048928311195;5;1334;381;188;749;4259;
Mon 15:14.236665;;987;1023;6;2441;2487;743;8150;942;193;59;0.6606117789688284;168.0261815639138;147.98048928311195;5;1334;381;188;749;4259;
Mon 15:14.920336;;987;1023;6;2442;2487;743;8150;942;193;59;0.6606117789688284;168.0261815639138;147.98048928311195;5;1334;381;188;749;4259;
Mon 15:14.764310;;987;1023;6;2443;2487;743;8150;942;193;59;0.6606117789688284;168.0261815639138;147.98048928311195;5;1334;381;188;749;4259;
Mon 15:15.000000;;987;1025;6;2443;2489;746;8161;945;193;59;0.6606117789688284;168.31281024214266;147.98048928311195;5;1336;381;188;752;4266;
Mon 15:15.139153;;987;1025;6;2444;2489;746;8161;945;193;59;0.6606117789688284;168.31281024214266;147.98048928311195;5;1336;381;188;752;4266;
Mon 15:15.019693;;988;1025;6;2444;2489;746;8161;945;193;59;0.6606117789688284;168.31281024214266;147.98048928311195;5;1336;381;188;752;4266;
Mon 15:15.742931;;989;1025;6;2444;2489;746;8161;945;193;59;0.6606117789688284;168.31281024214266;147.98048928311195;5;1336;381;188;752;4266;
Mon 15:15.819691;;989;1025;6;2445;2489;746;8161;945;193;59;0.6606117789688284;168.31281024214266;147.98048928311195;5;1336;381;188;752;4266;
Mon 15:15.104384;;989;1025;6;2446;2489;746;8161;945;193;59;0.6606117789688284;168.31281024214266;147.98048928311195;5;1336;381;188;752;4266;
Mon 15:15.891989;;989;1025;6;2447;2489;746;8161;945;193;59;0.6606117789688284;168.31281024214266;147.98048928311195;5;1336;381;188;752;4266;
Mon 15:15.421310;;990;1025;6;2447;2489;746;8161;945;193;59;0.6606117789688284;168.31281024214266;147.98048928311195;5;1336;381;188;752;4266;
Mon 15:15.140774;;990;1025;6;2448;2489;746;8161;945;193;59;0.6606117789688284;168.31281024214266;147.98048928311195;5;1336;381;188;752;4266;
Mon 15:15.941304;;990;1025;6;2449;2489;746;8161;945;193;59;0.6606117789688284;168.31281024214266;147.98048928311195;5;1336;381;188;752;4266;
Mon 15:15.047638;;991;1025;6;2449;2489;746;8161;945;193;59;0.6606117789688284;168.31281024214266;147.98048928311195;5;1336;381;188;752;4266;
Mon 15:15.751680;;991;1025;6;2450;2489;746;8161;945;193;59;0.6606117789688284;168.31281024214266;147.98048928311195;5;1336;381;188;752;4266;
Mon 15:16.000000;;991;1029;6;2450;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:16.754953;;991;1029;6;2451;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:16.943806;;991;1029;6;2452;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:16.537697;;991;1029;6;2453;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:16.724192;;991;1029;6;2454;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:16.207490;;992;1029;6;2454;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:16.255045;;992;1029;6;2455;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:16.911046;;992;1029;6;2456;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:16.740942;;992;1029;6;2457;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:16.346360;;992;1029;6;2458;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:16.633070;;992;1029;6;2459;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:16.468912;;992;1029;6;2460;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:16.993866;;992;1029;6;2461;2496;747;8184;946;193;59;0.6606117789688284;169.1835003639913;147.98048928311195;5;1342;381;188;753;4278;
Mon 15:17.000000;;992;1032;6;2462;2500;747;8198;946;193;59;0.6606117789688284;169.39028972815385;147.98048928311195;5;1344;381;188;753;4285;
Mon 15:17.953957;;993;1032;6;2462;2500;747;8198;946;193;59;0.6606117789688284;169.39028972815385;147.98048928311195;5;1344;381;188;753;4285;
Mon 15:17.151017;;993;1032;6;2463;2500;747;8198;946;193;59;0.6606117789688284;169.39028972815385;147.98048928311195;5;1344;381;188;753;4285;
Mon 15:17.132684;;993;1032;6;2464;2500;747;8198;946;193;59;0.6606117789688284;169.39028972815385;147.98048928311195;5;1344;381;188;753;4285;
Mon 15:17.260124;;993;1032;6;2465;2500;747;8198;946;193;59;0.6606117789688284;169.39028972815385;147.98048928311195;5;1344;381;188;753;4285;
Mon 15:18.000000;;993;1033;6;2465;2504;749;8210;948;193;59;0.6606117789688284;169.8480015421178;147.98048928311195;5;1347;381;188;755;4292;
Mon 15:18.433074;;993;1033;6;2466;2504;749;8210;948;193;59;0.6606117789688284;169.8480015421178;147.98048928311195;5;1347;381;188;755;4292;
Mon 15:18.805309;;994;1033;6;2466;2504;749;8210;948;193;59;0.6606117789688284;169.8480015421178;147.98048928311195;5;1347;381;188;755;4292;
Mon 15:18.304616;;994;1033;6;2467;2504;749;8210;948;193;59;0.6606117789688284;169.8480015421178;147.98048928311195;5;1347;381;188;755;4292;
Mon 15:18.793768;;995;1033;6;2467;2504;749;8210;948;193;59;0.6606117789688284;169.8480015421178;147.98048928311195;5;1347;381;188;755;4292;
Mon 15:18.318908;;996;1033;6;2467;2504;749;8210;948;193;59;0.6606117789688284;169.8480015421178;147.98048928311195;5;1347;381;188;755;4292;
Mon 15:18.760159;;996;1033;6;2468;2504;749;8210;948;193;59;0.6606117789688284;169.8480015421178;147.98048928311195;5;1347;381;188;755;4292;
Mon 15:18.173807;;996;1033;6;2468;2504;749;8211;949;194;59;0.6606117789688284;169.8480015421178;148.3455400744061;5;1347;382;188;755;4292;
Mon 15:18.878480;;997;1033;6;2468;2504;749;8211;949;194;59;0.6606117789688284;169.8480015421178;148.3455400744061;5;1347;382;188;755;4292;
Mon 15:18.141453;;998;1033;6;2468;2504;749;8211;949;194;59;0.6606117789688284;169.8480015421178;148.3455400744061;5;1347;382;188;755;4292;
Mon 15:18.284142;;999;1033;6;2468;2504;749;8211;949;194;59;0.6606117789688284;169.8480015421178;148.3455400744061;5;1347;382;188;755;4292;
Mon 15:18.224759;;999;1033;6;2469;2504;749;8211;949;194;59;0.6606117789688284;169.8480015421178;148.3455400744061;5;1347;382;188;755;4292;
Mon 15:18.132768;;999;1033;6;2470;2504;749;8211;949;194;59;0.6606117789688284;169.8480015421178;148.3455400744061;5;1347;382;188;755;4292;
Mon 15:18.017248;;999;1033;6;2471;2504;749;8211;949;194;59;0.6606117789688284;169.8480015421178;148.3455400744061;5;1347;382;188;755;4292;
Mon 15:18.397672;;1000;1033;6;2471;2504;749;8211;949;194;59;0.6606117789688284;169.8480015421178;148.3455400744061;5;1347;382;188;755;4292;
Mon 15:19.000000;;1000;1033;6;2471;2506;749;8215;949;194;59;0.6606117789688284;170.13181764539218;148.3455400744061;5;1349;382;188;755;4294;
Mon 15:19.289576;;1001;1033;6;2471;2506;749;8215;949;194;59;0.6606117789688284;170.13181764539218;148.3455400744061;5;1349;382;188;755;4294;
Mon 15:19.647436;;1001;1033;6;2472;2506;749;8215;949;194;59;0.6606117789688284;170.13181764539218;148.3455400744061;5;1349;382;188;755;4294;
Mon 15:19.180956;;1001;1033;6;2473;2506;749;8215;949;194;59;0.6606117789688284;170.13181764539218;148.3455400744061;5;1349;382;188;755;4294;
Mon 15:19.091172;;1001;1033;6;2473;2506;749;8216;949;194;59;0.6606117789688284;170.13181764539218;148.55506883636156;5;1349;383;189;755;4294;
Mon 15:19.638668;;1001;1033;6;2474;2506;749;8216;949;194;59;0.6606117789688284;170.13181764539218;148.55506883636156;5;1349;383;189;755;4294;
Mon 15:19.890482;;1001;1033;6;2475;2506;749;8216;949;194;59;0.6606117789688284;170.13181764539218;148.55506883636156;5;1349;383;189;755;4294;
Mon 15:19.066226;;1001;1033;6;2475;2506;749;8217;950;195;59;0.6606117789688284;170.13181764539218;148.92340217348422;5;1349;384;189;755;4294;
Mon 15:19.249227;;1001;1033;6;2475;2506;749;8218;950;195;59;0.6606117789688284;170.13181764539218;149.20530531837596;5;1349;385;190;755;4294;
Mon 15:20.000000;;1001;1035;6;2475;2515;751;8242;952;195;60;0.6606117789688284;170.97844135662322;149.20530531837596;5;1355;385;190;757;4307;
Mon 15:20.649360;;1001;1035;6;2476;2515;751;8242;952;195;60;0.6606117789688284;170.97844135662322;149.20530531837596;5;1355;385;190;757;4307;
Mon 15:20.402993;;1001;1035;6;2477;2515;751;8242;952;195;60;0.6606117789688284;170.97844135662322;149.20530531837596;5;1355;385;190;757;4307;
Mon 15:20.487108;;1001;1035;6;2478;2515;751;8242;952;195;60;0.6606117789688284;170.97844135662322;149.20530531837596;5;1355;385;190;757;4307;
Mon 15:20.863621;;1002;1035;6;2478;2515;751;8242;952;195;60;0.6606117789688284;170.97844135662322;149.20530531837596;5;1355;385;190;757;4307;
Mon 15:20.089673;;1002;1035;6;2479;2515;751;8242;952;195;60;0.6606117789688284;170.97844135662322;149.20530531837596;5;1355;385;190;757;4307;
Mon 15:20.250561;;1002;1035;6;2480;2515;751;8242;952;195;60;0.6606117789688284;170.97844135662322;149.20530531837596;5;1355;385;190;757;4307;
Mon 15:20.911196;;1002;1035;6;2481;2515;751;8242;952;195;60;0.6606117789688284;170.97844135662322;149.20530531837596;5;1355;385;190;757;4307;
Mon 15:21.000000;;1002;1038;6;2481;2523;753;8266;954;195;60;0.6606117789688284;171.72744850797756;149.20530531837596;5;1361;385;190;759;4320;
Mon 15:21.797195;;1002;1038;6;2482;2523;753;8266;954;195;60;0.6606117789688284;171.72744850797756;149.20530531837596;5;1361;385;190;759;4320;
Mon 15:21.739600;;1003;1038;6;2482;2523;753;8266;954;195;60;0.6606117789688284;171.72744850797756;149.20530531837596;5;1361;385;190;759;4320;
Mon 15:21.621102;;1003;1038;6;2483;2523;753;8266;954;195;60;0.6606117789688284;171.72744850797756;149.20530531837596;5;1361;385;190;759;4320;
Mon 15:21.917298;;1004;1038;6;2483;2523;753;8266;954;195;60;0.6606117789688284;171.72744850797756;149.20530531837596;5;1361;385;190;759;4320;
Mon 15:21.965662;;1004;1038;6;2484;2523;753;8266;954;195;60;0.6606117789688284;171.72744850797756;149.20530531837596;5;1361;385;190;759;4320;
Mon 15:21.965733;;1004;1038;6;2484;2523;753;8267;954;195;60;0.6606117789688284;171.72744850797756;149.45731597611575;5;1361;386;191;759;4320;
Mon 15:21.065786;;1004;1038;6;2485;2523;753;8267;954;195;60;0.6606117789688284;171.72744850797756;149.45731597611575;5;1361;386;191;759;4320;
Mon 15:21.440189;;1004;1038;6;2485;2523;753;8268;955;196;60;0.6606117789688284;171.72744850797756;149.82564931323842;5;1361;387;191;759;4320;
Mon 15:21.304626;;1004;1038;6;2486;2523;753;8268;955;196;60;0.6606117789688284;171.72744850797756;149.82564931323842;5;1361;387;191;759;4320;
Mon 15:21.654981;;1004;1038;6;2487;2523;753;8268;955;196;60;0.6606117789688284;171.72744850797756;149.82564931323842;5;1361;387;191;759;4320;
Mon 15:21.198437;;1004;1038;6;2488;2523;753;8268;955;196;60;0.6606117789688284;171.72744850797756;149.82564931323842;5;1361;387;191;759;4320;
Mon 15:21.573553;;1005;1038;6;2488;2523;753;8268;955;196;60;0.6606117789688284;171.72744850797756;149.82564931323842;5;1361;387;191;759;4320;
