Time;battery starvations;bike arrival;bike departure;bike starvations;escooter arrival;escooter departure;escooter starvations;events;failed events;long congestions;random trips;roaming distance for bikes;roaming distance for escooters;roaming distance for locks;roaming for bikes;roaming for escooters;roaming for locks;short congestions;starvations;trips;
Mon 11:35.502785;;417;444;;969;1000;255;3283;333;78;32;;62.13609559546352;58.3046622449413;;494;140;62;255;1699;
Mon 11:35.396533;;418;444;;969;1000;255;3283;333;78;32;;62.13609559546352;58.3046622449413;;494;140;62;255;1699;
Mon 11:35.855611;;418;444;;970;1000;255;3283;333;78;32;;62.13609559546352;58.3046622449413;;494;140;62;255;1699;
Mon 11:35.217920;;418;444;;971;1000;255;3283;333;78;32;;62.13609559546352;58.3046622449413;;494;140;62;255;1699;
Mon 11:35.635309;;418;444;;971;1000;255;3284;334;79;32;;62.13609559546352;58.97765308697505;;494;141;62;255;1699;
Mon 11:35.581431;;418;444;;971;1000;255;3285;334;79;32;;62.13609559546352;59.193949788737825;;494;142;63;255;1699;
Mon 11:35.542708;;419;444;;971;1000;255;3285;334;79;32;;62.13609559546352;59.193949788737825;;494;142;63;255;1699;
Mon 11:35.980613;;420;444;;971;1000;255;3285;334;79;32;;62.13609559546352;59.193949788737825;;494;142;63;255;1699;
Mon 11:35.135469;;420;444;;971;1000;255;3286;335;80;32;;62.13609559546352;59.64762843705157;;494;143;63;255;1699;
Mon 11:35.071256;;420;444;;972;1000;255;3286;335;80;32;;62.13609559546352;59.64762843705157;;494;143;63;255;1699;
Mon 11:35.575720;;420;444;;973;1000;255;3286;335;80;32;;62.13609559546352;59.64762843705157;;494;143;63;255;1699;
Mon 11:35.244073;;420;444;;973;1000;255;3287;336;81;32;;62.13609559546352;60.18696219830415;;494;144;63;255;1699;
Mon 11:35.543338;;420;444;;974;1000;255;3287;336;81;32;;62.13609559546352;60.18696219830415;;494;144;63;255;1699;
Mon 11:35.029389;;420;444;;975;1000;255;3287;336;81;32;;62.13609559546352;60.18696219830415;;494;144;63;255;1699;
Mon 11:35.590793;;420;444;;975;1000;255;3288;336;81;32;;62.13609559546352;60.50717201192195;;494;145;64;255;1699;
Mon 11:35.499755;;420;444;;976;1000;255;3288;336;81;32;;62.13609559546352;60.50717201192195;;494;145;64;255;1699;
Mon 11:35.281372;;420;444;;976;1000;255;3289;337;82;32;;62.13609559546352;61.04650577317453;;494;146;64;255;1699;
Mon 11:36.000000;;420;444;;976;1004;256;3298;338;82;32;;62.2306356508192;61.04650577317453;;495;146;64;256;1704;
Mon 11:36.788465;;420;444;;976;1004;256;3299;338;82;32;;62.2306356508192;61.28493730344585;;495;147;65;256;1704;
Mon 11:36.255954;;420;444;;976;1004;256;3300;339;83;32;;62.2306356508192;61.797108898171174;;495;148;65;256;1704;
Mon 11:36.792592;;420;444;;977;1004;256;3300;339;83;32;;62.2306356508192;61.797108898171174;;495;148;65;256;1704;
Mon 11:36.756597;;420;444;;978;1004;256;3300;339;83;32;;62.2306356508192;61.797108898171174;;495;148;65;256;1704;
Mon 11:36.540391;;420;444;;978;1004;256;3301;340;84;32;;62.2306356508192;62.3092804928965;;495;149;65;256;1704;
Mon 11:36.413963;;420;444;;979;1004;256;3301;340;84;32;;62.2306356508192;62.3092804928965;;495;149;65;256;1704;
Mon 11:36.776248;;420;444;;980;1004;256;3301;340;84;32;;62.2306356508192;62.3092804928965;;495;149;65;256;1704;
Mon 11:37.000000;;420;446;;980;1004;259;3308;343;84;32;;62.2306356508192;62.3092804928965;;495;149;65;259;1709;
Mon 11:37.276449;;420;446;;981;1004;259;3308;343;84;32;;62.2306356508192;62.3092804928965;;495;149;65;259;1709;
Mon 11:37.773577;;420;446;;981;1004;259;3309;344;85;32;;62.2306356508192;62.69648929566628;;495;150;65;259;1709;
Mon 11:37.805463;;420;446;;982;1004;259;3309;344;85;32;;62.2306356508192;62.69648929566628;;495;150;65;259;1709;
Mon 11:37.852413;;420;446;;982;1004;259;3310;345;86;32;;62.2306356508192;63.205989533140496;;495;151;65;259;1709;
Mon 11:37.301471;;420;446;;982;1004;259;3311;346;87;32;;62.2306356508192;63.675230002119136;;495;152;65;259;1709;
Mon 11:37.638226;;420;446;;982;1004;259;3312;346;87;32;;62.2306356508192;63.85892610707782;;495;153;66;259;1709;
Mon 11:37.253374;;420;446;;983;1004;259;3312;346;87;32;;62.2306356508192;63.85892610707782;;495;153;66;259;1709;
Mon 11:38.000000;;420;449;;983;1008;262;3329;349;87;32;;62.531525815950275;63.85892610707782;;497;153;66;262;1719;
Mon 11:38.748417;;421;449;;983;1008;262;3329;349;87;32;;62.531525815950275;63.85892610707782;;497;153;66;262;1719;
Mon 11:38.045728;;421;449;;984;1008;262;3329;349;87;32;;62.531525815950275;63.85892610707782;;497;153;66;262;1719;
Mon 11:38.309237;;421;449;;984;1008;262;3330;350;88;32;;62.531525815950275;64.2573901906964;;497;154;66;262;1719;
Mon 11:38.638214;;421;449;;984;1008;262;3331;350;88;32;;62.531525815950275;64.3336804571352;;497;155;67;262;1719;
Mon 11:38.208831;;422;449;;984;1008;262;3331;350;88;32;;62.531525815950275;64.3336804571352;;497;155;67;262;1719;
Mon 11:38.809390;;423;449;;984;1008;262;3331;350;88;32;;62.531525815950275;64.3336804571352;;497;155;67;262;1719;
Mon 11:38.389004;;423;449;;985;1008;262;3331;350;88;32;;62.531525815950275;64.3336804571352;;497;155;67;262;1719;
Mon 11:38.875472;;424;449;;985;1008;262;3331;350;88;32;;62.531525815950275;64.3336804571352;;497;155;67;262;1719;
Mon 11:38.953930;;424;449;;986;1008;262;3331;350;88;32;;62.531525815950275;64.3336804571352;;497;155;67;262;1719;
Mon 11:38.353423;;425;449;;986;1008;262;3331;350;88;32;;62.531525815950275;64.3336804571352;;497;155;67;262;1719;
Mon 11:38.965962;;425;449;;987;1008;262;3331;350;88;32;;62.531525815950275;64.3336804571352;;497;155;67;262;1719;
Mon 11:39.000000;;425;450;;987;1015;262;3347;350;88;32;;63.00656322499728;64.3336804571352;;501;155;67;262;1727;
Mon 11:39.924795;;426;450;;987;1015;262;3347;350;88;32;;63.00656322499728;64.3336804571352;;501;155;67;262;1727;
Mon 11:39.858150;;427;450;;987;1015;262;3347;350;88;32;;63.00656322499728;64.3336804571352;;501;155;67;262;1727;
Mon 11:39.721438;;428;450;;987;1015;262;3347;350;88;32;;63.00656322499728;64.3336804571352;;501;155;67;262;1727;
Mon 11:39.393709;;429;450;;987;1015;262;3347;350;88;32;;63.00656322499728;64.3336804571352;;501;155;67;262;1727;
Mon 11:39.251101;;429;450;;987;1015;262;3348;351;89;32;;63.00656322499728;64.78735910544896;;501;156;67;262;1727;
Mon 11:39.479928;;429;450;;987;1015;262;3349;351;89;32;;63.00656322499728;64.99552776870428;;501;157;68;262;1727;
Mon 11:39.504673;;429;450;;988;1015;262;3349;351;89;32;;63.00656322499728;64.99552776870428;;501;157;68;262;1727;
Mon 11:39.733203;;429;450;;989;1015;262;3349;351;89;32;;63.00656322499728;64.99552776870428;;501;157;68;262;1727;
Mon 11:39.082728;;429;450;;990;1015;262;3349;351;89;32;;63.00656322499728;64.99552776870428;;501;157;68;262;1727;
Mon 11:39.507564;;429;450;;991;1015;262;3349;351;89;32;;63.00656322499728;64.99552776870428;;501;157;68;262;1727;
Mon 11:39.978751;;429;450;;992;1015;262;3349;351;89;32;;63.00656322499728;64.99552776870428;;501;157;68;262;1727;
Mon 11:39.540389;;430;450;;992;1015;262;3349;351;89;32;;63.00656322499728;64.99552776870428;;501;157;68;262;1727;
Mon 11:40.000000;;430;452;;993;1018;263;3360;352;89;32;;63.21333353144519;64.99552776870428;;503;157;68;263;1733;
Mon 11:40.308660;;430;452;;994;1018;263;3360;352;89;32;;63.21333353144519;64.99552776870428;;503;157;68;263;1733;
Mon 11:40.382883;;430;452;;995;1018;263;3360;352;89;32;;63.21333353144519;64.99552776870428;;503;157;68;263;1733;
Mon 11:40.728534;;430;452;;996;1018;263;3360;352;89;32;;63.21333353144519;64.99552776870428;;503;157;68;263;1733;
Mon 11:40.218245;;430;452;;996;1018;263;3361;352;89;32;;63.21333353144519;65.21338105497115;;503;158;69;263;1733;
Mon 11:40.102136;;431;452;;996;1018;263;3361;352;89;32;;63.21333353144519;65.21338105497115;;503;158;69;263;1733;
Mon 11:40.543197;;432;452;;996;1018;263;3361;352;89;32;;63.21333353144519;65.21338105497115;;503;158;69;263;1733;
Mon 11:41.000000;;432;453;;996;1025;265;3379;354;89;32;;63.661894424347686;65.21338105497115;;507;158;69;265;1743;
Mon 11:41.942906;;433;453;;996;1025;265;3379;354;89;32;;63.661894424347686;65.21338105497115;;507;158;69;265;1743;
Mon 11:41.553720;;434;453;;996;1025;265;3379;354;89;32;;63.661894424347686;65.21338105497115;;507;158;69;265;1743;
Mon 11:41.039986;;434;453;;996;1025;265;3380;355;90;32;;63.661894424347686;65.75271481622373;;507;159;69;265;1743;
Mon 11:41.050299;;434;453;;997;1025;265;3380;355;90;32;;63.661894424347686;65.75271481622373;;507;159;69;265;1743;
Mon 11:41.215534;;434;453;;998;1025;265;3380;355;90;32;;63.661894424347686;65.75271481622373;;507;159;69;265;1743;
Mon 11:41.013439;;435;453;;998;1025;265;3380;355;90;32;;63.661894424347686;65.75271481622373;;507;159;69;265;1743;
Mon 11:41.952087;;436;453;;998;1025;265;3380;355;90;32;;63.661894424347686;65.75271481622373;;507;159;69;265;1743;
Mon 11:42.000000;;436;455;;998;1028;265;3390;355;90;32;;64.10962662795897;65.75271481622373;;510;159;69;265;1748;
Mon 11:42.098455;;436;455;;999;1028;265;3390;355;90;32;;64.10962662795897;65.75271481622373;;510;159;69;265;1748;
Mon 11:42.773411;;436;455;;1000;1028;265;3390;355;90;32;;64.10962662795897;65.75271481622373;;510;159;69;265;1748;
Mon 11:42.291522;;436;455;;1001;1028;265;3390;355;90;32;;64.10962662795897;65.75271481622373;;510;159;69;265;1748;
Mon 11:42.166295;;436;455;;1002;1028;265;3390;355;90;32;;64.10962662795897;65.75271481622373;;510;159;69;265;1748;
Mon 11:42.593780;;437;455;;1002;1028;265;3390;355;90;32;;64.10962662795897;65.75271481622373;;510;159;69;265;1748;
Mon 11:42.172914;;437;455;;1003;1028;265;3390;355;90;32;;64.10962662795897;65.75271481622373;;510;159;69;265;1748;
Mon 11:42.612501;;438;455;;1003;1028;265;3390;355;90;32;;64.10962662795897;65.75271481622373;;510;159;69;265;1748;
Mon 11:42.120075;;438;455;;1003;1028;265;3391;355;90;32;;64.10962662795897;65.96088347947905;;510;160;70;265;1748;
Mon 11:42.281827;;438;455;;1003;1028;265;3392;355;90;32;;64.10962662795897;66.19931500975036;;510;161;71;265;1748;
Mon 11:42.348499;;438;455;;1004;1028;265;3392;355;90;32;;64.10962662795897;66.19931500975036;;510;161;71;265;1748;
Mon 11:42.765578;;439;455;;1004;1028;265;3392;355;90;32;;64.10962662795897;66.19931500975036;;510;161;71;265;1748;
Mon 11:43.000000;;439;456;;1004;1035;269;3412;359;90;33;;64.71497075978334;66.19931500975036;;515;161;71;269;1760;
Mon 11:43.529429;;439;456;;1005;1035;269;3412;359;90;33;;64.71497075978334;66.19931500975036;;515;161;71;269;1760;
Mon 11:43.255626;;440;456;;1005;1035;269;3412;359;90;33;;64.71497075978334;66.19931500975036;;515;161;71;269;1760;
Mon 11:43.585176;;441;456;;1005;1035;269;3412;359;90;33;;64.71497075978334;66.19931500975036;;515;161;71;269;1760;
Mon 11:43.148187;;441;456;;1006;1035;269;3412;359;90;33;;64.71497075978334;66.19931500975036;;515;161;71;269;1760;
Mon 11:43.635108;;441;456;;1006;1035;269;3413;360;91;33;;64.71497075978334;66.8941293493303;;515;162;71;269;1760;
Mon 11:43.210832;;441;456;;1007;1035;269;3413;360;91;33;;64.71497075978334;66.8941293493303;;515;162;71;269;1760;
Mon 11:43.373328;;441;456;;1008;1035;269;3413;360;91;33;;64.71497075978334;66.8941293493303;;515;162;71;269;1760;
Mon 11:44.000000;;441;457;;1008;1039;270;3424;361;91;33;;65.05131410893034;66.8941293493303;;517;162;71;270;1766;
Mon 11:44.196311;;441;457;;1009;1039;270;3424;361;91;33;;65.05131410893034;66.8941293493303;;517;162;71;270;1766;
Mon 11:44.076890;;441;457;;1010;1039;270;3424;361;91;33;;65.05131410893034;66.8941293493303;;517;162;71;270;1766;
Mon 11:44.824297;;441;457;;1011;1039;270;3424;361;91;33;;65.05131410893034;66.8941293493303;;517;162;71;270;1766;
Mon 11:44.811810;;441;457;;1012;1039;270;3424;361;91;33;;65.05131410893034;66.8941293493303;;517;162;71;270;1766;
Mon 11:44.231226;;441;457;;1013;1039;270;3424;361;91;33;;65.05131410893034;66.8941293493303;;517;162;71;270;1766;
Mon 11:45.000000;;441;460;;1014;1045;273;3445;364;91;33;;65.38718925687019;66.8941293493303;;520;162;71;273;1778;
Mon 11:45.011345;;442;460;;1014;1045;273;3445;364;91;33;;65.38718925687019;66.8941293493303;;520;162;71;273;1778;
Mon 11:45.383735;;442;460;;1015;1045;273;3445;364;91;33;;65.38718925687019;66.8941293493303;;520;162;71;273;1778;
Mon 11:45.530188;;442;460;;1016;1045;273;3445;364;91;33;;65.38718925687019;66.8941293493303;;520;162;71;273;1778;
Mon 11:45.837779;;442;460;;1017;1045;273;3445;364;91;33;;65.38718925687019;66.8941293493303;;520;162;71;273;1778;
Mon 11:45.295909;;442;460;;1017;1045;273;3446;364;91;33;;65.38718925687019;67.13256087960161;;520;163;72;273;1778;
Mon 11:45.418403;;443;460;;1017;1045;273;3446;364;91;33;;65.38718925687019;67.13256087960161;;520;163;72;273;1778;
Mon 11:46.000000;;443;461;;1017;1049;273;3456;364;91;33;;65.81763701143309;67.13256087960161;;523;163;72;273;1783;
Mon 11:46.885371;;444;461;;1017;1049;273;3456;364;91;33;;65.81763701143309;67.13256087960161;;523;163;72;273;1783;
Mon 11:46.484297;;444;461;;1018;1049;273;3456;364;91;33;;65.81763701143309;67.13256087960161;;523;163;72;273;1783;
Mon 11:46.652156;;444;461;;1019;1049;273;3456;364;91;33;;65.81763701143309;67.13256087960161;;523;163;72;273;1783;
Mon 11:46.496944;;444;461;;1020;1049;273;3456;364;91;33;;65.81763701143309;67.13256087960161;;523;163;72;273;1783;
Mon 11:47.000000;;444;464;;1021;1059;274;3483;365;91;33;;66.1366832363932;67.13256087960161;;526;163;72;274;1797;
Mon 11:47.573607;;444;464;;1022;1059;274;3483;365;91;33;;66.1366832363932;67.13256087960161;;526;163;72;274;1797;
Mon 11:47.543898;;444;464;;1023;1059;274;3483;365;91;33;;66.1366832363932;67.13256087960161;;526;163;72;274;1797;
Mon 11:47.212585;;445;464;;1023;1059;274;3483;365;91;33;;66.1366832363932;67.13256087960161;;526;163;72;274;1797;
Mon 11:47.550530;;445;464;;1024;1059;274;3483;365;91;33;;66.1366832363932;67.13256087960161;;526;163;72;274;1797;
Mon 11:48.000000;;445;467;;1024;1063;276;3499;367;91;33;;66.47214769503715;67.13256087960161;;529;163;72;276;1806;
Mon 11:48.917415;;445;467;;1025;1063;276;3499;367;91;33;;66.47214769503715;67.13256087960161;;529;163;72;276;1806;
Mon 11:48.880154;;445;467;;1026;1063;276;3499;367;91;33;;66.47214769503715;67.13256087960161;;529;163;72;276;1806;
Mon 11:48.543811;;445;467;;1027;1063;276;3499;367;91;33;;66.47214769503715;67.13256087960161;;529;163;72;276;1806;
Mon 11:48.615231;;446;467;;1027;1063;276;3499;367;91;33;;66.47214769503715;67.13256087960161;;529;163;72;276;1806;
Mon 11:48.099299;;446;467;;1027;1063;276;3500;368;92;33;;66.47214769503715;67.64206111707583;;529;164;72;276;1806;
Mon 11:48.531680;;446;467;;1028;1063;276;3500;368;92;33;;66.47214769503715;67.64206111707583;;529;164;72;276;1806;
Mon 11:48.400555;;446;467;;1029;1063;276;3500;368;92;33;;66.47214769503715;67.64206111707583;;529;164;72;276;1806;
Mon 11:49.000000;;446;467;;1029;1065;280;3508;372;92;33;;66.58438784033277;67.64206111707583;;530;164;72;280;1812;
Mon 11:49.241265;;446;467;;1030;1065;280;3508;372;92;33;;66.58438784033277;67.64206111707583;;530;164;72;280;1812;
Mon 11:49.945725;;447;467;;1030;1065;280;3508;372;92;33;;66.58438784033277;67.64206111707583;;530;164;72;280;1812;
Mon 11:49.856716;;447;467;;1031;1065;280;3508;372;92;33;;66.58438784033277;67.64206111707583;;530;164;72;280;1812;
Mon 11:49.281896;;447;467;;1032;1065;280;3508;372;92;33;;66.58438784033277;67.64206111707583;;530;164;72;280;1812;
Mon 11:49.394555;;447;467;;1033;1065;280;3508;372;92;33;;66.58438784033277;67.64206111707583;;530;164;72;280;1812;
Mon 11:49.933921;;447;467;;1034;1065;280;3508;372;92;33;;66.58438784033277;67.64206111707583;;530;164;72;280;1812;
Mon 11:49.613976;;447;467;;1034;1065;280;3509;372;92;33;;66.58438784033277;67.77223128433978;;530;165;73;280;1812;
Mon 11:49.032527;;447;467;;1035;1065;280;3509;372;92;33;;66.58438784033277;67.77223128433978;;530;165;73;280;1812;
Mon 11:49.161037;;447;467;;1036;1065;280;3509;372;92;33;;66.58438784033277;67.77223128433978;;530;165;73;280;1812;
Mon 11:49.927792;;447;467;;1037;1065;280;3509;372;92;33;;66.58438784033277;67.77223128433978;;530;165;73;280;1812;
Mon 11:49.562798;;447;467;;1038;1065;280;3509;372;92;33;;66.58438784033277;67.77223128433978;;530;165;73;280;1812;
Mon 11:49.527961;;447;467;;1039;1065;280;3509;372;92;33;;66.58438784033277;67.77223128433978;;530;165;73;280;1812;
Mon 11:50.000000;;447;469;;1039;1070;283;3526;375;92;33;;67.13932868747992;67.77223128433978;;534;165;73;283;1822;
Mon 11:50.286945;;447;469;;1040;1070;283;3526;375;92;33;;67.13932868747992;67.77223128433978;;534;165;73;283;1822;
Mon 11:50.889167;;447;469;;1040;1070;283;3527;376;93;33;;67.13932868747992;68.13209546979732;;534;166;73;283;1822;
Mon 11:50.059209;;448;469;;1040;1070;283;3527;376;93;33;;67.13932868747992;68.13209546979732;;534;166;73;283;1822;
Mon 11:50.253051;;448;469;;1041;1070;283;3527;376;93;33;;67.13932868747992;68.13209546979732;;534;166;73;283;1822;
Mon 11:50.508524;;448;469;;1042;1070;283;3527;376;93;33;;67.13932868747992;68.13209546979732;;534;166;73;283;1822;
Mon 11:50.016569;;448;469;;1042;1070;283;3528;376;93;33;;67.13932868747992;68.44930629049219;;534;167;74;283;1822;
Mon 11:50.514146;;449;469;;1042;1070;283;3528;376;93;33;;67.13932868747992;68.44930629049219;;534;167;74;283;1822;
Mon 11:51.000000;;449;471;;1042;1073;286;3541;379;93;33;;67.36381475806272;68.44930629049219;;535;167;74;286;1830;
Mon 11:51.077640;;450;471;;1042;1073;286;3541;379;93;33;;67.36381475806272;68.44930629049219;;535;167;74;286;1830;
Mon 11:51.814751;;450;471;;1043;1073;286;3541;379;93;33;;67.36381475806272;68.44930629049219;;535;167;74;286;1830;
Mon 11:51.933731;;450;471;;1044;1073;286;3541;379;93;33;;67.36381475806272;68.44930629049219;;535;167;74;286;1830;
Mon 11:51.340801;;450;471;;1045;1073;286;3541;379;93;33;;67.36381475806272;68.44930629049219;;535;167;74;286;1830;
Mon 11:51.362617;;450;471;;1046;1073;286;3541;379;93;33;;67.36381475806272;68.44930629049219;;535;167;74;286;1830;
Mon 11:51.662099;;450;471;;1047;1073;286;3541;379;93;33;;67.36381475806272;68.44930629049219;;535;167;74;286;1830;
Mon 11:52.000000;;450;475;;1047;1075;289;3556;382;93;33;;67.36381475806272;68.44930629049219;;535;167;74;289;1839;
Mon 11:52.748587;;450;475;;1048;1075;289;3556;382;93;33;;67.36381475806272;68.44930629049219;;535;167;74;289;1839;
Mon 11:52.259159;;451;475;;1048;1075;289;3556;382;93;33;;67.36381475806272;68.44930629049219;;535;167;74;289;1839;
Mon 11:52.190317;;451;475;;1049;1075;289;3556;382;93;33;;67.36381475806272;68.44930629049219;;535;167;74;289;1839;
Mon 11:52.094046;;451;475;;1050;1075;289;3556;382;93;33;;67.36381475806272;68.44930629049219;;535;167;74;289;1839;
Mon 11:53.000000;;451;478;;1050;1078;290;3569;383;93;33;;67.56692579119456;68.44930629049219;;536;167;74;290;1846;
Mon 11:53.384006;;451;478;;1050;1078;290;3570;384;94;33;;67.56692579119456;69.41267321458324;;536;168;74;290;1846;
Mon 11:53.388003;;452;478;;1050;1078;290;3570;384;94;33;;67.56692579119456;69.41267321458324;;536;168;74;290;1846;
Mon 11:53.769605;;452;478;;1051;1078;290;3570;384;94;33;;67.56692579119456;69.41267321458324;;536;168;74;290;1846;
Mon 11:53.477184;;452;478;;1052;1078;290;3570;384;94;33;;67.56692579119456;69.41267321458324;;536;168;74;290;1846;
Mon 11:53.466006;;452;478;;1053;1078;290;3570;384;94;33;;67.56692579119456;69.41267321458324;;536;168;74;290;1846;
Mon 11:53.674514;;452;478;;1054;1078;290;3570;384;94;33;;67.56692579119456;69.41267321458324;;536;168;74;290;1846;
Mon 11:53.597526;;452;478;;1054;1078;290;3571;384;94;33;;67.56692579119456;69.62896991634601;;536;169;75;290;1846;
Mon 11:54.000000;;452;479;;1054;1080;293;3580;387;94;33;;67.56692579119456;69.62896991634601;;536;169;75;293;1852;
Mon 11:54.098455;;452;479;;1055;1080;293;3580;387;94;33;;67.56692579119456;69.62896991634601;;536;169;75;293;1852;
Mon 11:54.660599;;452;479;;1056;1080;293;3580;387;94;33;;67.56692579119456;69.62896991634601;;536;169;75;293;1852;
Mon 11:54.833324;;452;479;;1057;1080;293;3580;387;94;33;;67.56692579119456;69.62896991634601;;536;169;75;293;1852;
Mon 11:54.877153;;452;479;;1058;1080;293;3580;387;94;33;;67.56692579119456;69.62896991634601;;536;169;75;293;1852;
Mon 11:54.689136;;452;479;;1059;1080;293;3580;387;94;33;;67.56692579119456;69.62896991634601;;536;169;75;293;1852;
Mon 11:54.482091;;453;479;;1059;1080;293;3580;387;94;33;;67.56692579119456;69.62896991634601;;536;169;75;293;1852;
Mon 11:55.000000;;453;483;;1059;1084;296;3599;390;94;33;;67.90281134848146;69.62896991634601;;538;169;75;296;1863;
Mon 11:55.023542;;453;483;;1060;1084;296;3599;390;94;33;;67.90281134848146;69.62896991634601;;538;169;75;296;1863;
Mon 11:55.007832;;453;483;;1060;1084;296;3600;390;94;33;;67.90281134848146;69.96024929632321;;538;170;76;296;1863;
Mon 11:55.559664;;454;483;;1060;1084;296;3600;390;94;33;;67.90281134848146;69.96024929632321;;538;170;76;296;1863;
Mon 11:55.313015;;454;483;;1061;1084;296;3600;390;94;33;;67.90281134848146;69.96024929632321;;538;170;76;296;1863;
Mon 11:55.335022;;455;483;;1061;1084;296;3600;390;94;33;;67.90281134848146;69.96024929632321;;538;170;76;296;1863;
Mon 11:55.977160;;455;483;;1062;1084;296;3600;390;94;33;;67.90281134848146;69.96024929632321;;538;170;76;296;1863;
Mon 11:55.362827;;455;483;;1063;1084;296;3600;390;94;33;;67.90281134848146;69.96024929632321;;538;170;76;296;1863;
Mon 11:56.000000;;455;484;;1063;1087;296;3608;390;94;33;;68.20055946808662;69.96024929632321;;540;170;76;296;1867;
Mon 11:56.931246;;455;484;;1064;1087;296;3608;390;94;33;;68.20055946808662;69.96024929632321;;540;170;76;296;1867;
Mon 11:56.454122;;455;484;;1065;1087;296;3608;390;94;33;;68.20055946808662;69.96024929632321;;540;170;76;296;1867;
Mon 11:56.183164;;456;484;;1065;1087;296;3608;390;94;33;;68.20055946808662;69.96024929632321;;540;170;76;296;1867;
Mon 11:56.198695;;457;484;;1065;1087;296;3608;390;94;33;;68.20055946808662;69.96024929632321;;540;170;76;296;1867;
Mon 11:56.840242;;457;484;;1065;1087;296;3609;390;94;33;;68.20055946808662;70.20741137925917;;540;171;77;296;1867;
Mon 11:57.000000;;457;486;;1065;1090;298;3621;392;94;33;;68.40692076172559;70.20741137925917;;542;171;77;298;1874;
Mon 11:57.357731;;458;486;;1065;1090;298;3621;392;94;33;;68.40692076172559;70.20741137925917;;542;171;77;298;1874;
Mon 11:57.390916;;459;486;;1065;1090;298;3621;392;94;33;;68.40692076172559;70.20741137925917;;542;171;77;298;1874;
Mon 11:57.558203;;459;486;;1066;1090;298;3621;392;94;33;;68.40692076172559;70.20741137925917;;542;171;77;298;1874;
Mon 11:57.898008;;459;486;;1067;1090;298;3621;392;94;33;;68.40692076172559;70.20741137925917;;542;171;77;298;1874;
Mon 11:57.467323;;459;486;;1067;1090;298;3622;393;95;33;;68.40692076172559;70.9022257188391;;542;172;77;298;1874;
Mon 11:57.201769;;459;486;;1068;1090;298;3622;393;95;33;;68.40692076172559;70.9022257188391;;542;172;77;298;1874;
Mon 11:57.360572;;459;486;;1068;1090;298;3623;394;96;33;;68.40692076172559;71.35695397598396;;542;173;77;298;1874;
Mon 11:57.375850;;460;486;;1068;1090;298;3623;394;96;33;;68.40692076172559;71.35695397598396;;542;173;77;298;1874;
Mon 11:57.498547;;460;486;;1069;1090;298;3623;394;96;33;;68.40692076172559;71.35695397598396;;542;173;77;298;1874;
Mon 11:57.635213;;461;486;;1069;1090;298;3623;394;96;33;;68.40692076172559;71.35695397598396;;542;173;77;298;1874;
Mon 11:57.029936;;462;486;;1069;1090;298;3623;394;96;33;;68.40692076172559;71.35695397598396;;542;173;77;298;1874;
Mon 11:58.000000;;462;487;;1069;1100;298;3645;394;96;33;;69.38091134460939;71.35695397598396;;550;173;77;298;1885;
Mon 11:58.946664;;462;487;;1070;1100;298;3645;394;96;33;;69.38091134460939;71.35695397598396;;550;173;77;298;1885;
Mon 11:58.193888;;462;487;;1071;1100;298;3645;394;96;33;;69.38091134460939;71.35695397598396;;550;173;77;298;1885;
Mon 11:58.050299;;462;487;;1072;1100;298;3645;394;96;33;;69.38091134460939;71.35695397598396;;550;173;77;298;1885;
Mon 11:58.427823;;462;487;;1073;1100;298;3645;394;96;33;;69.38091134460939;71.35695397598396;;550;173;77;298;1885;
Mon 11:58.695245;;462;487;;1074;1100;298;3645;394;96;33;;69.38091134460939;71.35695397598396;;550;173;77;298;1885;
Mon 11:58.828692;;462;487;;1075;1100;298;3645;394;96;33;;69.38091134460939;71.35695397598396;;550;173;77;298;1885;
Mon 11:58.436265;;463;487;;1075;1100;298;3645;394;96;33;;69.38091134460939;71.35695397598396;;550;173;77;298;1885;
Mon 11:59.000000;;463;488;;1075;1105;301;3660;397;96;33;;69.69951150946753;71.35695397598396;;553;173;77;301;1894;
Mon 11:59.101107;;463;488;;1076;1105;301;3660;397;96;33;;69.69951150946753;71.35695397598396;;553;173;77;301;1894;
Mon 11:59.705204;;464;488;;1076;1105;301;3660;397;96;33;;69.69951150946753;71.35695397598396;;553;173;77;301;1894;
Mon 11:59.174552;;464;488;;1077;1105;301;3660;397;96;33;;69.69951150946753;71.35695397598396;;553;173;77;301;1894;
Mon 11:59.993667;;464;488;;1078;1105;301;3660;397;96;33;;69.69951150946753;71.35695397598396;;553;173;77;301;1894;
Mon 11:59.835595;;464;488;;1079;1105;301;3660;397;96;33;;69.69951150946753;71.35695397598396;;553;173;77;301;1894;
Mon 11:59.484824;;464;488;;1080;1105;301;3660;397;96;33;;69.69951150946753;71.35695397598396;;553;173;77;301;1894;
Mon 12:00.000000;;464;489;;1080;1114;301;3680;397;96;33;;70.31591227827667;71.35695397598396;;558;173;77;301;1904;
Mon 12:00.280042;;464;489;;1081;1114;301;3680;397;96;33;;70.31591227827667;71.35695397598396;;558;173;77;301;1904;
Mon 12:00.791759;;464;489;;1082;1114;301;3680;397;96;33;;70.31591227827667;71.35695397598396;;558;173;77;301;1904;
Mon 12:00.621018;;465;489;;1082;1114;301;3680;397;96;33;;70.31591227827667;71.35695397598396;;558;173;77;301;1904;
