episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,unmet_starvation_deficit,imbalance_hotspot_distance,starvation_count,congestion_count,hotspot_imbalance_mass,projected_starvation_risk,projected_congestion_risk
0,0.8919548576442468,-23.64210938572589,-11.042081903133205,-7.898794255407953,-10.155525974198248,-7.172537911080244,-36.746530712534465,-35.62670427240585,-12.702249273079785,-5.919788068173147,-7.288222085596414,-4.6563816444762365,-5.950360208870631,-1.2938029015795263,-0.7485923408263182
1,0.9368729602320802,-41.018605094704085,-19.047290881751568,-13.121312946353196,-17.4506912971856,-11.811696445370723,-66.92421027157823,-62.61958496073185,-22.303175165603804,-7.311978013564013,-12.138886257275589,-7.147696334506627,-11.57509257014397,-2.0738369845432567,-1.1900005304588883
2,0.9398994792297445,-48.58980788914748,-22.25381498012787,-15.048059653383381,-20.261323849623317,-13.460061992689708,-81.24498387522229,-74.80104768356999,-26.727111968562657,-6.696401797066174,-13.549108931210672,-7.705236776351455,-14.921529604502291,-2.2399435484623886,-1.3746540911684206
3,0.9361856198895695,-53.15646687483192,-24.095499581516105,-15.925205056935132,-21.783658448209977,-14.16002401999886,-90.08603300182726,-81.60084922051598,-29.57493371893157,-6.143519944690956,-13.871212807014714,-7.720769925474402,-17.42596290965738,-2.2663614735298254,-1.5147064795786107
4,0.941363056947203,-56.04030722278439,-25.139465135778543,-16.18998559432927,-22.56450944256683,-14.278066103213972,-95.51495757685028,-84.2740478092267,-31.501324160481317,-5.730824805377187,-13.589467836042258,-7.285495686648292,-19.27841965919111,-2.162693177223698,-1.590664276798416
5,0.9389745578190712,-57.728003343053985,-25.750381299920633,-16.133881837009667,-22.984933191890637,-14.125549368954367,-98.3140723650525,-84.66161994926382,-32.77759433097324,-5.038185536442405,-13.26301921712911,-6.752326098235957,-20.5729730778277,-2.0931223371349734,-1.6419848543828914
6,0.9417420304660037,-59.06750550672679,-26.13024469025953,-15.870593107608908,-23.183221978804387,-13.779981214161369,-100.74054842698011,-84.03356762613032,-33.86729580302883,-5.1668480104965875,-12.689420059688775,-6.0588305072246555,-21.976088538512524,-2.0116460653201766,-1.660316950278203
7,0.9347570000302051,-60.06768558368435,-26.424512724642504,-15.637883615487501,-23.31190688452976,-13.481813146836943,-101.92158818035666,-82.97166506757881,-34.77126686516048,-5.367136809978776,-12.167517568443865,-5.492499349901171,-22.983424176277726,-1.9672320504053362,-1.7169306317515283
8,0.9354081386949193,-61.970215086597776,-27.044580612716086,-15.64216802231299,-23.715769058214473,-13.362944877763669,-105.06938576828507,-83.7523307375057,-36.10477313277223,-5.646217216786363,-11.681134585644346,-4.921020745074765,-24.456361331028436,-1.868885187683715,-1.7501581237123875
9,0.9484812837450608,-62.7891044714997,-27.273136063370572,-15.304370323241626,-23.778534617569584,-12.943413568009332,-106.35308153642856,-82.39927155257261,-36.92259577244143,-5.631013559162796,-11.055408486385215,-4.18900572279502,-25.46392338200303,-1.8200037445777193,-1.7746961511344792
10,0.9364363461422816,-64.18635166206805,-27.63700126460398,-15.1543659424498,-23.93825276808755,-12.695063303190723,-108.26857502479527,-82.01971150799119,-37.9833728193829,-6.102888444299888,-10.364006262555437,-3.5492833495253717,-26.724493322357034,-1.7146815216805438,-1.7918447492624552
11,0.9373188405797102,-64.48772574652102,-27.700552797509953,-14.738747535772795,-23.873275940061536,-12.221535162557897,-107.97856175230987,-79.62062245541149,-38.46205290699224,-5.5272481443284285,-9.778422173348032,-2.88964337084432,-27.341383889580214,-1.655458611822559,-1.810327616603668
12,0.9350025366319497,-66.89904106063798,-28.56790424261118,-15.011096030662857,-24.50386964762005,-12.36187605308676,-111.40531428637827,-81.01355192896378,-40.058911748796504,-6.021047531802142,-9.512698966085301,-2.5409440901466565,-28.705773057729964,-1.6531848260709319,-1.873390905698839
13,0.9411499096929561,-66.96500140756213,-28.525138118404193,-14.598101564368815,-24.342630478203617,-11.907882867190168,-110.2148699708177,-78.45895494135709,-40.42084006098606,-5.232067184717775,-8.884211020499132,-1.9292655514170531,-29.135992578964892,-1.6029057236988595,-1.8999697220454115
14,0.942408687653918,-67.83776310814132,-28.74069057423269,-14.407272132317265,-24.399339132820938,-11.637877366968072,-110.76514588095644,-77.2805218970613,-41.18555472844351,-5.38297766544033,-8.284818561711992,-1.3681129277845108,-29.953450829884055,-1.535729110247986,-1.9216962866344647
15,0.9470870870870871,-68.45926629361112,-28.876737682413875,-14.150890428397148,-24.390976853917483,-11.320678425308465,-110.85031229522518,-75.64197775181064,-41.83488946997597,-5.275618966826319,-7.699011776714465,-0.834873439497177,-30.706041808196954,-1.4818770962783983,-1.9467799702902644
16,0.9427860696517413,-69.219627177467,-29.005524760252733,-13.929988975428985,-24.36523814210084,-11.02245424947219,-111.26974772563187,-74.5141227044385,-42.49871728447705,-5.27809273865935,-7.056199111348603,-0.2744956606157248,-31.545792950742666,-1.4078381524748045,-1.9628770734402832
17,0.9382083762652282,-70.89473041711044,-29.541903486863312,-13.918998664600906,-24.70199618714362,-10.915214594316089,-113.61056856994752,-74.8823791225945,-43.69574321066307,-5.644580909763742,-6.580467764609201,0.0,-32.76247133268428,-1.3857001308097434,-1.9985774202421422
18,0.9438400911025203,-71.8978382749076,-29.773722701883532,-13.714653811378613,-24.77209054246774,-10.643730373021812,-114.42551631087795,-74.1778862989391,-44.54620211896456,-5.309337092410572,-5.981431413697282,0.0,-33.7693661429441,-1.344961521408643,-2.03542383189942
19,0.9423456228189956,-71.66250305452567,-29.634787759757593,-13.195196872955385,-24.54171994691993,-10.103032841231034,-112.7803596738653,-71.0700811684717,-44.71521967113968,-4.697848963064644,-5.341369159455851,-0.00022853515964552708,-34.07333249148695,-1.3118344417496535,-2.061014401926299
20,0.9396785262777677,-73.96375520112315,-30.42245024526699,-13.373098888541891,-25.09047760130545,-10.168775543332035,-115.99217631980547,-72.61845115510454,-46.28235018063405,-5.295164902618528,-4.937659182325894,0.0,-35.50143860295291,-1.2947299953728326,-2.110881079475743
21,0.9347189960481462,-74.68485143623033,-30.64459335244174,-13.152485148131257,-25.164996710968573,-9.895993160037388,-115.64491836423696,-71.29704758399879,-46.91966155086141,-5.184213125245665,-4.422921454245744,0.0,-36.10852405290964,-1.285345196174645,-2.159827587392707
22,0.9451182534869618,-74.36919714863781,-30.428703417860024,-12.685467214201386,-24.861760852736264,-9.414261944706736,-113.37404134848902,-68.49298721127269,-46.997206109526886,-4.46155280214369,-3.710762854394812,0.0,-36.404284607395795,-1.2411878793086433,-2.191071622842272
23,0.9428433473156894,-74.81683932391385,-30.503165931129715,-12.473883390247309,-24.802234039973357,-9.166345705539362,-112.48517834785338,-67.25304903462015,-47.47982156048119,-4.217086335098707,-3.1080056954818374,0.0,-36.888189039299654,-1.2123871310278105,-2.2302809911184998
24,0.9428891377379619,-75.71588680934994,-30.799215970566852,-12.375273981074459,-24.952308757229048,-9.010109287430621,-112.49587165564324,-66.58260960905676,-48.20283600589831,-4.208540888320229,-2.6986806036989153,-0.005974493843533546,-37.500747593374776,-1.2313844859736947,-2.2846467059311806
25,0.9403262126468261,-76.36810005369757,-30.979490535958398,-12.206356940684396,-24.995644581088758,-8.802345924819134,-111.94783941993074,-65.57037320138845,-48.807468024624356,-3.828986991708733,-2.1717181378246826,-0.0011804437125495077,-38.00584482330889,-1.235339925718553,-2.342970117444488
26,0.9431686864795994,-77.78725873302123,-31.46420758022064,-12.214398214445188,-25.29753435001337,-8.740386042240951,-112.97070326157841,-65.88696346849233,-49.84093403403956,-3.8585552971020065,-1.7659952429052705,0.0,-38.893475886102195,-1.2748218856697215,-2.4057483081126705
27,0.9440366697624255,-78.47238835179296,-31.62315150033586,-12.078522221316147,-25.321225992945507,-8.560307348811708,-112.62847617560948,-65.18067322402081,-50.46030489620476,-3.542840257097968,-1.2754487494977933,-0.004020572936138894,-39.460229083598975,-1.2738776459832384,-2.4597278322408216
28,0.9437387657279809,-79.66231136771346,-32.01403295243093,-12.018762355404375,-25.5470231253119,-8.436994126126269,-113.39360202199033,-65.13744867644712,-51.38100840829668,-3.6611825871317207,-0.8299494650713817,0.0,-40.26365979155697,-1.2755854103669193,-2.511668548236038
29,0.9369019047908376,-81.03359383509324,-32.44172639326619,-12.023443003772535,-25.793192065412168,-8.375508669487063,-114.63555446446816,-65.54062441558177,-52.38514438172844,-4.119268225847788,-0.33657983476443293,0.0,-41.147052801906355,-1.29266566325256,-2.5647797961542684
30,0.9403273539892493,-81.55180584824714,-32.5096452402385,-11.798577688135186,-25.741962549956938,-8.111194887442235,-114.05470619009917,-64.41163414696209,-52.902221834951874,-4.006688167838517,0.0,0.0,-41.70295524506349,-1.2941172605691438,-2.612141063745328
31,0.9427265070388642,-81.98602645817462,-32.578055995000234,-11.572808861573117,-25.695321919486194,-7.854118547609044,-113.39011595533371,-63.11356859731584,-53.39597508910674,-3.7705385888471583,-0.00032896284048195446,0.0,-42.18093495715616,-1.2958119727068536,-2.665159303775795
32,0.9393150889786153,-83.2458851849452,-32.95946663953663,-11.538571600968757,-25.912347365009012,-7.755865020154167,-114.63211021230079,-63.50343320780728,-54.336930810052394,-4.1159671359615935,-0.00013173616665088968,0.0,-43.062820695890416,-1.296024747539221,-2.7157237821888986
33,0.9374098124098125,-83.83218694428696,-33.0690584132476,-11.394381935226212,-25.8963094379674,-7.568784249763364,-113.96295556225644,-62.72896277662975,-54.88370176852467,-4.111083014684994,-0.010578729747748308,-0.00234219782978529,-43.544888567878104,-1.283625665212352,-2.7718570813463375
34,0.9397407486111533,-84.09373418614578,-33.067709300677954,-11.163412712625226,-25.79288350865934,-7.310543511888129,-112.99688295779546,-61.50394724622866,-55.26928252893686,-3.885406711506244,-0.010306607472939043,-0.0008141447949520559,-43.92245541284974,-1.2742335812815229,-2.822859587136201
35,0.945516492793825,-84.60034588780849,-33.09451223377565,-10.985578039453806,-25.691798487331937,-7.092401683709965,-112.3485730478007,-60.59480376487662,-55.78532935473392,-4.116499883708299,0.0,0.0,-44.42816615622311,-1.2792371517295709,-2.870387671424317
36,0.9407781371867348,-84.64082679943866,-33.040618322085535,-10.635918441499225,-25.55323267201874,-6.720967151043578,-110.97372517540224,-58.70517018721866,-56.009744037053345,-3.7007555546310895,-0.005368716628028498,-0.00039499462538399423,-44.75416293376078,-1.3009771884015064,-2.908692301789615
