episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,unmet_starvation_deficit,imbalance_hotspot_distance,starvation_count,congestion_count,hotspot_imbalance_mass,projected_starvation_risk,projected_congestion_risk
37,0.9430097145960297,-85.97290236745054,-33.523478684754984,-10.708339267273196,-25.86729430492198,-6.73051286464132,-112.19295470150385,-59.33034567954202,-56.98035761195258,-3.91548918840968,0.0,0.0,-45.486583939579646,-1.3394829351858404,-2.9806388701975393
38,0.9407097995612586,-87.03640203450347,-33.78922385668809,-10.722156919261888,-25.98385566002276,-6.688995856712455,-112.5304023493291,-59.641431652894234,-57.779098566115216,-4.120758718733699,0.0,0.0,-46.233265526969355,-1.3553705233431157,-3.036213972644963
39,0.9454989890454779,-87.50371732814986,-33.87675613291388,-10.595799463959185,-25.955248451721722,-6.528092199155991,-111.79124344345415,-58.98570475389474,-58.257745819525724,-3.8645885062062875,0.0,0.0,-46.60027542437656,-1.3615224931338628,-3.093246093877302
40,0.936590530933293,-88.21623401475857,-34.068958452340325,-10.531419558649691,-26.020907272852313,-6.416354433177201,-111.54482712275494,-58.76917139450626,-58.8477258596734,-3.7818768657889,0.0,0.0,-47.047918931897165,-1.3752874097679448,-3.1537725197403375
41,0.9406073145499909,-88.91543659791378,-34.24676761448825,-10.429920007985709,-26.077603069815364,-6.27626415334012,-111.39790852969995,-58.42942159115868,-59.447148392405936,-3.8675043799217064,0.0,0.0,-47.61720261794112,-1.3932545180863805,-3.217392595602984
42,0.9393967037645199,-89.4500631852386,-34.29024686695045,-10.304639274637571,-26.00915656195737,-6.111364953669055,-110.99601652324762,-57.88592295924215,-59.948919078296015,-4.0881131325238504,-0.0007070108717740069,-0.0006576963612367371,-48.12629805549117,-1.385043690965456,-3.2618113116960696
43,0.941996998322592,-90.26593070879697,-34.515817080199405,-10.229864477557886,-26.107148612147565,-5.987549522100316,-111.16733764122954,-57.89797435236326,-60.61184351087222,-4.302832861155515,-0.0038081204863037793,0.0,-48.679818424575686,-1.381009485453971,-3.324151296635597
44,0.9445260287110019,-91.52298884560831,-34.89601934914251,-10.288606176167837,-26.34186270145032,-5.985851371631905,-112.12213296091544,-58.66939266015436,-61.502575485694436,-4.426907285240456,0.0,0.0,-49.48066500712412,-1.4126068015357405,-3.3876234180468043
45,0.94389118290017,-92.23348758562719,-35.07682612300965,-10.212114984044382,-26.403910196984953,-5.859324443434776,-112.12464464149615,-58.38902840734709,-62.089546200311595,-4.527127445379557,0.0,0.0,-49.99685150304323,-1.4038482126900524,-3.4270891370462286
46,0.9395778521884717,-92.4339755103482,-35.0968548540327,-9.98168194883455,-26.332721856668336,-5.603319049508463,-111.27227365337318,-57.299994094944026,-62.42561241587267,-4.380467368109245,-0.0026087865445519297,-0.0012935313229446173,-50.294633135482044,-1.4074858049424848,-3.471707466795675
47,0.9472203095530342,-93.24360155675916,-35.31502599863035,-9.91148468854155,-26.429011898699503,-5.48490551621125,-111.55575933698232,-57.38873835520043,-63.086629861911966,-4.553218219618485,0.0,0.0,-50.94302988933977,-1.4062897198475794,-3.5248587512556164
48,0.9460374531835206,-93.48924809412269,-35.328895973688816,-9.720416511496216,-26.352340869411535,-5.26562015845001,-110.64437821220797,-56.37563947240766,-63.410302316901166,-4.353829049198831,0.0,0.0,-51.20896631132487,-1.4110312408932464,-3.5666107611207702
49,0.9370701098105466,-94.24581161372114,-35.53860246361893,-9.650747287724355,-26.443697194829173,-5.151707031119579,-111.0169500247718,-56.434574728862565,-64.02879576048778,-4.436243393391705,0.0,0.0,-51.811534723883824,-1.4243220259704787,-3.6139434566092974
50,0.9481695511006524,-94.58846336021698,-35.56527117567424,-9.510235072250323,-26.37288428093305,-4.981501893452977,-110.28969678004079,-55.797495722865506,-64.41377596107195,-4.406612325092688,-0.005030651956988736,-2.5764823303811532e-05,-52.14085217044522,-1.4469009829687525,-3.664594815602932
51,0.9420820454340846,-95.5829989871555,-35.85218637649269,-9.511984088004004,-26.532720773247576,-4.925672374944965,-111.0915675951946,-56.342457462187745,-65.15559800078927,-4.785570168256182,0.0,0.0,-52.83254661291084,-1.4604462426519407,-3.716914877242697
52,0.947384164398313,-95.8579623712966,-35.863597426344626,-9.301551019047144,-26.451530562056405,-4.691240968306868,-110.52657509341452,-55.49307940939534,-65.50084592766261,-4.7264794369854375,-0.0003857327725414309,-0.00024214258343343382,-53.21581739895886,-1.4802632265805034,-3.7648503786611642
53,0.9410115746322643,-95.75619431154466,-35.71031353666121,-9.040414384109804,-26.22867455136663,-4.417265729622165,-109.09430729694292,-54.138867374089656,-65.6211742090086,-4.4820885305694365,0.0,0.0,-53.370539357247544,-1.4682154751683842,-3.8063378300335247
54,0.9428401309913664,-96.36263603310412,-35.810425408951076,-8.949491593425488,-26.22155193743496,-4.288308152392013,-109.1266490505351,-54.12583160850307,-66.13768720171458,-4.531947331103291,0.0,0.0,-53.907507734944346,-1.4711681358681186,-3.8538485694993865
55,0.9444292860391087,-96.56699206649465,-35.79529833905131,-8.778373681527722,-26.118521621203442,-4.096925445631947,-108.20316402178014,-53.15993289870677,-66.39940779514473,-4.286173948514005,0.0,0.0,-54.157598619975516,-1.4640729787730689,-3.899045422591716
56,0.9348418756815704,-97.28236425161519,-35.94529814896231,-8.751082553018785,-26.160597179038557,-4.031601915341556,-108.4081347235524,-53.41709783776783,-66.98361900957927,-4.409289922586062,0.0,0.0,-54.69108917407397,-1.4798737665042263,-3.9526074478116153
57,0.9400470929179496,-97.75638311381388,-36.01183079567814,-8.64869241602973,-26.13117748286919,-3.9009793638148067,-108.07465089275361,-53.11827664049108,-67.40752306145359,-4.331563979430976,0.0,0.0,-55.123201572214185,-1.48578026291545,-4.003693001766044
58,0.9431063624290716,-98.04645939026555,-36.02953153649213,-8.46630156493237,-26.062662807662576,-3.692282583680686,-107.64876978293124,-52.42293673103883,-67.74111461263566,-4.120138459300194,-0.00420918788466098,0.0,-55.48815187159598,-1.478624840399799,-4.044674514536099
59,0.9417079656714614,-99.19685540471617,-36.37263381311907,-8.551298243690297,-26.277026326201003,-3.725045116661526,-108.94953393882638,-53.465536836215925,-68.52310765653502,-4.397705321427725,0.0,-0.004688433092699597,-56.231156377003316,-1.4989769507704813,-4.10171832518626
60,0.939034716342083,-99.90834962890823,-36.579832286694405,-8.513779266828243,-26.378106647172395,-3.6480390007144634,-109.35212093451969,-53.62384462428879,-69.07371603254037,-4.575650723071873,0.0,-0.00020186385489170939,-56.73986184591587,-1.5042756551121492,-4.146079739959298
61,0.9477363515312917,-100.24964396723745,-36.611363079853525,-8.403307088902285,-26.32280970255397,-3.5143950416438834,-108.90027569883449,-53.21968524669046,-69.40736778171689,-4.3551671312563265,0.0,-0.0032930227440082483,-57.124345817635565,-1.504051847598349,-4.193447654339632
62,0.9418815288931828,-100.55107935449321,-36.629896114818344,-8.282225015140215,-26.265466202744435,-3.3722993925123017,-108.38232910618188,-52.74981745982327,-69.72217020435379,-4.448975559763487,-0.0016849622016636464,-0.0006636242128510174,-57.453353394617885,-1.5206454677891104,-4.235568928106149
63,0.9399795007837936,-100.91391257547484,-36.70004228084013,-8.163981742405083,-26.248698858993915,-3.2286203465479253,-108.0356148189827,-52.257021915996944,-70.10722329229375,-4.4509216976546195,0.0,0.0,-57.79563684385042,-1.517952800572014,-4.289219543213218
64,0.9417534511988375,-100.72953311514323,-36.51628112705082,-7.958389845679308,-26.012786365048036,-3.0247692413532015,-106.4708949109276,-51.22400846963426,-70.16070760219112,-4.1706384863932815,0.0,0.0,-57.91864544564228,-1.5104645816863809,-4.331577470597385
65,0.9397977106171643,-101.41004497856308,-36.72442616328148,-7.9266953818972965,-26.12562982713844,-2.954961621757448,-106.98421227177916,-51.53256856930407,-70.6881541586251,-4.108008840702519,-0.0002072085796375303,-0.00027644343362423854,-58.399098952392784,-1.5202384515355167,-4.37465437273856
66,0.9406999939551471,-102.15536019760307,-36.96468764496418,-7.910543942668241,-26.268639264564573,-2.902060061667797,-107.51722573095834,-51.79278300109491,-71.23401815962416,-4.242286912765732,0.0,-0.002479915656383379,-58.88829369957888,-1.5405917400308253,-4.417646576080622
67,0.9417191787017216,-102.2417393330233,-36.94520683931838,-7.711007358165034,-26.187005911302535,-2.693762574063846,-106.60764889165507,-50.859576061298824,-71.43447171588662,-4.087167136461846,-0.0012715589898418128,0.0,-59.07249413157837,-1.5563871633898445,-4.458790875479325
68,0.9377704133296512,-102.62401058999741,-37.02582942778532,-7.605584220572767,-26.18550772984341,-2.563423918364746,-106.48176278454257,-50.54067684686423,-71.76819487617738,-4.143704492673274,-0.0003347550519931402,-0.0007669524460119832,-59.412596611961796,-1.569138051480156,-4.499059133242364
69,0.9403489868606147,-102.94522866845823,-37.09064830665539,-7.488070738251863,-26.178195073466494,-2.4253001202571487,-106.1699566126699,-50.121531030012825,-72.09019792877851,-4.073552856932269,0.0,0.0,-59.73908374327587,-1.5790432042533256,-4.547599037356101
70,0.9457741434881223,-103.57835829510928,-37.27266441611684,-7.473527669464739,-26.272405513615574,-2.3806806849921607,-106.54907330385305,-50.331544487909696,-72.57310522033137,-4.232805213252891,-0.0020185688399826946,-0.005432499789070757,-60.217866072499426,-1.6057360338518936,-4.594536871859154
71,0.9389598811292719,-104.639421417183,-37.61323382720018,-7.565014427624803,-26.503034649782187,-2.426390615279122,-107.61901915057047,-51.17551580116061,-73.28934339022793,-4.483920393665585,0.0,-0.00015337980621961205,-60.81567342440149,-1.642603681628543,-4.650109340920871
72,0.9444036022789928,-104.75739532298967,-37.60108374559589,-7.410770364431171,-26.433097645110305,-2.260416538216744,-106.90020352606086,-50.39622257299438,-73.4952601533974,-4.335010957244743,0.0,0.0,-61.034692035078244,-1.6623427968525888,-4.695300570155804
73,0.9422335177156526,-105.57439608878296,-37.85889655185213,-7.484827479334636,-26.592023912102686,-2.296034474263023,-107.4559206837271,-50.94418013624613,-74.06660438452893,-4.43405241358703,0.0,0.0,-61.47831123301504,-1.6920427402214793,-4.7410827838624625
74,0.9410084488409153,-105.68369568316461,-37.81060929823273,-7.306243062339445,-26.482588085531333,-2.108442062794772,-106.7020890555717,-50.059955380753685,-74.27042528325252,-4.260834287847331,0.0,0.0,-61.70417197350526,-1.7084966511128363,-4.775907355062835
75,0.9438151336656094,-105.49788237502932,-37.66851658930659,-7.078155229890783,-26.2961359956745,-1.8800091102294048,-105.31314583323754,-48.774574029130896,-74.30722001075837,-4.148456213747812,-0.0007833289166639733,-0.002828044113357936,-61.75133276345549,-1.7279357969906404,-4.815586032653129
76,0.9373165618448638,-106.24733845041926,-37.875957929600084,-7.096730596349722,-26.414942183357912,-1.8635630588412582,-105.89615445340601,-49.26858460103655,-74.84707711963343,-4.174606193041612,-0.0041201914892922695,-0.003315140269149506,-62.25467189330303,-1.755810155918009,-4.863088654965261
77,0.9511654728663348,-107.39516927155763,-38.26888408641714,-7.256107324154859,-26.689557350595276,-1.9717282249520187,-107.2402323460767,-50.49960750805609,-75.60228554023516,-4.362933154325019,-0.001444073032872517,-0.005871044821974383,-62.87545073001557,-1.781616468225821,-4.920700807285923
78,0.9443465581141017,-107.40141204589202,-38.20785150690541,-7.117976782816657,-26.575454611454756,-1.824085158103532,-106.3104459174909,-49.705086577400444,-75.73124302485121,-4.123014734887325,0.0,0.0,-62.98787882034978,-1.804370181218784,-4.966161565233609
79,0.9367859632110064,-107.52069688084404,-38.15834022738907,-6.987232232839402,-26.467790725215274,-1.682482163440425,-105.55941189194654,-49.14540735004823,-75.9190660922555,-3.949224698552255,0.0,0.0,-63.21045272354604,-1.8192553854075983,-5.0116849813222215
80,0.9457439995120315,-107.79039057452364,-38.21074205376103,-6.868747653764684,-26.45884710774443,-1.551358710664342,-105.2710712985317,-48.674980562578845,-76.18511097914214,-3.9830857542445672,-3.078623412518853e-05,0.0,-63.49485317008691,-1.8449440159372839,-5.056319330711661
81,0.9464849441476445,-107.90645635620983,-38.198491342763084,-6.709162437576516,-26.39169480706243,-1.3818963372605169,-104.62098464430808,-48.013036227162964,-76.38579875815687,-3.973437938454768,0.0,0.0,-63.705306715249236,-1.864581002575743,-5.091902499834026
82,0.9403379733754786,-107.84005904365277,-38.13544720874059,-6.511296653186674,-26.288822911970968,-1.180176229385684,-103.65042162017386,-46.956313812289665,-76.46750211465576,-3.715253287403518,0.0,0.0,-63.8062984260621,-1.8835660409730175,-5.125839651067946
83,0.9451342332321198,-108.54735304694587,-38.38650590573561,-6.542540394266968,-26.451828642776178,-1.1766237932759263,-104.1964934175693,-47.4533140639539,-76.9747495121596,-3.7781733364332384,0.0,0.0,-64.21003970496234,-1.9042162794745916,-5.169281609786107
84,0.9454272413275266,-109.36795341340327,-38.6644056651662,-6.596025218933468,-26.63571111991931,-1.193143175314715,-104.91538361991059,-48.09974447425599,-77.53841322456088,-3.8122613146515767,0.0,0.0,-64.67565522870093,-1.9311431955498521,-5.211700250421368
85,0.9418165331721324,-109.90106964003762,-38.823762741675594,-6.566625370283989,-26.722398722477205,-1.1376879883352344,-105.18503063816453,-48.223299499522085,-77.95565320096406,-3.7795654885671666,0.0,0.0,-65.03710049737785,-1.9712473632130425,-5.250448735219092
86,0.9427167086380048,-110.56158764060011,-38.98476591462783,-6.558458741668327,-26.80020707137597,-1.099861570808601,-105.66033373662104,-48.671555172742586,-78.42774981397008,-3.998225867087942,0.0,0.0,-65.48107657788762,-1.989427630066596,-5.284640239957506
87,0.9412572474824534,-110.72293839128359,-38.96835373591475,-6.455519049979099,-26.732953017994724,-0.9864948700026532,-105.12585012408549,-48.251434886422174,-78.62427470049728,-4.030965631451184,-0.0005658223914179366,-7.357749252133431e-05,-65.68961250445929,-2.0025779093264164,-5.320764412918651
88,0.9400533525162605,-111.08117053062398,-39.03527617702724,-6.3894437594387155,-26.73565844027512,-0.900130972877529,-105.02189733999101,-48.152665225288764,-78.95063194169013,-4.0428639327126445,-1.4462483437788985e-05,0.0,-66.00653165994358,-2.0224010340188654,-5.361914215626319
89,0.9435121366496854,-111.42687064950378,-39.12431758184141,-6.338795846679548,-26.762186987306645,-0.8307976961294573,-104.79207899239536,-48.04512317868106,-79.27437210716666,-3.988240192537167,0.0,0.0,-66.2134446629766,-2.051408992291388,-5.4073642112616715
90,0.9472027343047311,-111.60400029449471,-39.16649948578339,-6.241491012914155,-26.75491421228868,-0.7211813100339399,-104.43847609556245,-47.627470354926906,-79.48385266653251,-3.7471523153465696,0.0,0.0,-66.39015741957652,-2.0797454292962008,-5.4486247294184995
91,0.93852819098979,-111.58369437835934,-39.11749528290527,-6.079939672812013,-26.664685032130937,-0.5521733258330835,-103.56513591655236,-46.816733784320306,-79.5822410506512,-3.671116723617983,0.0,0.0,-66.46609821917397,-2.0943615339704835,-5.482867261084322
92,0.937375360895318,-112.18324328970849,-39.287993964768624,-6.088245697774674,-26.763498398548503,-0.5348980957136469,-104.12843196965906,-47.27614581053699,-80.02755705337418,-3.894659951939369,0.0,0.0,-66.86454650071833,-2.1259059976997547,-5.528196409183893
93,0.9380795692491773,-112.35496934931388,-39.30871254221254,-5.979820488191324,-26.73618846461224,-0.4136224078763803,-103.82546876309483,-46.88118740149025,-80.22302535809042,-3.847752810784717,0.0,0.0,-67.07429822155618,-2.1350135470342355,-5.558246741600026
94,0.9410369469362931,-112.43803296675159,-39.29832092370979,-5.842938271606973,-26.683551574116336,-0.26479592272742003,-103.30179131047106,-46.2587530302397,-80.37548002280462,-3.9355841849585844,0.0,0.0,-67.2155716542849,-2.1566877367086574,-5.594586164051611
95,0.9460298144204442,-112.38615276285634,-39.21563737861657,-5.705182289659091,-26.563206600762587,-0.1277183010434602,-102.4842685231104,-45.61094238004439,-80.44646998377996,-4.077995001997234,0.0,0.0,-67.31788177314958,-2.165840619384621,-5.633369949341547
96,0.9443677737909038,-112.80541688809649,-39.3317535122738,-5.670995980850568,-26.618623864539586,-0.07254942284589538,-102.6231760093612,-45.645718828575085,-80.78782925470594,-4.153421141974435,0.0,0.0,-67.61489304384476,-2.1934882220956067,-5.674940116254309
97,0.9471816158334837,-113.09619056671471,-39.36877708250148,-5.602780905487335,-26.604530028029387,-0.00419697212628705,-102.38836186922185,-45.53206811543576,-81.05483832169408,-4.070868037038782,0.0,0.0,-67.84970392936248,-2.2092855920177965,-5.71497508950956
98,0.9415925993107201,-113.37886049591481,-39.4232679466611,-5.540555580220605,-26.604800971126124,-0.016397264559896242,-102.27993602373452,-45.473680422156455,-81.3077019046656,-4.211285831845733,0.0,-0.0002553337421579985,-68.11096022229535,-2.2284137346937403,-5.7569515482244125
99,0.9460227272727273,-113.61727405546377,-39.4512833433269,-5.442884275419735,-26.578156228684353,-0.0228600581747208,-102.05813386681325,-45.18789284371787,-81.54052994779637,-4.24483151049108,0.0,0.0,-68.35635686507004,-2.233217562503564,-5.789632546212367
100,0.9344806944028734,-113.8085229706941,-39.48957530077099,-5.348517570555199,-26.57303008042005,-0.023864335869531354,-101.8188337249401,-44.93527309534686,-81.75348263131484,-4.286475802010059,-0.013483348111739863,-0.0021146071188384396,-68.54927490295258,-2.251404907937504,-5.822983331335739
101,0.9500438212094654,-114.0705151441648,-39.54053822160814,-5.303152900622647,-26.573748411985807,-0.016162821465181845,-101.68716407000875,-44.94025421863948,-82.00072104340418,-4.151431353833964,0.0,0.0,-68.77284035674536,-2.271416912656873,-5.860991054507546
