episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,projected_starvation_risk
0,0.8910293185180712,-0.8475056341849267,-0.6493859517504461,-3.180209898389876,-0.2429938408342423
1,0.9322795646325058,-0.7772566793607781,-0.6056906884230294,-2.569491126814947,-0.24968103631856287
2,0.9360179513615138,-0.7398123414056765,-0.5787898578793245,-2.1931219184885764,-0.2730972878016833
3,0.9333676903022403,-0.7696108208519695,-0.6120346833922753,-2.2539094701444067,-0.2993024227557763
4,0.9302754476768398,-0.8378556633428109,-0.6748398133525961,-2.4610868430025516,-0.33998810942511276
5,0.9363991584009619,-0.8192874728077018,-0.6585496463399902,-2.1584683048384377,-0.3518877800182749
6,0.9344207823591603,-0.8761838633998285,-0.7131693883568246,-2.2719680271490716,-0.3927668461616514
7,0.9373559034097804,-0.9085526546868807,-0.7392769431154418,-2.3235089638765825,-0.42288441237519425
8,0.9298811443588365,-0.9952230533023932,-0.7995970219220483,-2.5650709187340857,-0.45896751860333973
9,0.9313598016388981,-1.0144843819447054,-0.8310582316922395,-2.5054834621561097,-0.48336796846904506
10,0.931838538245656,-1.0270422158084802,-0.8544355803636795,-2.4182563314978585,-0.5038177522728448
11,0.9291189467039408,-1.0745573803608848,-0.9007449035758702,-2.5295805774403783,-0.5225179134097924
12,0.9279599710634193,-1.0834434721351947,-0.9163400831232862,-2.458621073898325,-0.5360984695580304
13,0.9333738417135045,-1.0892216160420083,-0.9271659440290263,-2.3822065727696606,-0.5560524824806431
14,0.9306849812416798,-1.127858604197109,-0.9558374514265612,-2.45881553736562,-0.5875857110031634
15,0.9381652152878568,-1.1371722639567787,-0.9701201528597395,-2.4406309981147225,-0.6044425989790773
16,0.9389333818711322,-1.1193176132557896,-0.9624864643322463,-2.255119790607373,-0.6194423636781313
17,0.9330926083262532,-1.1529457764389581,-0.9860224655069076,-2.3306378531606957,-0.6452339839666469
18,0.9328743545611016,-1.131007204442256,-0.9882985761018075,-2.102511980882735,-0.6511838140441246
19,0.9314968972302103,-1.1978964636819918,-1.0345354562818132,-2.321950943553465,-0.683729050262096
20,0.9316856934661161,-1.2277449880511917,-1.060801798833087,-2.3484601173975275,-0.7016610332455473
21,0.929075009833883,-1.296796193137139,-1.1164620442612614,-2.5930286086492527,-0.7300116568997627
22,0.9328221222169588,-1.3182677011543666,-1.1394995992106685,-2.606117425631125,-0.7439674069563559
23,0.9346165413533835,-1.3308633369724037,-1.1516507467919124,-2.5823818142517454,-0.769098560657999
