seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,20,5,24,0.9509,401.1766,2101,858,60282,58181,58179,235,42,218,235,235,220,7373,7602,0.0157,0.0328,0.9514,0.0065,0.0196,0.9739,5,15,213,219,218,220
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,20,5,24,0.9562,397.9001,1923,705,60062,58139,58140,217,42,199,217,217,199,7343,7562,0.0079,0.0329,0.9593,0.0039,0.0274,0.9687,3,21,197,205,199,199
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,20,5,24,0.9485,398.3831,2268,791,59410,57142,57144,240,42,217,240,240,238,7258,7503,0.0157,0.0288,0.9556,0.0078,0.0131,0.9791,6,10,213,227,217,238
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,20,5,24,0.9521,397.1301,2076,775,59520,57444,57447,237,42,226,237,237,236,7414,7646,0.0105,0.0276,0.9619,0.0026,0.0169,0.9804,2,13,221,227,226,236
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,20,5,24,0.9522,397.7082,2040,777,58938,56898,56898,242,42,218,242,242,228,7280,7528,0.0105,0.0316,0.9578,0.0013,0.0326,0.9661,1,25,212,234,218,228
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,20,5,24,0.9535,398.7994,1891,874,59402,57511,57512,214,42,221,214,214,225,7501,7730,0.0132,0.0448,0.942,0.0065,0.0209,0.9726,5,16,218,200,221,225
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,20,5,24,0.95,398.6673,2204,777,59646,57442,57442,228,41,212,228,228,221,7244,7459,0.0106,0.0317,0.9578,0.0053,0.0317,0.9631,4,24,210,222,212,221
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,20,5,24,0.9529,397.4569,1970,817,59136,57166,57164,233,42,225,233,233,216,7272,7501,0.0131,0.0327,0.9542,0.0065,0.0261,0.9674,5,20,220,225,225,216
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,20,5,24,0.9529,398.2203,2039,758,59402,57363,57362,210,42,219,210,210,201,7618,7838,0.0143,0.0261,0.9596,0.0026,0.0156,0.9817,2,12,213,202,219,201
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,20,5,24,0.9525,399.8468,2003,840,59852,57849,57850,216,42,234,216,216,212,7564,7770,0.0119,0.0264,0.9618,0.0026,0.0339,0.9635,2,26,227,220,234,212
