seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm0p7_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9501,401.0254,2126,885,60282,58156,58155,222,42,215,222,222,214,7245,7467,0.0157,0.0328,0.9514,0.0078,0.0156,0.9765,6,12,210,205,215,214
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm0p7_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9496,398.2703,2055,971,60062,58007,58009,203,42,227,203,203,190,7368,7578,0.0079,0.0329,0.9593,0.0039,0.0209,0.9752,3,16,225,192,227,190
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm0p7_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9454,398.4551,2451,791,59410,56959,56962,257,42,217,257,257,246,7205,7451,0.0157,0.0288,0.9556,0.0052,0.0183,0.9765,4,14,210,247,217,246
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm0p7_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.948,397.2096,2171,926,59520,57349,57350,239,42,209,239,239,235,7246,7484,0.0105,0.0276,0.9619,0.0039,0.0209,0.9752,3,16,204,235,209,235
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm0p7_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.948,397.9599,2239,826,58938,56699,56697,249,42,208,249,249,245,7209,7454,0.0105,0.0316,0.9578,0.0039,0.0365,0.9596,3,28,203,242,208,245
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm0p7_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9518,398.8517,1981,885,59402,57421,57421,217,42,230,217,217,224,7316,7549,0.0132,0.0448,0.942,0.0065,0.0274,0.9661,5,21,228,204,230,224
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm0p7_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9462,399.1583,2347,864,59646,57299,57298,212,42,212,212,212,211,7491,7698,0.0106,0.0317,0.9578,0.0066,0.0277,0.9657,5,21,210,209,212,211
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm0p7_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9524,398.135,1800,1016,59136,57336,57335,230,42,231,230,230,231,7117,7356,0.0131,0.0327,0.9542,0.0039,0.0222,0.9739,3,17,224,223,231,231
