episode,mean_loss,lr,tau,service_level,buffer_size,n_updates,elapsed_s,mean_value_spread,mean_reward,pct_zero_reward,fallback_rate,greedy_sl
533,0.012947,0.000401,0.1804,0.9193,10000,50,15295.8,0.037683,-2.62541,27.2,0.0,
534,0.014192,0.0004,0.1798,0.917,10000,50,15321.8,0.03767,-2.6659,26.7,0.0,
535,0.013441,0.000398,0.1792,0.927,10000,50,15347.5,0.039766,-2.49288,26.6,0.0,
536,0.01485,0.000397,0.1786,0.9162,10000,50,15374.7,0.039582,-2.73377,25.3,0.0,
537,0.013371,0.000396,0.178,0.9159,10000,50,15401.7,0.041765,-2.75573,25.5,0.0,
538,0.01345,0.000395,0.1774,0.9192,10000,50,15428.6,0.041668,-2.7336,23.0,0.0,
539,0.014766,0.000394,0.1768,0.9145,10000,50,15455.8,0.043292,-2.78722,21.1,0.0,
540,0.013521,0.000393,0.1762,0.9123,10000,50,15503.5,0.044904,-2.7887,23.4,0.0,0.9353
541,0.014383,0.000392,0.1756,0.925,10000,50,15530.0,0.044541,-2.52841,27.6,0.0,
542,0.014717,0.000391,0.175,0.9127,10000,50,15556.0,0.037606,-2.69293,23.9,0.0,
543,0.013564,0.000389,0.1744,0.9174,10000,50,15581.2,0.04171,-2.69277,27.8,0.0,
544,0.017285,0.000388,0.1738,0.9094,10000,50,15607.9,0.040506,-2.89526,23.5,0.0,
545,0.014691,0.000387,0.1732,0.9072,10000,50,15634.0,0.04085,-2.88907,20.9,0.0,
546,0.013795,0.000386,0.1726,0.9141,10000,50,15660.0,0.03873,-2.78197,25.6,0.0,
547,0.011555,0.000385,0.172,0.9169,10000,50,15686.0,0.032914,-2.7034,25.0,0.0,
548,0.0146,0.000384,0.1714,0.9253,10000,50,15712.6,0.039779,-2.45361,25.6,0.0,
549,0.014052,0.000383,0.1708,0.918,10000,50,15739.9,0.039154,-2.58922,26.8,0.0,
550,0.014225,0.000382,0.1702,0.9188,10000,50,15787.1,0.039892,-2.62087,25.1,0.0,0.9295
551,0.017069,0.00038,0.1696,0.9168,10000,50,15812.5,0.037278,-2.67438,24.7,0.0,
552,0.012181,0.000379,0.169,0.9211,10000,50,15839.3,0.034227,-2.5702,26.8,0.0,
553,0.012781,0.000378,0.1684,0.9164,10000,50,15865.7,0.033939,-2.60773,25.2,0.0,
554,0.0123,0.000377,0.1678,0.9198,10000,50,15892.5,0.036037,-2.62707,26.6,0.0,
555,0.016519,0.000376,0.1672,0.9187,10000,50,15919.2,0.04079,-2.7073,28.5,0.0,
556,0.016026,0.000375,0.1666,0.9172,10000,50,15945.9,0.035699,-2.75913,26.5,0.0,
557,0.013478,0.000374,0.166,0.9106,10000,50,15973.7,0.031452,-2.9122,22.4,0.0,
558,0.015975,0.000373,0.1654,0.9236,10000,50,15998.1,0.034737,-2.4964,26.8,0.0,
559,0.015798,0.000371,0.1648,0.9112,10000,50,16025.1,0.034254,-2.83856,23.9,0.0,
560,0.012848,0.00037,0.1642,0.9121,10000,50,16072.7,0.033718,-2.86785,25.9,0.0,0.9399
561,0.014267,0.000369,0.1636,0.916,10000,50,16099.6,0.036695,-2.73443,26.3,0.0,
562,0.018033,0.000368,0.163,0.9094,10000,50,16127.1,0.037338,-2.8531,24.8,0.0,
563,0.015292,0.000367,0.1624,0.921,10000,50,16154.1,0.041687,-2.61603,24.8,0.0,
564,0.017157,0.000366,0.1618,0.9137,10000,50,16179.1,0.038909,-2.73174,23.5,0.0,
565,0.015411,0.000365,0.1612,0.9239,10000,50,16206.4,0.041377,-2.40796,28.3,0.0,
566,0.015602,0.000364,0.1606,0.9192,10000,50,16231.9,0.042539,-2.63359,24.2,0.0,
567,0.015359,0.000362,0.16,0.9145,10000,50,16259.2,0.039423,-2.77044,24.8,0.0,
568,0.012735,0.000361,0.1594,0.9175,10000,50,16286.7,0.039865,-2.63297,22.1,0.0,
569,0.013113,0.00036,0.1588,0.9175,10000,50,16313.7,0.03692,-2.71409,21.3,0.0,
570,0.018189,0.000359,0.1582,0.9191,10000,50,16361.0,0.041299,-2.79778,24.6,0.0,0.9334
571,0.018858,0.000358,0.1576,0.9097,10000,50,16388.3,0.036689,-2.94219,25.4,0.0,
572,0.015959,0.000357,0.157,0.9131,10000,50,16415.4,0.035391,-2.78115,21.0,0.0,
573,0.016089,0.000356,0.1564,0.919,10000,50,16442.3,0.038355,-2.64075,26.1,0.0,
574,0.014628,0.000355,0.1558,0.9175,10000,50,16469.3,0.036136,-2.78232,23.8,0.0,
575,0.012843,0.000353,0.1552,0.9128,10000,50,16496.3,0.03782,-2.85078,21.8,0.0,
576,0.014076,0.000352,0.1546,0.9251,10000,50,16523.5,0.039576,-2.41098,25.7,0.0,
577,0.016331,0.000351,0.154,0.9234,10000,50,16550.0,0.04326,-2.46138,27.6,0.0,
578,0.015241,0.00035,0.1534,0.9161,10000,50,16576.7,0.037885,-2.73836,22.2,0.0,
579,0.019,0.000349,0.1528,0.912,10000,50,16604.1,0.039402,-2.85535,27.0,0.0,
580,0.014417,0.000348,0.1522,0.9085,10000,50,16650.9,0.037461,-2.89088,22.4,0.0,0.9357
581,0.018703,0.000347,0.1516,0.9223,10000,50,16677.9,0.042255,-2.61559,26.9,0.0,
582,0.015054,0.000346,0.151,0.9156,10000,50,16704.9,0.042309,-2.78156,23.0,0.0,
583,0.015158,0.000344,0.1504,0.9133,10000,50,16731.9,0.037199,-2.78151,26.9,0.0,
584,0.015133,0.000343,0.1498,0.9154,10000,50,16759.0,0.036517,-2.79362,22.1,0.0,
585,0.019268,0.000342,0.1492,0.9172,10000,50,16786.0,0.041297,-2.76933,24.4,0.0,
586,0.016002,0.000341,0.1486,0.9329,10000,50,16813.2,0.044585,-2.13877,30.6,0.0,
587,0.016714,0.00034,0.148,0.9166,10000,50,16840.1,0.044873,-2.74287,22.1,0.0,
588,0.014194,0.000339,0.1474,0.9196,10000,50,16866.7,0.050086,-2.57896,26.8,0.0,
589,0.015676,0.000338,0.1468,0.9237,10000,50,16894.0,0.047309,-2.47949,31.2,0.0,
590,0.014177,0.000337,0.1462,0.9219,10000,50,16940.4,0.046079,-2.50098,24.2,0.0,0.9371
591,0.015773,0.000335,0.1456,0.9241,10000,50,16967.3,0.045037,-2.46165,29.9,0.0,
592,0.012968,0.000334,0.145,0.9187,10000,50,16994.3,0.044612,-2.68274,25.7,0.0,
593,0.013674,0.000333,0.1444,0.9247,10000,50,17021.0,0.045745,-2.48276,28.4,0.0,
594,0.016336,0.000332,0.1438,0.9173,10000,50,17047.2,0.050097,-2.64682,26.1,0.0,
595,0.013681,0.000331,0.1432,0.9151,10000,50,17073.5,0.048699,-2.81487,25.7,0.0,
596,0.013817,0.00033,0.1426,0.925,10000,50,17099.3,0.051154,-2.43048,23.1,0.0,
597,0.016775,0.000329,0.142,0.9181,10000,50,17125.4,0.047512,-2.72979,25.0,0.0,
598,0.015911,0.000328,0.1414,0.9279,10000,50,17151.4,0.049069,-2.38966,25.3,0.0,
599,0.014215,0.000326,0.1408,0.9302,10000,50,17177.4,0.046317,-2.35672,32.8,0.0,
600,0.015681,0.000325,0.1402,0.9209,10000,50,17223.2,0.046062,-2.54653,26.5,0.0,0.9386
601,0.016329,0.000324,0.1395,0.9149,10000,50,17249.3,0.042557,-2.74168,24.9,0.0,
602,0.015043,0.000323,0.1389,0.9237,10000,50,17275.2,0.042688,-2.52161,24.9,0.0,
603,0.014119,0.000322,0.1383,0.9169,10000,50,17300.8,0.0444,-2.82351,23.9,0.0,
604,0.013237,0.000321,0.1377,0.9128,10000,50,17327.2,0.040401,-2.88299,22.5,0.0,
605,0.013691,0.00032,0.1371,0.9178,10000,50,17353.5,0.041212,-2.6687,24.2,0.0,
606,0.016665,0.000319,0.1365,0.9108,10000,50,17378.6,0.040737,-2.97364,23.0,0.0,
607,0.015307,0.000317,0.1359,0.9168,10000,50,17405.3,0.042716,-2.78621,23.5,0.0,
608,0.012833,0.000316,0.1353,0.9235,10000,50,17431.2,0.042595,-2.46815,28.2,0.0,
609,0.015283,0.000315,0.1347,0.9219,10000,50,17457.4,0.044159,-2.68733,25.0,0.0,
610,0.016647,0.000314,0.1341,0.9217,10000,50,17504.4,0.041356,-2.67097,27.7,0.0,0.9285
611,0.015648,0.000313,0.1335,0.9122,10000,50,17530.4,0.041294,-2.76898,23.5,0.0,
612,0.017616,0.000312,0.1329,0.9177,10000,50,17556.7,0.042178,-2.60756,23.6,0.0,
613,0.012311,0.000311,0.1323,0.9122,10000,50,17582.9,0.041017,-2.85597,24.1,0.0,
614,0.013763,0.00031,0.1317,0.9262,10000,50,17609.4,0.0478,-2.55462,25.7,0.0,
615,0.013922,0.000308,0.1311,0.9123,10000,50,17636.9,0.043952,-2.81854,23.5,0.0,
616,0.015789,0.000307,0.1305,0.9227,10000,50,17663.7,0.043245,-2.60643,24.7,0.0,
617,0.014489,0.000306,0.1299,0.9214,10000,50,17690.4,0.044639,-2.69107,24.1,0.0,
618,0.014897,0.000305,0.1293,0.9182,10000,50,17718.6,0.043235,-2.65703,23.7,0.0,
619,0.012602,0.000304,0.1287,0.9144,10000,50,17745.4,0.048274,-2.87745,21.3,0.0,
620,0.014416,0.000303,0.1281,0.9208,10000,50,17792.7,0.045691,-2.66477,24.0,0.0,0.9308
621,0.01475,0.000302,0.1275,0.9192,10000,50,17819.5,0.042614,-2.66188,25.3,0.0,
622,0.015779,0.000301,0.1269,0.9144,10000,50,17846.5,0.04197,-2.7926,23.3,0.0,
623,0.014966,0.000299,0.1263,0.9167,10000,50,17873.6,0.044824,-2.78703,23.4,0.0,
624,0.018801,0.000298,0.1257,0.9167,10000,50,17900.3,0.044624,-2.70189,25.9,0.0,
625,0.017166,0.000297,0.1251,0.9206,10000,50,17927.5,0.043373,-2.63492,21.6,0.0,
626,0.018434,0.000296,0.1245,0.9166,10000,50,17954.5,0.044423,-2.76926,23.3,0.0,
627,0.01396,0.000295,0.1239,0.9109,10000,50,17981.0,0.042906,-2.93047,21.4,0.0,
628,0.019559,0.000294,0.1233,0.921,10000,50,18006.8,0.04639,-2.50294,24.4,0.0,
629,0.017074,0.000293,0.1227,0.9225,10000,50,18033.5,0.04285,-2.65763,25.0,0.0,
630,0.016996,0.000291,0.1221,0.9187,10000,50,18080.2,0.04148,-2.60861,28.6,0.0,0.9353
631,0.020356,0.00029,0.1215,0.9207,10000,50,18107.1,0.046258,-2.5968,25.4,0.0,
632,0.013966,0.000289,0.1209,0.9127,10000,50,18132.9,0.04027,-2.80981,24.5,0.0,
633,0.01294,0.000288,0.1203,0.9184,10000,50,18159.3,0.040647,-2.70717,25.1,0.0,
634,0.016893,0.000287,0.1197,0.9158,10000,50,18185.7,0.042168,-2.73902,25.1,0.0,
635,0.01953,0.000286,0.1191,0.9138,10000,50,18211.7,0.041451,-2.78294,22.1,0.0,
636,0.013931,0.000285,0.1185,0.9211,10000,50,18239.6,0.041955,-2.65232,27.8,0.0,
637,0.01224,0.000284,0.1179,0.9177,10000,50,18266.9,0.042321,-2.6367,26.8,0.0,
638,0.014372,0.000282,0.1173,0.9236,10000,50,18293.9,0.043891,-2.53337,25.6,0.0,
639,0.014685,0.000281,0.1167,0.9235,10000,50,18320.9,0.047059,-2.5374,28.2,0.0,
640,0.016635,0.00028,0.1161,0.9273,10000,50,18366.3,0.041416,-2.30813,28.6,0.0,0.9213
641,0.017437,0.000279,0.1155,0.9141,10000,50,18393.8,0.043332,-2.85424,23.8,0.0,
642,0.015417,0.000278,0.1149,0.9155,10000,50,18421.0,0.042091,-2.80377,26.0,0.0,
643,0.017911,0.000277,0.1143,0.9183,10000,50,18448.1,0.044626,-2.67914,24.3,0.0,
644,0.014931,0.000276,0.1137,0.9198,10000,50,18475.1,0.043871,-2.71535,24.2,0.0,
645,0.019814,0.000275,0.1131,0.914,10000,50,18502.3,0.042038,-2.82447,23.9,0.0,
646,0.016242,0.000273,0.1125,0.9252,10000,50,18529.1,0.045955,-2.50807,27.9,0.0,
647,0.020239,0.000272,0.1119,0.9128,10000,50,18555.8,0.042983,-2.94552,22.2,0.0,
648,0.017951,0.000271,0.1113,0.9218,10000,50,18583.2,0.041683,-2.58368,26.7,0.0,
649,0.021173,0.00027,0.1107,0.9265,10000,50,18610.0,0.043526,-2.48011,28.1,0.0,
650,0.016393,0.000269,0.1101,0.9167,10000,50,18657.1,0.043542,-2.77631,25.9,0.0,0.9367
651,0.015987,0.000268,0.1095,0.9268,10000,50,18684.2,0.043031,-2.4622,27.8,0.0,
652,0.018587,0.000267,0.1089,0.9216,10000,50,18710.9,0.043989,-2.61135,25.4,0.0,
653,0.019039,0.000266,0.1083,0.906,10000,50,18738.2,0.03647,-3.07014,21.2,0.0,
654,0.01659,0.000264,0.1077,0.9214,10000,50,18765.2,0.042432,-2.58454,27.1,0.0,
655,0.018618,0.000263,0.1071,0.9263,10000,50,18791.9,0.044353,-2.47138,28.7,0.0,
656,0.014088,0.000262,0.1065,0.9115,10000,50,18819.1,0.042416,-3.02223,23.9,0.0,
657,0.014642,0.000261,0.1059,0.9148,10000,50,18846.5,0.040704,-2.79541,23.7,0.0,
658,0.015541,0.00026,0.1053,0.9194,10000,50,18873.6,0.045418,-2.68996,26.3,0.0,
659,0.015027,0.000259,0.1047,0.9156,10000,50,18900.3,0.043156,-2.82928,23.2,0.0,
660,0.017323,0.000258,0.1041,0.921,10000,50,18947.3,0.045892,-2.62144,26.5,0.0,0.9299
661,0.01901,0.000257,0.1035,0.9206,10000,50,18974.4,0.040668,-2.65966,24.6,0.0,
662,0.017724,0.000255,0.1029,0.9149,10000,50,19001.2,0.04357,-2.8676,25.3,0.0,
663,0.017764,0.000254,0.1023,0.9195,10000,50,19028.3,0.043072,-2.64031,26.7,0.0,
664,0.01369,0.000253,0.1017,0.9177,10000,50,19053.2,0.040394,-2.69478,27.6,0.0,
665,0.018976,0.000252,0.1011,0.915,10000,50,19080.1,0.042425,-2.72274,22.5,0.0,
666,0.016121,0.000251,0.1005,0.921,10000,50,19107.3,0.042656,-2.61896,25.7,0.0,
667,0.015114,0.00025,0.0999,0.9222,10000,50,19132.3,0.045781,-2.62673,24.9,0.0,
668,0.018215,0.000249,0.0993,0.9211,10000,50,19159.2,0.042772,-2.50098,25.9,0.0,
669,0.018517,0.000248,0.0987,0.9194,10000,50,19186.4,0.044083,-2.59392,24.4,0.0,
670,0.016794,0.000246,0.0981,0.9226,10000,50,19232.8,0.044664,-2.49181,25.7,0.0,0.9309
671,0.018605,0.000245,0.0975,0.9207,10000,50,19259.8,0.046681,-2.64679,25.1,0.0,
672,0.020661,0.000244,0.0969,0.9186,10000,50,19286.1,0.04514,-2.80851,23.9,0.0,
673,0.017954,0.000243,0.0963,0.9209,10000,50,19312.7,0.047474,-2.70596,25.1,0.0,
674,0.01646,0.000242,0.0957,0.9114,10000,50,19340.3,0.040962,-2.90593,23.5,0.0,
675,0.018695,0.000241,0.0951,0.9196,10000,50,19367.1,0.043127,-2.67099,27.5,0.0,
676,0.013725,0.00024,0.0945,0.9224,10000,50,19394.0,0.043956,-2.50888,27.3,0.0,
677,0.014567,0.000239,0.0939,0.9277,10000,50,19421.1,0.046914,-2.40078,26.0,0.0,
678,0.014577,0.000237,0.0933,0.9205,10000,50,19447.4,0.046371,-2.73632,26.7,0.0,
679,0.015102,0.000236,0.0927,0.9176,10000,50,19474.0,0.047317,-2.80308,24.1,0.0,
680,0.012577,0.000235,0.0921,0.926,10000,50,19520.8,0.049397,-2.48419,27.7,0.0,0.9329
681,0.016046,0.000234,0.0915,0.9169,10000,50,19546.7,0.047887,-2.74321,25.4,0.0,
682,0.014981,0.000233,0.0909,0.9174,10000,50,19574.7,0.044436,-2.79091,26.5,0.0,
683,0.015329,0.000232,0.0903,0.9191,10000,50,19601.7,0.046727,-2.65347,24.9,0.0,
684,0.014362,0.000231,0.0897,0.9235,10000,50,19628.6,0.046934,-2.5101,25.9,0.0,
685,0.016442,0.00023,0.0891,0.9136,10000,50,19655.8,0.045508,-2.93453,23.6,0.0,
686,0.012771,0.000228,0.0885,0.9228,10000,50,19682.6,0.043552,-2.57738,24.2,0.0,
687,0.013151,0.000227,0.0879,0.9178,10000,50,19708.8,0.043786,-2.80807,24.7,0.0,
688,0.015145,0.000226,0.0873,0.92,10000,50,19736.4,0.042253,-2.61247,27.0,0.0,
689,0.014672,0.000225,0.0867,0.9131,10000,50,19763.7,0.045204,-2.89449,22.8,0.0,
690,0.014766,0.000224,0.0861,0.9185,10000,50,19811.1,0.043689,-2.83127,26.3,0.0,0.9289
691,0.018194,0.000223,0.0855,0.9191,10000,50,19837.7,0.046014,-2.58893,24.8,0.0,
692,0.016711,0.000222,0.0849,0.9204,10000,50,19862.5,0.047375,-2.77459,22.5,0.0,
693,0.018623,0.000221,0.0843,0.9243,10000,50,19889.7,0.050042,-2.47351,27.7,0.0,
694,0.015632,0.000219,0.0837,0.9178,10000,50,19916.7,0.044937,-2.79096,24.8,0.0,
695,0.017993,0.000218,0.0831,0.9146,10000,50,19943.5,0.044875,-2.79637,25.5,0.0,
696,0.013584,0.000217,0.0825,0.9261,10000,50,19970.4,0.049836,-2.5243,26.8,0.0,
697,0.014258,0.000216,0.0819,0.9242,10000,50,19997.6,0.04999,-2.55444,26.9,0.0,
698,0.018405,0.000215,0.0813,0.9222,10000,50,20024.4,0.048525,-2.58374,26.6,0.0,
699,0.018654,0.000214,0.0807,0.9357,10000,50,20051.0,0.054424,-2.22956,29.3,0.0,
700,0.015337,0.000213,0.0801,0.919,10000,50,20097.0,0.043146,-2.65831,28.1,0.0,0.9367
701,0.015835,0.000212,0.0795,0.9233,10000,50,20124.0,0.050391,-2.69715,27.7,0.0,
702,0.016861,0.00021,0.0789,0.916,10000,50,20150.7,0.048975,-2.92497,22.6,0.0,
703,0.01584,0.000209,0.0783,0.9239,10000,50,20177.5,0.048632,-2.5793,25.6,0.0,
704,0.018448,0.000208,0.0777,0.9124,10000,50,20203.6,0.045416,-2.96678,22.7,0.0,
705,0.017928,0.000207,0.0771,0.9225,10000,50,20229.5,0.048388,-2.69965,21.4,0.0,
706,0.018161,0.000206,0.0765,0.9286,10000,50,20255.2,0.044536,-2.45486,29.2,0.0,
707,0.018285,0.000205,0.0759,0.9223,10000,50,20281.9,0.042284,-2.5903,25.6,0.0,
708,0.017693,0.000204,0.0753,0.9181,10000,50,20308.9,0.043127,-2.73744,25.3,0.0,
709,0.018522,0.000203,0.0747,0.9178,10000,50,20335.7,0.043549,-2.7431,24.8,0.0,
710,0.014153,0.000201,0.0741,0.9279,10000,50,20383.5,0.043035,-2.51322,28.6,0.0,0.9329
711,0.017923,0.0002,0.0735,0.9124,10000,50,20410.4,0.042692,-2.95617,20.8,0.0,
712,0.020454,0.000199,0.0729,0.9185,10000,50,20437.5,0.043008,-2.78129,22.3,0.0,
713,0.020085,0.000198,0.0723,0.9279,10000,50,20464.2,0.044867,-2.46552,29.7,0.0,
714,0.016761,0.000197,0.0717,0.9304,10000,50,20491.1,0.043402,-2.41638,31.7,0.0,
715,0.017173,0.000196,0.0711,0.9238,10000,50,20518.5,0.047985,-2.56997,23.7,0.0,
716,0.015285,0.000195,0.0705,0.9205,10000,50,20545.2,0.045311,-2.60363,25.1,0.0,
717,0.017707,0.000193,0.0699,0.9293,10000,50,20572.3,0.047562,-2.48353,28.5,0.0,
718,0.017043,0.000192,0.0693,0.9188,10000,50,20599.5,0.045686,-2.82009,26.5,0.0,
719,0.020617,0.000191,0.0687,0.9213,10000,50,20626.2,0.043873,-2.6527,25.5,0.0,
720,0.015316,0.00019,0.0681,0.9189,10000,50,20673.3,0.044475,-2.75447,24.0,0.0,0.9358
721,0.019174,0.000189,0.0675,0.9198,10000,50,20700.6,0.046031,-2.69815,26.1,0.0,
722,0.017109,0.000188,0.0669,0.9341,10000,50,20728.4,0.047753,-2.30987,26.1,0.0,
723,0.019108,0.000187,0.0663,0.9284,10000,50,20755.5,0.044661,-2.50069,29.3,0.0,
724,0.014857,0.000186,0.0657,0.9166,10000,50,20782.5,0.046837,-2.8483,23.4,0.0,
725,0.014758,0.000184,0.0651,0.927,10000,50,20809.1,0.049252,-2.6192,27.4,0.0,
726,0.020002,0.000183,0.0645,0.9245,10000,50,20836.2,0.044377,-2.61142,24.4,0.0,
727,0.018364,0.000182,0.0639,0.9182,10000,50,20863.6,0.046232,-2.8468,22.6,0.0,
728,0.01899,0.000181,0.0633,0.9176,10000,50,20890.4,0.047324,-2.81995,23.5,0.0,
729,0.016117,0.00018,0.0627,0.9201,10000,50,20917.6,0.046434,-2.73949,24.9,0.0,
730,0.014845,0.000179,0.0621,0.9221,10000,50,20964.4,0.051399,-2.62851,24.6,0.0,0.9321
731,0.014213,0.000178,0.0615,0.919,10000,50,20991.6,0.046557,-2.76862,27.5,0.0,
732,0.015688,0.000177,0.0609,0.9227,10000,50,21018.5,0.049311,-2.71932,28.8,0.0,
733,0.017507,0.000175,0.0603,0.9252,10000,50,21045.3,0.048606,-2.73749,26.8,0.0,
734,0.015908,0.000174,0.0596,0.9143,10000,50,21071.9,0.046314,-3.01505,23.8,0.0,
735,0.019674,0.000173,0.059,0.9194,10000,50,21098.8,0.049706,-2.83421,23.7,0.0,
736,0.017533,0.000172,0.0584,0.9322,10000,50,21125.4,0.05165,-2.33144,32.1,0.0,
737,0.014416,0.000171,0.0578,0.9206,10000,50,21151.5,0.047138,-2.71152,27.9,0.0,
738,0.017129,0.00017,0.0572,0.9137,10000,50,21177.2,0.045793,-3.01244,23.9,0.0,
739,0.016558,0.000169,0.0566,0.9167,10000,50,21203.3,0.045663,-2.87069,21.8,0.0,
740,0.024291,0.000168,0.056,0.9165,10000,50,21249.7,0.046179,-2.88384,22.5,0.0,0.9289
741,0.017862,0.000166,0.0554,0.929,10000,50,21275.6,0.047785,-2.51146,26.5,0.0,
742,0.020054,0.000165,0.0548,0.9223,10000,50,21301.6,0.046747,-2.63402,28.3,0.0,
743,0.015713,0.000164,0.0542,0.9131,10000,50,21327.8,0.0462,-2.95948,25.4,0.0,
744,0.021961,0.000163,0.0536,0.9286,10000,50,21353.9,0.047964,-2.58046,32.2,0.0,
745,0.016032,0.000162,0.053,0.9228,10000,50,21380.3,0.043478,-2.76552,24.9,0.0,
746,0.017476,0.000161,0.0524,0.9219,10000,50,21406.5,0.046228,-2.75287,23.2,0.0,
747,0.018577,0.00016,0.0518,0.9232,10000,50,21432.2,0.045136,-2.60622,27.0,0.0,
748,0.018221,0.000159,0.0512,0.927,10000,50,21458.1,0.049925,-2.46635,28.7,0.0,
749,0.021596,0.000157,0.0506,0.9259,10000,50,21484.2,0.047248,-2.59699,28.0,0.0,
750,0.020088,0.000156,0.05,0.9262,10000,50,21530.0,0.049007,-2.77344,26.6,0.0,0.9355
751,0.021783,0.000155,0.0494,0.9156,10000,50,21555.9,0.044954,-2.93615,23.1,0.0,
752,0.024437,0.000154,0.0488,0.9199,10000,50,21581.9,0.043715,-2.69371,30.0,0.0,
753,0.021865,0.000153,0.0482,0.9258,10000,50,21607.6,0.04674,-2.68874,22.6,0.0,
754,0.021231,0.000152,0.0476,0.9191,10000,50,21633.5,0.043944,-2.85186,23.7,0.0,
755,0.019168,0.000151,0.047,0.9152,10000,50,21659.1,0.046129,-2.94781,21.8,0.0,
756,0.017258,0.00015,0.0464,0.9327,10000,50,21685.1,0.046906,-2.40705,30.2,0.0,
757,0.020342,0.000148,0.0458,0.9268,10000,50,21710.9,0.045523,-2.69135,25.2,0.0,
758,0.023256,0.000147,0.0452,0.9266,10000,50,21737.1,0.046693,-2.60166,25.0,0.0,
759,0.020553,0.000146,0.0446,0.9228,10000,50,21762.9,0.043725,-2.78803,23.5,0.0,
760,0.019381,0.000145,0.044,0.9267,10000,50,21808.8,0.046809,-2.65152,24.5,0.0,0.9345
761,0.015777,0.000144,0.0434,0.9232,10000,50,21834.8,0.045518,-2.77809,26.9,0.0,
762,0.020762,0.000143,0.0428,0.9202,10000,50,21860.2,0.046546,-2.81112,25.9,0.0,
763,0.019203,0.000142,0.0422,0.9204,10000,50,21886.0,0.044995,-2.87766,26.1,0.0,
764,0.020589,0.000141,0.0416,0.9238,10000,50,21912.5,0.043731,-2.77294,24.2,0.0,
765,0.017832,0.000139,0.041,0.9263,10000,50,21938.9,0.046911,-2.68868,28.0,0.0,
766,0.018749,0.000138,0.0404,0.9174,10000,50,21963.5,0.045212,-2.96946,20.0,0.0,
767,0.020002,0.000137,0.0398,0.9258,10000,50,21990.4,0.045406,-2.7174,25.1,0.0,
768,0.018867,0.000136,0.0392,0.9316,10000,50,22016.1,0.048052,-2.51689,25.7,0.0,
769,0.019511,0.000135,0.0386,0.9222,10000,50,22041.6,0.046703,-2.82341,23.8,0.0,
770,0.020834,0.000134,0.038,0.9299,10000,50,22087.5,0.049627,-2.61796,28.8,0.0,0.938
771,0.018743,0.000133,0.0374,0.9272,10000,50,22112.8,0.047751,-2.65891,24.0,0.0,
772,0.018412,0.000132,0.0368,0.9216,10000,50,22139.6,0.046026,-2.96776,24.8,0.0,
773,0.014554,0.00013,0.0362,0.9172,10000,50,22166.3,0.046587,-3.06493,25.5,0.0,
774,0.023608,0.000129,0.0356,0.9238,10000,50,22191.7,0.048378,-2.75877,25.6,0.0,
775,0.021655,0.000128,0.035,0.9255,10000,50,22218.5,0.04632,-2.73188,25.5,0.0,
776,0.016894,0.000127,0.0344,0.9301,10000,50,22245.1,0.048452,-2.63444,24.6,0.0,
777,0.015131,0.000126,0.0338,0.9271,10000,50,22272.0,0.047462,-2.73869,23.0,0.0,
778,0.019124,0.000125,0.0332,0.9297,10000,50,22298.5,0.050066,-2.56921,26.8,0.0,
779,0.022677,0.000124,0.0326,0.9247,10000,50,22324.3,0.047639,-2.94381,25.7,0.0,
780,0.021475,0.000123,0.032,0.9258,10000,50,22371.9,0.04513,-2.8135,25.1,0.0,0.9404
781,0.015892,0.000121,0.0314,0.9205,10000,50,22398.9,0.044316,-2.92057,25.1,0.0,
782,0.01827,0.00012,0.0308,0.9252,10000,50,22425.5,0.046005,-2.76885,25.6,0.0,
783,0.014537,0.000119,0.0302,0.9288,10000,50,22452.2,0.047615,-2.72921,27.2,0.0,
784,0.016393,0.000118,0.0296,0.9322,10000,50,22478.5,0.046361,-2.50588,25.4,0.0,
785,0.017498,0.000117,0.029,0.927,10000,50,22501.9,0.04629,-2.78984,24.6,0.0,
786,0.018986,0.000116,0.0284,0.9362,10000,50,22528.5,0.045223,-2.45413,28.1,0.0,
787,0.020382,0.000115,0.0278,0.9294,10000,50,22554.9,0.046504,-2.57605,27.5,0.0,
788,0.019853,0.000114,0.0272,0.9273,10000,50,22581.5,0.048267,-2.78958,26.4,0.0,
789,0.022345,0.000112,0.0266,0.9314,10000,50,22608.1,0.048767,-2.74443,25.3,0.0,
790,0.016911,0.000111,0.026,0.9387,10000,50,22654.2,0.049252,-2.46359,24.7,0.0,0.94
791,0.022429,0.00011,0.0254,0.9242,10000,50,22681.0,0.044887,-2.95709,25.0,0.0,
792,0.022801,0.000109,0.0248,0.9313,10000,50,22707.3,0.04759,-2.60581,27.6,0.0,
793,0.020375,0.000108,0.0242,0.9259,10000,50,22733.6,0.047004,-2.83903,22.9,0.0,
794,0.021505,0.000107,0.0236,0.925,10000,50,22760.3,0.048559,-2.89987,24.2,0.0,
795,0.019666,0.000106,0.023,0.9344,10000,50,22785.4,0.048981,-2.50481,28.5,0.0,
796,0.02202,0.000105,0.0224,0.9326,10000,50,22811.8,0.047769,-2.62962,26.1,0.0,
797,0.019512,0.000103,0.0218,0.9254,10000,50,22838.3,0.046881,-2.77755,25.3,0.0,
798,0.01981,0.000102,0.0212,0.9227,10000,50,22862.6,0.045511,-3.0456,26.3,0.0,
