seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9288,399.7832,2909,1383,60282,57373,57375,138,40,210,138,138,129,6134,6415,0.0302,0.0302,0.9396,0.0365,0.1172,0.8464,28,90,217,199,210,129
43,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9284,396.9801,2830,1468,60062,57232,57232,138,41,196,138,138,140,6066,6351,0.0156,0.0495,0.9349,0.0286,0.1198,0.8516,22,92,207,194,196,140
44,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9238,396.6662,3126,1402,59410,56284,56285,152,41,214,152,152,137,6035,6344,0.0301,0.0393,0.9306,0.0156,0.1615,0.8229,12,124,204,239,214,137
45,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9272,396.4352,2999,1333,59520,56521,56523,149,42,201,149,149,135,6163,6451,0.0223,0.0446,0.9332,0.0248,0.1449,0.8303,19,111,205,221,201,135
46,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9249,395.9886,3040,1387,58938,55898,55900,148,42,224,148,148,137,6112,6405,0.0237,0.0316,0.9447,0.0156,0.1343,0.8501,12,103,218,219,224,137
47,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9298,396.8117,2861,1309,59402,56541,56540,139,40,217,139,139,146,6140,6432,0.0237,0.0421,0.9342,0.0365,0.1107,0.8529,28,85,228,199,217,146
48,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9294,396.2923,2998,1215,59646,56648,56649,142,41,194,142,142,136,6162,6456,0.0146,0.0412,0.9441,0.0288,0.1649,0.8063,22,126,206,219,194,136
49,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9254,396.7711,2820,1589,59136,56316,56316,142,41,185,142,142,134,6067,6352,0.0131,0.0458,0.9412,0.0314,0.1229,0.8458,24,94,199,202,185,134
50,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9275,396.5894,3078,1228,59402,56324,56324,161,41,192,161,161,148,5915,6240,0.0118,0.0433,0.9449,0.0221,0.1393,0.8385,17,107,202,229,192,148
51,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9316,398.9166,2940,1152,59852,56912,56910,154,41,212,154,154,157,6113,6414,0.0146,0.037,0.9484,0.0288,0.1412,0.8301,22,108,223,228,212,157
