episode,service_level,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty
0,0.91580006709158,-0.017272856060401937,-0.22486675145509222,0.49678270400398145
1,0.9153347406513872,-0.039082098850246286,-0.3586614857320614,0.31031425368226734
2,0.9114940352206021,-0.013806182486017046,-0.49554742618840864,0.1309477057553849
3,0.9297238070049496,-0.013424246247735293,-0.5840302553604688,-0.00649219180396988
4,0.9181044225118662,-0.012842394224304367,-0.6886141382175387,-0.18573259647423934
5,0.9210357935940382,-0.020687567848765364,-0.7570850533485048,-0.3113610206363265
6,0.9048138397893946,-0.019900156728279415,-0.8824693320375007,-0.4672150956394789
7,0.9146678622132556,-0.02705154243287213,-0.959567988745373,-0.5921904815340129
8,0.9191154309825196,-0.021931767555775663,-1.0408756701479263,-0.7112547719829049
9,0.918049869743208,-0.018120565441785034,-1.1071676050882473,-0.8328443923711651
10,0.9179862110765967,-0.023199690791012355,-1.1574514125409214,-0.9434647351115103
11,0.9167520006068192,-0.013293347126460003,-1.2063776716537122,-1.0457878892594097
12,0.9165169212339024,-0.01761790808687641,-1.2409508736014205,-1.148412740172825
13,0.9139889767912714,-0.022299271931533804,-1.2904399628502585,-1.2574919916687417
14,0.9174363807728558,-0.007968283402493085,-1.3259849152980974,-1.3379831234070312
15,0.9084477736163129,0.012281477824237542,-1.3704822501946061,-1.418262092142037
16,0.921569373620519,-0.026288082371934814,-1.410738309708013,-1.474518790939469
17,0.9069810758456266,-0.018221087147670952,-1.440204064045601,-1.5684754213829881
18,0.9192294435295469,-0.0351708227609362,-1.4535051118718076,-1.6296948507647413
19,0.9230390485929629,0.022907802359825445,-1.466877628533031,-1.6622385093656438
20,0.918377377036785,-0.014635677342364269,-1.4847636641868531,-1.7205240599213012
21,0.9214336755801271,0.001855580057250132,-1.5054931539568586,-1.7551372231927336
22,0.9211433280887091,-0.011797520513779415,-1.5286596236847807,-1.786890721193661
23,0.9203222234948268,0.010106837532284411,-1.5327372480518902,-1.8101711447196691
24,0.9148314606741573,-0.009657853158228001,-1.5565443738567266,-1.849021200332288
25,0.9204157442497467,0.008778592684383796,-1.5690453588574662,-1.8814842014930793
26,0.9113601439226415,-0.006088494846594521,-1.591886963208745,-1.9215499566876502
27,0.915255521460772,-0.006799919911900095,-1.5921143886644877,-1.9613119244668247
28,0.9138440809910551,-0.002188249180754566,-1.6147465508667393,-1.9988803811828981
29,0.9234415013568781,-0.009468683413543202,-1.6120030079527372,-2.0022204536363115
30,0.9215567041653998,0.014726423146642726,-1.6143672615281017,-1.9982587722047769
31,0.9115004153137507,-0.006879013810962596,-1.6279173040198887,-2.016408962706104
32,0.918169983262042,-0.006734959447354191,-1.6464324405433446,-2.040318040816777
33,0.9119878025538403,0.005562794991206065,-1.65816469145657,-2.056288930461078
34,0.9200645791094091,-0.011049979070488514,-1.6681978505638437,-2.066401432472303
35,0.9151256698618764,-0.023634721903844084,-1.6803941371748519,-2.0897804811369993
36,0.9154558974945658,-0.012441449131887446,-1.6912538665215986,-2.111830525580205
37,0.9132748669515028,-0.01455192685035172,-1.6957339106203801,-2.1314561036305046
38,0.9102462571180752,-0.02506501594106982,-1.7084753851141843,-2.1628401331291993
39,0.9255217673318326,0.007821956030823238,-1.7065114916860384,-2.170169827277728
40,0.9192187033164028,0.0034328071556060558,-1.7077928367356292,-2.1566590644831294
41,0.918968761761385,0.011758498061570859,-1.7074663721767458,-2.1453464719478372
42,0.9079985119047619,0.004759498217977689,-1.720529297849992,-2.1526323084830548
43,0.9173102279148615,-0.008547339014284954,-1.7252509641680043,-2.1519050160659488
44,0.9214637846037164,0.0009709276883558334,-1.7335144079636058,-2.159207019862281
45,0.9129114493514283,0.017149150667219972,-1.7317720285430809,-2.1614391891511655
46,0.9220154402715101,-0.0008831992777200751,-1.7376163369221995,-2.158339823704564
47,0.9119027788294086,-0.019286383394268126,-1.7441736753023607,-2.175417983794827
48,0.9255383225417859,-0.0069755636308829715,-1.7439319919040246,-2.1753466766508045
49,0.9163756453082296,-0.01290113167117664,-1.7495292192420737,-2.178226889186222
50,0.914347792940459,-0.020270497235344197,-1.7549773181415846,-2.180670745244066
51,0.921041658769569,0.00040293299700031596,-1.7583682333814643,-2.180917956002512
52,0.9242822786712761,-0.0034427180933389364,-1.7562745126012402,-2.178891337022416
53,0.9265624408524813,0.021259109377158407,-1.7557422518073718,-2.16937248358257
54,0.9176149294492489,-0.016464666073509153,-1.7607016636588184,-2.1736382645667423
55,0.9066395510865062,-0.026517791992893277,-1.7721941120472282,-2.1924056614734315
56,0.9204908068682571,-0.004820160986971125,-1.7740641992401862,-2.1972128983954318
57,0.9145466160610274,-0.018826312067790903,-1.7810081495171848,-2.2059849643146388
58,0.9226784489982479,0.008272139088996643,-1.7836377101569716,-2.2004782783813552
59,0.9147418347279528,-0.010375341475154114,-1.7860843285876986,-2.203755792623365
60,0.9057429148283855,-0.010705143828184797,-1.7942792611402874,-2.2125328078370887
61,0.9152703010084161,0.002609416129909497,-1.798169536207237,-2.216724550051404
62,0.919446004117537,0.0006425251922566585,-1.8029100498746709,-2.218173429332191
63,0.9202565757012183,-0.0004951039294079915,-1.8052308667205499,-2.217539965041919
64,0.9190278824415976,-0.004848008006859432,-1.8053283435179197,-2.219728927422127
65,0.9122151662308554,-0.0054036008901114955,-1.8110249115670938,-2.220484128752949
66,0.9189178847478381,-0.0009953310810318528,-1.8155501668614822,-2.2220857479753864
67,0.9230884839376292,0.012804300603568897,-1.813235844078952,-2.2187987161951424
68,0.9312977099236641,0.023961885964861082,-1.8088844035020328,-2.209184503463462
69,0.9228116213683224,0.009441977833444278,-1.8124239724511546,-2.208615971555383
70,0.9125654253115939,-0.00648587226438285,-1.8131125549118343,-2.2139236813103693
71,0.9140112822076536,-0.0019035183623645345,-1.8172029808062768,-2.2190596207389435
72,0.9217575276738826,0.009996488725668605,-1.8189590524547803,-2.2150833479403835
73,0.9217349073520622,0.013294519620834291,-1.8180081261372931,-2.2103083614812755
74,0.9212073253447886,0.008844810135309078,-1.8170569002479906,-2.2056308383435965
75,0.9184596669961226,0.0016291491833755809,-1.818744231846729,-2.205193015730937
76,0.9169639468690702,0.004054449884219248,-1.8189870426328085,-2.202432927416164
77,0.9263517829632135,0.010368625935856078,-1.8186770115604443,-2.197547392224892
78,0.9228224502838239,0.0034163851081051412,-1.8178672781749596,-2.1923893703910915
79,0.9147099837937662,-0.00971941896662532,-1.8201803542717492,-2.19514669473351
80,0.9248211379036226,0.0035943510145345888,-1.8208404397179716,-2.193069880653487
81,0.9138078424084742,-0.005624914702039908,-1.8241234724098536,-2.1945526047943673
82,0.9153312961168667,-0.0007842502865761084,-1.825112731373156,-2.1946186052954584
83,0.921456010144333,-0.0037138739569865984,-1.8255465680119751,-2.192317868683881
84,0.905282877482203,-0.019247960496246212,-1.8283152719756712,-2.1988733037245556
85,0.9266089860352156,-0.004783128407932412,-1.8273281137246513,-2.1989942948928984
86,0.9225774975606095,-0.0020028885605567186,-1.8268038056267213,-2.1981619330904905
87,0.9195062651954367,0.0020688345653284367,-1.8272219441782942,-2.1977422234807285
88,0.912089951016773,-0.002648944514582432,-1.829367407818617,-2.1987635901669496
89,0.9126605924288056,-0.006129671292997457,-1.8303150405518693,-2.2017251638664033
90,0.9177416906966156,-0.003988955842639589,-1.8305327271144194,-2.202198049711567
91,0.9086994296075246,-0.0057057872025889494,-1.8337226570930527,-2.2046099047125534
92,0.9208802924154736,-0.007436809578358857,-1.8349158939485004,-2.2051562920503898
93,0.9158896361968817,-0.009806321941803765,-1.8356821962030458,-2.2058002316923906
94,0.9248790522265818,-0.009400978714506762,-1.8363314612423394,-2.205253931751816
95,0.9185036992299562,-0.006413285356125258,-1.8368732802665546,-2.2057085177042453
96,0.9229639117004445,-0.011815001416749548,-1.8381812095247203,-2.207422613110526
97,0.9156784749324527,-0.012535027107411697,-1.838644903959608,-2.2091653280535604
98,0.9108986035215544,-0.011246123986175968,-1.8406039499382332,-2.210786815065296
99,0.9144347178245483,-0.009904163684509042,-1.841481164837302,-2.2112429542145278
100,0.9265605875152999,-0.00790532766700659,-1.8408095826350523,-2.2119924755348905
101,0.914301759640584,-0.008697283987499757,-1.8421773275121274,-2.214269756434682
102,0.9191522762951334,-0.00780476985594491,-1.8432482692183016,-2.214410034670463
103,0.9170781350118729,-0.00685199762538139,-1.8443342055733831,-2.215494900986327
104,0.9167539658784795,-0.009404154847183467,-1.8441936778556303,-2.216979118733945
105,0.9141712831262165,-0.006569711582648554,-1.8450909644625748,-2.2175191974610495
106,0.9049047149039556,-0.0056281643279276344,-1.8466419380548642,-2.2189407261077023
107,0.9133143399810066,-0.0031742833763923547,-1.8467217998063468,-2.2194566721656117
108,0.9164757103574702,-0.0061777922781406334,-1.8475796638928428,-2.2201731479261233
109,0.9171423241932475,-0.012476662664802553,-1.8485898738929212,-2.2218525880912265
110,0.9220018885741266,-0.012851178291002897,-1.8488306980096978,-2.2225719583150423
111,0.9109594235874099,-0.012418873995029047,-1.8496402731051276,-2.2238211487651194
112,0.9246844531781422,-0.010257801766852717,-1.8496278707328395,-2.2235069995494805
113,0.9151817533856023,-0.011919638474494114,-1.8504834501558949,-2.2251428111343596
114,0.9114953057018548,-0.013685132973046773,-1.8520105892980598,-2.226346086361821
115,0.9229493365500603,-0.011988746740087689,-1.8514387161047148,-2.2267762153736053
116,0.9142488716956803,-0.012569849984304462,-1.8523221183795793,-2.2279420696361583
117,0.9210347688362621,-0.011723614212412818,-1.8525081722803531,-2.228457022813655
118,0.9152054436011515,-0.012222147686531602,-1.8530809516999094,-2.2294139760669176
119,0.9067417840375587,-0.015862426644184156,-1.853661693713697,-2.231302990664351
120,0.9167172560327819,-0.013677598399681893,-1.8536594640584774,-2.232197461965773
121,0.9189913555547167,-0.012040148341739134,-1.8541943271628152,-2.232784200738129
