episode,service_level,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty
0,0.9121101812586783,-0.011710425616391306,-0.19639206521648359,0.2811485907624624
1,0.9126075599262446,-0.019869201626353142,-0.35486093804287755,0.06412391297718283
2,0.9183389703119128,-0.01612897409178584,-0.47131957104770456,-0.11736846021911836
3,0.9223787642881556,-0.01740946326670516,-0.583406975450564,-0.2724797090310608
4,0.9064423003874497,-0.028085351714332595,-0.7141803144943428,-0.46503974946861726
5,0.9119418247926372,-0.020890981276304895,-0.7968411327211309,-0.5994201099477283
6,0.9098113926462184,-0.015010651907094838,-0.8817512535268263,-0.7348933523919132
7,0.9168287381306487,-0.010272049732677055,-0.9678542888194999,-0.8663405650883458
8,0.9153083452264703,-0.027694886155008112,-1.0558068756949173,-0.9886195486117719
9,0.9173191473419998,-0.015319817672410321,-1.119617391436946,-1.0946808920736508
10,0.9122037203720372,-0.02436238701394374,-1.1485819793898013,-1.206874733840593
11,0.9208441290225677,-0.015127930890060976,-1.2035160218379233,-1.2926450784146406
12,0.9206331174978227,-0.0068152842560975126,-1.2598154537129596,-1.3821923834699277
13,0.9166728860362714,-0.022050616964668125,-1.3082615119634968,-1.4616736680086686
14,0.9140349532423732,-0.02612686478115878,-1.3558412855897628,-1.540203559740682
15,0.9225784317462737,0.007613903325244939,-1.3878484369520203,-1.594172983897444
16,0.9173675278144446,-0.025371159129115077,-1.4131760066202088,-1.6568270475712221
17,0.911908585085328,-0.014783382767010737,-1.4525330427921128,-1.7409953414851247
18,0.9132641636187206,-0.02233523435594353,-1.4979412619628067,-1.8045859804889508
19,0.9183681157236495,0.007239900438947027,-1.5354572495034786,-1.851915129839027
20,0.9092356098463816,-0.015000541763444815,-1.5470745569091156,-1.9106635019193603
21,0.907473841554559,0.0075801541750079695,-1.5858413027361342,-1.9692096801649934
22,0.9165010700091715,0.019108229603414677,-1.6132213446404016,-1.9694179163484502
23,0.9208276592525344,-0.008293229347190102,-1.6282870737795947,-1.971779007083413
24,0.9156779819604027,0.007235032376367773,-1.6547292156478954,-2.0117889085181258
25,0.9201980871734775,0.0022923231694394084,-1.6589070805569555,-2.02270601632356
26,0.9105894864782741,-0.009136937775025524,-1.694314033576437,-2.0580475874719464
27,0.912097443246097,-0.00923667218879768,-1.7048310386874697,-2.100299863534018
28,0.9153107895328785,-0.012839532110650571,-1.718725505109746,-2.114786769004223
29,0.9191560160326704,0.010137303082917626,-1.731351873859314,-2.1180458830459368
30,0.9116185208714824,-0.014644179627385224,-1.7368712916885816,-2.153285654549753
31,0.9193560492344641,-0.02197166218786624,-1.7447493444634947,-2.170025121911136
32,0.9157013676107915,-0.005119573351528881,-1.7466112251750343,-2.1964696355363627
33,0.9143504531722054,-0.0023804611211218733,-1.756136228496189,-2.2135394621333666
34,0.9248369751744652,-0.010557027354648859,-1.7560201783442269,-2.2108515503655815
35,0.9162346931109608,-0.013479420604222928,-1.7630369934104675,-2.216104491332642
36,0.9181297637556407,0.025387098510241943,-1.761861715433142,-2.2094837249994965
37,0.9168274870397699,-0.01041861659085664,-1.7640852691207258,-2.2060020757201384
38,0.9193762065180363,-0.02246330651108617,-1.7631424810126421,-2.2149737664279776
39,0.9163673874837626,-0.0002240025361334903,-1.7619786150801486,-2.2224960458288225
40,0.9061790954469823,-0.01747561365977599,-1.768346060013689,-2.2355166353537745
41,0.9264559577561797,0.008826380800959587,-1.7677559702037506,-2.2257992734958254
42,0.9146696528555431,-0.011750374886295772,-1.7757504952356564,-2.2301818251824788
43,0.9224377772764869,-0.004788182245425342,-1.777535498766899,-2.2337356023208725
44,0.9218738335199701,0.00735529826670998,-1.7767336087853607,-2.229442171260866
45,0.9234646257233526,0.013375026082478932,-1.7671208338910531,-2.2089200852381246
46,0.9190922545633942,-0.02102979468092974,-1.7621309665697382,-2.2140786189853006
47,0.924236713154919,0.008528349620334353,-1.7647593188866442,-2.21688775704682
48,0.9174595895907371,0.008345575963928133,-1.7702272453903751,-2.213000723708994
49,0.9202451652200396,-0.015153344200358548,-1.7689812982851212,-2.2070395257201865
50,0.9188100169459612,-0.01349634376994839,-1.7735297535226038,-2.209728168456461
51,0.9124230133693856,-0.017855602115408837,-1.7743364898521456,-2.2235002470940257
52,0.9245007306380906,0.02142054799709284,-1.775389637751537,-2.2217230969518837
53,0.9140828314372815,0.0015160063628594513,-1.7768420628606076,-2.2210254900984365
54,0.9241884101941747,-0.004740638925726668,-1.7817868966251564,-2.2181243324959654
55,0.9178679817905918,-0.01878826523685803,-1.7863775919932696,-2.2251256390741805
56,0.9253085490668272,-0.025053383707149973,-1.7808065921932306,-2.229016829852292
57,0.9158959975742874,-0.018322652791117836,-1.7871680284859122,-2.2391975643299937
58,0.9234935424004848,-0.00842992307390054,-1.7837647307795117,-2.2384268892483594
59,0.9176218859850221,-0.006532828869220015,-1.7874022509690202,-2.2419462824528553
60,0.907179333133073,-0.019150824789993002,-1.7895906619954967,-2.2473363105290236
61,0.905783369968923,-0.01522057288873995,-1.7994071005459717,-2.2563822186682616
62,0.9128919860627178,-0.002035471030108734,-1.8030100523802544,-2.2606241961764106
63,0.911559029206088,-0.013029914217015869,-1.8058495165523907,-2.2688281918438484
64,0.9202167414050823,-0.0148150586336202,-1.8065653604709075,-2.274208254848481
65,0.92652254853539,0.0038491197228759703,-1.8051208838467487,-2.271440247630338
66,0.915778292044463,0.004989356931793163,-1.8110348676263386,-2.271406406000701
67,0.9287560827250608,0.016157215449795342,-1.8076538830685225,-2.261431714007663
68,0.925902012913027,0.019796935118960236,-1.8077743155284152,-2.2500493551545158
69,0.9217450995347418,0.016958421944467412,-1.8078806719268707,-2.2380541350012146
