episode,service_level,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty
0,0.913329055150806,-0.022020039914167087,-0.213347488467445,0.3294445790784006
1,0.9085171102661597,-0.027787105941128612,-0.36081130759528995,0.12620673048056757
2,0.9187798329355609,-0.01739280001886885,-0.47911050170176755,-0.03348036894146968
3,0.907369224894998,-0.021450397137733567,-0.6002856174569402,-0.2038965805809935
4,0.9192376459847073,-0.032037101203672765,-0.6991236080032176,-0.37287423243783424
5,0.9155150633541324,-0.0191137913723471,-0.7870366049194623,-0.49947890143362195
6,0.9195575287832042,-0.022188971085579073,-0.881934666311687,-0.6346282033380114
7,0.9123408423114594,-0.018712871889189308,-0.9636487121853633,-0.7878477005443754
8,0.9233918350327888,-0.020270813901876423,-1.0182571768506763,-0.8927928222680491
9,0.901792791092659,-0.04524914140717644,-1.1200077399521813,-1.0487087725280644
10,0.9163235785022811,-0.02306658786550096,-1.18812391967927,-1.1659651190311808
11,0.9123183682858567,-0.015427856499777721,-1.2348967858607844,-1.2831876112223537
12,0.9100816432080978,-0.011530501198143998,-1.315925460954637,-1.3935001437552748
13,0.9258469822750729,-0.01901092456491586,-1.3449100671230518,-1.4684890512480309
14,0.9141582211465739,-0.01196961348627567,-1.3786599631880991,-1.5601537151981508
15,0.9194357132165843,-0.013620495122627804,-1.4077220928692444,-1.634392112161656
16,0.9211914247770822,-0.007310831750038876,-1.4234560333737862,-1.688320809747915
17,0.9202181681399285,-0.00046354100065560235,-1.4467069053843926,-1.7336400632279727
18,0.911277632071937,-0.02304305342138332,-1.4923235581694207,-1.7917464477321678
19,0.9205968358701357,-0.0013610645056015185,-1.492058969981069,-1.8284798675328735
20,0.9133852428624397,-0.009536387735351818,-1.5065986831599552,-1.8830781787561202
21,0.9211598101857041,0.002086766300630385,-1.5112526765067416,-1.9177603182967367
22,0.9172152181189334,-0.03173130861308516,-1.5222073930615243,-1.9525247070411393
23,0.9210229409552464,0.0054973008407221136,-1.5437887424410945,-1.9826456841048021
24,0.918605962630174,-0.0027550826163166464,-1.5441375973424176,-2.0089534458789156
25,0.9275395119007205,0.016712116588905986,-1.54091158287456,-2.0079172732691815
26,0.9152042360060515,0.001996485395578839,-1.5584705966690313,-2.0029647961154455
27,0.9221272554605888,0.0021004324132813923,-1.568890201859231,-2.009183487144843
28,0.9254667718546903,0.009843776695682371,-1.5856209504272465,-2.00834470633614
29,0.9142506690454951,0.007241066095209865,-1.6001729081795244,-2.0308568417343587
30,0.9121793910304485,0.013903790610793953,-1.6140808802527364,-2.0451389453808986
31,0.9205767910276952,0.03857473519075735,-1.6190230528644625,-2.0243036932044647
32,0.911924826608994,0.004666794118497245,-1.6369633037923688,-2.025805796421521
33,0.9187082405345212,0.001062704294737057,-1.6537730516205242,-2.0319598566066785
34,0.9164230567423731,0.007990536297158164,-1.6709978007128035,-2.035035158460742
35,0.9268237254753428,0.002461175898092626,-1.676616872683783,-2.0156471580616624
36,0.9276504297994269,0.012338163920434665,-1.689090345710862,-2.0068075111300154
37,0.9127631980469942,-0.014326638343777676,-1.7077474199133151,-2.0194649645844565
38,0.9263245033112583,0.008989589523305787,-1.7110905776661411,-2.0287938478191903
39,0.9173472474289172,-0.024384738095976646,-1.7194269647340106,-2.041444731808638
40,0.9152498329497364,-0.009258174614612345,-1.7277852244686196,-2.0636379145576655
41,0.9154940319566792,-0.0182991853162129,-1.7356255848389244,-2.0860796965307
42,0.9215730934214023,0.021951793378923858,-1.737414899818345,-2.080761708418305
43,0.91272166538165,-0.00015215606357649148,-1.741230236111492,-2.0883784677462627
44,0.914844605566255,-0.030078493075896367,-1.7401476524225552,-2.101196514574527
45,0.9181734600061293,-0.03138946564577456,-1.744285028490083,-2.1142577864953758
46,0.9136766647802301,-0.0090394921652189,-1.7523328695022324,-2.1274661967347797
47,0.9168048229088168,-0.007760499187444779,-1.753540560748634,-2.1375431220790535
48,0.9206037503369142,-0.007352541455464915,-1.7547871886579893,-2.142528678231045
49,0.9187660280585307,-0.007688503596171664,-1.7569007059183046,-2.153953936108659
50,0.9125475285171103,-0.017799620000335067,-1.7637838830737564,-2.162628704774912
51,0.9216802066564337,-0.01928587150432205,-1.7646381319515567,-2.1722151374953684
52,0.918002537192942,-0.019115755174794996,-1.769498088175485,-2.1777318878951157
53,0.92004200420042,0.0083043247223649,-1.7737703919388719,-2.1758124360342532
54,0.9216575922565033,0.0005254500647640587,-1.7793453077380563,-2.1754843313668943
55,0.9090127150336574,-0.0166985783727145,-1.7830742596657478,-2.1839672761605597
56,0.912163681331035,-9.105524818706876e-05,-1.7851598523783203,-2.19238744906824
57,0.9254875436816593,-0.0014691861401455576,-1.7831404586985642,-2.1916215959747185
58,0.9254963708283728,0.005013791859103707,-1.7801183692479885,-2.1870079584752307
59,0.9234710927926925,0.004540494367493513,-1.784513596584307,-2.1827036635501065
60,0.9235777281501949,-0.003290621175376795,-1.782747083419928,-2.1815562123561896
61,0.9155572176514585,-0.006669588511804886,-1.7834202539879127,-2.1836490545988263
62,0.9211982945620465,-0.0044876180604335,-1.7895715825485998,-2.186399083774893
63,0.9228928476469024,-0.006350315655536801,-1.7877000369826765,-2.1840162751287786
64,0.912706437478935,0.00035307844618518325,-1.7920412380360247,-2.1876801737468563
65,0.9167688064960932,0.0007917810939065684,-1.7922171361922632,-2.185144626805664
66,0.9268916545773841,0.011178350005937003,-1.7912722106438763,-2.1806717422857504
67,0.9084567463722162,-0.00041058979070817585,-1.7988333251343969,-2.183120731812216
68,0.9136668816143838,-0.005637696130270689,-1.8009024127689046,-2.1859862634760736
69,0.9248760549521251,-0.0027519427076680095,-1.8020012986245952,-2.185720272280047
70,0.9122405315115799,-0.004125011531883584,-1.8051650567986193,-2.188288812859372
71,0.9125565610859728,-0.00541161287429278,-1.8074081554959853,-2.193005028404318
72,0.9122774062664363,-0.012535800882883584,-1.8090838345350293,-2.197334991560606
73,0.910697248406671,-0.003026346862278813,-1.8093935244010788,-2.1990979130116175
74,0.9238464142002933,-0.0025932056171005763,-1.8098143700543656,-2.1967386160278526
75,0.9283901034365173,-0.0031548847103948043,-1.8087449364822545,-2.1920188497310784
