episode,service_level,squared_starvation_penalty,squared_congestion_penalty,projected_starvation_risk,projected_congestion_risk
0,0.8910293185180712,-0.8475056341849267,-0.6493859517504461,-0.19504282880734536,-0.1395410893049757
1,0.9425004556223802,-1.107186207726142,-0.8261225268110282,-0.23815140302707652,-0.16972382988173576
2,0.9453743428605959,-1.3103727617568517,-0.9746611654846113,-0.26670541913020324,-0.18790530794384736
3,0.9342220082448169,-1.5696918022375732,-1.1485931234515658,-0.3066769871698783,-0.2114002084826271
4,0.9426061228186704,-1.7534482240186606,-1.279946330547019,-0.3311185926452809,-0.22634032631467718
5,0.9357665986312883,-1.9539627489254017,-1.423879567935406,-0.3586831416173383,-0.24503398543176244
6,0.9455150506731206,-2.0946818042040767,-1.5209723603466543,-0.37403657454885947,-0.26114614638129185
7,0.9378233611297097,-2.276492892937813,-1.6468434057872448,-0.4011517096863567,-0.2776040357275691
8,0.9426807228915662,-2.4115617870558674,-1.7367578696607786,-0.4170172614987426,-0.2889944079828966
9,0.9442164462684298,-2.5316240774813075,-1.8207453706324273,-0.4350812231083849,-0.3005647973952218
10,0.9405498907501821,-2.665028137506829,-1.9109373462136068,-0.4537547265855392,-0.31080441841385276
11,0.9354684369486559,-2.788892271388508,-2.0043989399823365,-0.46989760046986834,-0.3246106507771756
12,0.9436877475099004,-2.8952705447933855,-2.078287109589924,-0.48630201837333165,-0.33445404287936215
13,0.9366684079525551,-3.006845684664145,-2.1534408632404216,-0.49992149724116486,-0.3439485497825839
14,0.941844439117929,-3.119894589967835,-2.2263207824045055,-0.5163259019051657,-0.35164726559808035
15,0.9409945421467556,-3.2108100705377023,-2.291059604507089,-0.5261732287636905,-0.35965618132982
16,0.9454347035285559,-3.295020285114458,-2.3399749231992684,-0.5373543363488601,-0.3659034748897179
17,0.9301554094441123,-3.41905570541107,-2.4316415409477616,-0.5525987908726419,-0.3782905664846336
18,0.9407865134835168,-3.504276190458477,-2.4914665405715386,-0.5593633721096144,-0.3829961666703863
19,0.9303647133106828,-3.620709267700474,-2.5729265623532434,-0.5733843449183652,-0.3940879652489602
20,0.9407815871493647,-3.698490531584943,-2.625358369123662,-0.5832576667799729,-0.401520955919916
21,0.9430277549279469,-3.773140753819769,-2.672691497676634,-0.5879068108083949,-0.4031948583360892
22,0.939920256146922,-3.844692632206599,-2.7159081202559214,-0.5973401867975798,-0.40765938917442907
23,0.9376284298319836,-3.9167008417315587,-2.760407605177682,-0.6071187063416876,-0.4139638159882806
24,0.9345232756301014,-3.9898989799214597,-2.810210040435686,-0.6153449212234681,-0.4165551591728882
25,0.939179505553565,-4.0541113383871465,-2.8513995878251897,-0.6244684220476528,-0.424391404982388
26,0.946560799357659,-4.1056099190619815,-2.880556472322387,-0.628893462465238,-0.4253117395123735
27,0.9417930952096524,-4.1664506365716525,-2.923382458934379,-0.6372917406434006,-0.4315054967901486
28,0.9446822424350514,-4.206570722536978,-2.944483750226123,-0.6417605226800194,-0.4332086674958601
29,0.9418872439060865,-4.256356929297526,-2.9766359988431854,-0.6477200503349461,-0.43655328873866533
30,0.9467573095897004,-4.290921413371486,-2.9987404799921085,-0.6507173001322345,-0.43760423918734975
31,0.9418035494429596,-4.338856817191725,-3.028674859429634,-0.6556019570044054,-0.4406570091031204
32,0.9384350868725869,-4.4054677182671576,-3.070698727325673,-0.6685030446272456,-0.4456389431712301
33,0.9462147780868303,-4.449732917285559,-3.0990320841972565,-0.6770430126522486,-0.44919378321706854
34,0.9400365738555923,-4.510123893583527,-3.1382678220404805,-0.6843096527333556,-0.4559810432194433
35,0.9418843114783763,-4.548607750665272,-3.1603535528678317,-0.6867757655841598,-0.4569987814389674
36,0.9346560211309881,-4.616149371693271,-3.206012745646062,-0.695616934475341,-0.46524145295789887
37,0.9417783411807317,-4.654414704915504,-3.229771247210548,-0.6973450147011151,-0.4680146324301214
38,0.9431976286975985,-4.692984991070568,-3.2572608950042072,-0.6996852257044137,-0.4711662757758807
39,0.9358217940999398,-4.742705707171328,-3.292560052077883,-0.7051543978554276,-0.4756074545996562
40,0.9364133738601824,-4.795922799716822,-3.327875650757285,-0.710113676048191,-0.48151275699111623
41,0.9362632784836492,-4.845045131452521,-3.356504653310153,-0.713252783013909,-0.4821802041819881
42,0.9410123316031084,-4.883597744594363,-3.3812519471866778,-0.7172335344892791,-0.48278396492316833
43,0.9405753670961942,-4.928967938586703,-3.4070101273260898,-0.7245992765971024,-0.48491686861041217
44,0.9422304136326556,-4.959896043811725,-3.4264819155713417,-0.7311847520390405,-0.48843522402131306
45,0.9452175231165681,-4.989968358212497,-3.44642929452718,-0.7348128899917563,-0.4909824628991586
46,0.9387246063228754,-5.030332519218527,-3.474052193353036,-0.7391374351353032,-0.49260327786826946
47,0.9452653799758746,-5.058050526602321,-3.4921081547939017,-0.7406975049444391,-0.494559175903725
48,0.9432992788461538,-5.085716604868923,-3.5096025113991987,-0.7416103477649897,-0.4937617654278589
49,0.9371691737193097,-5.12351740212137,-3.5378858020561648,-0.7458934042058765,-0.499430927612401
50,0.9407353652636672,-5.169326602761292,-3.5656963815449907,-0.7515665053767239,-0.5028607272675903
51,0.9466200820294699,-5.194125185525843,-3.5821213631514426,-0.7534730180726557,-0.5038519998722985
