episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
10,0.9320800994523402,-3.798703970290905,-0.6724130908599785,-0.270905579811546,-0.1459019990789415,-0.13242936659305182,-0.04349242410868469,-0.19609803052048333,-0.14771953087226647,-0.3526515777028673,0.038432,0.05,0.0,0.97,100,14,1,15
11,0.943566705365706,-3.8777920135282007,-0.71356960431758,-0.28910683114506797,-0.15424958722733575,-0.14140976151101017,-0.04598497425169837,-0.20871880408782795,-0.15667175327696212,-0.3738466363088469,0.037563,0.05,0.0,0.97,100,14,1,15
12,0.9449316916849384,-3.9698365475626654,-0.7605023313296098,-0.30729188684578107,-0.16475552715802239,-0.15004280730120403,-0.04898181655345428,-0.22123570082635396,-0.16671757807562643,-0.39733911129578064,0.036732,0.05,0.0,0.97,100,13,1,14
13,0.9377774041694688,-4.0599789231586,-0.806836989284617,-0.32627204059627657,-0.1754081555928943,-0.15933530001337423,-0.052822145975214174,-0.2352356854989171,-0.17701331979663243,-0.41860169530615826,0.035938,0.05,0.0,0.97,100,14,1,15
14,0.9432650134249454,-4.150620619038817,-0.8529682710154632,-0.3443327453381808,-0.18554877001797346,-0.16799250540774047,-0.055678882431551224,-0.24807805198198626,-0.18642223200201877,-0.4395117925118301,0.035176,0.05,0.0,0.97,100,13,1,14
15,0.9437504197729868,-4.220128801190136,-0.8884261672614445,-0.3599953515152763,-0.19264686110084342,-0.1751618451040818,-0.05723816975305203,-0.2601011450822508,-0.1951071697299118,-0.45936979766090646,0.034447,0.05,0.0,0.97,100,14,1,15
16,0.940583242289268,-4.311079687491346,-0.9352005236680606,-0.378505901714707,-0.2027546931832877,-0.18419225287681798,-0.0601460575838695,-0.27376196979577194,-0.20526778698908438,-0.4833572858574341,0.033747,0.05,0.0,0.97,100,13,1,14
17,0.947334628706598,-4.385317091645612,-0.9734515831942241,-0.3933813127526967,-0.2115350794321339,-0.1910534932659068,-0.06297013681613561,-0.2837936260837863,-0.21335665605432141,-0.5015851733458513,0.033075,0.05,0.0,0.97,100,13,1,14
18,0.9378906836025404,-4.4067971712998215,-0.9814697235241621,-0.40376809119495505,-0.21153848087161553,-0.19754976165892438,-0.06375947206112437,-0.2954133878544607,-0.2220915259920088,-0.5103612632035749,0.03243,0.05,0.0,0.97,100,14,1,15
19,0.943506471447498,-4.484932610217012,-1.020559109193342,-0.4195012157739521,-0.2199616509733028,-0.20500398762336247,-0.06630746642333166,-0.30706192260097187,-0.23048301453417794,-0.5292870488091405,0.031809,0.05,0.0,0.97,100,13,1,14
20,0.9411204650230507,-4.566417194728022,-1.0625120917892283,-0.4360416107700417,-0.229113441294185,-0.21287275725373134,-0.06878973363046591,-0.3189935474975725,-0.23997059311154825,-0.5512163152839381,0.031211,0.05,0.0,0.97,100,13,1,14
21,0.9408101274414974,-4.625324569298022,-1.0929641583620804,-0.45082481172497996,-0.23508767223721647,-0.2208330363691707,-0.07055402407332576,-0.3304099982527603,-0.24849663037743058,-0.5696987404452171,0.030635,0.05,0.0,0.97,100,14,1,15
22,0.9391169195801858,-4.7062557146489,-1.134259927212217,-0.4668574006751749,-0.2441543473152688,-0.22836457091987877,-0.07316575668485356,-0.3416878634915224,-0.25745750060047323,-0.5910021784412298,0.03008,0.05,0.0,0.97,100,13,1,14
23,0.9374957858539545,-4.77676677159012,-1.1707236266868994,-0.4825586720519858,-0.25210186091764725,-0.23674499475631985,-0.0757406611854816,-0.35285378996326283,-0.26705408767646677,-0.6110783204730453,0.029545,0.05,0.0,0.97,100,14,1,15
24,0.9439708281994073,-4.830271402470234,-1.2002364044378055,-0.49570770890511157,-0.25879602217889647,-0.24375345600242473,-0.07799215512019952,-0.3629858239783197,-0.2750729347034592,-0.625348401379142,0.029029,0.05,0.0,0.97,100,14,1,15
25,0.9441532835644832,-4.896770534626488,-1.2335544279543582,-0.5087635637688729,-0.26604850265572383,-0.25008067689435926,-0.07993317588220882,-0.3729407534967652,-0.2826483509448728,-0.6410665661512017,0.028531,0.05,0.0,0.97,100,13,1,14
26,0.9401104823497709,-4.96824478576677,-1.2707055563507306,-0.5233962017169991,-0.27435748335304744,-0.25707477521944544,-0.08213932345347946,-0.3833107881763394,-0.2907953627700241,-0.6600364786221029,0.028049,0.05,0.0,0.97,100,13,1,14
27,0.9433324452141477,-5.028610980460107,-1.3019832765850534,-0.5365500057887118,-0.2814995121348067,-0.26343825157532386,-0.08434085792973954,-0.39311892934014436,-0.2987193900284708,-0.6746744459594708,0.027583,0.05,0.0,0.97,100,14,1,15
28,0.9465977750475453,-5.074776133253333,-1.326759707559882,-0.5475203366919229,-0.2872657695129501,-0.26909601053758264,-0.08657621422982385,-0.40187199370524507,-0.30556849888124193,-0.6858742924189519,0.027132,0.05,0.0,0.97,100,14,1,15
29,0.9403437139175689,-5.140908689288264,-1.3614278879230528,-0.5613757090038246,-0.2949092256187821,-0.2757590037006597,-0.08883517403148218,-0.41195862495070656,-0.3131671700824929,-0.703403931654035,0.026696,0.05,0.0,0.97,100,13,1,14
30,0.9379065541194653,-5.193259786033404,-1.387579280147376,-0.5735932355233333,-0.3001137657538319,-0.2820051025514578,-0.09078919530600828,-0.42163575635598055,-0.32058777460972365,-0.7187429510132092,0.026274,0.05,0.0,0.97,100,14,1,15
31,0.940374096833007,-5.256843663838166,-1.4207690235382995,-0.5869195775300906,-0.30746644881180696,-0.28853595483774874,-0.09316728241298439,-0.43129839774858897,-0.32799952867913257,-0.7338186675081685,0.025865,0.05,0.0,0.97,100,13,1,14
32,0.942266380236305,-5.190036847697911,-1.3808119308768891,-0.5864191400881199,-0.29785516711110027,-0.29249829315066855,-0.09344257407009655,-0.43910912831847043,-0.33309921320694363,-0.7111823715043211,0.025468,0.05,0.0,0.97,100,14,1,15
33,0.9406745225518082,-5.251019075470271,-1.412068909560354,-0.5987157856902012,-0.3047972339832323,-0.29843930623124654,-0.09558203140876782,-0.44787956015057784,-0.34002049844264415,-0.725939957182432,0.025084,0.05,0.0,0.97,100,13,1,14
34,0.943399375740682,-5.308160098783046,-1.4420324555404584,-0.6107212689737601,-0.3114853201675544,-0.30451374273228266,-0.09772085009254354,-0.45602918572378504,-0.3465011839837502,-0.7416485077607129,0.024711,0.05,0.0,0.97,100,13,1,14
35,0.9445676274944568,-5.359909847623463,-1.4684314724855987,-0.6211732994139256,-0.317292244375944,-0.3093643213646784,-0.09946580456807073,-0.4637568423886696,-0.3521531390622997,-0.7527971442865815,0.024349,0.05,0.0,0.97,100,14,1,15
36,0.942417389543322,-5.415179369674005,-1.4971612567693495,-0.6328236033740031,-0.32368886560012017,-0.3149706856840915,-0.10151438520280212,-0.47205190367263405,-0.3588319114303773,-0.7670591448744084,0.023997,0.05,0.0,0.97,100,13,1,14
37,0.9400914608231474,-5.472112091684071,-1.5264935796767864,-0.6447851395613,-0.33000128867108053,-0.3208274299243349,-0.10348752414626047,-0.4810319498337975,-0.365425089922433,-0.7811960311207446,0.023655,0.05,0.0,0.97,100,13,1,14
38,0.9418952032493035,-5.526720140761867,-1.554108313847298,-0.6562513734573548,-0.33586058457173484,-0.32662082429797035,-0.10525388484207818,-0.48985175499036865,-0.3720346683255022,-0.7961356023580329,0.023323,0.05,0.0,0.97,100,13,1,14
39,0.9439346407421698,-5.577453750713756,-1.5804004469767983,-0.667038503263613,-0.34183515686397437,-0.3319656640572433,-0.10730718718939652,-0.497894345994381,-0.378464787762123,-0.8095458371086811,0.023,0.05,0.0,0.97,100,13,1,14
40,0.9385564260710119,-5.635152009990958,-1.609934795523852,-0.6792172676595752,-0.3481592701950279,-0.3381320910682439,-0.10916384224085977,-0.507396140734032,-0.3854071871227181,-0.8249666598236259,0.022686,0.05,0.0,0.97,100,13,1,14
41,0.9440158658128708,-5.660327590237311,-1.623198176073344,-0.6877361945243452,-0.35130553736886816,-0.34325485437729364,-0.11074162775682422,-0.5153003414207725,-0.39141447885401603,-0.8342824388110363,0.02238,0.05,0.0,0.97,100,14,1,15
42,0.9431307439457973,-5.706345703839719,-1.6470094048655077,-0.697856666086752,-0.3563730928807414,-0.34854362827224206,-0.11235184580511164,-0.5229064093982879,-0.3971652616943821,-0.8470773303465191,0.022083,0.05,0.0,0.97,100,14,1,15
43,0.9412889812889813,-5.756853882755914,-1.6733287797582637,-0.7082978839893891,-0.3621387668719779,-0.3533232988642044,-0.11415731785961787,-0.5307026686869841,-0.4032528500727052,-0.8588517900350922,0.021793,0.05,0.0,0.97,100,14,1,15
44,0.9440410510958698,-5.803091119246604,-1.6971076806789387,-0.7180218004375848,-0.36726861040814257,-0.3580489433153975,-0.11564412230845958,-0.5380183632903869,-0.40838019021829497,-0.8726178011426351,0.021511,0.05,0.0,0.97,100,13,1,14
45,0.936744655781855,-5.857015934331426,-1.7255382365580783,-0.7294745814508018,-0.37392682860223253,-0.36391227596662806,-0.11793153135809165,-0.5469293818365988,-0.41511196474885115,-0.8858576483610668,0.021236,0.05,0.0,0.97,100,13,1,14
46,0.937576581566712,-5.896010287213367,-1.7464862226133566,-0.7397900844826317,-0.37812394766862556,-0.36910273850694736,-0.11949472649916865,-0.5552652863804705,-0.4213556487709269,-0.8980313961371468,0.020968,0.05,0.0,0.97,100,14,1,15
47,0.9404865771812081,-5.943662054624003,-1.7712695985756388,-0.7497421007124125,-0.38374316214661125,-0.37392454745764775,-0.12135169505850572,-0.5623530707166647,-0.42702317859060285,-0.9084899885412294,0.020706,0.05,0.0,0.97,100,13,1,14
48,0.943859824115173,-5.97789119535863,-1.7898287211796406,-0.7585309913615382,-0.3878613414403868,-0.378693922289316,-0.12285957336756648,-0.569429163510263,-0.4319164862073635,-0.9165335043284719,0.020451,0.05,0.0,0.97,100,14,1,15
49,0.9440738494710599,-6.0109284648386385,-1.806947057949287,-0.7665748658635823,-0.3915648926526689,-0.3829297234614759,-0.12443269757689925,-0.5753192389015338,-0.43694592043684455,-0.9246534051156536,0.020203,0.05,0.0,0.97,100,14,1,15
50,0.9414242088660694,-6.056132490805613,-1.8305096728352053,-0.77633596841417,-0.39668839705852255,-0.38750305548777825,-0.1258792555289956,-0.5823919084181179,-0.44292785559349723,-0.9365061388537975,0.01996,0.05,0.0,0.97,100,13,1,14
51,0.9484628076910125,-6.0830377358797385,-1.8445101361363956,-0.7832856950347912,-0.3997123996876001,-0.3910045168721532,-0.1270910206040295,-0.5878897558476537,-0.4472307605773057,-0.9439120614755705,0.019723,0.05,0.0,0.97,100,14,1,15
52,0.9379521704180064,-6.130021905162523,-1.8683397880899173,-0.7930527060294966,-0.40501485930204967,-0.3957039172978236,-0.1286528965008206,-0.5950343295514653,-0.4529089665842061,-0.9558135976518027,0.019492,0.05,0.0,0.97,100,13,1,14
53,0.9398439592820788,-6.171482805858521,-1.8898466457241239,-0.8019922764867934,-0.4097973617635737,-0.40012017330136307,-0.13023712441446791,-0.6015806125397551,-0.4582363655744001,-0.966472396118443,0.019265,0.05,0.0,0.97,100,14,1,15
54,0.9405221301298614,-6.214893695679719,-1.9129208482078253,-0.8114755703678721,-0.415003179089137,-0.40495022079561455,-0.13207350511654536,-0.6085290161011739,-0.46358700711524553,-0.9777080610187026,0.019045,0.05,0.0,0.97,100,13,1,14
55,0.9367035616805371,-6.261676916649983,-1.9367929724389532,-0.8211989725917523,-0.42025953085083034,-0.4095321664230024,-0.13380703750949863,-0.6153709046058249,-0.4688509997705948,-0.9890205553315078,0.018829,0.05,0.0,0.97,100,13,1,14
56,0.9456038777433688,-6.297698335013902,-1.9554479895511445,-0.828865438958047,-0.4243074241351352,-0.4133809628231111,-0.13501130208213571,-0.6209609996329193,-0.4730458097261994,-0.9978642289855335,0.018618,0.05,0.0,0.97,100,13,1,14
57,0.9402912458477335,-6.33935365469258,-1.9764671887553684,-0.8375682245683249,-0.4286135919146937,-0.4175391801305531,-0.13610022487884138,-0.6272744695814231,-0.4778765695282883,-1.0101194428934765,0.018411,0.05,0.0,0.97,100,13,1,14
58,0.9444883412067313,-6.3756718058508035,-1.99513243526488,-0.845263413597412,-0.4327844952886707,-0.4212342092124476,-0.13737889471755815,-0.6327758252320982,-0.4825766191701249,-1.0186795646778275,0.01821,0.05,0.0,0.97,100,13,1,14
59,0.9389881454963018,-6.416603230379748,-2.016512360910089,-0.8540303886702473,-0.4374030248234907,-0.4256763513602694,-0.13869436732367937,-0.6393340745883103,-0.4875487982457216,-1.0300121334268129,0.018012,0.05,0.0,0.97,100,13,1,14
60,0.9420142765316823,-6.33596742348511,-1.9760251856673388,-0.8487563076329329,-0.425871627076885,-0.4223137616713253,-0.14011016174104307,-0.6423374330243996,-0.4892386048681667,-1.0096233293125643,0.017819,0.05,0.0,0.97,100,14,1,15
61,0.9420423337129078,-6.362881009409996,-1.9901555403613513,-0.8557473353186893,-0.4292205207799706,-0.42625403804493783,-0.141438589832329,-0.6480256311047219,-0.4933118376963511,-1.0152891707977245,0.01763,0.05,0.0,0.97,100,14,1,15
62,0.9411576321467098,-6.400336614647919,-2.0091917577283773,-0.8635213357724082,-0.4331724249773702,-0.42983692527860473,-0.1425550725193312,-0.6533879582422424,-0.49763275399008394,-1.0245409318934453,0.017445,0.05,0.0,0.97,100,13,1,14
63,0.9436666889945743,-6.435423863081708,-2.0273445524261406,-0.8710487293670951,-0.4371950052401493,-0.43353137727741403,-0.14388255210238104,-0.6594166964937247,-0.5018756723824636,-1.0332951526879552,0.017263,0.05,0.0,0.97,100,13,1,14
64,0.9427237588474474,-6.470989465696536,-2.0457978243028294,-0.8783840805070793,-0.4414212342914409,-0.4370431777688263,-0.14523543200281355,-0.6643662551025643,-0.5061129929897608,-1.0425231421156975,0.017086,0.05,0.0,0.97,100,13,1,14
65,0.9393158940174393,-6.509194438125942,-2.065457028112088,-0.8864990192969019,-0.44578350900447267,-0.4410477857376238,-0.1466328795440137,-0.6706618837081958,-0.5107735227898006,-1.052980725191572,0.016912,0.05,0.0,0.97,100,13,1,14
66,0.9410500512097248,-6.545086214537963,-2.0838488129452313,-0.8940473004869377,-0.44985411333736913,-0.4447759638162166,-0.14799149942372633,-0.6761147936417299,-0.5149595284003927,-1.0623446036844368,0.016741,0.05,0.0,0.97,100,13,1,14
67,0.9455300192366103,-6.575888463068106,-2.099424133277574,-0.9005786447632074,-0.4532838859266441,-0.4479188507555356,-0.14913162214673825,-0.6811117316667941,-0.518627003254497,-1.0701616255752318,0.016574,0.05,0.0,0.97,100,13,1,14
68,0.9412119082283247,-6.5806633087450255,-2.104448992875023,-0.9064058273395621,-0.45432474476853957,-0.4516477645156402,-0.15029070197825697,-0.6868597605824953,-0.5233445987722924,-1.0710327034316534,0.016411,0.05,0.0,0.97,100,14,1,15
69,0.9415435194659242,-6.596314310805955,-2.1133575734756502,-0.912425493507978,-0.4559804885421359,-0.45514448339058156,-0.15125062203784595,-0.6923762049932616,-0.5275192858347149,-1.0770403201352046,0.01625,0.05,0.0,0.97,100,14,1,15
70,0.9434636118598383,-6.589039650137476,-2.107963152174949,-0.9151395007380893,-0.4541183331787799,-0.4578881634809618,-0.1518132657949565,-0.6976693587587458,-0.5310220384000092,-1.0760329724354933,0.016093,0.05,0.0,0.97,100,14,1,15
71,0.9458257394619359,-6.618876681792988,-2.123437648882297,-0.9214006240158572,-0.4575072119490388,-0.4608609024568613,-0.15288584089442733,-0.7023340921241652,-0.5345018380350478,-1.083529375630508,0.015938,0.05,0.0,0.97,100,13,1,14
72,0.9419922857622003,-6.651473468284322,-2.140329861416033,-0.9282932477422893,-0.46120345449872674,-0.4643396424719276,-0.15395763597209908,-0.707359973821858,-0.5381659453076479,-1.091898051203709,0.015787,0.05,0.0,0.97,100,13,1,14
73,0.9438339025462416,-6.661673636317239,-2.146248345733024,-0.933280888744257,-0.46236522343904524,-0.46762667514821876,-0.15469780980201217,-0.7119229906766149,-0.5416256720171905,-1.0969045671135105,0.015638,0.05,0.0,0.97,100,14,1,15
74,0.9421821363666958,-6.693557483009835,-2.1630234560118016,-0.940334405182927,-0.46608590630135305,-0.47123920973477396,-0.15582515955866486,-0.7169352981288323,-0.5458813443542132,-1.1053052243632338,0.015492,0.05,0.0,0.97,100,13,1,14
75,0.9421856004322572,-6.724507978191844,-2.1788331967048316,-0.9467920872552725,-0.46955648950664575,-0.4743277212541734,-0.15698363976231702,-0.7213510116434754,-0.5495060303095498,-1.1129332455897654,0.015349,0.05,0.0,0.97,100,13,1,14
76,0.9469922472798211,-6.751322631371499,-2.192450654405839,-0.9522659104184986,-0.47251583590006635,-0.47686361508384717,-0.15787224098577862,-0.7255873026387669,-0.5526306250756211,-1.119939688551635,0.015209,0.05,0.0,0.97,100,13,1,14
77,0.939334735998397,-6.77459123579931,-2.204435112947842,-0.9585676742072431,-0.474988315850221,-0.48030503719780476,-0.1589502736162603,-0.7309616311386383,-0.5562738983739093,-1.1259209368970442,0.015071,0.05,0.0,0.97,100,14,1,15
78,0.9428096341832107,-6.804530633282918,-2.2199232103855766,-0.9651409691279401,-0.4784165061083195,-0.4836240929220457,-0.1601212126519673,-0.7356008163097209,-0.5597564238243244,-1.1328457528983482,0.014935,0.05,0.0,0.97,100,13,1,14
79,0.9428615143993744,-6.8304542548558445,-2.2335652483448003,-0.9712497288424492,-0.48154573373291953,-0.48696968613852,-0.16132672265602782,-0.7405503029999523,-0.5634706471240829,-1.1396929222340437,0.014802,0.05,0.0,0.97,100,14,1,15
80,0.946206942881615,-6.834412005933031,-2.2358068959784574,-0.9752453964818703,-0.4816480188315672,-0.48943801304675516,-0.16162276814234003,-0.7447796720860047,-0.5664858906195628,-1.1421854073667628,0.014671,0.05,0.0,0.97,100,14,1,15
81,0.9399286181068718,-6.864119234947565,-2.25130392797491,-0.9817961290139156,-0.48508320398274024,-0.49276553414656177,-0.16271743357806967,-0.749684832590982,-0.5703393933579336,-1.1497170889257442,0.014543,0.05,0.0,0.97,100,14,1,15
82,0.942183865421569,-6.8930909153150175,-2.2661042920766037,-0.988086698018249,-0.4884160611319908,-0.49590480419551025,-0.1638183342003664,-0.7544689618697735,-0.574297134399727,-1.1561792123595314,0.014417,0.05,0.0,0.97,100,13,1,14
83,0.9404361995487591,-6.900471312140114,-2.270177373630585,-0.9920328989766845,-0.48950701451904327,-0.4982789128905737,-0.1649561156211477,-0.7590881989978248,-0.5779140995223304,-1.1592496300640498,0.014293,0.05,0.0,0.97,100,14,1,15
84,0.9429620971781599,-6.928419163180472,-2.2845178629327094,-0.9979820665634471,-0.49264336912065587,-0.5011761342527473,-0.16591202431631927,-0.763438588388527,-0.5811430153915723,-1.1663522044388237,0.014171,0.05,0.0,0.97,100,13,1,14
85,0.9367610388288579,-6.960419226533749,-2.3012640357326677,-1.0049910104944524,-0.49625347952637877,-0.504698325924024,-0.16715822310830863,-0.7687728419264578,-0.5854494293809592,-1.1746168158960764,0.014051,0.05,0.0,0.97,100,13,1,14
86,0.9377280054297107,-6.889975392258832,-2.2611663696044033,-1.001301777319152,-0.4848132671307214,-0.5064647755507351,-0.16523902970946838,-0.7727764066745946,-0.5883329632301693,-1.1654654667639848,0.013933,0.05,0.0,0.97,100,14,1,15
87,0.9394550958627649,-6.919636826492965,-2.276878833951443,-1.0077389856685877,-0.4883312106383118,-0.509702832509188,-0.1663712373936216,-0.7774466855953327,-0.5917997587640955,-1.1734202330402557,0.013817,0.05,0.0,0.97,100,13,1,14
88,0.9396909285523147,-6.949495402106303,-2.2919888061811964,-1.0138613784015829,-0.4916207246504421,-0.5127136376482478,-0.16745870192569287,-0.7822879916597443,-0.5956212136341978,-1.1811037786706193,0.013703,0.05,0.0,0.97,100,13,1,14
89,0.9373511477458912,-6.9767854678687575,-2.305732264898884,-1.0199469601911784,-0.4945463107906156,-0.5157135615682833,-0.16848298205353945,-0.7869526996117846,-0.5992470076115148,-1.1881336126817121,0.013591,0.05,0.0,0.97,100,14,1,15
90,0.942423177932788,-6.997526300320252,-2.316149768417416,-1.0250417536385372,-0.4966452596901524,-0.5183030485715531,-0.16931683356240756,-0.7914562287660533,-0.6023073325262689,-1.1936057850182407,0.013481,0.05,0.0,0.97,100,14,1,15
91,0.945707585644372,-7.016938543051566,-2.3255099683098783,-1.0294134953664102,-0.49850003935604353,-0.520452330553943,-0.16993465265729088,-0.7954272740938423,-0.6052578026335397,-1.1990936479629433,0.013372,0.05,0.0,0.97,100,14,1,15
92,0.9423793711032801,-7.042494766158928,-2.338696541608481,-1.0349208519158506,-0.5013955648938684,-0.523128879578333,-0.17088404113039832,-0.7996922171754755,-0.6086448465059309,-1.2049525305987756,0.013265,0.05,0.0,0.97,100,13,1,14
93,0.9419114203519101,-7.068701618836166,-2.352301183967817,-1.0404199891557837,-0.5042247112398249,-0.5257383123895657,-0.1716799530992291,-0.8039618116372532,-0.6116199331288024,-1.2126517180557785,0.01316,0.05,0.0,0.97,100,13,1,14
94,0.9418614534636635,-7.079344171289246,-2.357865582532947,-1.0446275301949268,-0.5053555187210735,-0.5284498512738894,-0.1722682993144346,-0.8079100422501284,-0.6142289737161881,-1.2135434038808586,0.013057,0.05,0.0,0.97,100,14,1,15
95,0.9416379092668967,-7.0885444736879055,-2.3624956199382656,-1.0482646651764154,-0.5061982040850982,-0.5308269018686335,-0.1730923476330073,-0.8121433600852411,-0.6171941959845542,-1.215698429597311,0.012955,0.05,0.0,0.97,100,14,1,15
96,0.9440696593118607,-7.109657658252157,-2.373665398007251,-1.0531346681427634,-0.5086213492243705,-0.5333762079912797,-0.1739536762526487,-0.8158754899413839,-0.6198822650615743,-1.2201357621384428,0.012855,0.05,0.0,0.97,100,14,1,15
97,0.9434681809018212,-7.130177900726494,-2.3847056903777886,-1.0580017575325182,-0.5110774931630282,-0.535872364035103,-0.17475614345165785,-0.8196043555466215,-0.6227806082971332,-1.2252301480855605,0.012756,0.05,0.0,0.97,100,14,1,15
98,0.946027037049523,-7.151883338014224,-2.3957516879328256,-1.0627442088154226,-0.5135004843936309,-0.5381797785545106,-0.17555673401024735,-0.8232275091604943,-0.6254965914469482,-1.2310760112657515,0.012659,0.05,0.0,0.97,100,13,1,14
99,0.9420767640879354,-7.175804910959993,-2.408060602211381,-1.0678264335047372,-0.5162223147750249,-0.5406938863474783,-0.1763338803101063,-0.8268087577394545,-0.6283952417222622,-1.236770487788841,0.012563,0.05,0.0,0.97,100,13,1,14
100,0.9383641707300782,-7.198621632636977,-2.4203239744194365,-1.073645392577161,-0.5189317597640283,-0.5435916489139875,-0.17741326762516638,-0.8312199840357225,-0.6317022775187497,-1.2424072734797056,0.012469,0.05,0.0,0.97,100,14,1,15
101,0.9409687610873642,-7.192286195490256,-2.41889686784834,-1.0767053139426728,-0.5182835814717031,-0.5458892388413175,-0.17781667402719378,-0.8349127008773494,-0.6346990279574732,-1.2433712053470156,0.012376,0.05,0.0,0.97,100,14,1,15
102,0.9416648496335184,-7.213417816294908,-2.4300093461954204,-1.0817292803454963,-0.5207564750360668,-0.5484924371859308,-0.1786884226859409,-0.8390415650959878,-0.6380137240396785,-1.2487446435803786,0.012284,0.05,0.0,0.97,100,14,1,15
103,0.9458123073796864,-7.232496401444442,-2.440252193630115,-1.0862749013182142,-0.5231358341362734,-0.5507550327102952,-0.17961616380900314,-0.8423196784484039,-0.6407284222909209,-1.2534916151730233,0.012194,0.05,0.0,0.97,100,14,1,15
104,0.9406860689423803,-7.256785673138868,-2.4528837392986107,-1.0916694168328371,-0.5258956849041984,-0.5535148905865986,-0.1805778563678214,-0.8463510012185046,-0.6440343034769274,-1.2603203807582268,0.012105,0.05,0.0,0.97,100,13,1,14
105,0.9420087452408267,-7.2804037998302835,-2.4653028772236847,-1.0968419411786714,-0.5286442566005254,-0.5561250116429134,-0.18153316354831936,-0.8501113592343791,-0.6470760788896235,-1.2669489704242836,0.012018,0.05,0.0,0.97,100,13,1,14
106,0.9390989055260861,-7.305518651414068,-2.4782369678982237,-1.1021431225006912,-0.5315356309223771,-0.5587383737057682,-0.18242440958452907,-0.8542286105248297,-0.6505740198783377,-1.2735753819833833,0.011931,0.05,0.0,0.97,100,13,1,14
107,0.9408455448879905,-7.3234386422806885,-2.4876254159047715,-1.1067817419603931,-0.5335144326832996,-0.5611795843989221,-0.18321682411461382,-0.8581374716569787,-0.6536149489621238,-1.2787764764601117,0.011846,0.05,0.0,0.97,100,14,1,15
108,0.9370772665178423,-7.344760373334829,-2.4985305600961274,-1.1121701854319315,-0.5354420036980656,-0.5639793740850614,-0.1839228772434694,-0.8628193841992869,-0.6568459685161282,-1.2865817872841574,0.011762,0.05,0.0,0.97,100,14,1,15
109,0.9409219727332182,-7.367713122833409,-2.510374344794765,-1.1171535906325696,-0.5379329597464289,-0.5664278066297375,-0.18478308276236938,-0.8664326653835563,-0.6595821750210441,-1.2923061542406742,0.01168,0.05,0.0,0.97,100,13,1,14
