episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,projected_starvation_risk
0,0.9056268984391447,-69.0704842205346,-46.40604762752518,-7.60097834598467
1,0.9360893252709094,-204.6696299167379,-139.29665096075934,-21.653727074664438
2,0.9293980791027859,-302.9509235986965,-209.1742088627669,-30.6854516428089
3,0.9308857915034466,-373.163421610045,-257.82702657888905,-36.97780831636147
4,0.9349442934376774,-420.08442794458784,-291.25434743970055,-41.00545135492324
5,0.9337343878828595,-452.2512213036975,-313.3526891870041,-43.78822964400678
6,0.9344272202580606,-473.10782311869406,-327.4850583184998,-45.36138152289507
7,0.9359838891770664,-490.2367594943339,-339.1888966763985,-46.33697520346422
8,0.9367912140384386,-492.1503574160014,-339.31615362680105,-46.20125765660799
9,0.9349053470607771,-499.64537510814483,-343.6499494646643,-46.653187860007975
10,0.9318168231003766,-499.6725398275108,-341.9653762087285,-46.96051495033313
11,0.9400931414055885,-497.62952679685304,-338.6271760338834,-47.12398784811319
12,0.937136031058683,-504.33983272785593,-342.21654955383815,-47.37526994738145
13,0.9412498478763539,-512.3262501432935,-347.1530455353526,-47.31198837470481
14,0.9306210750878879,-514.9336750296118,-348.15560143599106,-47.423119221404896
15,0.941402934400388,-519.1371433997625,-350.4408223085117,-47.39232635043328
16,0.9357390616442525,-516.554304056562,-346.6421371637481,-46.950488466614495
17,0.934490447779184,-519.5517440059032,-347.20026641043904,-46.97764077771415
18,0.930055586932612,-513.5562354043498,-340.6209075430941,-46.61889141260324
19,0.9277305329419242,-512.1264229725131,-338.49793457199246,-46.35550883411386
20,0.9384333953097823,-519.505015032637,-342.4791302800667,-46.759010551459134
21,0.9394785564694813,-521.4728072107307,-342.68483682338103,-46.55223414186823
22,0.9317289691406486,-521.5332910464672,-340.9724156156926,-46.248799834218836
23,0.9373234945795754,-519.7297443013915,-338.24897639403684,-45.88189535189763
24,0.941309861256154,-518.7495591126942,-336.52269804557505,-45.6885272636843
25,0.9371512569748605,-521.3836099894309,-338.076079736925,-45.3360238003575
26,0.9389727022140549,-522.2474420794302,-337.2833963962449,-45.21106604418086
27,0.939029844071435,-524.4692927116777,-337.7787031145181,-45.162936158382045
28,0.9319689610235754,-522.1390923837217,-335.26198113904445,-44.70670154585889
29,0.9354683216340794,-519.7427510162037,-332.6082039540434,-44.237675094483045
30,0.9309322795042213,-523.7496592234511,-335.5380282062492,-43.94421388830147
31,0.9365256124721604,-523.9277364501183,-335.3708410387818,-43.37365340519031
32,0.940127158224606,-523.7756749307814,-334.55526616746886,-42.952328114869644
33,0.932937181663837,-524.4222283113264,-333.1401221389855,-42.78679119435151
34,0.9322089650429114,-527.4858663322944,-335.05766288177614,-42.738906846053034
35,0.9349085912295376,-527.325243072311,-334.8064399783848,-42.358820103637875
36,0.9414251026709434,-525.9251270772837,-332.72849106156906,-41.94051010525582
37,0.9385805277525022,-527.8308443514685,-333.34872821444924,-41.709467531344224
38,0.9341950999549076,-528.9929387427227,-333.74704929478463,-41.264823491765995
39,0.9386237949895742,-531.921830203378,-335.6386628243727,-40.936758170479735
40,0.9385247121135478,-535.6577804731652,-337.6153251951897,-40.9353772966487
41,0.938017778315293,-536.6084904429737,-337.85987652809564,-40.69907876572023
42,0.940954467981495,-537.836456473741,-337.909290598344,-40.43891213200727
43,0.939233415532621,-538.5016632156171,-337.77106452444804,-40.45505325505297
44,0.9365513885086839,-540.3045395879171,-337.9873185462219,-40.11245263338435
45,0.937849501580355,-539.7535503542376,-336.5105183811599,-39.941989072681395
46,0.9325705066921606,-536.2200955741117,-333.2912791236543,-39.30335264317669
47,0.9320745683593166,-539.6522321049772,-335.50601453264903,-39.03790224820328
48,0.9376672580208678,-542.9252130377874,-336.8894709906117,-38.89343694256069
49,0.9361758788022251,-541.2875800537174,-335.07599843900795,-38.21647139463194
50,0.9379898089931166,-544.6849259375168,-337.00133493330213,-37.99435089207644
51,0.9285565258859647,-546.8737025141428,-338.1142931552206,-37.75371988783458
52,0.9378929146293316,-546.0257690922008,-336.7858828816877,-37.52352650815183
53,0.9363339974642275,-548.8899789221896,-338.65381986820864,-37.19606428047842
54,0.9364125560538117,-546.0778175499007,-335.14057925842326,-36.861122077313865
55,0.9396621804715021,-547.5040767505772,-335.3130531173383,-36.653102717696605
56,0.9323006997189163,-547.5707907750126,-334.2626497630733,-36.489529274335176
57,0.9480902566597738,-545.403179776707,-332.23047473276944,-36.13124536111014
58,0.9296898255640889,-546.5069487830891,-332.29290132231677,-36.00996768892033
59,0.9407822922983626,-548.408788589013,-333.01558875491213,-35.90445894661082
60,0.9422823218997362,-548.233565733352,-331.9350889979082,-35.74050158331533
61,0.9414680126489905,-549.275649936956,-331.9874795209177,-35.62997089412952
62,0.9422382671480144,-550.8210238024284,-332.78488168320035,-35.290622291043036
63,0.9294014932562621,-552.9090417388777,-333.70092471407753,-35.1453116241978
64,0.9406065711878686,-554.7558129682604,-334.41950203830834,-34.909030019238756
65,0.9403393867222387,-554.7319351271643,-334.4156045621709,-34.45100995279247
66,0.9396515087122822,-553.5961317920321,-333.6569664718147,-33.98471311533733
67,0.9358970504224421,-556.2107838622511,-335.04221890635614,-33.792565807766266
68,0.932364381991979,-557.8953285209068,-335.82223478887045,-33.435626852519135
69,0.9428736999420502,-557.6584205506549,-334.86385412824086,-33.086584307353874
70,0.9331166094756487,-556.5851417033437,-333.247958164127,-32.60752820039894
71,0.9382079408608561,-558.2184266437279,-334.5550291804357,-32.17378884679253
72,0.9376451888983983,-559.6790428273366,-335.1397774009365,-31.970699650057533
73,0.9461310681063619,-560.1012039844328,-335.08812131172397,-31.737620857585814
74,0.9442501292618388,-561.7214463793432,-336.16104868143793,-31.478507358197827
75,0.9435914452052728,-562.8806932201974,-336.5261137843229,-31.27119719943995
76,0.9329461773334131,-564.9486708404013,-337.20944094892207,-31.044193827340262
77,0.9312732286296607,-566.6262108354728,-337.9921230412117,-30.80959009360196
78,0.9431762991743565,-566.2468776102837,-337.4428739715374,-30.443427347104492
79,0.9400910687181929,-568.5734957892938,-338.9198259899176,-30.180164694375975
80,0.93749065797734,-570.5747444871638,-339.7659066760957,-30.001667013313646
81,0.9433503525407245,-572.5560954999308,-341.00102122438244,-29.670221830945213
82,0.9466084620550705,-573.2051267094872,-341.63053251747345,-29.292219757645274
83,0.9357114856918856,-575.8462086045139,-343.546539203408,-28.89568698182604
84,0.9370991538947939,-577.3813926567942,-344.4973335021698,-28.57831519733937
85,0.9443825468999367,-578.2965966861257,-345.0708411082593,-28.326421323896216
