rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,net_starvation_shortfall,net_congestion_shortfall
0.5105837,0.2274656,0.101146586,1.0,0.71590906,0.11940298,0.04477612,0.13977672,0.11315627,0.051573522,0.022340354
0.5195638,0.2264966,0.09975966,1.0,0.725,0.104477614,0.014925373,0.13303348,0.11890603,0.046266995,0.020577976
0.5144323,0.22813037,0.09598381,1.0,0.6666667,0.104477614,0.014925373,0.13632706,0.12736602,0.04610991,0.022530107
0.45798588,0.19130293,0.106213294,1.0,0.69769233,0.11940298,0.04477612,0.22034797,0.11521935,0.090617344,0.021582916
0.487492,0.21643306,0.11285399,1.0,0.75274724,0.13432837,0.029850746,0.2443224,0.12845111,0.09821145,0.025293019
0.47851187,0.19897763,0.121900715,1.0,0.80875,0.11940298,0.04477612,0.2517922,0.12869808,0.09362706,0.025561726
0.47979474,0.18906283,0.12735611,1.0,0.8525,0.104477614,0.04477612,0.23706016,0.14324011,0.07650091,0.028592244
0.45542014,0.19742756,0.120694846,1.0,0.8925,0.13432837,0.05970149,0.25346535,0.145741,0.08311218,0.02296341
0.4810776,0.2589841,0.096354306,1.0,0.7827273,0.14925373,0.029850746,0.26817247,0.17593259,0.080308504,0.026046503
0.477229,0.24012055,0.102814145,1.0,0.7785714,0.14925373,0.029850746,0.26134092,0.18746613,0.07330653,0.026181737
0.45542014,0.21885853,0.10370527,1.0,0.76428574,0.11940298,0.029850746,0.25978854,0.19798887,0.06657315,0.026204862
0.456703,0.21511666,0.09879754,1.0,0.72337663,0.104477614,0.04477612,0.2786323,0.19591473,0.068896,0.024964547
0.43489417,0.20202488,0.08649776,1.0,0.70194805,0.07462686,0.04477612,0.2742409,0.19302972,0.06287016,0.019580401
0.4323284,0.20669997,0.08091941,1.0,0.70194805,0.07462686,0.029850746,0.29893747,0.19428921,0.066263825,0.021528538
0.45542014,0.20256522,0.08255947,1.0,0.6614286,0.07462686,0.014925373,0.2715831,0.21771488,0.06620842,0.014843333
0.46568313,0.19692296,0.08776467,1.0,0.5914286,0.07462686,0.014925373,0.26449606,0.2241768,0.06363993,0.014209823
0.46824887,0.19829065,0.09345081,1.0,0.6816176,0.08955224,0.014925373,0.25731838,0.22820716,0.048082773,0.01468798
0.46183452,0.18278714,0.09373423,0.8793651,0.7,0.04477612,0.014925373,0.32296395,0.23992288,0.08295542,0.020644732
0.44644,0.19703764,0.073125556,1.0,0.6221154,0.104477614,0.014925373,0.26959208,0.25570706,0.037908334,0.036305934
0.47979474,0.21799746,0.07397363,1.0,0.5990385,0.08955224,0.014925373,0.25695378,0.2283717,0.04487634,0.035002533
0.51699805,0.23760888,0.08241386,1.0,0.745,0.08955224,0.014925373,0.26278237,0.22479935,0.04444996,0.04494426
0.5298268,0.23752949,0.08428846,1.0,0.76625,0.104477614,0.014925373,0.24776247,0.21898763,0.04280959,0.045507744
0.54137266,0.23107873,0.09488152,0.98,0.785,0.08955224,0.014925373,0.23044942,0.24233936,0.039103985,0.060712125
0.49518922,0.21984181,0.09514978,0.98,0.8164773,0.07462686,0.029850746,0.24913917,0.20347595,0.03639689,0.038873844
0.49775496,0.223497,0.097634815,1.0,0.8164773,0.08955224,0.029850746,0.23836544,0.1882681,0.037348617,0.03503828
0.4862091,0.21898387,0.06642822,0.875,0.6333333,0.04477612,0.014925373,0.23014493,0.14054054,0.02535046,0.021119624
0.51699805,0.23423205,0.07327401,0.93317306,0.6346667,0.08955224,0.014925373,0.216695,0.13574629,0.0298186,0.019979304
0.53239256,0.22468798,0.08662087,0.93317306,0.7,0.07462686,0.029850746,0.19293025,0.14314087,0.025453502,0.025954915
0.5195638,0.20872584,0.08735425,0.9269231,0.7,0.07462686,0.029850746,0.17723033,0.13084696,0.020766044,0.023010299
0.5439384,0.23280466,0.093881264,0.9116667,0.79333335,0.07462686,0.014925373,0.15835412,0.122036524,0.02629756,0.025639871
0.53367543,0.23832747,0.09231668,0.92833334,0.75285715,0.07462686,0.014925373,0.15143873,0.11572806,0.03480403,0.0237639
0.5695959,0.2440538,0.11326002,0.97692305,0.785,0.08955224,0.029850746,0.15126935,0.12564798,0.035499927,0.022246921
0.5747274,0.25009403,0.12207896,1.0,0.785,0.08955224,0.04477612,0.1527036,0.12762782,0.040803134,0.026431588
0.57729316,0.25344568,0.12161267,1.0,0.785,0.104477614,0.029850746,0.14675693,0.116694435,0.0408901,0.024891036
0.56574726,0.24410799,0.1165653,1.0,0.7781818,0.11940298,0.029850746,0.13461243,0.11514074,0.037852895,0.025562476
0.56574726,0.23442338,0.1184373,1.0,0.79333335,0.08955224,0.029850746,0.122053266,0.115207665,0.031964395,0.025030522
0.52854395,0.25751027,0.10537666,1.0,0.7416667,0.104477614,0.04477612,0.15435247,0.10010989,0.041370172,0.022582319
0.53752404,0.2552458,0.11333862,1.0,0.82678574,0.104477614,0.04477612,0.14420857,0.097162284,0.039577212,0.026773438
0.5195638,0.24821514,0.10238986,0.92291665,0.72727275,0.05970149,0.014925373,0.13623412,0.077616684,0.03219744,0.018762853
0.5157152,0.24510263,0.10129574,0.92291665,0.72727275,0.05970149,0.014925373,0.12870741,0.072342135,0.032632053,0.01841979
0.5054522,0.24048617,0.09681604,1.0,0.72337663,0.07462686,0.029850746,0.117670946,0.057621267,0.032333788,0.01690498
0.52341247,0.2583957,0.09822004,1.0,0.7,0.104477614,0.014925373,0.122380875,0.053874243,0.038073856,0.0166834
0.5105837,0.25154233,0.089153014,1.0,0.6575758,0.08955224,0.0,0.10749995,0.046790067,0.03479558,0.013432164
0.5016036,0.23235664,0.09082424,1.0,0.6666667,0.104477614,0.0,0.08726606,0.053270124,0.027232558,0.015441589
0.49775496,0.23704185,0.08859217,0.9285714,0.6431373,0.08955224,0.0,0.08476639,0.047969192,0.025350433,0.014811892
0.48877487,0.22139704,0.09077164,0.9125,0.6666667,0.05970149,0.0,0.07617848,0.04876563,0.022341225,0.016140018
0.4913406,0.23371883,0.082754016,0.9785714,0.6666667,0.07462686,0.0,0.0779757,0.041701466,0.024554415,0.017227378
0.50032073,0.2343276,0.08209302,0.98,0.675,0.08955224,0.0,0.07314566,0.03687395,0.021287339,0.014572435
0.49390635,0.22858353,0.08379813,1.0,0.7117647,0.13432837,0.0,0.05993196,0.033442553,0.022889236,0.0099253
0.5426555,0.24219245,0.08870759,1.0,0.75151515,0.13432837,0.0,0.101152234,0.051836,0.047657594,0.024698447
0.5477871,0.23112549,0.09855721,0.9727273,0.75438595,0.08955224,0.014925373,0.092153504,0.05318989,0.0384253,0.027591068
0.54650414,0.23125544,0.10122699,0.9727273,0.75438595,0.08955224,0.029850746,0.08783016,0.053982284,0.03905058,0.029763265
0.55805004,0.2419205,0.103991754,1.0,0.75438595,0.13432837,0.029850746,0.08803237,0.05315665,0.04356533,0.03053709
0.55805004,0.23561566,0.10624531,1.0,0.75438595,0.11940298,0.029850746,0.08171403,0.053986706,0.04004048,0.030215878
0.568313,0.24170607,0.10943253,1.0,0.81804514,0.11940298,0.029850746,0.08069562,0.052498672,0.038191695,0.029725788
0.568313,0.24332531,0.108437076,1.0,0.81804514,0.13432837,0.029850746,0.08327971,0.05229765,0.04011641,0.029670699
0.5695959,0.24167418,0.10841922,1.0,0.81804514,0.13432837,0.029850746,0.08183381,0.051693726,0.03949138,0.029504651
0.5695959,0.24432364,0.10787019,1.0,0.81804514,0.13432837,0.029850746,0.080383115,0.052465506,0.03891163,0.028404577
0.578576,0.25289118,0.10590634,1.0,0.81804514,0.13432837,0.029850746,0.08371454,0.05060507,0.039558064,0.026690185
0.58242464,0.25866297,0.10619785,1.0,0.81804514,0.13432837,0.029850746,0.083556086,0.049091823,0.041403763,0.026578099
0.5311097,0.2492474,0.104667366,1.0,0.8352381,0.13432837,0.0,0.06276178,0.027219335,0.023908451,0.007240663
0.52341247,0.24167569,0.10475411,1.0,0.7550725,0.13432837,0.014925373,0.054742336,0.024546405,0.021534648,0.007022653
0.5259782,0.2422811,0.09822541,1.0,0.7550725,0.13432837,0.014925373,0.044069923,0.016163362,0.02115601,0.006738986
0.5631815,0.25633925,0.117975995,1.0,0.8733696,0.14925373,0.04477612,0.045234635,0.023983411,0.019462384,0.010587155
0.568313,0.25690433,0.120187245,1.0,0.8733696,0.1641791,0.04477612,0.04025276,0.018584486,0.017887723,0.00767282
0.58114177,0.25896955,0.12780686,1.0,0.8733696,0.13432837,0.04477612,0.03720609,0.018469524,0.016969409,0.008737846
0.58627325,0.26485595,0.12788129,1.0,0.8733696,0.13432837,0.04477612,0.032838255,0.01770009,0.01624144,0.009644923
0.6375882,0.2805081,0.12761319,1.0,0.79333335,0.1641791,0.029850746,0.14292987,0.07508518,0.043079507,0.020348232
0.6209108,0.27308035,0.117812425,1.0,0.76944447,0.1641791,0.014925373,0.12959544,0.063362494,0.03977815,0.010012443
0.629891,0.26897648,0.12646551,1.0,0.81666666,0.13432837,0.014925373,0.12051396,0.058557313,0.03621975,0.012054992
0.5631815,0.23274602,0.13450778,1.0,0.88222224,0.11940298,0.04477612,0.1778668,0.06871001,0.08322545,0.021144798
0.578576,0.2367469,0.13769184,1.0,0.9,0.104477614,0.07462686,0.18731949,0.083799966,0.08348154,0.031206442
0.56703013,0.22468987,0.14300454,1.0,0.88384616,0.104477614,0.05970149,0.19132905,0.087523095,0.08171612,0.032043464
0.5721616,0.22815876,0.14957431,1.0,0.8925,0.11940298,0.05970149,0.19246288,0.09344702,0.084557965,0.03711239
0.5721616,0.23001385,0.14823827,1.0,0.8423077,0.11940298,0.029850746,0.18804106,0.09877332,0.08025808,0.035417907
0.5439384,0.22069176,0.15080833,1.0,0.85384613,0.13432837,0.04477612,0.14705083,0.09920722,0.05792884,0.03258539
0.56574726,0.22904399,0.146227,1.0,0.83776224,0.104477614,0.029850746,0.1497365,0.09327382,0.046794772,0.030637389
0.56574726,0.22341833,0.14210008,1.0,0.85384613,0.08955224,0.04477612,0.1478692,0.08768961,0.045067992,0.026207749
0.5631815,0.22213852,0.13920052,1.0,0.8323077,0.08955224,0.04477612,0.15538414,0.08668113,0.045710526,0.024711749
0.58627325,0.2273423,0.1594694,0.9785714,0.937395,0.104477614,0.07462686,0.1662935,0.1009448,0.04701153,0.03150803
0.5965362,0.23287866,0.16192453,1.0,0.9490196,0.104477614,0.08955224,0.17688693,0.103660256,0.053779017,0.031306114
0.60679924,0.2638811,0.15815236,1.0,0.9175824,0.104477614,0.07462686,0.15460046,0.11283872,0.04579417,0.033862937
0.6080821,0.27286452,0.15402803,1.0,0.9,0.104477614,0.05970149,0.15531571,0.115213156,0.0475298,0.032045618
0.609365,0.27380517,0.14744863,0.9823529,0.9128205,0.08955224,0.05970149,0.15662427,0.105555005,0.04967371,0.02710644
0.58627325,0.26019508,0.14744863,0.98125,0.9128205,0.07462686,0.05970149,0.14371152,0.10938577,0.038022537,0.026901705
0.5837075,0.27639404,0.1410492,1.0,0.9,0.13432837,0.05970149,0.15721314,0.10951591,0.04461516,0.02343501
0.5978191,0.28464583,0.14524716,1.0,0.8793651,0.14925373,0.04477612,0.16562371,0.112483956,0.045561396,0.021812176
0.59525335,0.2760351,0.14711659,1.0,0.8793651,0.13432837,0.04477612,0.16992697,0.117499806,0.046399444,0.020984652
0.58627325,0.28029874,0.14734533,1.0,0.9114551,0.14925373,0.05970149,0.1847993,0.113059536,0.05131087,0.01623706
0.5631815,0.27132648,0.12913555,1.0,0.8201754,0.11940298,0.029850746,0.18645161,0.10802035,0.049861208,0.009038309
0.568313,0.2649308,0.12339399,1.0,0.7692308,0.11940298,0.014925373,0.20147693,0.108551346,0.04886511,0.0096417535
0.5516357,0.24664286,0.13499273,0.9785714,0.8423077,0.13432837,0.029850746,0.19979233,0.1268433,0.043843426,0.012559962
0.5388069,0.23055674,0.12359432,0.9348214,0.80833334,0.104477614,0.014925373,0.19324327,0.13213569,0.04160188,0.008232113
0.54137266,0.2369733,0.10711484,0.93190473,0.7431818,0.11940298,0.0,0.2554488,0.15334545,0.084711775,0.014324502
0.52469534,0.2421894,0.10920561,1.0,0.76346153,0.11940298,0.014925373,0.28519124,0.16886817,0.087122634,0.018308425
0.5016036,0.22837682,0.1050766,0.98,0.7076923,0.11940298,0.014925373,0.2949378,0.18149097,0.08910129,0.019010155
0.5195638,0.22903338,0.11155136,0.9823529,0.7,0.11940298,0.014925373,0.3150672,0.20059144,0.09451895,0.022870062
0.51699805,0.22304495,0.121883295,0.93333334,0.8181818,0.11940298,0.014925373,0.37717146,0.2241678,0.116673246,0.028751351
0.56189865,0.23355737,0.12479832,0.93625,0.80833334,0.08955224,0.014925373,0.35287365,0.23651068,0.11455192,0.033451732
0.54522127,0.22699885,0.12845834,0.94007355,0.8625,0.104477614,0.029850746,0.34955066,0.2397716,0.1114701,0.033604063
0.54522127,0.2340055,0.12305778,1.0,0.79333335,0.104477614,0.029850746,0.34006315,0.2423471,0.11304644,0.027984403
0.53239256,0.23731315,0.101166114,1.0,0.6666667,0.104477614,0.029850746,0.33769196,0.23432828,0.09898046,0.012297869
0.5439384,0.24508569,0.10146835,1.0,0.6666667,0.104477614,0.029850746,0.35112545,0.23304406,0.09802903,0.014462978
0.54137266,0.23880711,0.1074002,1.0,0.725,0.104477614,0.029850746,0.35426536,0.23400304,0.090831615,0.018373778
0.5362412,0.24035159,0.107089385,1.0,0.80833334,0.13432837,0.029850746,0.35492072,0.23032878,0.09849209,0.015128964
0.49775496,0.24102372,0.098583266,1.0,0.75213677,0.104477614,0.029850746,0.274189,0.24265903,0.04641074,0.017472003
0.50032073,0.23990177,0.091474704,1.0,0.6846154,0.104477614,0.014925373,0.2767326,0.22603369,0.045115504,0.018892378
0.5028865,0.2315119,0.08871335,1.0,0.7076923,0.14925373,0.0,0.25514823,0.22645009,0.044905648,0.011374552
0.49518922,0.23945227,0.08004934,1.0,0.6666667,0.14925373,0.0,0.26411697,0.19020914,0.049163934,0.0100505315
0.44387427,0.22372508,0.086017065,1.0,0.725,0.08955224,0.0,0.29649296,0.158263,0.05180554,0.01688643
0.4528544,0.22317123,0.08904116,1.0,0.6666667,0.104477614,0.0,0.26659623,0.14103597,0.05583976,0.01786079
0.43489417,0.21970513,0.07155649,1.0,0.58363634,0.104477614,0.0,0.24157639,0.12946992,0.051555555,0.020316122
0.43104553,0.2119355,0.07032937,0.98,0.58363634,0.104477614,0.0,0.22410667,0.12091217,0.04528471,0.019154873
0.40667096,0.20041168,0.063798614,0.93190473,0.55,0.104477614,0.0,0.20588617,0.112539165,0.043936007,0.019994386
0.4233483,0.19780606,0.07075123,0.9785714,0.55,0.07462686,0.0,0.18593122,0.11647587,0.040157527,0.020680612
0.42463118,0.19005825,0.07283364,0.9285714,0.57,0.08955224,0.0,0.16945158,0.10884179,0.036669366,0.01434391
0.42078257,0.20553921,0.06450502,0.98,0.58,0.08955224,0.0,0.17612667,0.08018029,0.039667696,0.010588938
0.44515714,0.2157036,0.07200814,1.0,0.6575758,0.11940298,0.014925373,0.17793018,0.078094065,0.040255472,0.012488869
0.44900578,0.22078036,0.06024044,1.0,0.6666667,0.11940298,0.014925373,0.15943876,0.08570293,0.03721916,0.011665645
0.45157152,0.21160431,0.06781557,0.92115384,0.72761905,0.08955224,0.014925373,0.15347238,0.08262602,0.03301951,0.013983067
0.4477229,0.20466928,0.07470951,0.97692305,0.6875,0.08955224,0.014925373,0.14710227,0.0893426,0.024055615,0.019742547
0.4323284,0.2059753,0.055913642,0.92115384,0.5,0.07462686,0.014925373,0.13646668,0.065869346,0.02107276,0.010672431
0.4284798,0.20598117,0.06012435,0.83776224,0.63809526,0.029850746,0.0,0.10730783,0.06449526,0.010434624,0.0128177935
0.44515714,0.21665908,0.0732265,0.97,0.64666665,0.07462686,0.014925373,0.10853047,0.061526764,0.019365262,0.01722078
0.44900578,0.21920277,0.07734371,0.93333334,0.6575758,0.104477614,0.029850746,0.098951645,0.06501168,0.022076355,0.018125692
0.43104553,0.22839904,0.06439476,1.0,0.6575758,0.11940298,0.014925373,0.098007366,0.058369476,0.025798451,0.01650837
0.42463118,0.20714088,0.066847935,1.0,0.6166667,0.13432837,0.014925373,0.07274044,0.050438542,0.021573642,0.01365003
0.44387427,0.21383613,0.0670496,1.0,0.55833334,0.11940298,0.014925373,0.09094882,0.035795037,0.019597039,0.009646813
0.44130853,0.20157191,0.06492774,0.9227273,0.514,0.104477614,0.014925373,0.07585835,0.0282917,0.013529181,0.005142491
0.4323284,0.19508938,0.056755807,0.9030303,0.5,0.05970149,0.014925373,0.06632362,0.01967815,0.009312086,0.0039905426
0.44387427,0.21300937,0.06017859,0.90909094,0.5448889,0.07462686,0.0,0.06970404,0.022382623,0.016562285,0.0015585794
0.45157152,0.21207167,0.07252969,0.90909094,0.6175,0.104477614,0.0,0.06797873,0.026284246,0.019217737,0.008267036
0.43104553,0.18027645,0.077776715,0.90909094,0.63809526,0.104477614,0.014925373,0.09626276,0.025899854,0.04343727,0.008453822
0.42206544,0.16841596,0.08562051,0.90909094,0.67,0.08955224,0.0,0.10022585,0.03496501,0.047219574,0.012920759
0.42078257,0.17009513,0.08522468,0.90909094,0.6746154,0.08955224,0.0,0.09614499,0.030334938,0.046775438,0.013211583
0.4130853,0.16994154,0.08686255,0.9727273,0.7090909,0.07462686,0.014925373,0.097159825,0.030238872,0.048853036,0.013680067
0.4041052,0.1730395,0.07517572,1.0,0.64666665,0.08955224,0.0,0.100125425,0.029388594,0.052357305,0.013563959
0.40538806,0.1734725,0.0755157,0.91439396,0.68,0.07462686,0.0,0.09652407,0.02795484,0.050046958,0.013947392
0.49005774,0.20155531,0.09084911,0.97692305,0.7392857,0.08955224,0.0,0.057964202,0.023745807,0.022695957,0.012388673
0.48877487,0.19432393,0.10021249,1.0,0.775,0.104477614,0.014925373,0.04635233,0.02877329,0.024892122,0.0158969
0.50032073,0.20256877,0.102152035,1.0,0.825,0.13432837,0.029850746,0.042362336,0.029053288,0.02507392,0.017875843
0.4913406,0.19871117,0.097053744,0.9823529,0.76346153,0.11940298,0.014925373,0.034987874,0.022532087,0.021822268,0.011734273
0.49903783,0.19838586,0.101147935,1.0,0.7326923,0.104477614,0.029850746,0.02557018,0.022837719,0.013471236,0.013509287
0.49903783,0.19717136,0.10077789,1.0,0.7326923,0.104477614,0.029850746,0.022318639,0.02100314,0.011792431,0.013140705
0.49518922,0.19658822,0.10263322,1.0,0.7326923,0.13432837,0.029850746,0.026703512,0.05942246,0.014135532,0.034766205
0.4964721,0.19864103,0.11850449,1.0,0.825,0.13432837,0.04477612,0.023541743,0.056541745,0.013177864,0.034780893
0.51314944,0.1975335,0.11977931,1.0,0.8375,0.11940298,0.04477612,0.021772845,0.020838628,0.011260463,0.014739135
0.6170622,0.22347258,0.13505234,1.0,0.90174824,0.11940298,0.05970149,0.17344147,0.09415871,0.08489889,0.050043155
0.65939707,0.25454932,0.14547047,1.0,0.9230769,0.17910448,0.07462686,0.18418868,0.08879061,0.087668106,0.044029646
0.6966004,0.26540744,0.15781482,1.0,0.98846155,0.1641791,0.08955224,0.16252546,0.093478896,0.06263571,0.04707503
0.700449,0.25447252,0.16302016,1.0,0.98846155,0.1641791,0.08955224,0.13626559,0.096576,0.057677627,0.04801009
0.70173186,0.25056642,0.1626938,1.0,0.98636365,0.14925373,0.104477614,0.13145661,0.09376998,0.054463286,0.04539236
0.6619628,0.23557052,0.15377553,1.0,0.9272464,0.104477614,0.08955224,0.21336208,0.10357878,0.1205683,0.046491913
0.6824888,0.24468519,0.16257776,1.0,0.94956523,0.11940298,0.08955224,0.22073081,0.10815813,0.12016877,0.049538326
0.66837716,0.24451753,0.16396232,1.0,0.9508152,0.13432837,0.104477614,0.22150879,0.106591776,0.116573624,0.048871104
0.6427197,0.2402465,0.15261042,1.0,0.93625,0.11940298,0.08955224,0.2159632,0.104856126,0.10860492,0.042972203
0.66837716,0.24865283,0.16490147,1.0,1.0,0.13432837,0.104477614,0.21644537,0.10583657,0.10181062,0.042202145
0.6465683,0.23635116,0.16353896,1.0,1.0,0.11940298,0.104477614,0.2147631,0.10261743,0.097105116,0.03752611
0.6542656,0.24089493,0.16343945,1.0,1.0,0.11940298,0.104477614,0.21233505,0.10632491,0.092180766,0.038461328
0.6465683,0.23699373,0.15822998,1.0,1.0,0.13432837,0.07462686,0.18981971,0.11716012,0.088121824,0.040102918
0.5721616,0.23725957,0.1533991,1.0,1.0,0.13432837,0.07462686,0.17420311,0.115233734,0.07635777,0.0417273
0.5695959,0.24720865,0.14338052,1.0,0.8676768,0.20895523,0.04477612,0.18842536,0.13400082,0.08944871,0.032377187
0.5631815,0.25185436,0.13511048,1.0,0.869697,0.17910448,0.05970149,0.17782736,0.16091605,0.0779876,0.053809397
0.56189865,0.24036172,0.13894491,1.0,0.869697,0.17910448,0.05970149,0.17174721,0.1641057,0.07393778,0.054997824
0.5644644,0.24241777,0.13992617,1.0,0.869697,0.17910448,0.05970149,0.17630121,0.16671474,0.076574914,0.0541731
0.54522127,0.22573568,0.13724765,1.0,0.869697,0.14925373,0.05970149,0.16504939,0.166818,0.073003665,0.056385636
0.56189865,0.25086442,0.13183345,1.0,0.8595588,0.17910448,0.04477612,0.1486032,0.14945403,0.05548509,0.048456915
0.5400898,0.24447437,0.12194322,1.0,0.80454546,0.1641791,0.04477612,0.15295333,0.14944702,0.051334597,0.043875393
0.5311097,0.22918464,0.11857673,1.0,0.80454546,0.13432837,0.04477612,0.15554865,0.14883025,0.044850376,0.042932607
0.5272611,0.21774939,0.11146355,0.97692305,0.77032083,0.104477614,0.029850746,0.15170135,0.14186132,0.040037967,0.024161097
0.5157152,0.24424298,0.09588046,1.0,0.6846154,0.14925373,0.029850746,0.19346206,0.13565393,0.07013387,0.020351876
0.50801796,0.24569063,0.0984384,1.0,0.69769233,0.13432837,0.029850746,0.21449104,0.15641457,0.071720704,0.02441143
0.51314944,0.24242146,0.10466428,1.0,0.69,0.104477614,0.029850746,0.21952385,0.1636075,0.07145014,0.028015338
0.487492,0.23859927,0.095902815,1.0,0.69411767,0.11940298,0.014925373,0.21926063,0.15570629,0.071917295,0.019407202
0.47466326,0.21956465,0.0949335,0.97692305,0.6666667,0.07462686,0.014925373,0.22640507,0.16728751,0.070479535,0.021387262
0.51314944,0.23333435,0.09786751,1.0,0.69411767,0.104477614,0.014925373,0.24867567,0.17257807,0.056552075,0.019438392
0.5157152,0.24472494,0.090892315,1.0,0.62647057,0.104477614,0.029850746,0.28263018,0.17067681,0.06498913,0.019710317
0.5208467,0.24732827,0.09509477,1.0,0.6764706,0.104477614,0.029850746,0.29753378,0.17049357,0.05949252,0.024791595
0.5311097,0.24689446,0.09505834,0.98,0.6857143,0.104477614,0.029850746,0.31349802,0.16545609,0.057969864,0.021346629
0.54906994,0.25822496,0.10508723,1.0,0.7,0.13432837,0.029850746,0.3238378,0.17558974,0.06768501,0.018500935
0.5400898,0.25490034,0.11115265,1.0,0.82095236,0.11940298,0.029850746,0.33567864,0.19575995,0.081613965,0.025251899
0.5093008,0.25176394,0.10380507,1.0,0.84705883,0.13432837,0.029850746,0.32371056,0.2544346,0.08175194,0.03939204
0.50416934,0.24038252,0.094490334,0.98,0.75529414,0.11940298,0.029850746,0.3395524,0.20892754,0.06428195,0.01566419
0.5182809,0.23868318,0.10657316,1.0,0.84,0.11940298,0.04477612,0.33451247,0.22958691,0.06293334,0.022938626
0.5067351,0.24650311,0.08701893,1.0,0.7676923,0.104477614,0.029850746,0.3303844,0.20597528,0.057038948,0.0133031225
0.5093008,0.24845733,0.08907502,1.0,0.75769234,0.104477614,0.014925373,0.32860017,0.22093782,0.060131993,0.016275732
0.5144323,0.25253034,0.0949815,1.0,0.75274724,0.11940298,0.029850746,0.33093622,0.22021294,0.0687009,0.023323009
0.5298268,0.25329807,0.08952633,1.0,0.6846154,0.104477614,0.029850746,0.29170132,0.1811949,0.04602031,0.018927593
0.5259782,0.25601664,0.08654397,1.0,0.6596154,0.11940298,0.029850746,0.29050064,0.16874768,0.046991542,0.014883177
0.50032073,0.25647938,0.06933443,0.98333335,0.64166665,0.104477614,0.014925373,0.28098932,0.16117583,0.047871746,0.008985863
0.50416934,0.25679705,0.07082546,0.9785714,0.6596154,0.11940298,0.014925373,0.27483162,0.15778854,0.048533313,0.008425349
0.47594613,0.24365273,0.07179638,0.97692305,0.6596154,0.11940298,0.014925373,0.26735005,0.1808612,0.049557235,0.018108025
0.46824887,0.23439829,0.08862268,0.98,0.7392857,0.11940298,0.029850746,0.2547612,0.16272652,0.04791805,0.011715768
0.44002566,0.22422509,0.05553536,0.975,0.63809526,0.07462686,0.0,0.22036697,0.13899548,0.038101055,0.0010421103
0.456703,0.24073642,0.064550266,1.0,0.6166667,0.13432837,0.014925373,0.2129222,0.1267437,0.04534809,0.0058390787
0.47851187,0.23260982,0.089430764,0.9302564,0.7431818,0.11940298,0.029850746,0.18950999,0.14501588,0.041107316,0.023272369
0.5054522,0.25175378,0.09569518,1.0,0.725,0.13432837,0.04477612,0.19183424,0.12186509,0.046739202,0.02332031
0.48236048,0.23521656,0.07556662,0.93333334,0.60625,0.08955224,0.029850746,0.17975384,0.09789348,0.039779715,0.019986007
0.47594613,0.23825738,0.080468945,0.9166667,0.625,0.08955224,0.029850746,0.1547424,0.09086004,0.031163162,0.01591213
0.45798588,0.22453271,0.090137295,0.975,0.785,0.104477614,0.029850746,0.14576715,0.10002965,0.030687494,0.017095014
0.46055165,0.22247006,0.09695627,1.0,0.8925,0.08955224,0.05970149,0.14579995,0.0884694,0.029705748,0.020363785
0.45157152,0.22494774,0.08817223,1.0,0.8125,0.104477614,0.029850746,0.13942434,0.08686212,0.03245389,0.013628679
0.44387427,0.21932259,0.07561945,1.0,0.64666665,0.104477614,0.014925373,0.13214576,0.08161705,0.029879965,0.012123586
0.42591405,0.19870448,0.072426654,0.9727273,0.6011364,0.08955224,0.014925373,0.15620714,0.073556155,0.044450287,0.010809134
0.39769083,0.18520825,0.065168425,1.0,0.60545456,0.07462686,0.014925373,0.14227894,0.0650425,0.044641256,0.007929923
0.41436818,0.18400578,0.067045815,1.0,0.5683333,0.07462686,0.014925373,0.13119338,0.06216584,0.044016927,0.0075055696
0.40538806,0.18749422,0.064157836,1.0,0.5321569,0.07462686,0.014925373,0.13099758,0.05584056,0.04470244,0.0061312164
0.4041052,0.18571194,0.06901966,1.0,0.60545456,0.08955224,0.014925373,0.115928285,0.053637654,0.045927674,0.008064133
0.44002566,0.19882962,0.08687187,1.0,0.7352941,0.08955224,0.029850746,0.114316925,0.061409377,0.04788953,0.014858022
0.4425914,0.18949112,0.09617395,1.0,0.82222223,0.07462686,0.04477612,0.11908616,0.061336167,0.048312712,0.020033695
0.5093008,0.21975079,0.095693044,1.0,0.82222223,0.104477614,0.04477612,0.093045615,0.0617225,0.026525803,0.01871801
0.5208467,0.22453177,0.09787163,1.0,0.725,0.11940298,0.014925373,0.086979754,0.056768943,0.027135247,0.016052864
0.5362412,0.22361496,0.102718785,0.97692305,0.75,0.07462686,0.014925373,0.07797442,0.060715817,0.023622336,0.0153600965
0.5208467,0.21279052,0.104883425,0.9032967,0.75,0.05970149,0.014925373,0.06735882,0.058126524,0.019722702,0.012626477
0.5054522,0.22040439,0.09298632,1.0,0.745,0.08955224,0.0,0.066575535,0.05097487,0.023033673,0.01606947
0.44900578,0.18216218,0.0975652,0.9625,0.71428573,0.05970149,0.029850746,0.08533994,0.05621054,0.040220145,0.023004103
0.44002566,0.16358493,0.10240231,0.9032967,0.71428573,0.05970149,0.014925373,0.06792466,0.053807765,0.033682294,0.021565318
0.43617705,0.1657451,0.10923604,0.90865386,0.7,0.05970149,0.014925373,0.06735999,0.052333117,0.036337998,0.022298645
